ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,snw_dpth,MAX_TEMP,week_of_year
None, 242.0, 131.0, None, None,2018-12-24 00:00:00, -10.1, None, 64.0, None,52
None, 242.0, 131.0, None, None,2018-12-24 01:00:00, -9.8, None, 64.0, None,52
None, 242.0, 131.0, None, None,2018-12-24 02:00:00, -9.5, None, 64.0, None,52
None, 243.0, 131.0, None, None,2018-12-24 03:00:00, -9.4, None, 64.0, None,52
None, 242.0, 131.0, None, None,2018-12-24 04:00:00, -9.6, None, 64.0, None,52
None, 242.0, 131.0, None, None,2018-12-24 05:00:00, -9.3, None, 64.0, None,52
None, 243.0, 131.0, None, None,2018-12-24 06:00:00, -9.3, None, 64.0, None,52
None, 242.0, 131.0, None, None,2018-12-24 07:00:00, -9.0, None, 64.0, None,52
None, 242.0, 131.0, None, None,2018-12-24 08:00:00, -8.7, None, 64.0, None,52
None, 243.0, 131.0, None, None,2018-12-24 09:00:00, -8.7, None, 64.0, None,52
None, 243.0, 131.0, None, None,2018-12-24 10:00:00, -8.8, None, 64.0, None,52
None, 243.0, 131.0, None, None,2018-12-24 11:00:00, -8.6, None, 64.0, None,52
None, 243.0, 131.0, None, None,2018-12-24 12:00:00, -8.9, None, 64.0, None,52
None, 243.0, 131.0, None, None,2018-12-24 13:00:00, -9.2, None, 64.0, None,52
None, 243.0, 131.0, None, None,2018-12-24 14:00:00, -9.8, None, 64.0, None,52
None, 243.0, 132.0, None, None,2018-12-24 15:00:00, -8.9, None, 64.0, None,52
None, 243.0, 132.0, 398.0, None,2018-12-24 16:00:00, -8.8, None, 64.0, None,52
None, 243.0, 132.0, None, None,2018-12-24 17:00:00, -8.5, None, 64.0, None,52
None, 243.0, 132.0, None, None,2018-12-24 18:00:00, -8.2, None, 64.0, None,52
None, 243.0, 132.0, None, None,2018-12-24 19:00:00, -7.7, None, 64.0, None,52
None, 244.0, 132.0, None, None,2018-12-24 20:00:00, -7.6, None, 64.0, None,52
None, 244.0, 132.0, None, None,2018-12-24 21:00:00, -7.9, None, 64.0, None,52
None, 244.0, 132.0, None, None,2018-12-24 22:00:00, -8.0, None, 64.0, None,52
None, 244.0, 132.0, None, None,2018-12-24 23:00:00, -8.3, None, 64.0, None,52
None, 244.0, 132.0, None, None,2018-12-25 00:00:00, -8.8, None, 65.0, None,52
None, 244.0, 132.0, None, None,2018-12-25 01:00:00, -8.9, None, 64.0, None,52
None, 244.0, 132.0, None, None,2018-12-25 02:00:00, -8.7, None, 65.0, None,52
None, 245.0, 133.0, None, None,2018-12-25 03:00:00, -8.8, None, 65.0, None,52
None, 245.0, 133.0, None, None,2018-12-25 04:00:00, -8.8, None, 65.0, None,52
None, 246.0, 134.0, None, None,2018-12-25 05:00:00, -8.8, None, 66.0, None,52
None, 246.0, 134.0, None, None,2018-12-25 06:00:00, -9.4, None, 66.0, None,52
None, 246.0, 134.0, None, None,2018-12-25 07:00:00, -10.2, None, 66.0, None,52
None, 246.0, 134.0, None, None,2018-12-25 08:00:00, -9.8, None, 67.0, None,52
None, 246.0, 134.0, None, None,2018-12-25 09:00:00, -9.3, None, 67.0, None,52
None, 246.0, 134.0, None, None,2018-12-25 10:00:00, -9.2, None, 67.0, None,52
None, 246.0, 134.0, None, None,2018-12-25 11:00:00, -9.4, None, 67.0, None,52
None, 246.0, 134.0, None, None,2018-12-25 12:00:00, -9.2, None, 67.0, None,52
None, 246.0, 134.0, None, None,2018-12-25 13:00:00, -9.3, None, 67.0, None,52
None, 246.0, 134.0, None, None,2018-12-25 14:00:00, -9.4, None, 68.0, None,52
None, 246.0, 134.0, None, None,2018-12-25 15:00:00, -9.6, None, 68.0, None,52
None, 246.0, 134.0, 405.0, None,2018-12-25 16:00:00, -9.7, None, 68.0, None,52
None, 246.0, 134.0, None, None,2018-12-25 17:00:00, -10.0, None, 68.0, None,52
None, 246.0, 134.0, None, None,2018-12-25 18:00:00, -9.8, None, 68.0, None,52
None, 246.0, 134.0, None, None,2018-12-25 19:00:00, -9.5, None, 69.0, None,52
None, 246.0, 134.0, None, None,2018-12-25 20:00:00, -9.3, None, 69.0, None,52
None, 246.0, 134.0, None, None,2018-12-25 21:00:00, -9.3, None, 69.0, None,52
None, 246.0, 134.0, None, None,2018-12-25 22:00:00, -9.7, None, 69.0, None,52
None, 246.0, 134.0, None, None,2018-12-25 23:00:00, -10.2, None, 69.0, None,52
None, 246.0, 134.0, None, None,2018-12-26 00:00:00, -10.8, None, 69.0, None,52
None, 246.0, 134.0, None, None,2018-12-26 01:00:00, -11.1, None, 69.0, None,52
None, 246.0, 134.0, None, None,2018-12-26 02:00:00, -11.3, None, 69.0, None,52
None, 246.0, 134.0, None, None,2018-12-26 03:00:00, -11.6, None, 68.0, None,52
None, 246.0, 134.0, None, None,2018-12-26 04:00:00, -11.6, None, 68.0, None,52
None, 246.0, 134.0, None, None,2018-12-26 05:00:00, -11.8, None, 68.0, None,52
None, 246.0, 134.0, None, None,2018-12-26 06:00:00, -11.9, None, 68.0, None,52
None, 246.0, 134.0, None, None,2018-12-26 07:00:00, -12.1, None, 68.0, None,52
None, 246.0, 134.0, None, None,2018-12-26 08:00:00, -12.1, None, 68.0, None,52
None, 246.0, 134.0, None, None,2018-12-26 09:00:00, -12.3, None, 68.0, None,52
None, 246.0, 134.0, None, None,2018-12-26 10:00:00, -12.5, None, 68.0, None,52
None, 246.0, 134.0, None, None,2018-12-26 11:00:00, -12.4, None, 68.0, None,52
None, 246.0, 134.0, None, None,2018-12-26 12:00:00, -12.4, None, 68.0, None,52
None, 246.0, 134.0, None, None,2018-12-26 13:00:00, -12.4, None, 68.0, None,52
None, 246.0, 134.0, None, None,2018-12-26 14:00:00, -12.3, None, 68.0, None,52
None, 246.0, 135.0, None, None,2018-12-26 15:00:00, -12.3, None, 68.0, None,52
