wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,Snow_WE,SNOW_ON_THE_GROUND,MAX_TEMP
105.0, 94.0, 2.3,0.0, -5.7,2.2, -4.9,-5.0, 119.0, 0.0, 0.0,94.0,2021-01-01 00:00:00,1,,,,,,
149.0, 94.0, 2.2,0.0, -5.8,1.7, -5.0,-5.2, 105.0, 0.0, 0.0,93.0,2021-01-01 01:00:00,1,,,,,,
148.0, None, None,0.0, None,2.7, None,-5.2, None, None, None,93.0,2021-01-01 02:00:00,1,,,,,,
141.0, 93.0, 2.7,0.0, -6.2,2.3, -5.2,-5.4, 148.0, 0.0, 0.0,93.0,2021-01-01 03:00:00,1,,,,,,
144.0, 93.0, 2.3,0.0, -6.4,5.6, -5.4,-5.2, 141.0, 0.0, 0.0,93.0,2021-01-01 04:00:00,1,,,,,,
137.0, 93.0, 5.6,0.0, -6.2,2.4, -5.2,-5.0, 144.0, 0.0, 0.0,93.0,2021-01-01 05:00:00,1,,,,,,
122.0, 93.0, 2.4,0.0, -6.0,2.0, -5.0,-4.9, 137.0, 0.0, 0.0,94.0,2021-01-01 06:00:00,1,,,,,,
114.0, 94.0, 2.0,0.0, -5.7,2.7, -4.9,-4.8, 122.0, 0.0, 0.0,93.0,2021-01-01 07:00:00,1,,,,,,
130.0, 93.0, 2.7,0.0, -5.8,2.0, -4.8,-4.5, 114.0, 0.0, 0.0,94.0,2021-01-01 08:00:00,1,,,,,,
148.0, 94.0, 2.0,0.0, -5.3,2.0, -4.5,-4.0, 130.0, 0.0, 0.0,94.0,2021-01-01 09:00:00,1,,,,,,
146.0, 94.0, 2.0,0.0, -4.8,2.5, -4.0,-3.4, 148.0, 0.0, 0.0,94.0,2021-01-01 10:00:00,1,,,,,,
149.0, 94.0, 2.5,0.0, -4.2,2.6, -3.4,-2.9, 146.0, 0.0, 0.0,94.0,2021-01-01 11:00:00,1,,,,,,
145.0, 94.0, 2.6,0.0, -3.7,4.2, -2.9,-2.8, 149.0, 0.0, 0.0,94.0,2021-01-01 12:00:00,1,,,,,,
147.0, 94.0, 4.2,0.0, -3.6,6.2, -2.8,-2.6, 145.0, 0.0, 0.0,95.0,2021-01-01 13:00:00,1,,,,,,
156.0, 95.0, 6.2,0.0, -3.3,6.5, -2.6,-2.6, 147.0, 0.0, 0.0,95.0,2021-01-01 14:00:00,1,,,,,,
179.0, 95.0, 6.5,0.0, -3.3,13.8, -2.6,-2.5, 156.0, 0.0, 0.0,96.0,2021-01-01 15:00:00,1,,,,,,
166.0, 96.0, 13.8,0.0, -3.0,15.3, -2.5,-2.4, 179.0, 0.0, 0.0,96.0,2021-01-01 16:00:00,1,,,,,,
178.0, 96.0, 15.3,0.0, -2.9,9.6, -2.4,-2.4, 166.0, 0.0, 0.0,96.0,2021-01-01 17:00:00,1,,,,,,
176.0, 96.0, 9.6,0.0, -2.9,7.7, -2.4,-2.4, 178.0, 0.0, 0.0,96.0,2021-01-01 18:00:00,1,,,,,,
147.0, 96.0, 7.7,0.0, -2.9,3.9, -2.4,-2.7, 176.0, 0.0, 0.0,96.0,2021-01-01 19:00:00,1,,,,,,
101.0, 96.0, 3.9,0.0, -3.2,1.6, -2.7,-2.7, 147.0, 0.0, 0.0,96.0,2021-01-01 20:00:00,1,,,,,,
152.0, 96.0, 1.6,0.0, -3.2,0.0, -2.7,-3.0, 101.0, 0.0, 0.0,96.0,2021-01-01 21:00:00,1,,,,,,
162.0, 96.0, 0.0,0.0, -3.5,1.7, -3.0,-3.2, 152.0, 0.0, 0.0,95.0,2021-01-01 22:00:00,1,,,,,,
120.0, 95.0, 1.7,0.0, -3.9,1.7, -3.2,-3.1, 162.0, 0.0, 0.0,96.0,2021-01-01 23:00:00,1,,,,,,
133.0, 96.0, 1.7,0.0, -3.6,1.7, -3.1,-3.2, 120.0, 0.0, 0.0,95.0,2021-01-02 00:00:00,1,,,,,,
104.0, 95.0, 1.7,0.0, -3.9,2.0, -3.2,-3.3, 133.0, 0.0, 0.0,96.0,2021-01-02 01:00:00,1,,,,,,
152.0, 96.0, 2.0,0.0, -3.8,2.1, -3.3,-3.2, 104.0, 0.0, 0.0,96.0,2021-01-02 02:00:00,1,,,,,,
122.0, 96.0, 2.1,0.0, -3.7,3.1, -3.2,-3.2, 152.0, 0.0, 0.0,96.0,2021-01-02 03:00:00,1,,,,,,
103.0, 96.0, 3.1,0.0, -3.7,4.0, -3.2,-3.2, 122.0, 0.0, 0.0,96.0,2021-01-02 04:00:00,1,,,,,,
82.0, 96.0, 4.0,0.0, -3.7,3.9, -3.2,-3.3, 103.0, 0.0, 0.0,96.0,2021-01-02 05:00:00,1,,,,,,
107.0, 96.0, 3.9,0.0, -3.8,2.6, -3.3,-3.2, 82.0, 0.0, 0.0,96.0,2021-01-02 06:00:00,1,,,,,,
158.0, 96.0, 2.6,0.0, -3.7,1.9, -3.2,-3.3, 107.0, 0.0, 0.0,95.0,2021-01-02 07:00:00,1,,,,,,
175.0, 95.0, 1.9,0.0, -4.0,2.6, -3.3,-3.3, 158.0, 0.0, 0.0,95.0,2021-01-02 08:00:00,1,,,,,,
162.0, 95.0, 2.6,0.0, -4.0,3.0, -3.3,-2.9, 175.0, 0.0, 0.0,95.0,2021-01-02 09:00:00,1,,,,,,
168.0, 95.0, 3.0,0.0, -3.6,4.7, -2.9,-2.6, 162.0, 0.0, 0.0,95.0,2021-01-02 10:00:00,1,,,,,,
140.0, 95.0, 4.7,0.0, -3.3,2.9, -2.6,-2.6, 168.0, 0.0, 0.0,95.0,2021-01-02 11:00:00,1,,,,,,
154.0, 95.0, 2.9,0.0, -3.3,4.3, -2.6,-1.8, 140.0, 0.0, 0.0,95.0,2021-01-02 12:00:00,1,,,,,,
158.0, 95.0, 4.3,0.0, -2.5,2.8, -1.8,-2.0, 154.0, 0.0, 0.0,96.0,2021-01-02 13:00:00,1,,,,,,
