TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, 0.504998, None, 78.04,2017-05-28 00:00:00, 7.072,22
None, 0.263, None, 88.4,2017-05-28 01:00:00, 5.443,22
None, 0.344998, None, 88.5,2017-05-28 02:00:00, 4.8,22
None, 0.643998, None, 88.7,2017-05-28 03:00:00, 4.196,22
None, 0.629998, None, 84.6,2017-05-28 04:00:00, 4.237,22
None, 0.851, None, 80.5,2017-05-28 05:00:00, 5.168,22
None, 1.305, None, 70.42,2017-05-28 06:00:00, 7.793,22
None, 1.255, None, 55.18,2017-05-28 07:00:00, 12.05,22
None, 2.722, None, 44.52,2017-05-28 08:00:00, 14.85,22
None, 2.775, None, 40.79,2017-05-28 09:00:00, 16.81,22
None, 3.039, None, 37.82,2017-05-28 10:00:00, 18.46,22
None, 3.736, None, 33.25,2017-05-28 11:00:00, 20.22,22
None, 4.081, None, 30.68,2017-05-28 12:00:00, 21.44,22
None, 4.506, None, 28.98,2017-05-28 13:00:00, 22.0,22
None, 4.783, None, 28.36,2017-05-28 14:00:00, 22.76,22
None, 4.814, None, 26.95,2017-05-28 15:00:00, 23.53,22
None, 4.732, None, 24.6,2017-05-28 16:00:00, 23.86,22
None, 4.328, None, 24.7,2017-05-28 17:00:00, 23.9,22
None, 4.583, None, 24.92,2017-05-28 18:00:00, 23.52,22
None, 3.217, None, 28.35,2017-05-28 19:00:00, 22.67,22
None, 2.181, None, 32.52,2017-05-28 20:00:00, 20.97,22
None, 1.791, None, 36.67,2017-05-28 21:00:00, 18.82,22
None, 1.87, None, 39.32,2017-05-28 22:00:00, 17.28,22
None, 1.187, None, 42.02,2017-05-28 23:00:00, 15.95,22
None, 0.876999, None, 44.13,2017-05-29 00:00:00, 14.93,22
None, 1.404, None, 46.66,2017-05-29 01:00:00, 13.81,22
None, 1.38, None, 45.16,2017-05-29 02:00:00, 13.3,22
None, 0.768, None, 48.08,2017-05-29 03:00:00, 12.23,22
None, 0.518, None, 78.53,2017-05-29 04:00:00, 7.497,22
None, 0.694998, None, 81.8,2017-05-29 05:00:00, 6.898,22
