pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
0.0, -21.47, 80.2, -18.3, 80.0, -24.0, -21.5, -21.5, -24.0, 0.0, 0.0,2022-01-01 00:00:00, None, 958.0,1
0.0, -21.49, 79.94, -18.3, 80.0, -24.0, -21.5, -21.8, -24.0, 0.0, 0.0,2022-01-01 01:00:00, None, 957.0,1
0.0, -21.42, 79.57, -18.3, 80.0, -24.0, -21.4, -21.9, -24.0, 0.0, 0.0,2022-01-01 02:00:00, None, 958.0,1
0.0, -20.86, 79.39, -18.3, 79.0, -23.0, -20.9, -21.9, -23.0, 0.0, 0.0,2022-01-01 03:00:00, None, 958.0,1
0.0, -20.51, 79.58, -18.3, 80.0, -23.0, -20.5, -21.9, -23.0, 0.0, 0.0,2022-01-01 04:00:00, None, 958.0,1
0.0, -19.85, 79.51, -18.3, 80.0, -22.0, -19.9, -21.9, -22.0, 0.0, 0.0,2022-01-01 05:00:00, None, 957.0,1
0.0, -18.88, 78.8, -18.3, 79.0, -21.0, -18.9, -21.9, -21.0, 0.0, 0.0,2022-01-01 06:00:00, None, 957.0,1
0.0, -18.12, 80.9, -18.1, 81.0, -20.0, -18.1, -19.0, -20.0, 0.0, 0.0,2022-01-01 07:00:00, None, 957.0,1
0.0, -15.99, 75.49, -15.9, 75.0, -19.0, -16.0, -19.0, -19.0, 0.0, 0.0,2022-01-01 08:00:00, None, 957.0,1
0.2, -15.37, 78.16, -15.4, 78.0, -18.0, -15.4, -19.0, -18.0, 0.2, 0.0,2022-01-01 09:00:00, None, 957.0,1
0.2, -14.82, 77.6, -14.8, 78.0, -17.0, -14.8, -19.0, -17.0, 0.0, 0.0,2022-01-01 10:00:00, None, 957.0,1
0.2, -14.2, 76.38, -14.1, 76.0, -17.0, -14.2, -19.0, -17.0, 0.0, 0.0,2022-01-01 11:00:00, None, 957.0,1
0.2, -13.76, 76.56, -13.6, 77.0, -16.0, -13.8, -19.0, -16.0, 0.0, 0.0,2022-01-01 12:00:00, None, 957.0,1
0.2, -12.81, 73.16, -12.7, 73.0, -16.0, -12.8, -19.0, -16.0, 0.0, 0.0,2022-01-01 13:00:00, None, 956.0,1
0.2, -12.06, 70.74, -12.1, 71.0, -16.0, -12.1, -19.0, -16.0, 0.0, 0.0,2022-01-01 14:00:00, None, 956.0,1
0.2, -11.74, 68.77, -11.7, 69.0, -16.0, -11.7, -19.0, -16.0, 0.0, 0.0,2022-01-01 15:00:00, None, 956.0,1
0.2, -11.7, 69.12, -11.6, 69.0, -16.0, -11.7, -19.0, -16.0, 0.0, 0.0,2022-01-01 16:00:00, None, 955.0,1
0.2, -11.38, 67.27, -11.4, 67.0, -16.0, -11.4, -19.0, -16.0, 0.0, 0.0,2022-01-01 17:00:00, None, 955.0,1
0.2, -12.17, 73.68, -11.4, 74.0, -15.0, -12.2, -19.0, -15.0, 0.0, 0.0,2022-01-01 18:00:00, None, 954.0,1
0.2, -11.54, 70.83, -11.4, 71.0, -15.0, -11.5, -12.2, -15.0, 0.0, 0.0,2022-01-01 19:00:00, None, 954.0,1
0.2, -11.87, 72.95, -11.4, 73.0, -15.0, -11.9, -12.2, -15.0, 0.0, 0.0,2022-01-01 20:00:00, None, 953.0,1
0.2, -11.64, 70.83, -11.4, 71.0, -16.0, -11.6, -12.2, -16.0, 0.0, 0.0,2022-01-01 21:00:00, None, 953.0,1
0.2, -11.83, 71.46, -11.4, 71.0, -15.0, -11.8, -12.2, -15.0, 0.0, 0.0,2022-01-01 22:00:00, None, 952.0,1
0.2, -11.46, 69.58, -11.3, 70.0, -16.0, -11.5, -12.2, -16.0, 0.0, 0.0,2022-01-01 23:00:00, None, 952.0,1
0.2, -11.1, 67.7, -11.0, 68.0, -15.0, -11.1, -12.2, -15.0, 0.0, 0.0,2022-01-02 00:00:00, None, 951.0,1
0.2, -10.55, 65.26, -10.5, 65.0, -15.0, -10.6, -12.2, -15.0, 0.0, 0.0,2022-01-02 01:00:00, None, 951.0,1
0.2, -10.27, 66.29, -10.2, 66.0, -15.0, -10.3, -12.2, -15.0, 0.0, 0.0,2022-01-02 02:00:00, None, 950.0,1
0.2, -9.88, 66.77, -9.9, 67.0, -14.0, -9.9, -12.2, -14.0, 0.0, 0.0,2022-01-02 03:00:00, None, 951.0,1
0.2, -9.75, 65.92, -9.6, 66.0, -14.0, -9.8, -12.2, -14.0, 0.0, 0.0,2022-01-02 04:00:00, None, 951.0,1
0.2, -9.62, 67.83, -9.5, 68.0, -14.0, -9.6, -12.2, -14.0, 0.0, 0.0,2022-01-02 05:00:00, None, 951.0,1
0.2, -9.59, 68.94, -9.4, 69.0, -14.0, -9.6, -12.2, -14.0, 0.0, 0.0,2022-01-02 06:00:00, None, 951.0,1
0.2, -9.77, 70.95, -9.5, 71.0, -14.0, -9.8, -9.8, -14.0, 0.0, 0.0,2022-01-02 07:00:00, None, 951.0,1
0.2, -9.98, 71.12, -9.5, 71.0, -14.0, -10.0, -10.0, -14.0, 0.0, 0.0,2022-01-02 08:00:00, None, 950.0,1
0.0, -9.91, 71.36, -9.5, 71.0, -14.0, -9.9, -10.2, -14.0, 0.0, 0.0,2022-01-02 09:00:00, None, 950.0,1
0.0, -9.41, 69.44, -9.5, 69.0, -14.0, -9.4, -10.2, -14.0, 0.0, 0.0,2022-01-02 10:00:00, None, 949.0,1
0.0, -8.51, 67.09, -8.5, 67.0, -13.0, -8.5, -10.2, -13.0, 0.0, 0.0,2022-01-02 11:00:00, None, 948.0,1
0.0, -7.272, 63.66, -7.2, 64.0, -12.0, -7.3, -10.2, -12.0, 0.0, 0.0,2022-01-02 12:00:00, None, 947.0,1
0.0, -6.564, 63.35, -6.5, 63.0, -12.0, -6.6, -10.2, -12.0, 0.0, 0.0,2022-01-02 13:00:00, None, 945.0,1
0.0, -6.213, 63.55, -6.3, 64.0, -11.0, -6.2, -10.2, -11.0, 0.0, 0.0,2022-01-02 14:00:00, None, 944.0,1
0.0, -5.631, 64.6, -5.6, 65.0, -10.0, -5.6, -10.2, -10.0, 0.0, 0.0,2022-01-02 15:00:00, None, 943.0,1
None, -5.153, 65.68, -5.0, 66.0, -10.0, -5.2, -10.2, -10.0, 0.0, 0.0,2022-01-02 17:00:00, None, 943.0,1
None, -4.663, 67.21, -4.6, 67.0, -9.0, -4.7, -10.2, -9.0, 0.0, 0.0,2022-01-02 18:00:00, None, 941.0,1
None, -4.26, 66.92, -4.2, 67.0, -9.0, -4.3, -4.8, -9.0, 0.0, 0.0,2022-01-02 19:00:00, None, 940.0,1
None, -3.682, 64.3, -3.8, 64.0, -9.0, -3.7, -4.8, -9.0, 0.0, 0.0,2022-01-02 20:00:00, None, 939.0,1
None, -11.97, 75.32, -7.4, 75.0, -15.0, -12.0, -12.0, -15.0, 0.2, 0.0,2022-01-05 03:00:00, None, 955.0,1
None, -11.75, 69.06, -7.4, 69.0, -16.0, -11.8, -12.0, -16.0, 0.0, 0.0,2022-01-05 04:00:00, None, 957.0,1
None, -12.1, 72.5, -7.4, 73.0, -16.0, -12.1, -12.2, -16.0, 0.2, 0.0,2022-01-05 05:00:00, None, 958.0,1
None, -12.42, 74.5, -7.4, 75.0, -16.0, -12.4, -12.5, -16.0, 0.0, 0.0,2022-01-05 06:00:00, None, 959.0,1
None, -12.59, 68.63, -12.4, 69.0, -16.0, -12.6, -12.9, -16.0, 0.0, 0.0,2022-01-05 07:00:00, None, 960.0,1
None, -13.19, 69.24, -12.4, 69.0, -17.0, -13.2, -13.2, -17.0, 0.0, 0.0,2022-01-05 08:00:00, None, 960.0,1
None, -13.46, 69.71, -12.4, 70.0, -17.0, -13.5, -13.6, -17.0, 0.0, 0.0,2022-01-05 09:00:00, None, 962.0,1
None, -12.82, 63.87, -12.4, 64.0, -17.0, -12.8, -13.6, -17.0, 0.0, 0.0,2022-01-05 10:00:00, None, 962.0,1
None, -12.93, 60.06, -12.4, 60.0, -19.0, -12.9, -13.6, -19.0, 0.0, 0.0,2022-01-05 11:00:00, None, 963.0,1
None, -12.31, 58.7, -12.4, 59.0, -18.0, -12.3, -13.6, -18.0, 0.0, 0.0,2022-01-05 12:00:00, None, 962.0,1
None, -12.17, 57.07, -12.1, 57.0, -18.0, -12.2, -13.6, -18.0, 0.0, 0.0,2022-01-05 13:00:00, None, 962.0,1
None, -11.96, 56.76, -11.9, 57.0, -18.0, -12.0, -13.6, -18.0, 0.0, 0.0,2022-01-05 14:00:00, None, 961.0,1
None, -12.18, 58.47, -11.9, 58.0, -18.0, -12.2, -13.6, -18.0, 0.0, 0.0,2022-01-05 15:00:00, None, 960.0,1
None, None, None, -11.9, 61.0, -18.0, -12.3, -13.6, None, 0.0, 0.0,2022-01-05 16:00:00, None, 960.0,1
None, -12.51, 65.14, -11.9, 65.0, -17.0, -12.5, -13.6, -17.0, 0.0, 0.0,2022-01-05 17:00:00, None, 960.0,1
None, -12.57, 65.48, -11.9, 65.0, -17.0, -12.6, -13.6, -17.0, 0.0, 0.0,2022-01-05 18:00:00, None, 960.0,1
None, -12.6, 69.19, -12.5, 69.0, -17.0, -12.6, -12.7, -17.0, 0.0, 0.0,2022-01-05 19:00:00, None, 959.0,1
