pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,time,SNOW_ON_THE_GROUND,week_of_year
None, None, None, None, None, None, 272.0, None, None, None, 1228.0, None,2018-02-12 00:00:00, None,7
None, None, None, None, None, None, 272.0, None, None, None, 1228.0, None,2018-02-12 01:00:00, None,7
None, None, None, None, None, None, 273.0, None, None, None, 1227.0, None,2018-02-12 02:00:00, None,7
None, None, None, None, None, None, 272.0, None, None, None, 1226.0, None,2018-02-12 03:00:00, None,7
None, None, None, None, None, None, 272.0, None, None, None, 1226.0, None,2018-02-12 04:00:00, None,7
None, None, None, None, None, None, 273.0, None, None, None, 1225.0, None,2018-02-12 05:00:00, None,7
None, None, None, None, None, None, 272.0, None, None, None, 1225.0, None,2018-02-12 06:00:00, None,7
None, None, None, None, None, None, 272.0, None, None, None, 1224.0, None,2018-02-12 07:00:00, None,7
None, None, None, None, None, None, 272.0, None, None, None, 1223.0, None,2018-02-12 08:00:00, None,7
None, None, None, None, None, None, 272.0, None, None, None, 1222.0, None,2018-02-12 09:00:00, None,7
None, None, None, None, None, None, 272.0, None, None, None, 1222.0, None,2018-02-12 10:00:00, None,7
None, None, None, None, None, None, 272.0, None, None, None, 1222.0, None,2018-02-12 11:00:00, None,7
None, None, None, None, None, None, 272.0, None, None, None, 1222.0, None,2018-02-12 12:00:00, None,7
None, None, None, None, None, None, 272.0, None, None, None, 1222.0, None,2018-02-12 13:00:00, None,7
None, None, None, None, None, None, 272.0, None, None, None, 1222.0, None,2018-02-12 14:00:00, None,7
None, None, None, None, None, None, 272.0, None, None, None, 1222.0, None,2018-02-12 15:00:00, None,7
None, 1781.0, None, None, None, None, 271.0, None, None, None, 1222.0, None,2018-02-12 16:00:00, None,7
None, None, None, None, None, None, 271.0, None, None, None, 1222.0, None,2018-02-12 17:00:00, None,7
None, None, None, None, None, None, 269.0, None, None, None, 1223.0, None,2018-02-12 18:00:00, None,7
None, None, None, None, None, None, 269.0, None, None, None, 1223.0, None,2018-02-12 19:00:00, None,7
None, None, None, None, None, None, 270.0, None, None, None, 1224.0, None,2018-02-12 20:00:00, None,7
