pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,time,MIN_TEMP,week_of_year
None, None, None, None, None, -12.2, 53.0, None, None,440.0, 132.0,2018-02-12 00:00:00, None,7
None, None, None, None, None, -13.1, 52.0, None, None,440.0, 133.0,2018-02-12 01:00:00, None,7
None, None, None, None, None, -15.3, 53.0, None, None,440.0, 133.0,2018-02-12 02:00:00, None,7
None, None, None, None, None, -17.5, 53.0, None, None,440.0, 133.0,2018-02-12 03:00:00, None,7
None, None, None, None, None, -19.0, 53.0, None, None,440.0, 133.0,2018-02-12 04:00:00, None,7
None, None, None, None, None, -19.9, 53.0, None, None,440.0, 133.0,2018-02-12 05:00:00, None,7
None, None, None, None, None, -20.7, 53.0, None, None,440.0, 132.0,2018-02-12 06:00:00, None,7
None, None, None, None, None, -21.0, 52.0, None, None,440.0, 132.0,2018-02-12 07:00:00, None,7
None, None, None, None, None, -20.9, 52.0, None, None,441.0, 132.0,2018-02-12 08:00:00, None,7
None, None, None, None, None, -20.9, 52.0, None, None,441.0, 132.0,2018-02-12 09:00:00, None,7
None, None, None, None, None, -19.9, 52.0, None, None,441.0, 132.0,2018-02-12 10:00:00, None,7
None, None, None, None, None, -20.7, 52.0, None, None,441.0, 132.0,2018-02-12 11:00:00, None,7
None, None, None, None, None, -20.7, 52.0, None, None,441.0, 132.0,2018-02-12 12:00:00, None,7
None, None, None, None, None, -20.5, 52.0, None, None,441.0, 132.0,2018-02-12 13:00:00, None,7
None, None, None, None, None, -20.7, 52.0, None, None,441.0, 132.0,2018-02-12 14:00:00, None,7
None, None, None, None, None, -20.6, 52.0, None, None,441.0, 132.0,2018-02-12 15:00:00, None,7
None, 274.0, None, None, None, -19.2, 52.0, None, None,441.0, 132.0,2018-02-12 16:00:00, None,7
None, None, None, None, None, -14.9, 52.0, None, None,441.0, 132.0,2018-02-12 17:00:00, None,7
None, None, None, None, None, -12.2, 52.0, None, None,441.0, 132.0,2018-02-12 18:00:00, None,7
None, None, None, None, None, -10.4, 52.0, None, None,440.0, 133.0,2018-02-12 19:00:00, None,7
None, None, None, None, None, -7.1, 52.0, None, None,440.0, 134.0,2018-02-12 20:00:00, None,7
None, None, None, None, None, -5.3, 53.0, None, None,439.0, 135.0,2018-02-12 21:00:00, None,7
None, None, None, None, None, -4.0, 54.0, None, None,439.0, 137.0,2018-02-12 22:00:00, None,7
None, None, None, None, None, -2.9, 52.0, None, None,439.0, 138.0,2018-02-12 23:00:00, None,7
None, None, None, None, None, -3.0, 52.0, None, None,438.0, 139.0,2018-02-13 00:00:00, None,7
None, None, None, None, None, -3.5, 52.0, None, None,438.0, 140.0,2018-02-13 01:00:00, None,7
None, None, None, None, None, -3.9, 52.0, None, None,439.0, 140.0,2018-02-13 02:00:00, None,7
None, None, None, None, None, -3.9, 52.0, None, None,438.0, 141.0,2018-02-13 03:00:00, None,7
None, None, None, None, None, -3.6, 52.0, None, None,439.0, 141.0,2018-02-13 04:00:00, None,7
None, None, None, None, None, -3.8, 52.0, None, None,438.0, 141.0,2018-02-13 05:00:00, None,7
None, None, None, None, None, -3.9, 52.0, None, None,438.0, 141.0,2018-02-13 06:00:00, None,7
None, None, None, None, None, -3.8, 52.0, None, None,439.0, 141.0,2018-02-13 07:00:00, None,7
None, None, None, None, None, -3.7, 52.0, None, None,439.0, 141.0,2018-02-13 08:00:00, None,7
None, None, None, None, None, -3.6, 52.0, None, None,439.0, 141.0,2018-02-13 09:00:00, None,7
None, None, None, None, None, -3.6, 52.0, None, None,439.0, 141.0,2018-02-13 10:00:00, None,7
None, None, None, None, None, -3.5, 52.0, None, None,439.0, 141.0,2018-02-13 11:00:00, None,7
None, None, None, None, None, -3.3, 53.0, None, None,439.0, 141.0,2018-02-13 12:00:00, None,7
None, None, None, None, None, -3.3, 53.0, None, None,439.0, 141.0,2018-02-13 13:00:00, None,7
None, None, None, None, None, -3.3, 53.0, None, None,439.0, 141.0,2018-02-13 14:00:00, None,7
None, None, None, None, None, -3.3, 52.0, None, None,438.0, 141.0,2018-02-13 15:00:00, None,7
None, 268.0, None, None, None, -3.3, 54.0, None, None,439.0, 141.0,2018-02-13 16:00:00, None,7
None, None, None, None, None, -3.5, 53.0, None, None,439.0, 141.0,2018-02-13 17:00:00, None,7
