pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,stn_pres,week_of_year
None, 10.69, 84.2, 12.2, 22.4, 26.28, 7.833, 339.7, 8.0, 7.8, 10.7, 10.7, 8.0, 0.0, 340.0, 0.0, 84.0,2020-09-30 00:00:00, -6999.0, -6999.0,40
None, 10.28, 87.2, 12.2, 8.2, 38.14, 2.264, 329.5, 8.0, 2.3, 10.3, 10.2, 8.0, 0.0, 330.0, 0.0, 87.0,2020-09-30 01:00:00, -6999.0, -6999.0,40
None, 9.61, 89.5, 12.2, 3.6, 64.38, 0.473, 181.7, 8.0, 0.5, 9.6, 9.5, 8.0, 0.0, 182.0, 0.0, 90.0,2020-09-30 02:00:00, -6999.0, -6999.0,40
None, 9.17, 90.7, 12.2, 3.5, 36.39, 0.624, 157.9, 8.0, 0.6, 9.2, 9.2, 8.0, 0.0, 158.0, 0.0, 91.0,2020-09-30 03:00:00, -6999.0, -6999.0,40
None, 8.9, 91.6, 12.2, 3.4, 67.07, 0.526, 196.6, 8.0, 0.5, 8.9, 8.8, 8.0, 0.0, 197.0, 0.0, 92.0,2020-09-30 04:00:00, -6999.0, -6999.0,40
None, 9.12, 90.7, 12.2, 2.6, 73.74, 0.316, 205.8, 7.0, 0.3, 9.1, 8.8, 7.0, 0.0, 206.0, 0.0, 91.0,2020-09-30 05:00:00, -6999.0, -6999.0,40
None, 7.944, 84.3, None, None, 50.86, 0.483, 188.7, None, None, None, None, 6.0, None, None, None, None,2020-09-30 06:00:00, None, None,40
None, 7.461, 77.21, 7.9, 4.6, 23.18, 1.769, 178.8, 4.0, 1.8, 7.5, 7.4, 4.0, 0.0, 179.0, 0.0, 77.0,2020-09-30 07:00:00, -6999.0, -6999.0,40
None, 8.31, 60.11, 8.7, 10.4, 19.49, 2.294, 176.8, 1.0, 2.3, 8.3, 7.2, 1.0, 0.0, 177.0, 0.0, 60.0,2020-09-30 08:00:00, -6999.0, -6999.0,40
None, 8.66, 52.46, 8.8, 12.6, 19.52, 6.51, 173.6, -1.0, 6.5, 8.7, 7.2, -1.0, 0.0, 174.0, 0.0, 52.0,2020-09-30 09:00:00, -6999.0, -6999.0,40
