pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,time,MIN_TEMP,week_of_year
None, None,84.0, None, -0.3,-0.4, 78.0, None, None, None,226.0,2022-05-28 04:00:00, None,22
None, None,84.0, None, 1.0,0.7, 78.0, None, None, None,225.0,2022-05-28 07:00:00, None,22
None, None,84.0, None, 2.0,1.9, 76.0, None, None, None,215.0,2022-05-29 01:00:00, None,22
None, None,84.0, None, 1.4,1.3, 75.0, None, None, None,214.0,2022-05-29 03:00:00, None,22
None, None,84.0, None, 10.4,10.3, 73.0, None, None, None,205.0,2022-05-29 19:00:00, None,22
None, None,84.0, None, 1.6,1.4, 73.0, None, None, None,198.0,2022-05-30 08:00:00, None,22
0.0, None,84.0, None, 13.8,13.6, 70.0, None, None, None,188.0,2022-05-30 19:00:00, None,22
None, None,84.0, None, 0.8,0.7, 70.0, None, None, None,181.0,2022-05-31 01:00:00, None,22
None, None,84.0, None, -0.4,-0.4, 70.0, None, None, 0.0,180.0,2022-05-31 02:00:00, None,22
None, None,84.0, None, -0.9,-1.0, 70.0, None, None, None,178.0,2022-05-31 07:00:00, None,22
None, None,84.0, None, 13.2,12.6, 68.0, None, None, None,178.0,2022-05-31 13:00:00, None,22
None, None,85.0, None, 7.5,7.6, 67.0, None, None, None,169.0,2022-05-31 21:00:00, None,22
1.0, None,85.0, None, -0.5,-0.5, 68.0, None, None, None,165.0,2022-06-01 01:00:00, None,22
1.0, None,85.0, None, -1.1,-1.1, 68.0, None, None, 0.0,165.0,2022-06-01 02:00:00, None,22
None, None,85.0, None, 11.9,10.2, 66.0, None, None, None,162.0,2022-06-01 10:00:00, None,22
None, None,85.0, None, 16.6,15.4, 66.0, None, None, 0.0,162.0,2022-06-01 11:00:00, None,22
None, None,85.0, None, 15.8,15.7, 64.0, None, None, None,149.0,2022-06-01 20:00:00, None,22
None, None,85.0, None, 13.1,13.4, 58.0, None, None, None,119.0,2022-06-02 21:00:00, None,22
None, None,85.0, None, 8.3,8.4, 55.0, None, None, None,84.0,2022-06-03 22:00:00, None,22
