time,ONE_DAY_PRECIPITATION,MAX_TEMP,MIN_TEMP,week_of_year
2016-02-19,2.0,-0.3,-6.4,8
2016-02-20,2.0,-1.5,-9.9,8
2016-02-21,0.0,-2.7,-10.9,8
2016-02-22,0.0,-3.0,-10.7,8
2016-02-23,0.0,-1.6,-11.6,8
2016-02-24,0.0,3.3,-4.4,8
2016-02-25,0.0,5.1,-4.5,8
