air_temp,min_air_temp_snc_last_reset,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,snw_dpth,dwpt_temp,week_of_year
-11.5,-11.5, 1.0,-8.4,91.0,2022-03-05 00:00:00, 159.0,-12.0,10
-11.1,-11.8, -1.0,-8.4,93.0,2022-03-05 01:00:00, 159.0,-12.0,10
-11.8,-11.9, 0.0,-8.4,92.0,2022-03-05 02:00:00, 158.0,-13.0,10
-11.7,-11.9, -1.0,-8.4,92.0,2022-03-05 03:00:00, 158.0,-13.0,10
-12.2,-12.3, -1.0,-8.4,91.0,2022-03-05 04:00:00, 157.0,-13.0,10
-12.3,-12.4, 0.0,-8.4,91.0,2022-03-05 05:00:00, 156.0,-13.0,10
-12.6,-12.8, -1.0,-8.4,91.0,2022-03-05 06:00:00, 156.0,-14.0,10
-11.7,-12.7, 0.0,-11.7,92.0,2022-03-05 07:00:00, 155.0,-13.0,10
-9.7,-12.7, 0.0,-9.8,93.0,2022-03-05 08:00:00, 155.0,-10.0,10
-8.4,-12.7, 2.0,-8.3,94.0,2022-03-05 09:00:00, 157.0,-9.0,10
-5.8,-12.7, 0.0,-5.5,93.0,2022-03-05 10:00:00, 157.0,-6.0,10
-5.1,-12.7, -1.0,-4.0,93.0,2022-03-05 11:00:00, 156.0,-6.0,10
-3.9,-12.7, -2.0,-3.2,90.0,2022-03-05 12:00:00, 154.0,-5.0,10
-5.2,-12.7, 2.0,-3.2,90.0,2022-03-05 13:00:00, 155.0,-7.0,10
-5.2,-12.7, -1.0,-3.2,93.0,2022-03-05 14:00:00, 154.0,-6.0,10
-5.9,-12.7, -1.0,-3.2,89.0,2022-03-05 15:00:00, 153.0,-7.0,10
-5.2,-12.7, -1.0,-3.2,90.0,2022-03-05 16:00:00, 153.0,-7.0,10
-8.0,-12.7, 0.0,-3.2,92.0,2022-03-05 17:00:00, 153.0,-9.0,10
-9.5,-12.7, 0.0,-3.2,93.0,2022-03-05 18:00:00, 153.0,-11.0,10
-10.0,-10.1, 0.0,-9.5,91.0,2022-03-05 19:00:00, 152.0,-11.0,10
-10.1,-10.5, 0.0,-9.5,92.0,2022-03-05 20:00:00, 152.0,-11.0,10
-10.4,-10.5, -1.0,-9.5,92.0,2022-03-05 21:00:00, 152.0,-11.0,10
-10.7,-10.8, 0.0,-9.5,92.0,2022-03-05 22:00:00, 152.0,-12.0,10
-11.5,-11.5, 0.0,-9.5,89.0,2022-03-05 23:00:00, 151.0,-13.0,10
-12.1,-12.1, 0.0,-9.5,86.0,2022-03-06 00:00:00, 151.0,-14.0,10
-12.2,-12.2, 0.0,-9.5,89.0,2022-03-06 01:00:00, 151.0,-13.0,10
-12.1,-12.7, 0.0,-9.5,87.0,2022-03-06 02:00:00, 151.0,-14.0,10
-12.3,-12.7, 0.0,-9.5,86.0,2022-03-06 03:00:00, 151.0,-14.0,10
-13.0,-13.1, 0.0,-9.5,84.0,2022-03-06 04:00:00, 151.0,-15.0,10
-13.2,-13.4, 0.0,-9.5,81.0,2022-03-06 06:00:00, 151.0,-15.0,10
-12.7,-13.4, 0.0,-12.6,85.0,2022-03-06 07:00:00, 151.0,-15.0,10
-11.6,-13.4, 0.0,-11.2,82.0,2022-03-06 08:00:00, 151.0,-14.0,10
-9.9,-13.4, 0.0,-10.0,83.0,2022-03-06 09:00:00, 151.0,-12.0,10
-6.4,-13.4, -1.0,-6.6,73.0,2022-03-06 10:00:00, 150.0,-10.0,10
-5.7,-13.4, 1.0,-5.3,67.0,2022-03-06 11:00:00, 150.0,-11.0,10
-5.0,-13.4, 0.0,-4.9,58.0,2022-03-06 12:00:00, 151.0,-11.0,10
-4.6,-13.4, 1.0,-4.2,60.0,2022-03-06 13:00:00, 151.0,-11.0,10
-5.0,-13.4, 0.0,-4.1,58.0,2022-03-06 14:00:00, 151.0,-11.0,10
-4.5,-13.4, 0.0,-4.1,52.0,2022-03-06 15:00:00, 151.0,-12.0,10
-5.9,-13.4, 0.0,-4.1,52.0,2022-03-06 16:00:00, 151.0,-13.0,10
-8.0,-13.4, 0.0,-4.1,59.0,2022-03-06 17:00:00, 151.0,-14.0,10
-8.6,-13.4, 0.0,-4.1,62.0,2022-03-06 18:00:00, 150.0,-14.0,10
-8.8,-9.1, 0.0,-8.6,66.0,2022-03-06 19:00:00, 150.0,-14.0,10
-9.3,-9.4, 0.0,-8.6,69.0,2022-03-06 20:00:00, 150.0,-13.0,10
-9.3,-9.4, 0.0,-8.6,71.0,2022-03-06 21:00:00, 150.0,-13.0,10
-9.1,-9.4, 0.0,-8.6,75.0,2022-03-06 22:00:00, 150.0,-12.0,10
-9.4,-9.4, 0.0,-8.6,77.0,2022-03-06 23:00:00, 150.0,-12.0,10
-9.1,-9.4, 0.0,-8.6,80.0,2022-03-07 00:00:00, 150.0,-12.0,10
-8.2,-9.4, 0.0,-8.0,79.0,2022-03-07 01:00:00, 150.0,-11.0,10
-8.1,-9.4, 0.0,-7.7,77.0,2022-03-07 02:00:00, 150.0,-11.0,10
-7.5,-9.4, 0.0,-7.4,75.0,2022-03-07 03:00:00, 149.0,-11.0,10
-8.0,-9.4, 0.0,-6.7,77.0,2022-03-07 04:00:00, 149.0,-11.0,10
-8.2,-9.4, 0.0,-6.7,83.0,2022-03-07 05:00:00, 149.0,-10.0,10
-8.0,-9.4, 0.0,-6.7,82.0,2022-03-07 06:00:00, 149.0,-10.0,10
-7.8,-8.5, 0.0,-7.7,81.0,2022-03-07 07:00:00, 149.0,-10.0,10
-6.6,-8.5, 0.0,-6.7,76.0,2022-03-07 08:00:00, 149.0,-10.0,10
-4.5,-8.5, 0.0,-4.4,67.0,2022-03-07 09:00:00, 149.0,-9.0,10
-4.0,-8.5, 0.0,-3.7,65.0,2022-03-07 10:00:00, 149.0,-9.0,10
-4.0,-8.5, 0.0,-3.3,65.0,2022-03-07 11:00:00, 149.0,-9.0,10
-4.4,-8.5, 0.0,-3.3,70.0,2022-03-07 12:00:00, 149.0,-8.0,10
-4.3,-8.5, 0.0,-3.3,73.0,2022-03-07 13:00:00, 149.0,-8.0,10
-4.6,-8.5, 0.0,-3.3,62.0,2022-03-07 14:00:00, 148.0,-10.0,10
-6.1,-8.5, 0.0,-3.3,74.0,2022-03-07 15:00:00, 148.0,-10.0,10
-6.8,-8.5, 0.0,-3.3,87.0,2022-03-07 16:00:00, 148.0,-8.0,10
-7.0,-8.5, 0.0,-3.3,78.0,2022-03-07 17:00:00, 148.0,-10.0,10
-7.9,-8.5, 0.0,-3.3,100.0,2022-03-07 18:00:00, 148.0,-8.0,10
-9.5,-9.6, 1.0,-7.8,94.0,2022-03-07 19:00:00, 149.0,-10.0,10
-10.1,-10.2, 3.0,-7.8,93.0,2022-03-07 20:00:00, 151.0,-11.0,10
-10.5,-10.6, 0.0,-7.8,93.0,2022-03-07 21:00:00, 151.0,-11.0,10
-10.7,-10.8, 0.0,-7.8,93.0,2022-03-07 22:00:00, 151.0,-11.0,10
-12.0,-11.9, 0.0,-7.8,91.0,2022-03-07 23:00:00, 151.0,-13.0,10
-12.5,-12.8, 0.0,-7.8,90.0,2022-03-08 00:00:00, 151.0,-14.0,10
-12.6,-13.0, 0.0,-7.8,90.0,2022-03-08 01:00:00, 151.0,-14.0,10
-13.1,-13.2, 0.0,-7.8,89.0,2022-03-08 02:00:00, 150.0,-14.0,10
-13.3,-13.3, 1.0,-7.8,89.0,2022-03-08 03:00:00, 151.0,-15.0,10
-14.0,-14.1, 0.0,-7.8,86.0,2022-03-08 04:00:00, 151.0,-15.0,10
-14.5,-14.7, 0.0,-7.8,82.0,2022-03-08 05:00:00, 151.0,-17.0,10
-15.0,-15.3, 0.0,-7.8,73.0,2022-03-08 06:00:00, 151.0,-18.0,10
-15.9,-16.0, 0.0,-15.0,76.0,2022-03-08 07:00:00, 151.0,-19.0,10
-15.6,-16.4, 0.0,-15.0,77.0,2022-03-08 08:00:00, 151.0,-18.0,10
-13.3,-16.4, 0.0,-13.2,73.0,2022-03-08 09:00:00, 151.0,-17.0,10
-11.0,-16.4, 0.0,-11.1,61.0,2022-03-08 10:00:00, 151.0,-17.0,10
-10.9,-16.4, 0.0,-9.7,54.0,2022-03-08 11:00:00, 151.0,-18.0,10
-11.6,-16.4, 0.0,-9.7,56.0,2022-03-08 12:00:00, 151.0,-18.0,10
-12.7,-16.4, 0.0,-9.7,52.0,2022-03-08 13:00:00, 151.0,-20.0,10
-13.9,-16.4, 0.0,-9.7,54.0,2022-03-08 14:00:00, 151.0,-20.0,10
-14.7,-16.4, 0.0,-9.7,66.0,2022-03-08 15:00:00, 151.0,-19.0,10
-15.6,-16.4, 0.0,-9.7,71.0,2022-03-08 16:00:00, 150.0,-19.0,10
-16.1,-16.4, -1.0,-9.7,72.0,2022-03-08 17:00:00, 149.0,-20.0,10
-16.5,-16.7, 1.0,-9.7,70.0,2022-03-08 18:00:00, 150.0,-21.0,10
-16.9,-17.0, 0.0,-16.5,64.0,2022-03-08 19:00:00, 150.0,-21.0,10
-17.4,-17.3, 0.0,-16.5,58.0,2022-03-08 20:00:00, 150.0,-23.0,10
-17.6,-17.7, 0.0,-16.5,54.0,2022-03-08 21:00:00, 150.0,-24.0,10
-17.9,-18.0, 0.0,-16.5,55.0,2022-03-08 22:00:00, 150.0,-24.0,10
-18.4,-18.6, 0.0,-16.5,52.0,2022-03-08 23:00:00, 150.0,-25.0,10
-19.8,-19.8, 0.0,-16.5,53.0,2022-03-09 00:00:00, 150.0,-26.0,10
-20.4,-20.4, 0.0,-16.5,55.0,2022-03-09 01:00:00, 149.0,-27.0,10
-20.7,-20.8, 0.0,-16.5,56.0,2022-03-09 02:00:00, 149.0,-27.0,10
-20.6,-20.8, 0.0,-16.5,51.0,2022-03-09 03:00:00, 149.0,-27.0,10
-21.7,-21.7, 0.0,-16.5,57.0,2022-03-09 04:00:00, 149.0,-27.0,10
-21.7,-21.8, 0.0,-16.5,60.0,2022-03-09 05:00:00, 149.0,-27.0,10
-22.1,-22.3, 0.0,-16.5,60.0,2022-03-09 06:00:00, 149.0,-27.0,10
-19.9,-22.5, 0.0,-19.9,60.0,2022-03-09 07:00:00, 149.0,-25.0,10
-19.1,-22.5, 0.0,-18.6,64.0,2022-03-09 08:00:00, 149.0,-24.0,10
-18.2,-22.5, 0.0,-18.0,67.0,2022-03-09 09:00:00, 149.0,-22.0,10
-16.1,-22.5, 0.0,-15.4,56.0,2022-03-09 10:00:00, 149.0,-22.0,10
-14.3,-22.5, 0.0,-13.8,44.0,2022-03-09 11:00:00, 149.0,-23.0,10
-13.8,-22.5, 0.0,-13.7,47.0,2022-03-09 12:00:00, 149.0,-22.0,10
-13.5,-22.5, 0.0,-13.4,46.0,2022-03-09 13:00:00, 149.0,-22.0,10
-12.0,-22.5, 0.0,-12.1,34.0,2022-03-09 14:00:00, 149.0,-24.0,10
-12.9,-22.5, 0.0,-12.1,35.0,2022-03-09 15:00:00, 149.0,-24.0,10
-13.8,-22.5, 0.0,-12.1,32.0,2022-03-09 16:00:00, 148.0,-25.0,10
-16.0,-22.5, 0.0,-12.1,43.0,2022-03-09 17:00:00, 148.0,-25.0,10
-17.2,-22.5, 0.0,-12.1,49.0,2022-03-09 18:00:00, 148.0,-25.0,10
-17.9,-18.1, 0.0,-17.2,55.0,2022-03-09 19:00:00, 148.0,-24.0,10
-18.4,-18.5, 0.0,-17.2,56.0,2022-03-09 20:00:00, 148.0,-24.0,10
-18.2,-18.5, 0.0,-17.2,55.0,2022-03-09 21:00:00, 148.0,-24.0,10
-18.5,-18.7, 0.0,-17.2,56.0,2022-03-09 22:00:00, 148.0,-24.0,10
-18.5,-18.7, 0.0,-17.2,54.0,2022-03-09 23:00:00, 148.0,-25.0,10
-18.5,-18.7, 0.0,-17.2,55.0,2022-03-10 00:00:00, 148.0,-25.0,10
-18.2,-18.7, 0.0,-17.2,55.0,2022-03-10 01:00:00, 148.0,-24.0,10
-17.9,-18.7, 0.0,-17.2,54.0,2022-03-10 02:00:00, 148.0,-24.0,10
-17.5,-18.7, 0.0,-17.2,51.0,2022-03-10 03:00:00, 148.0,-24.0,10
-17.3,-18.7, 0.0,-17.1,50.0,2022-03-10 04:00:00, 148.0,-25.0,10
-17.0,-18.7, 0.0,-16.8,48.0,2022-03-10 05:00:00, 148.0,-25.0,10
-17.8,-18.7, 0.0,-16.8,50.0,2022-03-10 06:00:00, 147.0,-25.0,10
-17.3,-18.2, 0.0,-17.4,49.0,2022-03-10 07:00:00, 148.0,-25.0,10
-16.0,-18.2, 0.0,-15.4,51.0,2022-03-10 08:00:00, 147.0,-23.0,10
-13.6,-18.2, 0.0,-13.6,49.0,2022-03-10 09:00:00, 147.0,-21.0,10
-11.9,-18.2, 0.0,-11.8,43.0,2022-03-10 10:00:00, 147.0,-21.0,10
-10.7,-18.2, 0.0,-10.8,46.0,2022-03-10 11:00:00, 147.0,-19.0,10
-11.2,-18.2, 0.0,-10.5,43.0,2022-03-10 12:00:00, 147.0,-20.0,10
-9.7,-18.2, 0.0,-9.3,41.0,2022-03-10 13:00:00, 147.0,-19.0,10
-9.8,-18.2, 0.0,-8.9,42.0,2022-03-10 14:00:00, 147.0,-19.0,10
-9.6,-18.2, 0.0,-8.8,42.0,2022-03-10 15:00:00, 147.0,-19.0,10
-10.2,-18.2, 0.0,-8.8,45.0,2022-03-10 16:00:00, 147.0,-19.0,10
-12.2,-18.2, 0.0,-8.8,51.0,2022-03-10 17:00:00, 147.0,-19.0,10
-13.0,-18.2, 0.0,-8.8,58.0,2022-03-10 18:00:00, 147.0,-19.0,10
-13.7,-13.6, 0.0,-12.9,74.0,2022-03-10 19:00:00, 147.0,-17.0,10
