pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,time,MIN_TEMP,week_of_year
None, None, None, None, None, -3.4, 31.0, None, None,414.0, 91.0,2018-01-08 00:00:00, None,2
None, None, None, None, None, -4.9, 31.0, None, None,414.0, 91.0,2018-01-08 01:00:00, None,2
None, None, None, None, None, -6.5, 31.0, None, None,414.0, 91.0,2018-01-08 02:00:00, None,2
None, None, None, None, None, -7.0, 31.0, None, None,414.0, 91.0,2018-01-08 03:00:00, None,2
None, None, None, None, None, -7.5, 31.0, None, None,414.0, 91.0,2018-01-08 04:00:00, None,2
None, None, None, None, None, -8.2, 31.0, None, None,414.0, 91.0,2018-01-08 05:00:00, None,2
None, None, None, None, None, -8.5, 31.0, None, None,414.0, 91.0,2018-01-08 06:00:00, None,2
None, None, None, None, None, -9.3, 31.0, None, None,414.0, 91.0,2018-01-08 07:00:00, None,2
None, None, None, None, None, -10.6, 31.0, None, None,414.0, 90.0,2018-01-08 08:00:00, None,2
None, None, None, None, None, -10.4, 31.0, None, None,414.0, 90.0,2018-01-08 09:00:00, None,2
None, None, None, None, None, -9.1, 31.0, None, None,414.0, 90.0,2018-01-08 10:00:00, None,2
None, None, None, None, None, -8.7, 31.0, None, None,414.0, 90.0,2018-01-08 11:00:00, None,2
None, None, None, None, None, -8.3, 31.0, None, None,414.0, 90.0,2018-01-08 12:00:00, None,2
None, None, None, None, None, -8.2, 31.0, None, None,414.0, 90.0,2018-01-08 13:00:00, None,2
None, None, None, None, None, -8.1, 31.0, None, None,414.0, 90.0,2018-01-08 14:00:00, None,2
None, None, None, None, None, -8.1, 31.0, None, None,414.0, 90.0,2018-01-08 15:00:00, None,2
None, 310.0, None, None, None, -8.3, 31.0, None, None,414.0, 91.0,2018-01-08 16:00:00, None,2
None, None, None, None, None, -8.3, 32.0, None, None,414.0, 91.0,2018-01-08 17:00:00, None,2
None, None, None, None, None, -8.3, 32.0, None, None,414.0, 91.0,2018-01-08 18:00:00, None,2
None, None, None, None, None, -8.1, 31.0, None, None,414.0, 91.0,2018-01-08 19:00:00, None,2
None, None, None, None, None, -7.7, 31.0, None, None,414.0, 91.0,2018-01-08 20:00:00, None,2
None, None, None, None, None, -7.0, 31.0, None, None,414.0, 91.0,2018-01-08 21:00:00, None,2
None, None, None, None, None, -6.7, 31.0, None, None,414.0, 91.0,2018-01-08 22:00:00, None,2
None, None, None, None, None, -7.1, 31.0, None, None,414.0, 91.0,2018-01-08 23:00:00, None,2
None, None, None, None, None, -7.4, 31.0, None, None,414.0, 91.0,2018-01-09 00:00:00, None,2
None, None, None, None, None, -7.8, 31.0, None, None,414.0, 91.0,2018-01-09 01:00:00, None,2
None, None, None, None, None, -8.2, 31.0, None, None,414.0, 91.0,2018-01-09 02:00:00, None,2
None, None, None, None, None, -8.6, 31.0, None, None,414.0, 91.0,2018-01-09 03:00:00, None,2
None, None, None, None, None, -9.2, 31.0, None, None,414.0, 91.0,2018-01-09 04:00:00, None,2
None, None, None, None, None, -9.9, 31.0, None, None,414.0, 91.0,2018-01-09 05:00:00, None,2
None, None, None, None, None, -10.5, 31.0, None, None,414.0, 91.0,2018-01-09 06:00:00, None,2
None, None, None, None, None, -11.3, 31.0, None, None,414.0, 91.0,2018-01-09 07:00:00, None,2
None, None, None, None, None, -11.7, 31.0, None, None,415.0, 91.0,2018-01-09 08:00:00, None,2
None, None, None, None, None, -12.3, 31.0, None, None,415.0, 91.0,2018-01-09 09:00:00, None,2
None, None, None, None, None, -12.8, 31.0, None, None,415.0, 91.0,2018-01-09 10:00:00, None,2
None, None, None, None, None, -13.4, 31.0, None, None,415.0, 91.0,2018-01-09 11:00:00, None,2
None, None, None, None, None, -14.1, 31.0, None, None,415.0, 90.0,2018-01-09 12:00:00, None,2
None, None, None, None, None, -15.0, 31.0, None, None,415.0, 90.0,2018-01-09 13:00:00, None,2
None, None, None, None, None, -15.6, 31.0, None, None,415.0, 90.0,2018-01-09 14:00:00, None,2
None, None, None, None, None, -16.5, 31.0, None, None,415.0, 90.0,2018-01-09 15:00:00, None,2
None, 310.0, None, None, None, -17.3, 31.0, None, None,415.0, 90.0,2018-01-09 16:00:00, None,2
None, None, None, None, None, -17.8, 31.0, None, None,415.0, 90.0,2018-01-09 17:00:00, None,2
None, None, None, None, None, -17.6, 31.0, None, None,415.0, 90.0,2018-01-09 18:00:00, None,2
None, None, None, None, None, -17.4, 31.0, None, None,415.0, 90.0,2018-01-09 19:00:00, None,2
None, None, None, None, None, -17.2, 31.0, None, None,415.0, 89.0,2018-01-09 20:00:00, None,2
None, None, None, None, None, -17.7, 31.0, None, None,415.0, 89.0,2018-01-09 21:00:00, None,2
None, None, None, None, None, -18.1, 31.0, None, None,415.0, 89.0,2018-01-09 22:00:00, None,2
None, None, None, None, None, -19.8, 31.0, None, None,415.0, 90.0,2018-01-09 23:00:00, None,2
None, None, None, None, None, -20.6, 31.0, None, None,415.0, 90.0,2018-01-10 00:00:00, None,2
None, None, None, None, None, -21.0, 31.0, None, None,415.0, 90.0,2018-01-10 01:00:00, None,2
None, None, None, None, None, -21.6, 31.0, None, None,415.0, 90.0,2018-01-10 02:00:00, None,2
None, None, None, None, None, -21.6, 31.0, None, None,415.0, 90.0,2018-01-10 03:00:00, None,2
None, None, None, None, None, -22.2, 31.0, None, None,415.0, 90.0,2018-01-10 04:00:00, None,2
None, None, None, None, None, -21.9, 31.0, None, None,415.0, 90.0,2018-01-10 05:00:00, None,2
None, None, None, None, None, -22.6, 31.0, None, None,415.0, 90.0,2018-01-10 06:00:00, None,2
None, None, None, None, None, -24.1, 31.0, None, None,415.0, 90.0,2018-01-10 07:00:00, None,2
None, None, None, None, None, -24.9, 31.0, None, None,415.0, 90.0,2018-01-10 08:00:00, None,2
None, None, None, None, None, -25.7, 31.0, None, None,416.0, 90.0,2018-01-10 09:00:00, None,2
None, None, None, None, None, -25.4, None, None, None,416.0, 90.0,2018-01-10 10:00:00, None,2
None, None, None, None, None, -26.1, None, None, None,415.0, 90.0,2018-01-10 11:00:00, None,2
None, None, None, None, None, -26.9, None, None, None,415.0, 90.0,2018-01-10 12:00:00, None,2
None, None, None, None, None, -27.5, None, None, None,415.0, 90.0,2018-01-10 13:00:00, None,2
None, None, None, None, None, -29.3, None, None, None,415.0, 90.0,2018-01-10 14:00:00, None,2
None, None, None, None, None, -30.4, None, None, None,415.0, 90.0,2018-01-10 15:00:00, None,2
None, 310.0, None, None, None, -31.4, None, None, None,415.0, 90.0,2018-01-10 16:00:00, None,2
