pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, -1.057, None, None, None, None, 55.89, 3.0, 0.0, 158.2, None, None, -1.1, -1.1, 1.0, None, -0.3, None, None, None, None,2022-10-29 00:00:00, 21.0, None, None, None,44
None, -0.765, None, None, None, None, 52.77, 1.0, 0.001, 161.4, None, None, -0.8, -1.2, 0.8, None, -0.3, None, None, None, None,2022-10-29 01:00:00, 22.0, None, None, None,44
None, -1.038, None, None, None, None, 71.43, 0.0, 0.0, 171.3, None, None, -1.0, -1.2, 0.1, None, -0.3, None, None, None, None,2022-10-29 02:00:00, 22.0, None, None, None,44
None, -1.008, None, None, None, None, 73.3, -1.0, 0.0, 35.63, None, None, -1.0, -1.2, 0.0, None, -0.3, None, None, None, None,2022-10-29 03:00:00, 21.0, None, None, None,44
None, -0.65, None, None, None, None, 73.91, -1.0, 0.0, 91.9, None, None, -0.7, -1.2, 0.0, None, -0.2, None, None, None, None,2022-10-29 04:00:00, 20.0, None, None, None,44
None, -0.961, None, None, None, None, 65.87, 3.0, 0.0, 137.3, None, None, -1.0, -1.2, 0.1, None, -0.2, None, None, None, None,2022-10-29 05:00:00, 22.0, None, None, None,44
None, -0.979, None, None, None, None, 59.9, 2.0, 0.0, 144.4, None, None, -1.0, -1.2, 1.5, None, -0.2, None, None, None, None,2022-10-29 06:00:00, 24.0, None, None, None,44
20.6, -0.922, None, None, None, None, 55.79, 2.0, 0.0, 86.5, None, None, -0.9, -1.0, 2.0, None, -0.8, None, None, None, None,2022-10-29 07:00:00, 25.0, None, None, None,44
22.1, -0.825, None, None, None, None, 19.35, 0.0, 0.0, 55.12, None, None, -0.8, -1.0, 1.5, None, -0.8, None, None, None, None,2022-10-29 08:00:00, 24.0, None, None, None,44
23.2, -0.494, None, None, None, None, 25.17, 3.0, 0.0, 40.36, None, None, -0.5, -1.0, 1.1, None, -0.5, None, None, None, None,2022-10-29 09:00:00, 27.0, None, None, None,44
23.8, 0.197, None, None, None, None, 34.29, -1.0, 0.0, 23.48, None, None, 0.2, -1.0, 0.8, None, 0.2, None, None, None, None,2022-10-29 10:00:00, 26.0, None, None, None,44
