pcpn_amt_pst24hrs,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,stn_pres,week_of_year
0.4, 6.7, 6.3, 1022.3, 0.0, 0.0, 7.6, 93.0,2022-10-29 00:00:00, 6.0, 986.0,44
0.0, 6.9, 6.3, 1022.3, 0.0, 0.0, 7.6, 92.0,2022-10-29 01:00:00, 6.0, 986.0,44
0.7, 6.7, 6.3, 1023.4, 0.7, 0.0, 7.6, 97.0,2022-10-29 02:00:00, 6.0, 987.0,44
0.7, 6.6, 6.3, 1023.4, 0.0, 0.0, 7.6, 98.0,2022-10-29 03:00:00, 6.0, 987.0,44
0.7, 6.5, 6.3, 1023.4, 0.0, 0.0, 7.6, 99.0,2022-10-29 04:00:00, 6.0, 987.0,44
1.2, 6.8, 6.3, 1023.3, 0.5, 0.0, 7.6, 99.0,2022-10-29 05:00:00, 7.0, 987.0,44
1.2, 7.0, 6.3, 1022.3, 0.0, 0.0, 7.6, 99.0,2022-10-29 06:00:00, 7.0, 986.0,44
1.2, 7.1, 7.0, 1022.3, 0.0, 0.0, 7.3, 99.0,2022-10-29 07:00:00, 7.0, 986.0,44
1.2, 7.1, 7.0, 1022.4, 0.0, 0.0, 7.3, 98.0,2022-10-29 08:00:00, 7.0, 986.0,44
1.2, 7.4, 7.0, 1022.4, 0.0, 0.0, 7.5, 98.0,2022-10-29 09:00:00, 7.0, 986.0,44
1.2, 7.6, 7.0, 1022.3, 0.1, 0.0, 7.7, 98.0,2022-10-29 10:00:00, 7.0, 986.0,44
1.2, 7.7, 7.0, 1022.3, 0.0, 0.0, 7.7, 98.0,2022-10-29 11:00:00, 7.0, 986.0,44
None, 8.3, 7.0, 1022.3, 0.1, 0.0, 8.3, 99.0,2022-10-29 13:00:00, 8.0, 986.0,44
1.4, 8.5, 7.0, 1021.3, 0.2, 0.0, 8.5, 99.0,2022-10-29 14:00:00, 8.0, 985.0,44
1.8, 8.6, 7.0, 1021.3, 0.4, 0.0, 8.6, 98.0,2022-10-29 15:00:00, 8.0, 985.0,44
1.8, 8.5, 7.0, 1020.2, 0.1, 0.0, 8.6, 98.0,2022-10-29 16:00:00, 8.0, 984.0,44
2.0, 8.5, 7.0, 1020.2, 0.2, 0.0, 8.7, 99.0,2022-10-29 17:00:00, 8.0, 984.0,44
2.3, 8.6, 7.0, 1020.2, 0.3, 0.0, 8.7, 99.0,2022-10-29 18:00:00, 8.0, 984.0,44
2.6, 8.5, 8.5, 1019.2, 0.3, 0.0, 8.6, 99.0,2022-10-29 19:00:00, 8.0, 983.0,44
2.8, 8.4, 8.4, 1019.2, 0.2, 0.0, 8.6, 99.0,2022-10-29 20:00:00, 8.0, 983.0,44
3.0, 8.5, 8.4, 1018.1, 0.2, 0.0, 8.6, 99.0,2022-10-29 21:00:00, 8.0, 982.0,44
4.3, 8.4, 8.4, 1018.1, 1.3, 0.0, 8.6, 99.0,2022-10-29 22:00:00, 8.0, 982.0,44
5.6, 8.3, 8.2, 1017.1, 1.3, 0.0, 8.6, 99.0,2022-10-29 23:00:00, 8.0, 981.0,44
7.1, 8.3, 8.2, 1016.1, 1.5, 0.0, 8.6, 99.0,2022-10-30 00:00:00, 8.0, 980.0,44
8.3, 8.2, 8.1, 1016.0, 1.2, 0.0, 8.6, 99.0,2022-10-30 01:00:00, 8.0, 980.0,44
7.8, 8.4, 8.1, 1016.0, 0.2, 0.0, 8.6, 99.0,2022-10-30 02:00:00, 8.0, 980.0,44
8.5, 8.4, 8.1, 1015.0, 0.7, 0.0, 8.6, 99.0,2022-10-30 03:00:00, 9.0, 979.0,44
9.5, 8.5, 8.1, 1014.0, 1.0, 0.0, 8.6, 99.0,2022-10-30 04:00:00, 8.0, 978.0,44
10.8, 8.6, 8.1, 1015.0, 1.8, 0.0, 8.6, 99.0,2022-10-30 05:00:00, 8.0, 979.0,44
10.8, 8.6, 8.1, 1013.9, 0.0, 0.0, 8.7, 99.0,2022-10-30 06:00:00, 8.0, 978.0,44
10.8, 8.7, 8.6, 1013.9, 0.1, 0.0, 8.7, 99.0,2022-10-30 07:00:00, 9.0, 978.0,44
10.8, 8.6, 8.6, 1015.0, 0.0, 0.0, 8.7, 99.0,2022-10-30 08:00:00, 8.0, 979.0,44
10.8, 8.6, 8.6, 1015.0, 0.0, 0.0, 8.7, 99.0,2022-10-30 09:00:00, 9.0, 979.0,44
10.8, 8.6, 8.6, 1015.0, 0.0, 0.0, 8.7, 99.0,2022-10-30 10:00:00, 8.0, 979.0,44
10.8, 8.9, 8.6, 1015.0, 0.0, 0.0, 9.0, 99.0,2022-10-30 11:00:00, 9.0, 979.0,44
10.8, 8.8, 8.6, 1015.0, 0.0, 0.0, 9.2, 99.0,2022-10-30 12:00:00, 9.0, 979.0,44
10.8, 9.1, 8.6, 1016.0, 0.0, 0.0, 9.2, 99.0,2022-10-30 13:00:00, 9.0, 980.0,44
10.6, 9.1, 8.6, 1016.0, 0.0, 0.0, 9.4, 98.0,2022-10-30 14:00:00, 9.0, 980.0,44
10.2, 9.2, 8.6, 1015.0, 0.0, 0.0, 9.5, 98.0,2022-10-30 15:00:00, 9.0, 979.0,44
10.2, 8.8, 8.6, 1015.0, 0.0, 0.0, 9.5, 98.0,2022-10-30 16:00:00, 8.0, 979.0,44
10.0, 8.1, 8.0, 1014.0, 0.1, 0.0, 9.5, 98.0,2022-10-30 17:00:00, 8.0, 978.0,44
9.7, 7.4, 7.4, 1014.0, 0.0, 0.0, 9.5, 98.0,2022-10-30 18:00:00, 7.0, 978.0,44
9.4, 7.2, 7.1, 1013.0, 0.1, 0.0, 7.5, 98.0,2022-10-30 19:00:00, 7.0, 977.0,44
9.2, 6.9, 6.8, 1011.9, 0.0, 0.0, 7.5, 99.0,2022-10-30 20:00:00, 7.0, 976.0,44
9.0, 6.8, 6.7, 1011.9, 0.1, 0.0, 7.5, 99.0,2022-10-30 21:00:00, 7.0, 976.0,44
7.7, 6.1, 6.2, 1012.0, 0.0, 0.0, 7.5, 99.0,2022-10-30 22:00:00, 6.0, 976.0,44
6.4, 5.4, 5.3, 1010.9, 0.0, 0.0, 7.5, 99.0,2022-10-30 23:00:00, 5.0, 975.0,44
4.9, 5.5, 5.3, 1010.9, 0.0, 0.0, 7.5, 99.0,2022-10-31 00:00:00, 5.0, 975.0,44
3.7, 5.7, 5.3, 1010.9, 0.1, 0.0, 7.5, 99.0,2022-10-31 01:00:00, 6.0, 975.0,44
3.5, 6.2, 5.3, 1009.9, 0.1, 0.0, 7.5, 99.0,2022-10-31 02:00:00, 6.0, 974.0,44
3.1, 6.0, 5.3, 1008.8, 0.3, 0.0, 7.5, 99.0,2022-10-31 03:00:00, 6.0, 973.0,44
2.4, 6.0, 5.3, 1007.8, 0.3, 0.0, 7.5, 99.0,2022-10-31 04:00:00, 6.0, 972.0,44
0.6, 6.0, 5.3, 1007.8, 0.1, 0.0, 7.5, 99.0,2022-10-31 05:00:00, 6.0, 972.0,44
0.6, 5.8, 5.3, 1007.9, 0.1, 0.0, 7.5, 99.0,2022-10-31 06:00:00, 6.0, 972.0,44
0.6, 5.0, 5.1, 1007.9, 0.0, 0.0, 5.8, 99.0,2022-10-31 07:00:00, 5.0, 972.0,44
0.6, 4.7, 4.7, 1007.9, 0.0, 0.0, 5.8, 99.0,2022-10-31 08:00:00, 5.0, 972.0,44
0.6, 4.8, 4.5, 1007.9, 0.0, 0.0, 5.8, 99.0,2022-10-31 09:00:00, 5.0, 972.0,44
0.6, 4.1, 3.9, 1009.0, 0.1, 0.0, 5.8, 97.0,2022-10-31 10:00:00, 3.0, 973.0,44
0.6, 5.1, 3.6, 1009.0, 0.0, 0.0, 5.8, 96.0,2022-10-31 11:00:00, 5.0, 973.0,44
0.6, 6.1, 3.6, 1010.0, 0.0, 0.0, 6.1, 90.0,2022-10-31 12:00:00, 5.0, 974.0,44
0.6, 7.2, 3.6, 1010.0, 0.0, 0.0, 7.2, 70.0,2022-10-31 13:00:00, 2.0, 974.0,44
0.6, 6.1, 3.6, 1010.0, 0.0, 0.0, 7.6, 75.0,2022-10-31 14:00:00, 2.0, 974.0,44
0.6, 6.6, 3.6, 1011.0, 0.0, 0.0, 7.6, 87.0,2022-10-31 15:00:00, 4.0, 975.0,44
0.6, 6.2, 3.6, 1011.0, 0.0, 0.0, 7.6, 77.0,2022-10-31 16:00:00, 3.0, 975.0,44
1.0, 4.9, 3.6, 1011.1, 0.4, 0.0, 7.6, 93.0,2022-10-31 17:00:00, 4.0, 975.0,44
1.0, 3.8, 3.6, 1010.1, 0.0, 0.0, 7.6, 95.0,2022-10-31 18:00:00, 3.0, 974.0,44
1.0, 2.5, 2.4, 1009.1, 0.0, 0.0, 3.9, 97.0,2022-10-31 19:00:00, 2.0, 973.0,44
1.0, 2.5, 2.1, 1010.2, 0.0, 0.0, 3.9, 98.0,2022-10-31 20:00:00, 2.0, 974.0,44
1.0, 2.2, 2.1, 1010.2, 0.0, 0.0, 3.9, 98.0,2022-10-31 21:00:00, 2.0, 974.0,44
1.0, 1.4, 1.3, 1010.2, 0.0, 0.0, 3.9, 98.0,2022-10-31 22:00:00, 1.0, 974.0,44
1.0, 1.1, 0.9, 1010.2, 0.0, 0.0, 3.9, 98.0,2022-10-31 23:00:00, 1.0, 974.0,44
1.0, 1.2, 0.6, 1010.2, 0.0, 0.0, 3.9, 99.0,2022-11-01 00:00:00, 1.0, 974.0,44
1.0, 0.5, 0.5, 1009.1, 0.0, 0.0, 3.9, 99.0,2022-11-01 01:00:00, 0.0, 973.0,44
1.0, 0.6, 0.2, 1009.2, 0.0, 0.0, 3.9, 99.0,2022-11-01 02:00:00, 0.0, 973.0,44
0.7, 0.7, 0.1, 1009.1, 0.0, 0.0, 3.9, 99.0,2022-11-01 03:00:00, 1.0, 973.0,44
0.4, 0.8, 0.1, 1009.1, 0.0, 0.0, 3.9, 99.0,2022-11-01 04:00:00, 1.0, 973.0,44
0.4, 0.9, 0.1, 1009.2, 0.0, 0.0, 3.9, 99.0,2022-11-01 05:00:00, 1.0, 973.0,44
0.6, 1.7, 0.1, 1008.2, 0.2, 0.0, 3.9, 99.0,2022-11-01 06:00:00, 2.0, 972.0,44
1.3, 1.6, 1.4, 1008.2, 0.7, 0.0, 1.8, 99.0,2022-11-01 07:00:00, 1.0, 972.0,44
1.3, 1.2, 1.2, 1008.2, 0.0, 0.0, 1.8, 99.0,2022-11-01 08:00:00, 1.0, 972.0,44
1.3, 1.3, 1.1, 1008.2, 0.0, 0.0, 1.8, 99.0,2022-11-01 09:00:00, 1.0, 972.0,44
1.3, 2.2, 1.1, 1008.2, 0.0, 0.0, 2.2, 99.0,2022-11-01 10:00:00, 2.0, 972.0,44
1.3, 4.3, 1.1, 1008.2, 0.0, 0.0, 4.4, 94.0,2022-11-01 12:00:00, 3.0, 972.0,44
1.6, 4.3, 1.1, 1008.2, 0.3, 0.0, 4.4, 96.0,2022-11-01 13:00:00, 4.0, 972.0,44
1.6, 4.1, 1.1, 1008.2, 0.0, 0.0, 4.7, 94.0,2022-11-01 14:00:00, 3.0, 972.0,44
1.6, 4.3, 1.1, 1008.2, 0.0, 0.0, 4.7, 95.0,2022-11-01 15:00:00, 4.0, 972.0,44
1.6, 4.1, 1.1, 1008.2, 0.0, 0.0, 4.7, 95.0,2022-11-01 16:00:00, 3.0, 972.0,44
1.2, 3.7, 1.1, 1008.2, 0.0, 0.0, 4.7, 97.0,2022-11-01 17:00:00, 3.0, 972.0,44
1.2, 3.3, 1.1, 1008.2, 0.0, 0.0, 4.7, 98.0,2022-11-01 18:00:00, 3.0, 972.0,44
