air_temp,min_air_temp_snc_last_reset,mslp,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,time,avg_wnd_spd_10m_pst10mts,dwpt_temp,stn_pres,week_of_year
18.0,18.0, 1001.1, None,23.6,52.0, None,2021-07-23 00:00:00, None,8.0, 994.0,30
17.7,17.5, 1001.1, None,23.6,52.0, None,2021-07-23 01:00:00, None,8.0, 994.0,30
17.0,17.0, 1001.1, None,23.6,54.0, None,2021-07-23 02:00:00, None,8.0, 994.0,30
16.2,16.2, 1001.1, None,23.6,56.0, None,2021-07-23 03:00:00, None,7.0, 994.0,30
16.0,16.0, 1001.1, None,23.6,57.0, None,2021-07-23 04:00:00, None,7.0, 994.0,30
15.6,15.6, 1002.1, None,23.6,57.0, None,2021-07-23 05:00:00, None,7.0, 995.0,30
15.3,15.3, 1002.1, None,23.6,57.0, None,2021-07-23 06:00:00, None,7.0, 995.0,30
15.5,15.2, 1003.1, None,15.6,55.0, None,2021-07-23 07:00:00, None,6.0, 996.0,30
15.6,15.2, 1003.1, None,15.7,55.0, None,2021-07-23 08:00:00, None,7.0, 996.0,30
16.5,15.2, 1004.1, None,16.8,54.0, None,2021-07-23 09:00:00, None,7.0, 997.0,30
18.8,15.2, 1004.1, None,18.5,45.0, None,2021-07-23 10:00:00, None,7.0, 997.0,30
19.4,15.2, 1004.1, None,19.9,38.0, None,2021-07-23 11:00:00, None,5.0, 997.0,30
20.6,15.2, 1004.1, None,20.9,37.0, None,2021-07-23 12:00:00, None,6.0, 997.0,30
21.7,15.2, 1004.1, None,21.7,33.0, None,2021-07-23 13:00:00, None,4.0, 997.0,30
22.7,15.2, 1004.1, None,23.0,31.0, None,2021-07-23 14:00:00, None,5.0, 997.0,30
23.6,15.2, 1004.1, None,23.8,32.0, None,2021-07-23 15:00:00, None,6.0, 997.0,30
24.0,15.2, 1004.1, None,24.5,30.0, None,2021-07-23 16:00:00, None,5.0, 997.0,30
25.1,15.2, 1004.1, None,25.4,25.0, None,2021-07-23 17:00:00, None,4.0, 997.0,30
24.2,15.2, 1003.1, None,25.4,32.0, None,2021-07-23 18:00:00, None,6.0, 996.0,30
24.3,23.9, 1002.1, None,24.5,22.0, None,2021-07-23 19:00:00, None,1.0, 995.0,30
22.9,22.8, 1002.1, None,24.5,36.0, None,2021-07-23 20:00:00, None,7.0, 995.0,30
21.7,21.7, 1002.1, None,24.5,42.0, None,2021-07-23 21:00:00, None,8.0, 995.0,30
20.5,20.5, 1002.1, None,24.5,46.0, None,2021-07-23 22:00:00, None,8.0, 995.0,30
20.9,20.5, 1002.1, None,24.5,45.0, None,2021-07-23 23:00:00, None,8.0, 995.0,30
20.2,20.1, 1002.1, None,24.5,45.0, None,2021-07-24 00:00:00, None,8.0, 995.0,30
19.9,19.3, 1002.1, None,24.5,49.0, None,2021-07-24 01:00:00, None,9.0, 995.0,30
18.9,18.6, 1002.1, None,24.5,53.0, None,2021-07-24 02:00:00, None,9.0, 995.0,30
18.0,18.0, 1002.1, None,24.5,56.0, None,2021-07-24 03:00:00, None,9.0, 995.0,30
17.8,17.8, 1002.1, None,24.5,53.0, None,2021-07-24 04:00:00, None,8.0, 995.0,30
17.8,17.0, 1002.1, None,24.5,55.0, None,2021-07-24 05:00:00, None,9.0, 995.0,30
16.8,16.8, 1002.1, None,24.5,58.0, None,2021-07-24 06:00:00, None,9.0, 995.0,30
17.9,16.8, 1002.1, None,17.9,58.0, None,2021-07-24 07:00:00, None,9.0, 995.0,30
18.8,16.8, 1002.1, None,19.2,53.0, None,2021-07-24 08:00:00, None,9.0, 995.0,30
20.3,16.8, 1002.1, None,20.3,54.0, None,2021-07-24 09:00:00, None,11.0, 995.0,30
21.7,16.8, 1002.1, None,21.7,49.0, None,2021-07-24 10:00:00, None,10.0, 995.0,30
22.8,16.8, 1002.0, None,22.9,46.0, None,2021-07-24 11:00:00, None,10.0, 995.0,30
24.0,16.8, 1001.0, None,24.3,38.0, None,2021-07-24 12:00:00, None,9.0, 994.0,30
24.2,16.8, 1001.0, None,24.4,44.0, None,2021-07-24 13:00:00, None,11.0, 994.0,30
25.3,16.8, 1001.0, None,25.3,33.0, None,2021-07-24 14:00:00, None,8.0, 994.0,30
26.1,16.8, 1001.0, None,26.1,33.0, None,2021-07-24 15:00:00, None,9.0, 994.0,30
26.2,16.8, 1000.0, None,26.5,34.0, None,2021-07-24 16:00:00, None,9.0, 993.0,30
26.6,16.8, 1000.0, None,27.1,34.0, None,2021-07-24 17:00:00, None,9.0, 993.0,30
26.5,16.8, 999.0, None,27.1,34.0, None,2021-07-24 18:00:00, None,9.0, 992.0,30
25.7,25.8, 998.0, None,26.7,37.0, None,2021-07-24 19:00:00, None,11.0, 991.0,30
23.5,23.2, 998.0, None,26.7,47.0, None,2021-07-24 20:00:00, None,12.0, 991.0,30
22.0,22.0, 998.0, None,26.7,49.0, None,2021-07-24 21:00:00, None,11.0, 991.0,30
21.7,21.2, 998.0, None,26.7,47.0, None,2021-07-24 22:00:00, None,10.0, 991.0,30
21.5,21.2, 998.0, None,26.7,48.0, None,2021-07-24 23:00:00, None,10.0, 991.0,30
20.6,20.3, 998.0, None,26.7,54.0, None,2021-07-25 00:00:00, None,11.0, 991.0,30
19.0,19.0, 998.0, None,26.7,66.0, None,2021-07-25 01:00:00, None,13.0, 991.0,30
17.6,17.6, 998.0, None,26.7,76.0, None,2021-07-25 02:00:00, None,13.0, 991.0,30
16.7,16.7, 998.0, None,26.7,77.0, None,2021-07-25 03:00:00, None,13.0, 991.0,30
16.3,16.0, 998.0, None,26.7,78.0, None,2021-07-25 04:00:00, None,12.0, 991.0,30
16.1,16.0, 998.0, None,26.7,79.0, None,2021-07-25 05:00:00, None,12.0, 991.0,30
16.1,16.0, 999.0, None,26.7,79.0, None,2021-07-25 06:00:00, None,13.0, 992.0,30
17.6,16.1, 999.0, None,17.6,66.0, None,2021-07-25 08:00:00, None,11.0, 992.0,30
19.4,16.1, 999.0, None,19.4,58.0, None,2021-07-25 09:00:00, None,11.0, 992.0,30
