station_observations
CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, time, MINIMUM_AIR_TEMPERATURE, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, DEW_POINT, ATMOSPHERIC_PRESSURE, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, PRECIPITATION_NEW, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
None, 6.063, 20.44, None, 2018-01-02 08:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None
None, 7.75, 20.23, None, 2018-01-02 09:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None
None, 8.33, 20.12, None, 2018-01-02 10:00:00, None, None, None, None, None, -13.0, None, None, None, None, None, None
None, 8.38, 20.34, None, 2018-01-02 11:00:00, None, None, None, None, None, -13.0, None, None, None, None, None, None
None, 7.3, 19.76, None, 2018-01-02 12:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None
None, 8.68, 20.01, None, 2018-01-02 13:00:00, None, None, None, None, None, -13.0, None, None, None, None, None, None
None, 8.42, 20.03, None, 2018-01-02 14:00:00, None, None, None, None, None, -13.0, None, None, None, None, None, None
None, 8.15, 20.17, None, 2018-01-02 15:00:00, None, None, None, None, None, -13.0, None, None, None, None, None, None
None, 6.885, 20.55, None, 2018-01-02 16:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None
None, 6.914, 20.48, None, 2018-01-02 17:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None
None, 6.699, 20.37, None, 2018-01-02 18:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None
None, 6.367, 20.34, None, 2018-01-02 19:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None
None, 6.593, 19.6, None, 2018-01-02 20:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None
None, 6.574, 19.61, None, 2018-01-02 21:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None
None, 5.026, 20.13, None, 2018-01-02 22:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None
None, 5.21, 19.95, None, 2018-01-02 23:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None
None, 4.812, 19.7, None, 2018-01-03 00:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None
None, 5.228, 19.82, None, 2018-01-03 01:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None
None, 5.138, 19.98, None, 2018-01-03 02:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None
None, 5.131, 20.04, None, 2018-01-03 03:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None
None, 4.421, 20.44, None, 2018-01-03 04:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None
None, 4.645, 20.37, None, 2018-01-03 05:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None
None, 3.988, 20.69, None, 2018-01-03 06:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None
None, 4.338, 20.59, None, 2018-01-03 07:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None
None, 4.384, 20.45, None, 2018-01-03 08:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None
None, 4.269, 20.55, None, 2018-01-03 09:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None
None, 5.082, 20.36, None, 2018-01-03 10:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None
None, 5.547, 20.1, None, 2018-01-03 11:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None
None, 7.47, 19.65, None, 2018-01-03 12:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None
None, 7.75, 19.56, None, 2018-01-03 13:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None
None, 7.42, 19.66, None, 2018-01-03 14:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None
None, 6.808, 19.78, None, 2018-01-03 15:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None
None, 8.24, 19.35, None, 2018-01-03 16:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None
None, 8.32, 19.08, None, 2018-01-03 17:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None
None, 8.04, 19.04, None, 2018-01-03 18:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None
None, 7.26, 19.28, None, 2018-01-03 19:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None
None, 6.689, 19.39, None, 2018-01-03 20:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None
None, 7.73, 19.2, None, 2018-01-03 21:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None
None, 6.894, 19.39, None, 2018-01-03 22:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None
None, 7.71, 19.21, None, 2018-01-03 23:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None
