station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, rel_hum, time, snw_dpth, HEIGHT_OF_SNOW, stn_pres
None, 0.397, 95.1, None, None, 73.56, 1.331, 252.4, None, None, None, None, None, None, 0.0, 986.0, None, None, None, 2018-01-02 08:00:00, None, 4.542, None
None, 0.785, 91.9, None, None, 76.23, 1.495, 237.0, None, None, None, None, None, None, 0.0, 986.0, None, None, None, 2018-01-02 09:00:00, None, 4.711, None
None, 1.588, 90.3, None, None, 69.02, 1.043, 185.8, None, None, None, None, None, None, 0.0, 986.0, None, None, None, 2018-01-02 10:00:00, None, 4.76, None
None, 2.406, 90.0, None, None, 57.86, 2.322, 159.3, None, None, None, None, None, None, 1.0, 986.0, None, None, None, 2018-01-02 11:00:00, None, 5.002, None
None, 2.515, 88.8, None, None, 43.29, 2.011, 179.6, None, None, None, None, None, None, 1.0, 985.0, None, None, None, 2018-01-02 12:00:00, None, 4.655, None
None, 2.342, 91.8, None, None, 60.32, 2.629, 153.2, None, None, None, None, None, None, 1.0, 985.0, None, None, None, 2018-01-02 13:00:00, None, 4.225, None
None, 4.042, 72.29, None, None, 67.83, 3.75, 159.8, None, None, None, None, None, None, -1.0, 984.0, None, None, None, 2018-01-02 14:00:00, None, 4.839, None
None, 3.19, 86.5, None, None, 68.66, 3.825, 154.7, None, None, None, None, None, None, 1.0, 983.0, None, None, None, 2018-01-02 15:00:00, None, 4.412, None
None, 2.826, 87.9, None, None, 54.4, 2.892, 203.9, None, None, None, None, None, None, 1.0, 983.0, None, None, None, 2018-01-02 16:00:00, None, 4.216, None
None, 2.362, 87.7, None, None, 61.22, 2.589, 232.6, None, None, None, None, None, None, 1.0, 983.0, None, None, None, 2018-01-02 17:00:00, None, 4.08, None
None, 3.582, 74.47, None, None, 56.44, 1.956, 240.6, None, None, None, None, None, None, 0.0, 983.0, None, None, None, 2018-01-02 18:00:00, None, 4.389, None
None, 2.162, 84.1, None, None, 57.73, 2.295, 248.1, None, None, None, None, None, None, 0.0, 983.0, None, None, None, 2018-01-02 19:00:00, None, 3.339, None
None, 1.988, 85.3, None, None, 57.15, 1.052, 293.8, None, None, None, None, None, None, 0.0, 983.0, None, None, None, 2018-01-02 20:00:00, None, 3.847, None
None, 1.352, 88.2, None, None, 71.89, 1.507, 300.0, None, None, None, None, None, None, 0.0, 982.0, None, None, None, 2018-01-02 21:00:00, None, 3.902, None
None, 1.506, 86.6, None, None, 63.08, 1.926, 201.4, None, None, None, None, None, None, 0.0, 982.0, None, None, None, 2018-01-02 22:00:00, None, 3.691, None
None, 2.478, 82.7, None, None, 56.6, 2.201, 249.3, None, None, None, None, None, None, 0.0, 982.0, None, None, None, 2018-01-02 23:00:00, None, 3.741, None
