station_observations
CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, snwfl_amt_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
None, 0.069, 80.5, None, None, None, None, 38.7, None, 1.833, 128.8, None, None, None, None, None, -3.0, None, None, None, None, None, None, None, 2018-01-02 08:00:00, None, None, 84.8
None, 0.165, 79.7, None, None, None, None, 55.38, None, 0.759, 166.5, None, None, None, None, None, -3.0, None, None, None, None, None, None, None, 2018-01-02 09:00:00, None, None, 85.0
None, 0.501, 79.2, None, None, None, None, 58.96, None, 0.588, 102.2, None, None, None, None, None, -3.0, None, None, None, None, None, None, None, 2018-01-02 10:00:00, None, None, 84.9
None, 0.884, 76.5, None, None, None, None, 52.29, None, 0.443, 112.1, None, None, None, None, None, -3.0, None, None, None, None, None, None, None, 2018-01-02 11:00:00, None, None, 84.9
None, 0.548, 80.4, None, None, None, None, 73.5, None, 0.251, 38.97, None, None, None, None, None, -2.0, None, None, None, None, None, None, None, 2018-01-02 12:00:00, None, None, 85.3
None, 1.601, 77.5, None, None, None, None, 59.64, None, 0.582, 99.3, None, None, None, None, None, -2.0, None, None, None, None, None, None, None, 2018-01-02 13:00:00, None, None, 84.8
None, 0.776, 80.0, None, None, None, None, 40.09, None, 1.094, 212.6, None, None, None, None, None, -2.0, None, None, None, None, None, None, None, 2018-01-02 14:00:00, None, None, 85.0
None, 0.824, 76.4, None, None, None, None, 73.2, None, 0.2, 86.2, None, None, None, None, None, -3.0, None, None, None, None, None, None, None, 2018-01-02 15:00:00, None, None, 85.4
None, 0.728, 77.3, None, None, None, None, 60.83, None, 0.618, 104.8, None, None, None, None, None, -3.0, None, None, None, None, None, None, None, 2018-01-02 16:00:00, None, None, 85.3
None, 1.071, 71.3, None, None, None, None, 66.01, None, 0.753, 161.5, None, None, None, None, None, -4.0, None, None, None, None, None, None, None, 2018-01-02 17:00:00, None, None, 85.3
None, 0.836, 71.9, None, None, None, None, 67.96, None, 0.688, 83.8, None, None, None, None, None, -4.0, None, None, None, None, None, None, None, 2018-01-02 18:00:00, None, None, 85.1
None, 0.836, 63.79, None, None, None, None, 57.58, None, 0.964, 83.3, None, None, None, None, None, -5.0, None, None, None, None, None, None, None, 2018-01-02 19:00:00, None, None, 84.9
None, 0.548, 65.53, None, None, None, None, 54.35, None, 1.194, 85.8, None, None, None, None, None, -5.0, None, None, None, None, None, None, None, 2018-01-02 20:00:00, None, None, 84.7
None, 0.405, 71.2, None, None, None, None, 54.02, None, 1.607, 202.2, None, None, None, None, None, -4.0, None, None, None, None, None, None, None, 2018-01-02 21:00:00, None, None, 84.3
None, -0.218, 66.33, None, None, None, None, 60.63, None, 1.023, 211.6, None, None, None, None, None, -5.0, None, None, None, None, None, None, None, 2018-01-02 22:00:00, None, None, 84.6
None, -0.362, 69.88, None, None, None, None, 52.87, None, 1.146, 59.52, None, None, None, None, None, -5.0, None, None, None, None, None, None, None, 2018-01-02 23:00:00, None, None, 84.4
None, -1.129, 74.9, None, None, None, None, 66.99, None, 0.483, 81.0, None, None, None, None, None, -5.0, None, None, None, None, None, None, None, 2018-01-03 00:00:00, None, None, 84.3
None, -1.896, 79.9, None, None, None, None, 67.52, None, 0.433, 122.7, None, None, None, None, None, -5.0, None, None, None, None, None, None, None, 2018-01-03 01:00:00, None, None, 84.6
None, -1.081, 74.2, None, None, None, None, 50.69, None, 0.806, 74.4, None, None, None, None, None, -5.0, None, None, None, None, None, None, None, 2018-01-03 02:00:00, None, None, 84.4
None, -1.465, 74.7, None, None, None, None, 55.51, None, 0.718, 162.1, None, None, None, None, None, -5.0, None, None, None, None, None, None, None, 2018-01-03 03:00:00, None, None, 84.5
None, -1.273, 72.7, None, None, None, None, 58.94, None, 0.817, 110.4, None, None, None, None, None, -5.0, None, None, None, None, None, None, None, 2018-01-03 04:00:00, None, None, 84.4
None, -0.554, 65.8, None, None, None, None, 17.64, None, 1.784, 70.4, None, None, None, None, None, -6.0, None, None, None, None, None, None, None, 2018-01-03 05:00:00, None, None, 84.1
None, -1.225, 68.81, None, None, None, None, 27.8, None, 1.001, 69.58, None, None, None, None, None, -6.0, None, None, None, None, None, None, None, 2018-01-03 06:00:00, None, None, 84.1
None, -1.369, 69.48, None, None, None, None, 61.78, None, 0.737, 99.6, None, None, None, None, None, -6.0, None, None, None, None, None, None, None, 2018-01-03 07:00:00, None, None, 84.0
None, -0.89, 65.39, None, None, None, None, 31.79, None, 1.07, 61.08, None, None, None, None, None, -6.0, None, None, None, None, None, None, None, 2018-01-03 08:00:00, None, None, 83.9
None, -0.362, 68.27, None, None, None, None, 52.8, None, 0.572, 94.2, None, None, None, None, None, -5.0, None, None, None, None, None, None, None, 2018-01-03 09:00:00, None, None, 83.9
None, 0.309, 65.86, None, None, None, None, 44.56, None, 1.113, 180.6, None, None, None, None, None, -5.0, None, None, None, None, None, None, None, 2018-01-03 10:00:00, None, None, 83.9
None, 0.692, 68.88, None, None, None, None, 62.54, None, 0.465, 161.0, None, None, None, None, None, -4.0, None, None, None, None, None, None, None, 2018-01-03 11:00:00, None, None, 83.7
None, 1.447, 66.66, None, None, None, None, 47.97, None, 0.555, 55.98, None, None, None, None, None, -4.0, None, None, None, None, None, None, None, 2018-01-03 12:00:00, None, None, 83.7
None, 1.581, 66.38, None, None, None, None, 61.56, None, 0.263, 349.7, None, None, None, None, None, -4.0, None, None, None, None, None, None, None, 2018-01-03 13:00:00, None, None, 83.7
None, 1.434, 67.92, None, None, None, None, 47.35, None, 0.33, 236.5, None, None, None, None, None, -4.0, None, None, None, None, None, None, None, 2018-01-03 14:00:00, None, None, 83.8
None, 1.818, 65.37, None, None, None, None, 22.6, None, 0.968, 54.24, None, None, None, None, None, -4.0, None, None, None, None, None, None, None, 2018-01-03 15:00:00, None, None, 83.6
None, 1.15, 69.33, None, None, None, None, 66.42, None, 0.447, 186.3, None, None, None, None, None, -4.0, None, None, None, None, None, None, None, 2018-01-03 16:00:00, None, None, 83.5
