station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, PRECIP_DETECTOR_RATIO, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, rel_hum, time, stn_pres
None, None, None, None, 0.039, 173.9, None, None, None, None, None, None, None, None, None, 53.62, None, -1.748, None, None, None, None, 75.9, None, None, None, None, None, 2018-01-02 08:00:00, None
None, None, None, None, 0.224, 75.6, None, None, None, None, None, None, None, None, None, 54.35, None, -0.901, None, None, None, None, 37.41, None, None, None, None, None, 2018-01-02 09:00:00, None
None, None, None, None, 0.055, 93.5, None, None, None, None, None, None, None, None, None, 53.42, None, -0.901, None, None, None, None, 73.4, None, None, None, None, None, 2018-01-02 10:00:00, None
None, None, None, None, 0.094, 69.79, None, None, None, None, None, None, None, None, None, 54.41, None, -0.075, None, None, None, None, 67.01, None, None, None, None, None, 2018-01-02 11:00:00, None
None, None, None, None, 0.173, 63.92, None, None, None, None, None, None, None, None, None, 52.68, None, -0.94, None, None, None, None, 51.15, None, None, None, None, None, 2018-01-02 12:00:00, None
None, None, None, None, 0.051, 6.365, None, None, None, None, None, None, None, None, None, 52.63, None, -0.098, None, None, None, None, 73.9, None, None, None, None, None, 2018-01-02 13:00:00, None
None, None, None, None, 0.07, 182.2, None, None, None, None, None, None, None, None, None, 52.7, None, -1.674, None, None, None, None, 70.9, None, None, None, None, None, 2018-01-02 14:00:00, None
None, None, None, None, 0.222, 77.4, None, None, None, None, None, None, None, None, None, 52.72, None, 0.456, None, None, None, None, 37.87, None, None, None, None, None, 2018-01-02 15:00:00, None
None, None, None, None, 0.207, 80.8, None, None, None, None, None, None, None, None, None, 53.83, None, 0.784, None, None, None, None, 41.23, None, None, None, None, None, 2018-01-02 16:00:00, None
None, None, None, None, 0.234, 315.7, None, None, None, None, None, None, None, None, None, 54.62, None, -0.816, None, None, None, None, 44.15, None, None, None, None, None, 2018-01-02 17:00:00, None
None, None, None, None, 0.126, 16.21, None, None, None, None, None, None, None, None, None, 53.65, None, -0.223, None, None, None, None, 62.1, None, None, None, None, None, 2018-01-02 18:00:00, None
None, None, None, None, 0.207, 79.8, None, None, None, None, None, None, None, None, None, 52.31, None, 0.51, None, None, None, None, 42.06, None, None, None, None, None, 2018-01-02 19:00:00, None
None, None, None, None, 0.162, 47.75, None, None, None, None, None, None, None, None, None, 53.01, None, 0.708, None, None, None, None, 53.7, None, None, None, None, None, 2018-01-02 20:00:00, None
None, None, None, None, 0.826, 59.84, None, None, None, None, None, None, None, None, None, 53.78, None, 1.118, None, None, None, None, 35.12, None, None, None, None, None, 2018-01-02 22:00:00, None
None, None, None, None, 4.151, 13.99, None, None, None, None, None, None, None, None, None, 53.32, None, 0.223, None, None, None, None, 50.54, None, None, None, None, None, 2018-01-02 23:00:00, None
None, None, None, None, 3.604, 38.99, None, None, None, None, None, None, None, None, None, 53.94, None, 1.552, None, None, None, None, 47.81, None, None, None, None, None, 2018-01-03 00:00:00, None
None, None, None, None, 7.91, 40.92, None, None, None, None, None, None, None, None, None, 52.99, None, 0.251, None, None, None, None, 22.52, None, None, None, None, None, 2018-01-03 01:00:00, None
None, None, None, None, 2.098, 10.73, None, None, None, None, None, None, None, None, None, 53.24, None, -0.163, None, None, None, None, 63.0, None, None, None, None, None, 2018-01-03 02:00:00, None
None, None, None, None, 5.288, 45.38, None, None, None, None, None, None, None, None, None, 52.74, None, 0.949, None, None, None, None, 34.99, None, None, None, None, None, 2018-01-03 03:00:00, None
None, None, None, None, 3.788, 37.84, None, None, None, None, None, None, None, None, None, 52.93, None, -0.059, None, None, None, None, 42.79, None, None, None, None, None, 2018-01-03 04:00:00, None
None, None, None, None, 2.277, 22.45, None, None, None, None, None, None, None, None, None, 53.26, None, 0.449, None, None, None, None, 58.73, None, None, None, None, None, 2018-01-03 05:00:00, None
None, None, None, None, 4.868, 191.1, None, None, None, None, None, None, None, None, None, 52.77, None, -0.898, None, None, None, None, 28.98, None, None, None, None, None, 2018-01-03 06:00:00, None
None, None, None, None, 2.924, 124.0, None, None, None, None, None, None, None, None, None, 52.82, None, -0.794, None, None, None, None, 60.24, None, None, None, None, None, 2018-01-03 07:00:00, None
None, None, None, None, 1.671, 174.4, None, None, None, None, None, None, None, None, None, 53.12, None, -1.751, None, None, None, None, 61.14, None, None, None, None, None, 2018-01-03 08:00:00, None
None, None, None, None, 6.813, 73.9, None, None, None, None, None, None, None, None, None, 53.28, None, 0.529, None, None, None, None, 20.22, None, None, None, None, None, 2018-01-03 09:00:00, None
None, None, None, None, 0.906, 85.0, None, None, None, None, None, None, None, None, None, 53.17, None, 0.948, None, None, None, None, 68.63, None, None, None, None, None, 2018-01-03 10:00:00, None
None, None, None, None, 5.15, 46.04, None, None, None, None, None, None, None, None, None, 53.5, None, 1.332, None, None, None, None, 26.93, None, None, None, None, None, 2018-01-03 11:00:00, None
None, None, None, None, 1.499, 351.5, None, None, None, None, None, None, None, None, None, 52.67, None, 1.314, None, None, None, None, 49.25, None, None, None, None, None, 2018-01-03 12:00:00, None
None, None, None, None, 4.72, 39.14, None, None, None, None, None, None, None, None, None, 52.61, None, 1.524, None, None, None, None, 43.61, None, None, None, None, None, 2018-01-03 13:00:00, None
None, None, None, None, 2.604, 82.4, None, None, None, None, None, None, None, None, None, 52.72, None, 0.778, None, None, None, None, 58.07, None, None, None, None, None, 2018-01-03 14:00:00, None
None, None, None, None, 2.829, 51.65, None, None, None, None, None, None, None, None, None, 52.23, None, -0.344, None, None, None, None, 54.96, None, None, None, None, None, 2018-01-03 15:00:00, None
None, None, None, None, 4.534, 67.57, None, None, None, None, None, None, None, None, None, 52.17, None, 1.553, None, None, None, None, 42.65, None, None, None, None, None, 2018-01-03 16:00:00, None
None, None, None, None, 5.824, 85.8, None, None, None, None, None, None, None, None, None, 50.13, None, 0.384, None, None, None, None, 41.06, None, None, None, None, None, 2018-01-03 17:00:00, None
None, None, None, None, 1.451, 84.4, None, None, None, None, None, None, None, None, None, 51.43, None, 1.589, None, None, None, None, 61.71, None, None, None, None, None, 2018-01-03 18:00:00, None
None, None, None, None, 3.685, 50.55, None, None, None, None, None, None, None, None, None, 51.33, None, 2.247, None, None, None, None, 41.44, None, None, None, None, None, 2018-01-03 19:00:00, None
None, None, None, None, 4.662, 82.4, None, None, None, None, None, None, None, None, None, 50.48, None, 2.335, None, None, None, None, 37.55, None, None, None, None, None, 2018-01-03 20:00:00, None
