station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, PRECIP_DETECTOR_RATIO, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, rel_hum, time, stn_pres
21.47, None, None, None, 0.002, 228.2, None, None, -20.0, None, None, None, None, None, None, None, None, -3.386, None, None, None, None, 12.5, None, None, None, None, None, 2018-01-02 08:00:00, None
21.48, None, None, None, 0.016, 300.9, None, None, -20.0, None, None, None, None, None, None, None, None, -3.424, None, None, None, None, 21.43, None, None, None, None, None, 2018-01-02 09:00:00, None
21.29, None, None, None, 2.505, 250.9, None, None, -20.0, None, None, None, None, None, None, None, None, -2.805, None, None, None, None, 8.61, None, None, None, None, None, 2018-01-02 10:00:00, None
20.79, None, None, None, 4.082, 268.0, None, None, -19.0, None, None, None, None, None, None, None, None, -1.117, None, None, None, None, 15.83, None, None, None, None, None, 2018-01-02 11:00:00, None
20.47, None, None, None, 1.126, 85.9, None, None, -18.0, None, None, None, None, None, None, None, None, -0.072, None, None, None, None, 20.34, None, None, None, None, None, 2018-01-02 12:00:00, None
20.95, None, None, None, 0.133, 274.7, None, None, -19.0, None, None, None, None, None, None, None, None, -1.651, None, None, None, None, 13.29, None, None, None, None, None, 2018-01-02 13:00:00, None
20.62, None, None, None, 6.949, 273.9, None, None, -19.0, None, None, None, None, None, None, None, None, -0.779, None, None, None, None, 6.43, None, None, None, None, None, 2018-01-02 14:00:00, None
20.81, None, None, None, 2.674, 43.3, None, None, -19.0, None, None, None, None, None, None, None, None, -1.422, None, None, None, None, 37.47, None, None, None, None, None, 2018-01-02 15:00:00, None
21.3, None, None, None, 2.705, 27.47, None, None, -20.0, None, None, None, None, None, None, None, None, -2.822, None, None, None, None, 27.09, None, None, None, None, None, 2018-01-02 16:00:00, None
21.35, None, None, None, 3.798, 358.7, None, None, -20.0, None, None, None, None, None, None, None, None, -2.989, None, None, None, None, 23.6, None, None, None, None, None, 2018-01-02 17:00:00, None
21.21, None, None, None, 4.127, 289.4, None, None, -20.0, None, None, None, None, None, None, None, None, -2.547, None, None, None, None, 11.85, None, None, None, None, None, 2018-01-02 18:00:00, None
21.13, None, None, None, 1.938, 216.5, None, None, -20.0, None, None, None, None, None, None, None, None, -2.28, None, None, None, None, 41.29, None, None, None, None, None, 2018-01-02 19:00:00, None
21.01, None, None, None, 2.097, 44.88, None, None, -19.0, None, None, None, None, None, None, None, None, -1.859, None, None, None, None, 22.8, None, None, None, None, None, 2018-01-02 20:00:00, None
21.19, None, None, None, 3.811, 214.1, None, None, -20.0, None, None, None, None, None, None, None, None, -2.472, None, None, None, None, 42.37, None, None, None, None, None, 2018-01-02 21:00:00, None
21.43, None, None, None, 3.457, 99.7, None, None, -20.0, None, None, None, None, None, None, None, None, -3.266, None, None, None, None, 13.47, None, None, None, None, None, 2018-01-02 22:00:00, None
21.57, None, None, None, 3.512, 296.9, None, None, -21.0, None, None, None, None, None, None, None, None, -3.729, None, None, None, None, 47.55, None, None, None, None, None, 2018-01-02 23:00:00, None
21.63, None, None, None, 8.33, 270.1, None, None, -21.0, None, None, None, None, None, None, None, None, -3.932, None, None, None, None, 14.16, None, None, None, None, None, 2018-01-03 00:00:00, None
21.77, None, None, None, 7.03, 254.6, None, None, -21.0, None, None, None, None, None, None, None, None, -4.395, None, None, None, None, 19.27, None, None, None, None, None, 2018-01-03 01:00:00, None
21.75, None, None, None, 8.04, 252.9, None, None, -21.0, None, None, None, None, None, None, None, None, -4.327, None, None, None, None, 15.36, None, None, None, None, None, 2018-01-03 02:00:00, None
21.77, None, None, None, 7.5, 262.4, None, None, -21.0, None, None, None, None, None, None, None, None, -4.395, None, None, None, None, 11.8, None, None, None, None, None, 2018-01-03 03:00:00, None
21.83, None, None, None, 4.657, 269.3, None, None, -21.0, None, None, None, None, None, None, None, None, -4.589, None, None, None, None, 17.27, None, None, None, None, None, 2018-01-03 04:00:00, None
21.85, None, None, None, 7.07, 271.4, None, None, -21.0, None, None, None, None, None, None, None, None, -4.676, None, None, None, None, 9.11, None, None, None, None, None, 2018-01-03 05:00:00, None
21.81, None, None, None, 1.567, 251.9, None, None, -21.0, None, None, None, None, None, None, None, None, -4.541, None, None, None, None, 15.33, None, None, None, None, None, 2018-01-03 06:00:00, None
21.83, None, None, None, 5.437, 256.5, None, None, -21.0, None, None, None, None, None, None, None, None, -4.607, None, None, None, None, 11.08, None, None, None, None, None, 2018-01-03 07:00:00, None
21.75, None, None, None, 1.252, 227.6, None, None, -21.0, None, None, None, None, None, None, None, None, -4.317, None, None, None, None, 29.37, None, None, None, None, None, 2018-01-03 08:00:00, None
21.67, None, None, None, 0.03, 299.2, None, None, -21.0, None, None, None, None, None, None, None, None, -4.067, None, None, None, None, 24.27, None, None, None, None, None, 2018-01-03 09:00:00, None
21.51, None, None, None, 0.017, 233.4, None, None, -21.0, None, None, None, None, None, None, None, None, -3.546, None, None, None, None, 44.66, None, None, None, None, None, 2018-01-03 10:00:00, None
21.74, None, None, None, 0.426, 70.1, None, None, -21.0, None, None, None, None, None, None, None, None, -4.288, None, None, None, None, 18.47, None, None, None, None, None, 2018-01-03 11:00:00, None
