station_observations
CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, snwfl_amt_pst1hr, stn_pres
-3.958, None, None, None, 8.12, 17.05, 136.9, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 08:00:00, None, None, None, None
-6.041, None, None, None, 10.67, 17.55, 136.8, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 09:00:00, None, None, None, None
-3.143, None, None, None, 13.73, 19.17, 134.7, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 10:00:00, None, None, None, None
-2.932, None, None, None, 9.72, 23.19, 137.6, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 11:00:00, None, None, None, None
-4.614, None, None, None, 10.96, 20.81, 137.2, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 12:00:00, None, None, None, None
-3.125, None, None, None, 10.85, 22.49, 137.6, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 13:00:00, None, None, None, None
-3.154, None, None, None, 10.35, 22.57, 138.0, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 14:00:00, None, None, None, None
-3.143, None, None, None, 9.62, 21.53, 130.5, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 15:00:00, None, None, None, None
-2.971, None, None, None, 11.81, 22.5, 124.9, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 16:00:00, None, None, None, None
-4.768, None, None, None, 9.91, 20.67, 135.9, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 17:00:00, None, None, None, None
-3.555, None, None, None, 9.62, 21.6, 135.2, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 18:00:00, None, None, None, None
-3.805, None, None, None, 8.41, 19.3, 135.8, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 19:00:00, None, None, None, None
-3.43, None, None, None, 8.04, 20.13, 138.6, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 20:00:00, None, None, None, None
-3.431, None, None, None, 9.23, 23.79, 136.8, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 21:00:00, None, None, None, None
-4.199, None, None, None, 9.76, 20.47, 136.3, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 22:00:00, None, None, None, None
-3.776, None, None, None, 10.14, 21.4, 132.3, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 23:00:00, None, None, None, None
-4.189, None, None, None, 9.72, 21.01, 135.7, None, None, None, None, None, None, None, None, None, None, None, 2018-01-03 00:00:00, None, None, None, None
-3.901, None, None, None, 9.51, 21.31, 135.4, None, None, None, None, None, None, None, None, None, None, None, 2018-01-03 01:00:00, None, None, None, None
-3.564, None, None, None, 15.82, 16.25, 127.1, None, None, None, None, None, None, None, None, None, None, None, 2018-01-03 02:00:00, None, None, None, None
-3.478, None, None, None, 12.16, 17.73, 128.9, None, None, None, None, None, None, None, None, None, None, None, 2018-01-03 03:00:00, None, None, None, None
-3.728, None, None, None, 10.65, 18.17, 123.1, None, None, None, None, None, None, None, None, None, None, None, 2018-01-03 04:00:00, None, None, None, None
-3.929, None, None, None, 11.34, 19.16, 136.6, None, None, None, None, None, None, None, None, None, None, None, 2018-01-03 05:00:00, None, None, None, None
-4.093, None, None, None, 9.52, 19.69, 139.2, None, None, None, None, None, None, None, None, None, None, None, 2018-01-03 06:00:00, None, None, None, None
-3.929, None, None, None, 9.21, 18.3, 134.6, None, None, None, None, None, None, None, None, None, None, None, 2018-01-03 07:00:00, None, None, None, None
-3.977, None, None, None, 9.96, 16.46, 128.4, None, None, None, None, None, None, None, None, None, None, None, 2018-01-03 08:00:00, None, None, None, None
-3.641, None, None, None, 9.08, 18.64, 133.1, None, None, None, None, None, None, None, None, None, None, None, 2018-01-03 09:00:00, None, None, None, None
-4.295, None, None, None, 10.57, 18.78, 128.3, None, None, None, None, None, None, None, None, None, None, None, 2018-01-03 10:00:00, None, None, None, None
-3.651, None, None, None, 9.7, 15.49, 127.5, None, None, None, None, None, None, None, None, None, None, None, 2018-01-03 11:00:00, None, None, None, None
-4.102, None, None, None, 9.16, 16.01, 131.1, None, None, None, None, None, None, None, None, None, None, None, 2018-01-03 12:00:00, None, None, None, None
-4.035, None, None, None, 7.79, 16.98, 135.9, None, None, None, None, None, None, None, None, None, None, None, 2018-01-03 13:00:00, None, None, None, None
-3.623, None, None, None, 8.76, 16.36, 131.1, None, None, None, None, None, None, None, None, None, None, None, 2018-01-03 14:00:00, None, None, None, None
-4.229, None, None, None, 7.27, 17.62, 136.7, None, None, None, None, None, None, None, None, None, None, None, 2018-01-03 15:00:00, None, None, None, None
-3.651, None, None, None, 6.848, 17.1, 132.4, None, None, None, None, None, None, None, None, None, None, None, 2018-01-03 16:00:00, None, None, None, None
-3.968, None, None, None, 6.842, 19.35, 135.2, None, None, None, None, None, None, None, None, None, None, None, 2018-01-03 17:00:00, None, None, None, None
-3.382, None, None, None, 6.674, 18.57, 136.0, None, None, None, None, None, None, None, None, None, None, None, 2018-01-03 18:00:00, None, None, None, None
-3.325, None, None, None, 8.81, 21.24, 133.7, None, None, None, None, None, None, None, None, None, None, None, 2018-01-03 19:00:00, None, None, None, None
-3.488, None, None, None, 9.67, 17.86, 128.0, None, None, None, None, None, None, None, None, None, None, None, 2018-01-03 20:00:00, None, None, None, None
-2.913, None, None, None, 10.44, 19.27, 132.3, None, None, None, None, None, None, None, None, None, None, None, 2018-01-03 21:00:00, None, None, None, None
-2.818, None, None, None, 12.24, 22.17, 133.2, None, None, None, None, None, None, None, None, None, None, None, 2018-01-03 22:00:00, None, None, None, None
-2.598, None, None, None, 10.46, 25.85, 143.6, None, None, None, None, None, None, None, None, None, None, None, 2018-01-03 23:00:00, None, None, None, None
-2.645, None, None, None, 12.21, 20.25, 142.0, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 00:00:00, None, None, None, None
-2.168, None, None, None, 14.52, 19.82, 130.6, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 01:00:00, None, None, None, None
-1.664, None, None, None, 13.85, 22.69, 130.1, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 02:00:00, None, None, None, None
-1.619, None, None, None, 14.25, 21.38, 121.2, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 03:00:00, None, None, None, None
-1.372, None, None, None, 12.04, 25.78, 129.0, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 04:00:00, None, None, None, None
-1.316, None, None, None, 12.59, 23.6, 129.5, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 05:00:00, None, None, None, None
-0.992, None, None, None, 13.39, 23.77, 132.3, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 06:00:00, None, None, None, None
-0.907, None, None, None, 13.75, 25.34, 127.4, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 07:00:00, None, None, None, None
-0.86, None, None, None, 12.4, 27.79, 138.8, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 08:00:00, None, None, None, None
-0.583, None, None, None, 10.91, 31.64, 141.6, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 09:00:00, None, None, None, None
-0.793, None, None, None, 10.75, 34.66, 144.5, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 10:00:00, None, None, None, None
-0.841, None, None, None, 10.04, 30.64, 141.4, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 11:00:00, None, None, None, None
-1.602, None, None, None, 9.7, 26.03, 139.2, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 12:00:00, None, None, None, None
-1.164, None, None, None, 10.61, 25.65, 138.0, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 13:00:00, None, None, None, None
-0.585, None, None, None, 10.47, 24.76, 135.2, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 14:00:00, None, None, None, None
-0.642, None, None, None, 10.63, 23.5, 134.7, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 15:00:00, None, None, None, None
-0.795, None, None, None, 9.56, 23.5, 133.3, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 16:00:00, None, None, None, None
-0.764, None, None, None, 10.71, 25.86, 134.5, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 17:00:00, None, None, None, None
-0.298, None, None, None, 11.2, 29.71, 134.4, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 18:00:00, None, None, None, None
-0.403, None, None, None, 11.81, 31.78, 140.2, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 19:00:00, None, None, None, None
-0.412, None, None, None, 11.61, 35.25, 131.8, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 20:00:00, None, None, None, None
-0.233, None, None, None, 14.16, 29.66, 122.3, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 21:00:00, None, None, None, None
-0.319, None, None, None, 17.0, 26.3, 124.5, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 22:00:00, None, None, None, None
-0.204, None, None, None, 14.16, 31.92, 130.5, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 23:00:00, None, None, None, None
0.091, None, None, None, 13.06, 31.22, 133.5, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 00:00:00, None, None, None, None
-0.138, None, None, None, 13.64, 31.43, 137.4, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 01:00:00, None, None, None, None
-0.243, None, None, None, 14.62, 30.15, 137.7, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 02:00:00, None, None, None, None
-0.311, None, None, None, 15.1, 23.98, 128.5, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 03:00:00, None, None, None, None
-0.089, None, None, None, 13.7, 27.58, 139.2, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 04:00:00, None, None, None, None
-0.27, None, None, None, 11.43, 29.84, 138.9, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 05:00:00, None, None, None, None
-0.365, None, None, None, 11.77, 31.03, 141.1, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 06:00:00, None, None, None, None
-0.348, None, None, None, 13.33, 27.9, 139.6, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 07:00:00, None, None, None, None
-0.156, None, None, None, 11.57, 31.43, 133.5, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 08:00:00, None, None, None, None
-0.319, None, None, None, 13.53, 28.24, 142.7, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 09:00:00, None, None, None, None
-0.253, None, None, None, 14.81, 30.33, 140.8, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 10:00:00, None, None, None, None
-2.403, None, None, None, 12.57, 27.39, 153.0, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 11:00:00, None, None, None, None
-3.586, None, None, None, 26.07, 13.78, 169.0, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 12:00:00, None, None, None, None
-3.722, None, None, None, 22.89, 11.04, 138.0, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 13:00:00, None, None, None, None
-4.238, None, None, None, 20.46, 16.03, 188.1, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 14:00:00, None, None, None, None
-4.032, None, None, None, 6.976, 26.39, 191.9, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 15:00:00, None, None, None, None
-4.749, None, None, None, 9.35, 19.23, 200.1, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 16:00:00, None, None, None, None
-4.565, None, None, None, 8.13, 17.17, 188.3, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 17:00:00, None, None, None, None
-4.748, None, None, None, 7.94, 18.45, 196.4, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 18:00:00, None, None, None, None
-4.777, None, None, None, 10.56, 22.71, 213.1, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 19:00:00, None, None, None, None
-5.407, None, None, None, 10.83, 16.44, 216.1, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 20:00:00, None, None, None, None
-5.864, None, None, None, 14.05, 16.13, 211.1, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 21:00:00, None, None, None, None
-6.215, None, None, None, 20.54, 12.77, 211.9, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 22:00:00, None, None, None, None
-6.765, None, None, None, 18.11, 12.19, 193.3, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 23:00:00, None, None, None, None
-6.933, None, None, None, 27.9, 11.53, 190.2, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 00:00:00, None, None, None, None
