station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, snwfl_amt_pst1hr, dwpt_temp, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, max_air_temp_snc_last_reset, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, HEIGHT_OF_SNOW, stn_pres
None, -25.32, 76.74, None, None, None, None, None, None, None, None, None, -28.0, 900.0, None, None, None, 2018-01-02 08:00:00, None, 57.73, None
None, -25.11, 76.54, None, None, None, None, None, None, None, None, None, -28.0, 901.0, None, None, None, 2018-01-02 09:00:00, None, 57.86, None
None, -22.19, 83.4, None, None, None, None, None, None, None, None, None, -24.0, 901.0, None, None, None, 2018-01-02 10:00:00, None, 58.08, None
None, -17.67, 66.58, None, None, None, None, None, None, None, None, None, -22.0, 901.0, None, None, None, 2018-01-02 11:00:00, None, 56.64, None
None, -14.96, 63.11, None, None, None, None, None, None, None, None, None, -20.0, 899.0, None, None, None, 2018-01-02 12:00:00, None, 56.61, None
None, -12.6, 63.85, None, None, None, None, None, None, None, None, None, -17.0, 898.0, None, None, None, 2018-01-02 13:00:00, None, 56.85, None
None, -14.74, 72.92, None, None, None, None, None, None, None, None, None, -18.0, 898.0, None, None, None, 2018-01-02 14:00:00, None, 57.22, None
None, -15.91, 77.04, None, None, None, None, None, None, None, None, None, -19.0, 898.0, None, None, None, 2018-01-02 15:00:00, None, 57.01, None
None, -17.09, 81.0, None, None, None, None, None, None, None, None, None, -19.0, 898.0, None, None, None, 2018-01-02 16:00:00, None, 57.25, None
None, -18.57, 80.7, None, None, None, None, None, None, None, None, None, -21.0, 898.0, None, None, None, 2018-01-02 17:00:00, None, 57.01, None
None, -19.13, 82.8, None, None, None, None, None, None, None, None, None, -21.0, 897.0, None, None, None, 2018-01-02 18:00:00, None, 57.14, None
None, -19.75, 81.6, None, None, None, None, None, None, None, None, None, -22.0, 896.0, None, None, None, 2018-01-02 19:00:00, None, 57.08, None
None, -19.6, 82.1, None, None, None, None, None, None, None, None, None, -22.0, 896.0, None, None, None, 2018-01-02 20:00:00, None, 56.93, None
None, -19.06, 83.3, None, None, None, None, None, None, None, None, None, -21.0, 896.0, None, None, None, 2018-01-02 21:00:00, None, 57.03, None
None, -18.34, 83.6, None, None, None, None, None, None, None, None, None, -20.0, 896.0, None, None, None, 2018-01-02 22:00:00, None, 56.89, None
None, -17.48, 84.1, None, None, None, None, None, None, None, None, None, -19.0, 895.0, None, None, None, 2018-01-02 23:00:00, None, 56.79, None
None, -16.95, 84.8, None, None, None, None, None, None, None, None, None, -19.0, 895.0, None, None, None, 2018-01-03 00:00:00, None, 56.71, None
None, -16.32, 84.6, None, None, None, None, None, None, None, None, None, -18.0, 894.0, None, None, None, 2018-01-03 01:00:00, None, 56.68, None
None, -15.76, 84.8, None, None, None, None, None, None, None, None, None, -18.0, 895.0, None, None, None, 2018-01-03 02:00:00, None, 56.5, None
None, -15.31, 84.0, None, None, None, None, None, None, None, None, None, -17.0, 895.0, None, None, None, 2018-01-03 03:00:00, None, 56.34, None
None, -15.42, 84.6, None, None, None, None, None, None, None, None, None, -17.0, 894.0, None, None, None, 2018-01-03 04:00:00, None, 56.29, None
None, -16.44, 84.2, None, None, None, None, None, None, None, None, None, -18.0, 894.0, None, None, None, 2018-01-03 05:00:00, None, 56.18, None
None, -15.33, 85.4, None, None, None, None, None, None, None, None, None, -17.0, 894.0, None, None, None, 2018-01-03 06:00:00, None, 56.29, None
None, -15.96, 83.1, None, None, None, None, None, None, None, None, None, -18.0, 893.0, None, None, None, 2018-01-03 07:00:00, None, 55.97, None
None, -16.67, 84.6, None, None, None, None, None, None, None, None, None, -18.0, 893.0, None, None, None, 2018-01-03 08:00:00, None, 55.75, None
None, -15.58, 83.9, None, None, None, None, None, None, None, None, None, -17.0, 893.0, None, None, None, 2018-01-03 09:00:00, None, 55.79, None
None, -13.64, 81.8, None, None, None, None, None, None, None, None, None, -16.0, 893.0, None, None, None, 2018-01-03 10:00:00, None, 55.53, None
None, -9.64, 67.05, None, None, None, None, None, None, None, None, None, -14.0, 893.0, None, None, None, 2018-01-03 11:00:00, None, 55.31, None
None, -9.55, 66.28, None, None, None, None, None, None, None, None, None, -14.0, 892.0, None, None, None, 2018-01-03 12:00:00, None, 55.23, None
None, -7.278, 66.32, None, None, None, None, None, None, None, None, None, -12.0, 891.0, None, None, None, 2018-01-03 13:00:00, None, 54.24, None
None, -8.57, 75.4, None, None, None, None, None, None, None, None, None, -12.0, 891.0, None, None, None, 2018-01-03 14:00:00, None, 54.56, None
None, -10.98, 84.9, None, None, None, None, None, None, None, None, None, -13.0, 891.0, None, None, None, 2018-01-03 15:00:00, None, 54.85, None
None, -12.61, 84.0, None, None, None, None, None, None, None, None, None, -15.0, 891.0, None, None, None, 2018-01-03 16:00:00, None, 54.62, None
None, -14.24, 85.2, None, None, None, None, None, None, None, None, None, -16.0, 891.0, None, None, None, 2018-01-03 17:00:00, None, 54.63, None
None, -15.12, 85.9, None, None, None, None, None, None, None, None, None, -17.0, 891.0, None, None, None, 2018-01-03 18:00:00, None, 54.41, None
None, -16.53, 84.5, None, None, None, None, None, None, None, None, None, -18.0, 891.0, None, None, None, 2018-01-03 19:00:00, None, 54.77, None
None, -17.78, 83.4, None, None, None, None, None, None, None, None, None, -20.0, 892.0, None, None, None, 2018-01-03 20:00:00, None, 54.63, None
None, -17.63, 83.1, None, None, None, None, None, None, None, None, None, -20.0, 891.0, None, None, None, 2018-01-03 21:00:00, None, 54.72, None
None, -18.22, 83.4, None, None, None, None, None, None, None, None, None, -20.0, 891.0, None, None, None, 2018-01-03 22:00:00, None, 54.84, None
None, -17.51, 84.7, None, None, None, None, None, None, None, None, None, -19.0, 891.0, None, None, None, 2018-01-03 23:00:00, None, 55.09, None
None, -16.47, 85.9, None, None, None, None, None, None, None, None, None, -18.0, 891.0, None, None, None, 2018-01-04 00:00:00, None, 55.0, None
None, -15.07, 86.5, None, None, None, None, None, None, None, None, None, -17.0, 891.0, None, None, None, 2018-01-04 01:00:00, None, 54.9, None
None, -14.12, 87.1, None, None, None, None, None, None, None, None, None, -16.0, 891.0, None, None, None, 2018-01-04 02:00:00, None, 54.88, None
None, -13.49, 87.3, None, None, None, None, None, None, None, None, None, -15.0, 891.0, None, None, None, 2018-01-04 03:00:00, None, 54.75, None
None, -13.01, 87.7, None, None, None, None, None, None, None, None, None, -14.0, 890.0, None, None, None, 2018-01-04 04:00:00, None, 54.77, None
None, -12.58, 88.1, None, None, None, None, None, None, None, None, None, -14.0, 890.0, None, None, None, 2018-01-04 05:00:00, None, 54.66, None
None, -12.29, 88.4, None, None, None, None, None, None, None, None, None, -14.0, 890.0, None, None, None, 2018-01-04 06:00:00, None, 54.76, None
None, -12.1, 88.5, None, None, None, None, None, None, None, None, None, -13.0, 890.0, None, None, None, 2018-01-04 07:00:00, None, 54.79, None
None, -11.77, 88.7, None, None, None, None, None, None, None, None, None, -13.0, 890.0, None, None, None, 2018-01-04 08:00:00, None, 54.75, None
None, -10.95, 89.0, None, None, None, None, None, None, None, None, None, -12.0, 890.0, None, None, None, 2018-01-04 09:00:00, None, 54.59, None
None, -9.37, 87.9, None, None, None, None, None, None, None, None, None, -11.0, 890.0, None, None, None, 2018-01-04 10:00:00, None, 54.44, None
None, -6.832, 79.31, None, None, None, None, None, None, None, None, None, -9.0, 889.0, None, None, None, 2018-01-04 11:00:00, None, 54.11, None
None, -6.007, 79.04, None, None, None, None, None, None, None, None, None, -9.0, 888.0, None, None, None, 2018-01-04 12:00:00, None, 54.17, None
None, -5.636, 79.31, None, None, None, None, None, None, None, None, None, -8.0, 888.0, None, None, None, 2018-01-04 13:00:00, None, 54.18, None
