station_observations
CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
None, -1.958, 94.5, None, None, None, None, 30.82, 1.226, 179.1, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-03 18:00:00, None, None
None, -1.904, 93.2, None, None, None, None, 13.76, 3.144, 236.0, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-03 19:00:00, None, None
None, -2.298, 92.3, None, None, None, None, 17.35, 3.861, 198.4, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-03 20:00:00, None, None
None, -1.491, 87.7, None, None, None, None, 18.05, 5.642, 207.9, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-03 21:00:00, None, None
None, -1.815, 86.9, None, None, None, None, 5.843, 7.838, 240.2, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-03 22:00:00, None, None
None, -1.714, 87.1, None, None, None, None, 4.12, 10.72, 235.4, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-03 23:00:00, None, None
None, -1.367, 82.7, None, None, None, None, 9.76, 12.55, 217.8, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 00:00:00, None, None
None, -1.495, 82.8, None, None, None, None, 4.557, 14.29, 218.2, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 01:00:00, None, None
None, -2.311, 87.4, None, None, None, None, 10.02, 10.24, 236.4, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 02:00:00, None, None
None, -1.634, 74.83, None, None, None, None, 5.909, 10.41, 219.6, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 03:00:00, None, None
None, -1.518, 75.61, None, None, None, None, 12.7, 7.989, 206.9, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 04:00:00, None, None
None, -1.904, 73.27, None, None, None, None, 12.38, 6.885, 188.2, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 05:00:00, None, None
None, -1.862, 71.08, None, None, None, None, 22.7, 5.856, 137.2, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 06:00:00, None, None
None, -2.201, 74.31, None, None, None, None, 38.8, 7.628, 172.5, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 07:00:00, None, None
None, -0.858, 67.6, None, None, None, None, 13.05, 9.29, 178.9, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 08:00:00, None, None
None, 0.065, 64.91, None, None, None, None, 16.18, 8.76, 173.1, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 09:00:00, None, None
None, -1.052, 72.42, None, None, None, None, 13.15, 7.051, 124.6, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 10:00:00, None, None
None, -0.61, 71.98, None, None, None, None, 36.89, 8.6, 146.1, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 11:00:00, None, None
None, 0.095, 67.2, None, None, None, None, 16.97, 8.06, 188.0, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 12:00:00, None, None
None, -1.406, 78.42, None, None, None, None, 13.67, 12.09, 209.0, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 13:00:00, None, None
None, -0.273, 77.32, None, None, None, None, 7.731, 13.9, 210.2, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 14:00:00, None, None
None, -0.669, 90.6, None, None, None, None, 7.595, 15.68, 214.0, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 15:00:00, None, None
None, -1.249, 83.7, None, None, None, None, 12.39, 16.52, 202.0, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 17:00:00, None, None
None, -1.249, 62.39, None, None, None, None, 10.17, 16.44, 201.5, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 18:00:00, None, None
None, -1.703, 63.57, None, None, None, None, 8.13, 15.02, 204.7, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 19:00:00, None, None
None, -1.791, 61.38, None, None, None, None, 10.38, 17.13, 211.5, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 20:00:00, None, None
None, -1.521, 63.86, None, None, None, None, 3.888, 20.26, 221.5, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 21:00:00, None, None
None, -2.93, 80.7, None, None, None, None, 6.011, 18.35, 222.5, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 22:00:00, None, None
None, -1.836, 99.0, None, None, None, None, 3.94, 18.45, 225.8, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 23:00:00, None, None
None, -1.978, 99.4, None, None, None, None, 3.302, 22.05, 222.6, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 00:00:00, None, None
None, -2.75, 98.9, None, None, None, None, 4.826, 21.83, 224.5, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 01:00:00, None, None
None, -2.877, 98.8, None, None, None, None, 3.566, 19.56, 227.7, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 02:00:00, None, None
None, -2.641, 98.8, None, None, None, None, 5.306, 19.35, 231.7, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 03:00:00, None, None
None, -2.591, 98.9, None, None, None, None, 5.507, 16.35, 230.8, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 04:00:00, None, None
None, -3.246, 98.5, None, None, None, None, 7.197, 10.94, 235.0, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 05:00:00, None, None
None, -2.637, 98.8, None, None, None, None, 6.315, 13.09, 230.0, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 06:00:00, None, None
None, -1.739, 99.2, None, None, None, None, 3.446, 13.65, 226.5, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 07:00:00, None, None
None, -1.164, 99.5, None, None, None, None, 3.144, 13.93, 222.3, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 08:00:00, None, None
None, -1.088, 99.5, None, None, None, None, 3.722, 13.39, 221.6, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 09:00:00, None, None
None, -1.134, 99.6, None, None, None, None, 4.023, 12.44, 220.0, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 10:00:00, None, None
None, -1.243, 99.6, None, None, None, None, 5.805, 12.14, 221.9, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 11:00:00, None, None
None, -1.443, 99.6, None, None, None, None, 6.165, 12.84, 219.4, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 12:00:00, None, None
None, -1.369, 99.5, None, None, None, None, 6.756, 11.52, 220.1, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 13:00:00, None, None
None, -0.81, 99.6, None, None, None, None, 4.96, 11.41, 213.2, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 14:00:00, None, None
None, -1.005, 99.7, None, None, None, None, 5.697, 12.69, 212.7, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 15:00:00, None, None
None, -0.992, 99.8, None, None, None, None, 5.274, 15.79, 214.0, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 16:00:00, None, None
None, -0.742, 99.8, None, None, None, None, 6.579, 18.07, 216.0, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 17:00:00, None, None
None, -1.053, 100.0, None, None, None, None, 7.019, 11.98, 214.5, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 18:00:00, None, None
None, -1.37, 99.8, None, None, None, None, 7.65, 0.0, 218.9, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 19:00:00, None, None
None, -1.42, 99.7, None, None, None, None, 5.307, 0.0, 226.5, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 20:00:00, None, None
None, -2.128, 99.4, None, None, None, None, 5.851, 0.0, 228.2, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 21:00:00, None, None
None, -2.336, 99.2, None, None, None, None, 3.874, 0.0, 227.2, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 22:00:00, None, None
None, -2.614, 99.0, None, None, None, None, 0.134, 0.0, 231.6, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 23:00:00, None, None
None, -4.05, 98.0, None, None, None, None, 0.095, 0.0, 231.6, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 00:00:00, None, None
None, -3.55, 98.4, None, None, None, None, 0.02, 0.0, 231.5, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 01:00:00, None, None
None, -3.702, 98.2, None, None, None, None, 0.0, 0.0, 231.5, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 02:00:00, None, None
None, -4.639, 97.6, None, None, None, None, 0.0, 0.0, 231.5, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 03:00:00, None, None
None, -4.593, 97.6, None, None, None, None, 0.02, 0.0, 231.5, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 04:00:00, None, None
None, -5.065, 97.2, None, None, None, None, 0.0, 0.0, 231.5, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 05:00:00, None, None
None, -5.661, 96.4, None, None, None, None, 0.0, 0.0, 231.5, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 06:00:00, None, None
None, -5.59, 96.8, None, None, None, None, 0.02, 0.0, 231.5, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 07:00:00, None, None
None, -5.027, 97.2, None, None, None, None, 0.0, 0.0, 231.5, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 08:00:00, None, None
None, -5.421, 96.8, None, None, None, None, 0.0, 0.0, 231.4, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 09:00:00, None, None
None, -5.511, 96.8, None, None, None, None, 0.071, 0.0, 231.4, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 10:00:00, None, None
None, -5.074, 97.2, None, None, None, None, 0.0, 0.0, 231.4, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 11:00:00, None, None
None, -4.047, 97.9, None, None, None, None, 0.04, 0.0, 231.4, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 12:00:00, None, None
None, -4.497, 97.5, None, None, None, None, 0.0, 0.0, 231.4, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 13:00:00, None, None
None, -3.785, 98.0, None, None, None, None, 0.02, 0.0, 231.5, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 14:00:00, None, None
None, -4.122, 97.8, None, None, None, None, 0.0, 0.0, 231.5, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 15:00:00, None, None
None, -4.32, 97.7, None, None, None, None, 0.0, 0.0, 231.4, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 16:00:00, None, None
None, -4.424, 97.7, None, None, None, None, 0.0, 0.0, 231.4, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 17:00:00, None, None
None, -5.356, 95.9, None, None, None, None, 0.052, 0.0, 231.5, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 18:00:00, None, None
None, -5.677, 96.2, None, None, None, None, 0.048, 0.0, 231.3, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 19:00:00, None, None
None, -6.197, 95.1, None, None, None, None, 0.122, 0.0, 231.4, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 20:00:00, None, None
None, -6.343, 95.2, None, None, None, None, 0.0, 0.0, 231.3, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 21:00:00, None, None
None, -6.88, 94.7, None, None, None, None, 0.119, 0.0, 231.3, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 22:00:00, None, None
None, -6.831, 94.7, None, None, None, None, 0.131, 0.0, 231.3, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 23:00:00, None, None
None, -6.524, 95.0, None, None, None, None, 0.091, 0.0, 231.4, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 00:00:00, None, None
None, -6.441, 95.0, None, None, None, None, 0.048, 0.0, 231.4, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 01:00:00, None, None
None, -7.037, 93.9, None, None, None, None, 0.11, 0.0, 231.3, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 02:00:00, None, None
None, -7.363, 94.2, None, None, None, None, 0.0, 0.0, 231.2, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 03:00:00, None, None
None, -6.869, 94.7, None, None, None, None, 0.0, 0.0, 231.2, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 04:00:00, None, None
None, -6.551, 94.9, None, None, None, None, 0.12, 0.0, 231.1, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 05:00:00, None, None
None, -6.302, 94.9, None, None, None, None, 0.137, 0.0, 231.1, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 06:00:00, None, None
None, -6.855, 94.3, None, None, None, None, 0.14, 0.0, 231.1, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 07:00:00, None, None
None, -6.88, 94.5, None, None, None, None, 0.14, 0.0, 231.1, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 08:00:00, None, None
None, -6.685, 94.7, None, None, None, None, 0.134, 0.0, 231.1, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 09:00:00, None, None
None, -6.636, 94.3, None, None, None, None, 0.144, 0.0, 231.1, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 10:00:00, None, None
None, -6.444, 94.4, None, None, None, None, 0.066, 0.0, 231.1, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 11:00:00, None, None
None, -6.331, 94.4, None, None, None, None, 0.063, 0.0, 231.1, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 12:00:00, None, None
None, -6.471, 94.6, None, None, None, None, 0.048, 0.0, 231.0, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 13:00:00, None, None
None, -6.501, 94.6, None, None, None, None, 0.095, 0.0, 231.1, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 14:00:00, None, None
None, -6.47, 94.6, None, None, None, None, 0.0, 0.0, 231.0, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 15:00:00, None, None
None, -6.511, 94.8, None, None, None, None, 0.0, 0.0, 231.0, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 16:00:00, None, None
None, -6.563, 94.8, None, None, None, None, 0.13, 0.0, 231.0, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 17:00:00, None, None
None, -6.51, 94.8, None, None, None, None, 0.175, 0.0, 231.0, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 18:00:00, None, None
None, -6.661, 94.6, None, None, None, None, 0.175, 0.0, 231.0, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 19:00:00, None, None
None, -6.636, 94.6, None, None, None, None, 0.175, 0.0, 231.0, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 20:00:00, None, None
None, -6.474, 94.9, None, None, None, None, 0.175, 0.0, 231.0, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 21:00:00, None, None
None, -6.173, 95.1, None, None, None, None, 0.175, 0.0, 231.0, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 22:00:00, None, None
None, -5.808, 95.3, None, None, None, None, 0.175, 0.0, 231.0, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 23:00:00, None, None
None, -5.579, 95.6, None, None, None, None, 0.175, 0.0, 231.0, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 00:00:00, None, None
None, -5.418, 96.1, None, None, None, None, 0.181, 0.0, 231.0, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 01:00:00, None, None
None, -5.297, 96.4, None, None, None, None, 0.0, 0.0, 231.0, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 02:00:00, None, None
None, -5.171, 96.9, None, None, None, None, 0.0, 0.0, 231.0, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 03:00:00, None, None
None, -5.006, 97.0, None, None, None, None, 0.066, 0.0, 231.0, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 04:00:00, None, None
None, -4.687, 97.2, None, None, None, None, 0.079, 0.0, 231.0, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 05:00:00, None, None
None, -4.348, 97.5, None, None, None, None, 0.095, 0.0, 231.0, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 06:00:00, None, None
None, -4.2, 97.6, None, None, None, None, 0.0, 0.0, 231.0, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 07:00:00, None, None
None, -4.153, 97.5, None, None, None, None, 0.0, 0.0, 231.0, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 08:00:00, None, None
None, -3.27, 97.8, None, None, None, None, 0.0, 0.0, 231.0, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 11:00:00, None, None
None, -2.881, 97.9, None, None, None, None, 0.0, 0.0, 231.0, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 12:00:00, None, None
None, -3.15, 97.8, None, None, None, None, 0.0, 0.0, 231.0, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 13:00:00, None, None
None, -3.539, 97.7, None, None, None, None, 0.0, 0.0, 231.0, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 14:00:00, None, None
None, -3.869, 97.4, None, None, None, None, 0.04, 0.0, 231.0, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 15:00:00, None, None
None, -4.538, 97.2, None, None, None, None, 0.0, 0.0, 231.0, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 16:00:00, None, None
None, -4.932, 97.1, None, None, None, None, 0.0, 0.0, 231.0, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 17:00:00, None, None
None, -4.812, 97.3, None, None, None, None, 0.137, 0.0, 231.1, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 18:00:00, None, None
None, -4.35, 97.7, None, None, None, None, 0.0, 0.0, 231.1, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 19:00:00, None, None
None, -4.012, 97.7, None, None, None, None, 0.122, 0.0, 231.1, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 20:00:00, None, None
None, -3.966, 97.7, None, None, None, None, 0.088, 0.0, 231.1, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 21:00:00, None, None
None, -3.982, 97.7, None, None, None, None, 0.0, 0.0, 231.1, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 22:00:00, None, None
None, -3.861, 97.8, None, None, None, None, 0.074, 0.0, 231.1, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 23:00:00, None, None
None, -3.738, 98.0, None, None, None, None, 0.0, 0.0, 231.1, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-09 00:00:00, None, None
None, -3.47, 98.2, None, None, None, None, 0.059, 0.0, 231.1, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-09 01:00:00, None, None
None, -3.474, 98.1, None, None, None, None, 0.034, 0.0, 231.1, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-09 02:00:00, None, None
None, -3.524, 98.1, None, None, None, None, 0.02, 0.0, 231.1, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-09 03:00:00, None, None
None, -3.478, 98.1, None, None, None, None, 0.095, 0.0, 231.1, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-09 04:00:00, None, None
None, -3.189, 98.3, None, None, None, None, 0.0, 0.0, 231.1, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-09 05:00:00, None, None
None, -3.141, 98.4, None, None, None, None, 0.0, 0.0, 231.0, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-09 06:00:00, None, None
None, -3.055, 98.4, None, None, None, None, 0.059, 0.0, 231.0, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-09 07:00:00, None, None
None, -3.075, 98.3, None, None, None, None, 0.0, 0.0, 231.1, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-09 08:00:00, None, None
None, -3.076, 98.3, None, None, None, None, 0.0, 0.0, 231.1, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-09 09:00:00, None, None
None, -2.93, 98.3, None, None, None, None, 0.179, 0.0, 231.1, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-09 10:00:00, None, None
None, -2.979, 98.3, None, None, None, None, 0.127, 0.0, 231.2, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-09 11:00:00, None, None
None, -2.882, 98.3, None, None, None, None, 0.145, 0.0, 231.2, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-09 12:00:00, None, None
None, -3.044, 98.2, None, None, None, None, 0.145, 0.0, 231.2, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-09 13:00:00, None, None
