station_observations
CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, snwfl_amt_pst1hr, stn_pres
None, -13.7, 24.5, None, None, None, None, 0.0, 0.0, 0.0, None, None, None, None, None, -28.0, None, None, None, None, None, None, None, 2018-01-02 08:00:00, None, None, None, None
None, -11.29, 23.77, None, None, None, None, 0.0, 0.0, 0.0, None, None, None, None, None, -26.0, None, None, None, None, None, None, None, 2018-01-02 09:00:00, None, None, None, None
None, -9.0, 23.09, None, None, None, None, 0.0, 0.0, 0.0, None, None, None, None, None, -25.0, None, None, None, None, None, None, None, 2018-01-02 10:00:00, None, None, None, None
None, -7.52, 22.64, None, None, None, None, 4.266, 0.0, 49.21, None, None, None, None, None, -23.0, None, None, None, None, None, None, None, 2018-01-02 11:00:00, None, None, None, None
None, -6.679, 22.45, None, None, None, None, 0.0, 0.0, 0.0, None, None, None, None, None, -23.0, None, None, None, None, None, None, None, 2018-01-02 12:00:00, None, None, None, None
None, -5.974, 22.24, None, None, None, None, 0.126, 0.0, 202.1, None, None, None, None, None, -22.0, None, None, None, None, None, None, None, 2018-01-02 13:00:00, None, None, None, None
None, -5.607, 22.13, None, None, None, None, 0.0, 0.0, 0.0, None, None, None, None, None, -22.0, None, None, None, None, None, None, None, 2018-01-02 14:00:00, None, None, None, None
None, -6.306, 22.34, None, None, None, None, 0.0, 0.0, 0.0, None, None, None, None, None, -23.0, None, None, None, None, None, None, None, 2018-01-02 15:00:00, None, None, None, None
None, -8.5, 23.0, None, None, None, None, 0.0, 0.0, 0.0, None, None, None, None, None, -24.0, None, None, None, None, None, None, None, 2018-01-02 16:00:00, None, None, None, None
None, -9.63, 23.34, None, None, None, None, 0.0, 0.0, 0.0, None, None, None, None, None, -25.0, None, None, None, None, None, None, None, 2018-01-02 17:00:00, None, None, None, None
