station_observations
air_temp, CURRENT_AIR_TEMPERATURE1, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, snwfl_amt_pst1hr, max_air_temp_snc_last_reset, HEIGHT_OF_SNOW, time, snw_dpth, dwpt_temp, stn_pres
None, 5.563, None, None, None, None, 125.85, 2018-01-04 06:00:00, None, None, None
None, 4.979, None, None, None, None, 124.48, 2018-01-04 07:00:00, None, None, None
None, 3.863, None, None, None, None, 125.57, 2018-01-04 08:00:00, None, None, None
None, 5.063, None, None, None, None, 125.75, 2018-01-04 09:00:00, None, None, None
None, 5.647, None, None, None, None, 125.47, 2018-01-04 10:00:00, None, None, None
None, 4.303, None, None, None, None, 125.43, 2018-01-04 11:00:00, None, None, None
None, 5.628, None, None, None, None, 124.81, 2018-01-04 12:00:00, None, None, None
None, 4.182, None, None, None, None, 123.31, 2018-01-04 13:00:00, None, None, None
None, 4.481, None, None, None, None, 124.44, 2018-01-04 14:00:00, None, None, None
None, 4.482, None, None, None, None, 124.18, 2018-01-04 15:00:00, None, None, None
None, 4.116, None, None, None, None, 123.62, 2018-01-04 16:00:00, None, None, None
None, 3.452, None, None, None, None, 122.29, 2018-01-04 17:00:00, None, None, None
None, 3.582, None, None, None, None, 122.44, 2018-01-04 18:00:00, None, None, None
None, 3.638, None, None, None, None, 123.27, 2018-01-04 19:00:00, None, None, None
None, 3.489, None, None, None, None, 123.68, 2018-01-04 20:00:00, None, None, None
None, 3.386, None, None, None, None, 124.02, 2018-01-04 21:00:00, None, None, None
None, 2.265, None, None, None, None, 123.31, 2018-01-04 22:00:00, None, None, None
None, 2.273, None, None, None, None, 123.91, 2018-01-04 23:00:00, None, None, None
None, 1.425, None, None, None, None, 122.73, 2018-01-05 00:00:00, None, None, None
None, 2.505, None, None, None, None, 122.73, 2018-01-05 01:00:00, None, None, None
None, 1.463, None, None, None, None, 122.69, 2018-01-05 02:00:00, None, None, None
None, 2.246, None, None, None, None, 122.8, 2018-01-05 03:00:00, None, None, None
None, 1.275, None, None, None, None, 121.91, 2018-01-05 04:00:00, None, None, None
None, 1.025, None, None, None, None, 122.48, 2018-01-05 05:00:00, None, None, None
None, 1.118, None, None, None, None, 122.16, 2018-01-05 06:00:00, None, None, None
None, 1.257, None, None, None, None, 121.76, 2018-01-05 07:00:00, None, None, None
None, 0.978, None, None, None, None, 121.32, 2018-01-05 08:00:00, None, None, None
None, 1.369, None, None, None, None, 121.29, 2018-01-05 09:00:00, None, None, None
None, 1.472, None, None, None, None, 121.67, 2018-01-05 10:00:00, None, None, None
None, -0.521, None, None, None, None, 118.18, 2018-01-05 11:00:00, None, None, None
None, -1.342, None, None, None, None, 118.2, 2018-01-05 12:00:00, None, None, None
None, -1.464, None, None, None, None, 119.88, 2018-01-05 13:00:00, None, None, None
None, -1.522, None, None, None, None, 121.71, 2018-01-05 14:00:00, None, None, None
None, -1.323, None, None, None, None, 119.69, 2018-01-05 15:00:00, None, None, None
None, -1.343, None, None, None, None, 118.57, 2018-01-05 16:00:00, None, None, None
None, -1.631, None, None, None, None, 121.11, 2018-01-05 17:00:00, None, None, None
None, -1.631, None, None, None, None, 120.92, 2018-01-05 18:00:00, None, None, None
None, -1.537, None, None, None, None, 121.01, 2018-01-05 19:00:00, None, None, None
None, -1.689, None, None, None, None, 121.22, 2018-01-05 20:00:00, None, None, None
None, -1.65, None, None, None, None, 121.83, 2018-01-05 21:00:00, None, None, None
None, -1.716, None, None, None, None, 124.94, 2018-01-05 22:00:00, None, None, None
None, -1.886, None, None, None, None, 124.56, 2018-01-05 23:00:00, None, None, None
None, -2.063, None, None, None, None, 121.51, 2018-01-06 00:00:00, None, None, None
None, -2.38, None, None, None, None, 119.77, 2018-01-06 01:00:00, None, None, None
None, -2.578, None, None, None, None, 119.9, 2018-01-06 02:00:00, None, None, None
None, -2.643, None, None, None, None, 120.45, 2018-01-06 03:00:00, None, None, None
None, -2.857, None, None, None, None, 121.22, 2018-01-06 04:00:00, None, None, None
None, -2.774, None, None, None, None, 121.26, 2018-01-06 05:00:00, None, None, None
None, -2.886, None, None, None, None, 121.16, 2018-01-06 06:00:00, None, None, None
None, -2.868, None, None, None, None, 121.11, 2018-01-06 07:00:00, None, None, None
None, -3.054, None, None, None, None, 121.21, 2018-01-06 08:00:00, None, None, None
None, -2.812, None, None, None, None, 121.55, 2018-01-06 09:00:00, None, None, None
None, -2.821, None, None, None, None, 121.87, 2018-01-06 10:00:00, None, None, None
None, -2.84, None, None, None, None, 121.84, 2018-01-06 11:00:00, None, None, None
None, -2.577, None, None, None, None, 120.77, 2018-01-06 12:00:00, None, None, None
None, -2.463, None, None, None, None, 121.81, 2018-01-06 13:00:00, None, None, None
None, -2.277, None, None, None, None, 122.17, 2018-01-06 14:00:00, None, None, None
None, -2.912, None, None, None, None, 120.7, 2018-01-06 15:00:00, None, None, None
None, -2.557, None, None, None, None, 120.98, 2018-01-06 16:00:00, None, None, None
None, -2.324, None, None, None, None, 120.42, 2018-01-06 17:00:00, None, None, None
None, -2.268, None, None, None, None, 120.23, 2018-01-06 18:00:00, None, None, None
None, -2.269, None, None, None, None, 120.54, 2018-01-06 19:00:00, None, None, None
None, -2.201, None, None, None, None, 123.2, 2018-01-06 20:00:00, None, None, None
None, -2.008, None, None, None, None, 125.42, 2018-01-06 21:00:00, None, None, None
None, -1.885, None, None, None, None, 124.44, 2018-01-06 22:00:00, None, None, None
None, -2.221, None, None, None, None, 124.42, 2018-01-06 23:00:00, None, None, None
None, -1.653, None, None, None, None, 124.31, 2018-01-07 00:00:00, None, None, None
None, -1.903, None, None, None, None, 123.89, 2018-01-07 01:00:00, None, None, None
None, -3.204, None, None, None, None, 123.87, 2018-01-07 02:00:00, None, None, None
None, -3.327, None, None, None, None, 123.46, 2018-01-07 03:00:00, None, None, None
None, -3.327, None, None, None, None, 121.62, 2018-01-07 04:00:00, None, None, None
None, -3.553, None, None, None, None, 122.74, 2018-01-07 05:00:00, None, None, None
None, -3.675, None, None, None, None, 119.96, 2018-01-07 06:00:00, None, None, None
None, -3.403, None, None, None, None, 124.81, 2018-01-07 07:00:00, None, None, None
None, -3.149, None, None, None, None, 127.65, 2018-01-07 08:00:00, None, None, None
None, -3.15, None, None, None, None, 124.51, 2018-01-07 09:00:00, None, None, None
None, -2.998, None, None, None, None, 127.54, 2018-01-07 10:00:00, None, None, None
None, -2.82, None, None, None, None, 128.24, 2018-01-07 11:00:00, None, None, None
None, -2.305, None, None, None, None, 126.49, 2018-01-07 12:00:00, None, None, None
None, -2.362, None, None, None, None, 129.83, 2018-01-07 13:00:00, None, None, None
None, -2.567, None, None, None, None, 130.02, 2018-01-07 14:00:00, None, None, None
None, -2.472, None, None, None, None, 129.89, 2018-01-07 15:00:00, None, None, None
None, -2.286, None, None, None, None, 129.84, 2018-01-07 16:00:00, None, None, None
None, -1.977, None, None, None, None, 129.92, 2018-01-07 17:00:00, None, None, None
None, -1.679, None, None, None, None, 129.8, 2018-01-07 18:00:00, None, None, None
None, -0.877, None, None, None, None, 129.11, 2018-01-07 19:00:00, None, None, None
None, -0.096, None, None, None, None, 129.39, 2018-01-07 20:00:00, None, None, None
None, -0.085, None, None, None, None, 128.35, 2018-01-07 21:00:00, None, None, None
None, 0.148, None, None, None, None, 128.97, 2018-01-07 22:00:00, None, None, None
None, 0.093, None, None, None, None, 127.81, 2018-01-07 23:00:00, None, None, None
None, 0.137, None, None, None, None, 128.56, 2018-01-08 00:00:00, None, None, None
None, -0.048, None, None, None, None, 126.68, 2018-01-08 01:00:00, None, None, None
None, -0.059, None, None, None, None, 128.64, 2018-01-08 02:00:00, None, None, None
None, -0.066, None, None, None, None, 126.48, 2018-01-08 03:00:00, None, None, None
None, -0.197, None, None, None, None, 127.63, 2018-01-08 04:00:00, None, None, None
None, -0.233, None, None, None, None, 127.63, 2018-01-08 05:00:00, None, None, None
None, -0.466, None, None, None, None, 124.56, 2018-01-08 06:00:00, None, None, None
None, -0.441, None, None, None, None, 130.21, 2018-01-08 07:00:00, None, None, None
None, -0.496, None, None, None, None, 128.58, 2018-01-08 08:00:00, None, None, None
None, -0.354, None, None, None, None, 129.91, 2018-01-08 09:00:00, None, None, None
None, -0.3, None, None, None, None, 128.25, 2018-01-08 10:00:00, None, None, None
None, 0.241, None, None, None, None, 127.3, 2018-01-08 11:00:00, None, None, None
None, 0.252, None, None, None, None, 126.76, 2018-01-08 12:00:00, None, None, None
None, 0.178, None, None, None, None, 126.29, 2018-01-08 13:00:00, None, None, None
None, -0.166, None, None, None, None, 130.14, 2018-01-08 14:00:00, None, None, None
None, -0.316, None, None, None, None, 129.39, 2018-01-08 15:00:00, None, None, None
None, -0.382, None, None, None, None, 130.85, 2018-01-08 16:00:00, None, None, None
None, -0.69, None, None, None, None, 131.17, 2018-01-08 17:00:00, None, None, None
None, -0.84, None, None, None, None, 131.19, 2018-01-08 18:00:00, None, None, None
None, -1.257, None, None, None, None, 132.94, 2018-01-08 19:00:00, None, None, None
None, -1.25, None, None, None, None, 133.91, 2018-01-08 20:00:00, None, None, None
None, -1.213, None, None, None, None, 128.9, 2018-01-08 21:00:00, None, None, None
None, -1.417, None, None, None, None, 132.56, 2018-01-08 22:00:00, None, None, None
None, -1.493, None, None, None, None, 132.25, 2018-01-08 23:00:00, None, None, None
None, -1.698, None, None, None, None, 130.85, 2018-01-09 00:00:00, None, None, None
None, -1.939, None, None, None, None, 130.79, 2018-01-09 01:00:00, None, None, None
None, -1.988, None, None, None, None, 130.56, 2018-01-09 02:00:00, None, None, None
None, -2.38, None, None, None, None, 127.68, 2018-01-09 03:00:00, None, None, None
None, -2.483, None, None, None, None, 130.47, 2018-01-09 04:00:00, None, None, None
None, -2.568, None, None, None, None, 131.38, 2018-01-09 05:00:00, None, None, None
None, -2.952, None, None, None, None, 128.68, 2018-01-09 06:00:00, None, None, None
None, -3.122, None, None, None, None, 129.85, 2018-01-09 07:00:00, None, None, None
None, -3.168, None, None, None, None, 131.54, 2018-01-09 08:00:00, None, None, None
None, -3.074, None, None, None, None, 132.7, 2018-01-09 09:00:00, None, None, None
None, -2.175, None, None, None, None, 132.53, 2018-01-09 10:00:00, None, None, None
None, -2.052, None, None, None, None, 133.09, 2018-01-09 11:00:00, None, None, None
None, -1.846, None, None, None, None, 132.78, 2018-01-09 12:00:00, None, None, None
None, -2.302, None, None, None, None, 132.43, 2018-01-09 13:00:00, None, None, None
None, -2.052, None, None, None, None, 132.62, 2018-01-09 14:00:00, None, None, None
None, -2.22, None, None, None, None, 132.36, 2018-01-09 15:00:00, None, None, None
None, -2.696, None, None, None, None, 132.35, 2018-01-09 16:00:00, None, None, None
None, -2.904, None, None, None, None, 132.19, 2018-01-09 17:00:00, None, None, None
None, -3.037, None, None, None, None, 131.85, 2018-01-09 18:00:00, None, None, None
None, -3.241, None, None, None, None, 132.47, 2018-01-09 19:00:00, None, None, None
None, -3.589, None, None, None, None, 131.56, 2018-01-09 20:00:00, None, None, None
None, -3.675, None, None, None, None, 131.52, 2018-01-09 21:00:00, None, None, None
None, -3.948, None, None, None, None, 132.13, 2018-01-09 22:00:00, None, None, None
None, -4.391, None, None, None, None, 132.53, 2018-01-09 23:00:00, None, None, None
None, -4.505, None, None, None, None, 129.98, 2018-01-10 00:00:00, None, None, None
None, -4.514, None, None, None, None, 131.68, 2018-01-10 01:00:00, None, None, None
None, -4.59, None, None, None, None, 130.45, 2018-01-10 02:00:00, None, None, None
None, -4.703, None, None, None, None, 130.02, 2018-01-10 03:00:00, None, None, None
None, -4.684, None, None, None, None, 133.38, 2018-01-10 04:00:00, None, None, None
None, -4.741, None, None, None, None, 128.27, 2018-01-10 05:00:00, None, None, None
None, -4.931, None, None, None, None, 125.54, 2018-01-10 06:00:00, None, None, None
None, -5.196, None, None, None, None, 127.82, 2018-01-10 07:00:00, None, None, None
None, -5.216, None, None, None, None, 133.09, 2018-01-10 08:00:00, None, None, None
None, -5.501, None, None, None, None, 133.58, 2018-01-10 09:00:00, None, None, None
None, -6.553, None, None, None, None, 132.87, 2018-01-10 10:00:00, None, None, None
None, -8.5, None, None, None, None, 133.28, 2018-01-10 11:00:00, None, None, None
None, -8.12, None, None, None, None, 133.36, 2018-01-10 12:00:00, None, None, None
None, -7.76, None, None, None, None, 133.15, 2018-01-10 13:00:00, None, None, None
None, -9.91, None, None, None, None, 132.67, 2018-01-10 14:00:00, None, None, None
None, -9.39, None, None, None, None, 133.22, 2018-01-10 15:00:00, None, None, None
None, -10.67, None, None, None, None, 133.09, 2018-01-10 16:00:00, None, None, None
None, -11.25, None, None, None, None, 132.77, 2018-01-10 17:00:00, None, None, None
None, -11.31, None, None, None, None, 133.21, 2018-01-10 18:00:00, None, None, None
None, -11.59, None, None, None, None, 133.6, 2018-01-10 19:00:00, None, None, None
None, -13.55, None, None, None, None, 133.08, 2018-01-10 20:00:00, None, None, None
None, -13.85, None, None, None, None, 133.34, 2018-01-10 21:00:00, None, None, None
None, -14.41, None, None, None, None, 133.43, 2018-01-10 22:00:00, None, None, None
None, -14.96, None, None, None, None, 134.23, 2018-01-10 23:00:00, None, None, None
None, -15.37, None, None, None, None, 133.33, 2018-01-11 00:00:00, None, None, None
None, -15.73, None, None, None, None, 132.52, 2018-01-11 01:00:00, None, None, None
None, -15.53, None, None, None, None, 133.33, 2018-01-11 02:00:00, None, None, None
None, -16.03, None, None, None, None, 133.51, 2018-01-11 03:00:00, None, None, None
None, -14.88, None, None, None, None, 134.38, 2018-01-11 04:00:00, None, None, None
None, -16.32, None, None, None, None, 133.78, 2018-01-11 05:00:00, None, None, None
None, -17.11, None, None, None, None, 133.08, 2018-01-11 06:00:00, None, None, None
None, -15.48, None, None, None, None, 133.78, 2018-01-11 07:00:00, None, None, None
None, -16.34, None, None, None, None, 133.22, 2018-01-11 08:00:00, None, None, None
None, -16.98, None, None, None, None, 133.07, 2018-01-11 09:00:00, None, None, None
None, -14.94, None, None, None, None, 133.32, 2018-01-11 10:00:00, None, None, None
None, -14.76, None, None, None, None, 133.05, 2018-01-11 11:00:00, None, None, None
None, -14.94, None, None, None, None, 132.32, 2018-01-11 12:00:00, None, None, None
None, -15.46, None, None, None, None, 134.03, 2018-01-11 13:00:00, None, None, None
None, -15.32, None, None, None, None, 133.83, 2018-01-11 14:00:00, None, None, None
None, -16.32, None, None, None, None, 132.86, 2018-01-11 15:00:00, None, None, None
None, -15.93, None, None, None, None, 133.0, 2018-01-11 16:00:00, None, None, None
None, -15.74, None, None, None, None, 133.01, 2018-01-11 17:00:00, None, None, None
None, -17.0, None, None, None, None, 133.6, 2018-01-11 18:00:00, None, None, None
None, -14.86, None, None, None, None, 133.98, 2018-01-11 19:00:00, None, None, None
None, -17.57, None, None, None, None, 132.98, 2018-01-11 20:00:00, None, None, None
None, -16.13, None, None, None, None, 133.44, 2018-01-11 21:00:00, None, None, None
None, -15.97, None, None, None, None, 133.8, 2018-01-11 22:00:00, None, None, None
None, -16.82, None, None, None, None, 132.96, 2018-01-11 23:00:00, None, None, None
None, -16.22, None, None, None, None, 132.77, 2018-01-12 00:00:00, None, None, None
None, -16.2, None, None, None, None, 132.92, 2018-01-12 01:00:00, None, None, None
None, -16.32, None, None, None, None, 132.53, 2018-01-12 02:00:00, None, None, None
None, -15.84, None, None, None, None, 132.16, 2018-01-12 03:00:00, None, None, None
None, -11.39, None, None, None, None, 132.88, 2018-01-12 04:00:00, None, None, None
None, -14.19, None, None, None, None, 132.75, 2018-01-12 05:00:00, None, None, None
None, -10.45, None, None, None, None, 132.9, 2018-01-12 06:00:00, None, None, None
None, -9.07, None, None, None, None, 132.73, 2018-01-12 07:00:00, None, None, None
None, -8.85, None, None, None, None, 132.3, 2018-01-12 08:00:00, None, None, None
None, -8.18, None, None, None, None, 131.84, 2018-01-12 09:00:00, None, None, None
None, -9.19, None, None, None, None, 131.54, 2018-01-12 10:00:00, None, None, None
None, -1.887, None, None, None, None, 132.7, 2018-01-12 11:00:00, None, None, None
None, -4.893, None, None, None, None, 132.68, 2018-01-12 12:00:00, None, None, None
None, -2.278, None, None, None, None, 132.07, 2018-01-12 13:00:00, None, None, None
None, -3.355, None, None, None, None, 132.75, 2018-01-12 14:00:00, None, None, None
None, -3.223, None, None, None, None, 131.57, 2018-01-12 15:00:00, None, None, None
None, -3.148, None, None, None, None, 133.19, 2018-01-12 16:00:00, None, None, None
None, -4.362, None, None, None, None, 130.26, 2018-01-12 17:00:00, None, None, None
None, -6.629, None, None, None, None, 133.06, 2018-01-12 18:00:00, None, None, None
None, -3.76, None, None, None, None, 131.76, 2018-01-12 19:00:00, None, None, None
None, -4.194, None, None, None, None, 127.39, 2018-01-12 20:00:00, None, None, None
None, -1.803, None, None, None, None, 130.17, 2018-01-12 21:00:00, None, None, None
None, -1.532, None, None, None, None, 132.35, 2018-01-12 22:00:00, None, None, None
None, -1.204, None, None, None, None, 133.2, 2018-01-12 23:00:00, None, None, None
None, -1.027, None, None, None, None, 133.11, 2018-01-13 00:00:00, None, None, None
None, -0.244, None, None, None, None, 132.99, 2018-01-13 01:00:00, None, None, None
None, 0.474, None, None, None, None, 133.03, 2018-01-13 02:00:00, None, None, None
None, 0.883, None, None, None, None, 133.2, 2018-01-13 03:00:00, None, None, None
None, 1.108, None, None, None, None, 133.08, 2018-01-13 04:00:00, None, None, None
None, 1.415, None, None, None, None, 133.18, 2018-01-13 05:00:00, None, None, None
None, 1.656, None, None, None, None, 132.93, 2018-01-13 06:00:00, None, None, None
None, 1.657, None, None, None, None, 131.63, 2018-01-13 07:00:00, None, None, None
None, 2.451, None, None, None, None, 133.62, 2018-01-13 10:00:00, None, None, None
None, -0.475, None, None, None, None, 131.75, 2018-01-13 11:00:00, None, None, None
None, -0.158, None, None, None, None, 131.28, 2018-01-13 12:00:00, None, None, None
None, 0.261, None, None, None, None, 130.65, 2018-01-13 13:00:00, None, None, None
None, 3.542, None, None, None, None, 130.58, 2018-01-13 14:00:00, None, None, None
None, 4.847, None, None, None, None, 131.37, 2018-01-13 15:00:00, None, None, None
None, 4.688, None, None, None, None, 130.53, 2018-01-13 16:00:00, None, None, None
None, 4.838, None, None, None, None, 129.54, 2018-01-13 17:00:00, None, None, None
None, 4.341, None, None, None, None, 129.25, 2018-01-13 18:00:00, None, None, None
None, 2.872, None, None, None, None, 130.01, 2018-01-13 19:00:00, None, None, None
None, 4.031, None, None, None, None, 130.48, 2018-01-13 20:00:00, None, None, None
None, 5.647, None, None, None, None, 128.87, 2018-01-13 21:00:00, None, None, None
None, 1.473, None, None, None, None, 128.44, 2018-01-13 22:00:00, None, None, None
None, 2.498, None, None, None, None, 129.12, 2018-01-13 23:00:00, None, None, None
None, 2.293, None, None, None, None, 129.04, 2018-01-14 00:00:00, None, None, None
None, 1.322, None, None, None, None, 128.75, 2018-01-14 01:00:00, None, None, None
None, 2.767, None, None, None, None, 128.73, 2018-01-14 02:00:00, None, None, None
None, 2.759, None, None, None, None, 128.74, 2018-01-14 03:00:00, None, None, None
None, 3.806, None, None, None, None, 128.32, 2018-01-14 04:00:00, None, None, None
None, 5.156, None, None, None, None, 129.37, 2018-01-14 05:00:00, None, None, None
None, 5.986, None, None, None, None, 129.67, 2018-01-14 06:00:00, None, None, None
None, 6.298, None, None, None, None, 128.37, 2018-01-14 07:00:00, None, None, None
None, 5.534, None, None, None, None, 127.62, 2018-01-14 08:00:00, None, None, None
None, 6.326, None, None, None, None, 128.43, 2018-01-14 09:00:00, None, None, None
None, 6.781, None, None, None, None, 128.8, 2018-01-14 10:00:00, None, None, None
None, 6.961, None, None, None, None, 129.56, 2018-01-14 11:00:00, None, None, None
None, 7.44, None, None, None, None, 129.26, 2018-01-14 12:00:00, None, None, None
None, 7.55, None, None, None, None, 128.56, 2018-01-14 13:00:00, None, None, None
None, 7.71, None, None, None, None, 128.27, 2018-01-14 14:00:00, None, None, None
None, 6.629, None, None, None, None, 128.68, 2018-01-14 15:00:00, None, None, None
None, 4.154, None, None, None, None, 128.59, 2018-01-14 16:00:00, None, None, None
None, 6.942, None, None, None, None, 128.52, 2018-01-14 17:00:00, None, None, None
None, 3.227, None, None, None, None, 128.2, 2018-01-14 18:00:00, None, None, None
None, 5.892, None, None, None, None, 128.8, 2018-01-14 19:00:00, None, None, None
None, 5.252, None, None, None, None, 129.11, 2018-01-14 20:00:00, None, None, None
None, 3.957, None, None, None, None, 127.93, 2018-01-14 21:00:00, None, None, None
None, 5.722, None, None, None, None, 127.42, 2018-01-14 22:00:00, None, None, None
None, 5.741, None, None, None, None, 129.16, 2018-01-14 23:00:00, None, None, None
None, 6.421, None, None, None, None, 128.41, 2018-01-15 00:00:00, None, None, None
None, 4.163, None, None, None, None, 127.71, 2018-01-15 01:00:00, None, None, None
None, 7.07, None, None, None, None, 128.87, 2018-01-15 02:00:00, None, None, None
None, 7.58, None, None, None, None, 128.81, 2018-01-15 03:00:00, None, None, None
None, 5.883, None, None, None, None, 126.41, 2018-01-15 04:00:00, None, None, None
None, 8.61, None, None, None, None, 128.96, 2018-01-15 05:00:00, None, None, None
None, 2.62, None, None, None, None, 128.74, 2018-01-15 06:00:00, None, None, None
None, 6.894, None, None, None, None, 127.39, 2018-01-15 07:00:00, None, None, None
None, 7.14, None, None, None, None, 128.51, 2018-01-15 08:00:00, None, None, None
None, 8.1, None, None, None, None, 127.87, 2018-01-15 09:00:00, None, None, None
None, 6.677, None, None, None, None, 128.14, 2018-01-15 10:00:00, None, None, None
None, 3.48, None, None, None, None, 127.78, 2018-01-15 11:00:00, None, None, None
None, 7.16, None, None, None, None, 125.63, 2018-01-15 12:00:00, None, None, None
None, 7.21, None, None, None, None, 127.45, 2018-01-15 13:00:00, None, None, None
None, 4.547, None, None, None, None, 125.61, 2018-01-15 15:00:00, None, None, None
None, 4.069, None, None, None, None, 127.27, 2018-01-15 16:00:00, None, None, None
None, 3.441, None, None, None, None, 126.72, 2018-01-15 17:00:00, None, None, None
None, 2.387, None, None, None, None, 127.08, 2018-01-15 18:00:00, None, None, None
None, 1.697, None, None, None, None, 126.85, 2018-01-15 19:00:00, None, None, None
None, 2.982, None, None, None, None, 125.74, 2018-01-15 20:00:00, None, None, None
None, 4.012, None, None, None, None, 126.54, 2018-01-15 21:00:00, None, None, None
None, 1.78, None, None, None, None, 126.76, 2018-01-15 22:00:00, None, None, None
None, 1.098, None, None, None, None, 127.27, 2018-01-15 23:00:00, None, None, None
None, 3.767, None, None, None, None, 127.1, 2018-01-16 00:00:00, None, None, None
None, 2.451, None, None, None, None, 125.98, 2018-01-16 01:00:00, None, None, None
None, -0.196, None, None, None, None, 125.87, 2018-01-16 02:00:00, None, None, None
None, 1.387, None, None, None, None, 127.1, 2018-01-16 03:00:00, None, None, None
None, 2.246, None, None, None, None, 126.13, 2018-01-16 04:00:00, None, None, None
None, 1.192, None, None, None, None, 126.33, 2018-01-16 05:00:00, None, None, None
None, 0.149, None, None, None, None, 126.38, 2018-01-16 06:00:00, None, None, None
None, 0.345, None, None, None, None, 124.33, 2018-01-16 07:00:00, None, None, None
None, -0.01, None, None, None, None, 127.23, 2018-01-16 08:00:00, None, None, None
None, 0.093, None, None, None, None, 120.01, 2018-01-16 09:00:00, None, None, None
None, -0.02, None, None, None, None, 124.97, 2018-01-16 10:00:00, None, None, None
None, 0.222, None, None, None, None, 124.48, 2018-01-16 11:00:00, None, None, None
None, 1.183, None, None, None, None, 124.9, 2018-01-16 12:00:00, None, None, None
None, 0.644, None, None, None, None, 123.86, 2018-01-16 13:00:00, None, None, None
None, 0.374, None, None, None, None, 124.79, 2018-01-16 14:00:00, None, None, None
None, -0.129, None, None, None, None, 128.51, 2018-01-16 15:00:00, None, None, None
None, -0.475, None, None, None, None, 127.64, 2018-01-16 16:00:00, None, None, None
None, -0.624, None, None, None, None, 127.23, 2018-01-16 17:00:00, None, None, None
