WDIR_VECT,time,week_of_year
267.4,2021-09-10 00:00:00,37
285.4,2021-09-10 01:00:00,37
231.2,2021-09-10 02:00:00,37
245.1,2021-09-10 03:00:00,37
237.0,2021-09-10 04:00:00,37
324.4,2021-09-10 05:00:00,37
340.8,2021-09-10 06:00:00,37
258.6,2021-09-10 07:00:00,37
340.1,2021-09-10 08:00:00,37
352.2,2021-09-10 09:00:00,37
198.4,2021-09-10 10:00:00,37
323.8,2021-09-10 11:00:00,37
340.5,2021-09-10 12:00:00,37
341.9,2021-09-10 13:00:00,37
339.0,2021-09-10 14:00:00,37
350.4,2021-09-10 15:00:00,37
219.9,2021-09-10 16:00:00,37
241.5,2021-09-10 17:00:00,37
254.3,2021-09-10 18:00:00,37
256.9,2021-09-10 19:00:00,37
264.7,2021-09-10 20:00:00,37
264.2,2021-09-10 21:00:00,37
258.4,2021-09-10 22:00:00,37
253.1,2021-09-10 23:00:00,37
275.2,2021-09-11 00:00:00,37
307.0,2021-09-11 01:00:00,37
280.2,2021-09-11 02:00:00,37
247.9,2021-09-11 03:00:00,37
243.5,2021-09-11 04:00:00,37
246.4,2021-09-11 05:00:00,37
247.2,2021-09-11 06:00:00,37
250.7,2021-09-11 07:00:00,37
253.3,2021-09-11 08:00:00,37
254.5,2021-09-11 09:00:00,37
262.2,2021-09-11 10:00:00,37
262.3,2021-09-11 11:00:00,37
261.1,2021-09-11 12:00:00,37
254.1,2021-09-11 13:00:00,37
250.2,2021-09-11 14:00:00,37
246.8,2021-09-11 15:00:00,37
246.0,2021-09-11 16:00:00,37
244.8,2021-09-11 17:00:00,37
243.4,2021-09-11 18:00:00,37
241.1,2021-09-11 19:00:00,37
241.0,2021-09-11 20:00:00,37
243.9,2021-09-11 21:00:00,37
245.1,2021-09-11 22:00:00,37
241.7,2021-09-11 23:00:00,37
254.4,2021-09-12 00:00:00,37
226.1,2021-09-12 01:00:00,37
218.1,2021-09-12 02:00:00,37
293.7,2021-09-12 03:00:00,37
349.8,2021-09-12 04:00:00,37
342.4,2021-09-12 05:00:00,37
331.3,2021-09-12 06:00:00,37
334.0,2021-09-12 07:00:00,37
337.1,2021-09-12 08:00:00,37
334.4,2021-09-12 09:00:00,37
350.2,2021-09-12 10:00:00,37
353.2,2021-09-12 11:00:00,37
354.5,2021-09-12 12:00:00,37
328.0,2021-09-12 13:00:00,37
258.4,2021-09-12 14:00:00,37
343.1,2021-09-12 15:00:00,37
352.6,2021-09-12 16:00:00,37
337.6,2021-09-12 17:00:00,37
246.4,2021-09-12 18:00:00,37
253.6,2021-09-12 19:00:00,37
265.9,2021-09-12 20:00:00,37
240.4,2021-09-12 21:00:00,37
247.8,2021-09-12 22:00:00,37
279.9,2021-09-12 23:00:00,37
274.2,2021-09-13 00:00:00,37
324.6,2021-09-13 01:00:00,37
327.5,2021-09-13 02:00:00,37
331.2,2021-09-13 03:00:00,37
336.3,2021-09-13 04:00:00,37
334.8,2021-09-13 05:00:00,37
310.5,2021-09-13 06:00:00,37
293.0,2021-09-13 07:00:00,37
320.6,2021-09-13 08:00:00,37
219.1,2021-09-13 11:00:00,37
199.4,2021-09-13 12:00:00,37
341.4,2021-09-13 13:00:00,37
334.9,2021-09-13 14:00:00,37
218.5,2021-09-13 15:00:00,37
200.6,2021-09-13 16:00:00,37
214.4,2021-09-13 17:00:00,37
266.6,2021-09-13 18:00:00,37
265.0,2021-09-13 19:00:00,37
261.5,2021-09-13 20:00:00,37
263.8,2021-09-13 21:00:00,37
