ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,week_of_year
14.6,14.6,0.0,2021-01-01, 0.0,1
14.4,14.4,0.0,2021-01-02, 0.0,1
16.6,16.6,0.0,2021-01-03, 0.0,1
9.8,9.8,0.0,2021-01-04, 0.0,1
30.0,30.0,0.0,2021-01-05, 0.0,1
8.4,8.4,0.0,2021-01-07, None,1
