station_observations
pcpn_amt_pst24hrs, SWE, cum_pcpn_amt, ONE_DAY_SNOW, air_temp_1, snw_dpth, MAX_TEMP, ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, MIN_TEMP, time, SNOW_ON_THE_GROUND
None, None, None, None, -9.4, 135.0, None, None, 735.0, 410.0, None, 2013-01-01 00:00:00, None
None, None, None, None, -9.7, 135.0, None, None, 735.0, 410.0, None, 2013-01-01 01:00:00, None
None, None, None, None, -10.2, 135.0, None, None, 735.0, 410.0, None, 2013-01-01 02:00:00, None
None, None, None, None, -10.0, 135.0, None, None, 735.0, 410.0, None, 2013-01-01 03:00:00, None
None, None, None, None, -10.1, 135.0, None, None, 735.0, 410.0, None, 2013-01-01 04:00:00, None
None, None, None, None, -10.3, 135.0, None, None, 735.0, 410.0, None, 2013-01-01 05:00:00, None
None, None, None, None, -10.4, 135.0, None, None, 735.0, 410.0, None, 2013-01-01 06:00:00, None
None, None, None, None, -10.2, 135.0, None, None, 735.0, 410.0, None, 2013-01-01 07:00:00, None
None, None, None, None, -10.0, 134.0, None, None, 735.0, 410.0, None, 2013-01-01 08:00:00, None
None, None, None, None, -9.7, 134.0, None, None, 734.0, 410.0, None, 2013-01-01 09:00:00, None
None, None, None, None, -9.8, 134.0, None, None, 734.0, 410.0, None, 2013-01-01 10:00:00, None
None, None, None, None, -10.8, 134.0, None, None, 735.0, 410.0, None, 2013-01-01 11:00:00, None
None, None, None, None, -11.6, 134.0, None, None, 735.0, 410.0, None, 2013-01-01 12:00:00, None
None, None, None, None, -10.9, 133.0, None, None, 735.0, 410.0, None, 2013-01-01 13:00:00, None
None, None, None, None, -10.7, 133.0, None, None, 735.0, 410.0, None, 2013-01-01 14:00:00, None
None, None, None, None, -10.7, 133.0, None, None, 735.0, 410.0, None, 2013-01-01 15:00:00, None
None, 730.0, None, None, -11.1, 133.0, None, None, 735.0, 409.0, None, 2013-01-01 16:00:00, None
None, None, None, None, -11.0, 133.0, None, None, 735.0, 409.0, None, 2013-01-01 17:00:00, None
None, None, None, None, -10.8, 133.0, None, None, 734.0, 409.0, None, 2013-01-01 18:00:00, None
None, None, None, None, -10.3, 132.0, None, None, 734.0, 409.0, None, 2013-01-01 19:00:00, None
None, None, None, None, -9.9, 132.0, None, None, 734.0, 410.0, None, 2013-01-01 20:00:00, None
None, None, None, None, -9.9, 132.0, None, None, 734.0, 410.0, None, 2013-01-01 21:00:00, None
None, None, None, None, -9.8, 132.0, None, None, 734.0, 410.0, None, 2013-01-01 22:00:00, None
None, None, None, None, -10.2, 132.0, None, None, 734.0, 410.0, None, 2013-01-01 23:00:00, None
None, None, None, None, -11.1, 132.0, None, None, 735.0, 410.0, None, 2013-01-02 00:00:00, None
None, None, None, None, -11.6, 132.0, None, None, 735.0, 410.0, None, 2013-01-02 01:00:00, None
None, None, None, None, -12.0, 132.0, None, None, 735.0, 410.0, None, 2013-01-02 02:00:00, None
None, None, None, None, -11.8, 131.0, None, None, 735.0, 410.0, None, 2013-01-02 03:00:00, None
None, None, None, None, -11.9, 131.0, None, None, 735.0, 409.0, None, 2013-01-02 04:00:00, None
None, None, None, None, -12.3, 131.0, None, None, 735.0, 409.0, None, 2013-01-02 05:00:00, None
None, None, None, None, -11.2, 131.0, None, None, 735.0, 409.0, None, 2013-01-02 06:00:00, None
None, None, None, None, -10.9, 131.0, None, None, 735.0, 409.0, None, 2013-01-02 07:00:00, None
None, None, None, None, -9.4, 131.0, None, None, 734.0, 409.0, None, 2013-01-02 08:00:00, None
None, None, None, None, -9.0, 130.0, None, None, 734.0, 409.0, None, 2013-01-02 09:00:00, None
None, None, None, None, -8.2, 130.0, None, None, 734.0, 409.0, None, 2013-01-02 10:00:00, None
None, None, None, None, -8.1, 130.0, None, None, 734.0, 410.0, None, 2013-01-02 11:00:00, None
None, None, None, None, -8.0, 130.0, None, None, 734.0, 410.0, None, 2013-01-02 12:00:00, None
None, None, None, None, -6.5, 129.0, None, None, 734.0, 410.0, None, 2013-01-02 13:00:00, None
None, None, None, None, -6.2, 129.0, None, None, 735.0, 410.0, None, 2013-01-02 14:00:00, None
None, None, None, None, -5.8, 129.0, None, None, 735.0, 410.0, None, 2013-01-02 15:00:00, None
None, 737.0, None, None, -4.6, 129.0, None, None, 734.0, 410.0, None, 2013-01-02 16:00:00, None
None, None, None, None, -4.4, 128.0, None, None, 734.0, 410.0, None, 2013-01-02 17:00:00, None
None, None, None, None, -3.6, 128.0, None, None, 734.0, 410.0, None, 2013-01-02 18:00:00, None
None, None, None, None, -1.6, 128.0, None, None, 735.0, 410.0, None, 2013-01-02 19:00:00, None
None, None, None, None, -2.6, 128.0, None, None, 734.0, 410.0, None, 2013-01-02 20:00:00, None
None, None, None, None, -2.5, 128.0, None, None, 734.0, 410.0, None, 2013-01-02 21:00:00, None
None, None, None, None, -3.3, 128.0, None, None, 735.0, 410.0, None, 2013-01-02 22:00:00, None
None, None, None, None, -4.6, 128.0, None, None, 735.0, 410.0, None, 2013-01-02 23:00:00, None
None, None, None, None, -5.1, 128.0, None, None, 735.0, 410.0, None, 2013-01-03 00:00:00, None
None, None, None, None, -5.0, 128.0, None, None, 735.0, 410.0, None, 2013-01-03 01:00:00, None
None, None, None, None, -5.0, 128.0, None, None, 735.0, 410.0, None, 2013-01-03 02:00:00, None
None, None, None, None, -5.3, 128.0, None, None, 735.0, 410.0, None, 2013-01-03 03:00:00, None
None, None, None, None, -5.7, 128.0, None, None, 735.0, 410.0, None, 2013-01-03 04:00:00, None
None, None, None, None, -6.0, 128.0, None, None, 735.0, 411.0, None, 2013-01-03 05:00:00, None
None, None, None, None, -6.2, 127.0, None, None, 735.0, 411.0, None, 2013-01-03 06:00:00, None
None, None, None, None, -5.9, 127.0, None, None, 735.0, 411.0, None, 2013-01-03 07:00:00, None
None, None, None, None, -6.1, 127.0, None, None, 734.0, 411.0, None, 2013-01-03 08:00:00, None
None, None, None, None, -6.0, 127.0, None, None, 735.0, 411.0, None, 2013-01-03 09:00:00, None
None, None, None, None, -6.0, 127.0, None, None, 735.0, 411.0, None, 2013-01-03 10:00:00, None
None, None, None, None, -5.8, 127.0, None, None, 734.0, 411.0, None, 2013-01-03 11:00:00, None
None, None, None, None, -5.5, 127.0, None, None, 734.0, 411.0, None, 2013-01-03 12:00:00, None
None, None, None, None, -5.6, 127.0, None, None, 734.0, 411.0, None, 2013-01-03 13:00:00, None
