station_observations
pcpn_amt_pst24hrs, SWE, cum_pcpn_amt, ONE_DAY_SNOW, air_temp_2, air_temp_1, snw_dpth, MAX_TEMP, ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, MIN_TEMP, time, SNOW_ON_THE_GROUND
None, None, None, None, None, -9.0, 147.0, None, None, 573.0, 430.0, None, 2013-01-01 00:00:00, None
None, None, None, None, None, -10.9, 147.0, None, None, 574.0, 430.0, None, 2013-01-01 01:00:00, None
None, None, None, None, None, -12.2, 147.0, None, None, 574.0, 430.0, None, 2013-01-01 02:00:00, None
None, None, None, None, None, -13.0, 147.0, None, None, 574.0, 430.0, None, 2013-01-01 03:00:00, None
None, None, None, None, None, -12.5, 147.0, None, None, 573.0, 430.0, None, 2013-01-01 04:00:00, None
None, None, None, None, None, -12.3, 147.0, None, None, 573.0, 430.0, None, 2013-01-01 05:00:00, None
None, None, None, None, None, -12.6, 147.0, None, None, 573.0, 430.0, None, 2013-01-01 06:00:00, None
None, None, None, None, None, -13.3, 147.0, None, None, 573.0, 430.0, None, 2013-01-01 07:00:00, None
None, None, None, None, None, -13.7, 147.0, None, None, 573.0, 430.0, None, 2013-01-01 08:00:00, None
None, None, None, None, None, -13.4, 147.0, None, None, 573.0, 430.0, None, 2013-01-01 09:00:00, None
None, None, None, None, None, -13.4, 146.0, None, None, 573.0, 430.0, None, 2013-01-01 10:00:00, None
None, None, None, None, None, -12.9, 146.0, None, None, 573.0, 430.0, None, 2013-01-01 11:00:00, None
None, None, None, None, None, -13.5, 146.0, None, None, 573.0, 430.0, None, 2013-01-01 12:00:00, None
None, None, None, None, None, -14.2, 146.0, None, None, 573.0, 430.0, None, 2013-01-01 13:00:00, None
None, None, None, None, None, -13.8, 146.0, None, None, 573.0, 430.0, None, 2013-01-01 14:00:00, None
None, None, None, None, None, -14.1, 145.0, None, None, 573.0, 429.0, None, 2013-01-01 15:00:00, None
None, 693.0, None, None, None, -13.8, 146.0, None, None, 573.0, 429.0, None, 2013-01-01 16:00:00, None
None, None, None, None, None, -12.0, 145.0, None, None, 573.0, 429.0, None, 2013-01-01 17:00:00, None
None, None, None, None, None, -10.3, 144.0, None, None, 573.0, 430.0, None, 2013-01-01 18:00:00, None
None, None, None, None, None, -8.7, 143.0, None, None, 573.0, 430.0, None, 2013-01-01 19:00:00, None
None, None, None, None, None, -4.9, 141.0, None, None, 573.0, 430.0, None, 2013-01-01 20:00:00, None
None, None, None, None, None, -5.6, 142.0, None, None, 573.0, 430.0, None, 2013-01-01 21:00:00, None
None, None, None, None, None, -6.9, 143.0, None, None, 573.0, 430.0, None, 2013-01-01 22:00:00, None
None, None, None, None, None, -7.4, 143.0, None, None, 574.0, 430.0, None, 2013-01-01 23:00:00, None
None, None, None, None, None, -8.9, 144.0, None, None, 574.0, 430.0, None, 2013-01-02 00:00:00, None
None, None, None, None, None, -10.6, 144.0, None, None, 574.0, 430.0, None, 2013-01-02 01:00:00, None
None, None, None, None, None, -11.9, 144.0, None, None, 574.0, 430.0, None, 2013-01-02 02:00:00, None
None, None, None, None, None, -12.6, 144.0, None, None, 575.0, 430.0, None, 2013-01-02 03:00:00, None
None, None, None, None, None, -12.2, 144.0, None, None, 574.0, 430.0, None, 2013-01-02 04:00:00, None
None, None, None, None, None, -12.2, 144.0, None, None, 574.0, 430.0, None, 2013-01-02 05:00:00, None
None, None, None, None, None, -11.5, 144.0, None, None, 574.0, 430.0, None, 2013-01-02 06:00:00, None
None, None, None, None, None, -11.1, 144.0, None, None, 574.0, 430.0, None, 2013-01-02 07:00:00, None
None, None, None, None, None, -11.7, 144.0, None, None, 574.0, 430.0, None, 2013-01-02 08:00:00, None
None, None, None, None, None, -11.5, 143.0, None, None, 574.0, 430.0, None, 2013-01-02 09:00:00, None
None, None, None, None, None, -10.5, 143.0, None, None, 574.0, 430.0, None, 2013-01-02 10:00:00, None
None, None, None, None, None, -11.4, 143.0, None, None, 574.0, 430.0, None, 2013-01-02 11:00:00, None
None, None, None, None, None, -10.5, 143.0, None, None, 574.0, 430.0, None, 2013-01-02 12:00:00, None
None, None, None, None, None, -10.9, 143.0, None, None, 574.0, 429.0, None, 2013-01-02 13:00:00, None
None, None, None, None, None, -9.8, 144.0, None, None, 574.0, 429.0, None, 2013-01-02 14:00:00, None
None, None, None, None, None, -8.9, 143.0, None, None, 575.0, 429.0, None, 2013-01-02 15:00:00, None
None, 701.0, None, None, None, -9.1, 143.0, None, None, 575.0, 429.0, None, 2013-01-02 16:00:00, None
None, None, None, None, None, -7.3, 142.0, None, None, 575.0, 430.0, None, 2013-01-02 17:00:00, None
None, None, None, None, None, -5.2, 141.0, None, None, 575.0, 430.0, None, 2013-01-02 18:00:00, None
None, None, None, None, None, -2.4, 140.0, None, None, 574.0, 430.0, None, 2013-01-02 19:00:00, None
None, None, None, None, None, -1.4, 140.0, None, None, 574.0, 430.0, None, 2013-01-02 20:00:00, None
None, None, None, None, None, -1.1, 140.0, None, None, 575.0, 430.0, None, 2013-01-02 21:00:00, None
None, None, None, None, None, -4.5, 141.0, None, None, 575.0, 430.0, None, 2013-01-02 22:00:00, None
None, None, None, None, None, -6.6, 142.0, None, None, 575.0, 430.0, None, 2013-01-02 23:00:00, None
None, None, None, None, None, -7.0, 141.0, None, None, 576.0, 430.0, None, 2013-01-03 00:00:00, None
None, None, None, None, None, -7.9, 141.0, None, None, 575.0, 430.0, None, 2013-01-03 01:00:00, None
None, None, None, None, None, -8.2, 141.0, None, None, 575.0, 430.0, None, 2013-01-03 02:00:00, None
None, None, None, None, None, -8.3, 141.0, None, None, 575.0, 430.0, None, 2013-01-03 03:00:00, None
None, None, None, None, None, -8.1, 141.0, None, None, 575.0, 430.0, None, 2013-01-03 04:00:00, None
None, None, None, None, None, -7.8, 140.0, None, None, 575.0, 430.0, None, 2013-01-03 05:00:00, None
None, None, None, None, None, -7.6, 140.0, None, None, 575.0, 430.0, None, 2013-01-03 06:00:00, None
None, None, None, None, None, -8.0, 140.0, None, None, 575.0, 430.0, None, 2013-01-03 07:00:00, None
None, None, None, None, None, -8.3, 141.0, None, None, 575.0, 430.0, None, 2013-01-03 08:00:00, None
None, None, None, None, None, -8.6, 140.0, None, None, 575.0, 430.0, None, 2013-01-03 09:00:00, None
None, None, None, None, None, -8.6, 140.0, None, None, 575.0, 430.0, None, 2013-01-03 10:00:00, None
None, None, None, None, None, -8.7, 139.0, None, None, 575.0, 430.0, None, 2013-01-03 11:00:00, None
None, None, None, None, None, -8.8, 140.0, None, None, 574.0, 430.0, None, 2013-01-03 12:00:00, None
None, None, None, None, None, -9.0, 140.0, None, None, 574.0, 430.0, None, 2013-01-03 13:00:00, None
None, None, None, None, None, -9.2, 140.0, None, None, 574.0, 430.0, None, 2013-01-03 14:00:00, None
None, None, None, None, None, -9.2, 139.0, None, None, 574.0, 430.0, None, 2013-01-03 15:00:00, None
None, 697.0, None, None, None, -9.1, 139.0, None, None, 574.0, 430.0, None, 2013-01-03 16:00:00, None
None, None, None, None, None, -6.9, 139.0, None, None, 574.0, 430.0, None, 2013-01-03 17:00:00, None
None, None, None, None, None, -3.9, 137.0, None, None, 574.0, 430.0, None, 2013-01-03 18:00:00, None
None, None, None, None, None, -1.5, 137.0, None, None, 573.0, 430.0, None, 2013-01-03 19:00:00, None
None, None, None, None, None, -2.5, 137.0, None, None, 573.0, 430.0, None, 2013-01-03 20:00:00, None
None, None, None, None, None, -3.9, 139.0, None, None, 574.0, 431.0, None, 2013-01-03 21:00:00, None
None, None, None, None, None, -5.1, 139.0, None, None, 574.0, 431.0, None, 2013-01-03 22:00:00, None
None, None, None, None, None, -5.7, 139.0, None, None, 574.0, 431.0, None, 2013-01-03 23:00:00, None
None, None, None, None, None, -6.9, 140.0, None, None, 574.0, 431.0, None, 2013-01-04 00:00:00, None
None, None, None, None, None, -8.0, 139.0, None, None, 574.0, 431.0, None, 2013-01-04 01:00:00, None
None, None, None, None, None, -8.3, 139.0, None, None, 574.0, 431.0, None, 2013-01-04 02:00:00, None
None, None, None, None, None, -9.0, 139.0, None, None, 574.0, 430.0, None, 2013-01-04 03:00:00, None
None, None, None, None, None, -9.7, 139.0, None, None, 574.0, 430.0, None, 2013-01-04 04:00:00, None
None, None, None, None, None, -9.2, 139.0, None, None, 574.0, 430.0, None, 2013-01-04 05:00:00, None
None, None, None, None, None, -10.2, 139.0, None, None, 574.0, 430.0, None, 2013-01-04 06:00:00, None
None, None, None, None, None, -9.5, 139.0, None, None, 574.0, 430.0, None, 2013-01-04 07:00:00, None
None, None, None, None, None, -9.7, 139.0, None, None, 573.0, 430.0, None, 2013-01-04 08:00:00, None
None, None, None, None, None, -9.9, 139.0, None, None, 573.0, 431.0, None, 2013-01-04 09:00:00, None
None, None, None, None, None, -9.6, 140.0, None, None, 573.0, 431.0, None, 2013-01-04 10:00:00, None
None, None, None, None, None, -9.3, 140.0, None, None, 573.0, 431.0, None, 2013-01-04 11:00:00, None
None, None, None, None, None, -9.4, 141.0, None, None, 573.0, 431.0, None, 2013-01-04 12:00:00, None
None, None, None, None, None, -9.6, 140.0, None, None, 573.0, 432.0, None, 2013-01-04 13:00:00, None
None, None, None, None, None, -10.3, 142.0, None, None, 573.0, 433.0, None, 2013-01-04 14:00:00, None
None, None, None, None, None, -10.1, 144.0, None, None, 573.0, 433.0, None, 2013-01-04 15:00:00, None
None, 700.0, None, None, None, -9.7, 144.0, None, None, 573.0, 434.0, None, 2013-01-04 16:00:00, None
None, None, None, None, None, -9.5, 143.0, None, None, 573.0, 435.0, None, 2013-01-04 17:00:00, None
None, None, None, None, None, -8.5, 142.0, None, None, 572.0, 435.0, None, 2013-01-04 18:00:00, None
None, None, None, None, None, -7.7, 143.0, None, None, 572.0, 436.0, None, 2013-01-04 19:00:00, None
None, None, None, None, None, -7.5, 143.0, None, None, 572.0, 437.0, None, 2013-01-04 20:00:00, None
None, None, None, None, None, -7.9, 143.0, None, None, 573.0, 437.0, None, 2013-01-04 21:00:00, None
None, None, None, None, None, -8.0, 143.0, None, None, 573.0, 437.0, None, 2013-01-04 22:00:00, None
None, None, None, None, None, -7.6, 143.0, None, None, 573.0, 437.0, None, 2013-01-04 23:00:00, None
None, None, None, None, None, -8.2, 143.0, None, None, 573.0, 437.0, None, 2013-01-05 00:00:00, None
None, None, None, None, None, -8.4, 143.0, None, None, 573.0, 437.0, None, 2013-01-05 01:00:00, None
None, None, None, None, None, -8.4, 143.0, None, None, 573.0, 437.0, None, 2013-01-05 02:00:00, None
None, None, None, None, None, -8.4, 143.0, None, None, 573.0, 437.0, None, 2013-01-05 03:00:00, None
None, None, None, None, None, -8.7, 143.0, None, None, 573.0, 437.0, None, 2013-01-05 04:00:00, None
None, None, None, None, None, -8.7, 143.0, None, None, 573.0, 437.0, None, 2013-01-05 05:00:00, None
None, None, None, None, None, -8.1, 143.0, None, None, 573.0, 437.0, None, 2013-01-05 06:00:00, None
None, None, None, None, None, -7.7, 143.0, None, None, 573.0, 438.0, None, 2013-01-05 07:00:00, None
None, None, None, None, None, -7.6, 142.0, None, None, 573.0, 438.0, None, 2013-01-05 08:00:00, None
None, None, None, None, None, -7.9, 142.0, None, None, 573.0, 438.0, None, 2013-01-05 09:00:00, None
None, None, None, None, None, -9.4, 143.0, None, None, 573.0, 438.0, None, 2013-01-05 10:00:00, None
None, None, None, None, None, -9.8, 143.0, None, None, 573.0, 438.0, None, 2013-01-05 11:00:00, None
None, None, None, None, None, -9.9, 143.0, None, None, 573.0, 438.0, None, 2013-01-05 12:00:00, None
None, None, None, None, None, -9.6, 142.0, None, None, 573.0, 438.0, None, 2013-01-05 13:00:00, None
