station_observations
pcpn_amt_pst24hrs, SWE, cum_pcpn_amt, ONE_DAY_SNOW, air_temp_1, snw_dpth, MAX_TEMP, ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, MIN_TEMP, time, SNOW_ON_THE_GROUND
None, None, None, None, -9.9, 61.0, None, None, 676.0, 179.0, None, 2013-01-01 00:00:00, None
None, None, None, None, -10.3, 61.0, None, None, 676.0, 179.0, None, 2013-01-01 01:00:00, None
None, None, None, None, -10.5, 61.0, None, None, 676.0, 179.0, None, 2013-01-01 02:00:00, None
None, None, None, None, -10.5, 61.0, None, None, 676.0, 179.0, None, 2013-01-01 03:00:00, None
None, None, None, None, -10.6, 58.0, None, None, 676.0, 179.0, None, 2013-01-01 04:00:00, None
None, None, None, None, -10.8, 60.0, None, None, 676.0, 178.0, None, 2013-01-01 05:00:00, None
None, None, None, None, -11.0, 61.0, None, None, 677.0, 178.0, None, 2013-01-01 06:00:00, None
None, None, None, None, -11.0, 61.0, None, None, 677.0, 178.0, None, 2013-01-01 07:00:00, None
None, None, None, None, -11.1, 61.0, None, None, 677.0, 178.0, None, 2013-01-01 08:00:00, None
None, None, None, None, -11.2, 56.0, None, None, 677.0, 178.0, None, 2013-01-01 09:00:00, None
None, None, None, None, -11.3, 61.0, None, None, 677.0, 178.0, None, 2013-01-01 10:00:00, None
None, None, None, None, -11.2, 61.0, None, None, 677.0, 178.0, None, 2013-01-01 11:00:00, None
None, None, None, None, -11.2, 61.0, None, None, 677.0, 178.0, None, 2013-01-01 12:00:00, None
None, None, None, None, -11.2, 60.0, None, None, 677.0, 178.0, None, 2013-01-01 13:00:00, None
None, None, None, None, -11.2, 60.0, None, None, 677.0, 178.0, None, 2013-01-01 14:00:00, None
None, None, None, None, -11.3, 60.0, None, None, 677.0, 178.0, None, 2013-01-01 15:00:00, None
None, 249.0, None, None, -11.3, 59.0, None, None, 677.0, 177.0, None, 2013-01-01 16:00:00, None
None, None, None, None, -11.2, 59.0, None, None, 677.0, 177.0, None, 2013-01-01 17:00:00, None
None, None, None, None, -10.6, 59.0, None, None, 677.0, 177.0, None, 2013-01-01 18:00:00, None
None, None, None, None, -10.0, 58.0, None, None, 676.0, 177.0, None, 2013-01-01 19:00:00, None
None, None, None, None, -10.2, 59.0, None, None, 676.0, 177.0, None, 2013-01-01 20:00:00, None
None, None, None, None, -9.6, 59.0, None, None, 676.0, 177.0, None, 2013-01-01 21:00:00, None
None, None, None, None, -9.8, 59.0, None, None, 676.0, 177.0, None, 2013-01-01 22:00:00, None
None, None, None, None, -10.0, 59.0, None, None, 676.0, 177.0, None, 2013-01-01 23:00:00, None
None, None, None, None, -10.5, 59.0, None, None, 677.0, 177.0, None, 2013-01-02 00:00:00, None
None, None, None, None, -11.0, 58.0, None, None, 677.0, 177.0, None, 2013-01-02 01:00:00, None
None, None, None, None, -11.3, 56.0, None, None, 677.0, 177.0, None, 2013-01-02 02:00:00, None
None, None, None, None, -11.5, 54.0, None, None, 677.0, 177.0, None, 2013-01-02 03:00:00, None
None, None, None, None, -11.6, 54.0, None, None, 677.0, 177.0, None, 2013-01-02 04:00:00, None
None, None, None, None, -11.6, 54.0, None, None, 677.0, 177.0, None, 2013-01-02 05:00:00, None
None, None, None, None, -11.7, 61.0, None, None, 677.0, 177.0, None, 2013-01-02 06:00:00, None
None, None, None, None, -11.7, 61.0, None, None, 677.0, 177.0, None, 2013-01-02 07:00:00, None
None, None, None, None, -11.8, 60.0, None, None, 678.0, 177.0, None, 2013-01-02 08:00:00, None
None, None, None, None, -12.0, 60.0, None, None, 678.0, 177.0, None, 2013-01-02 09:00:00, None
None, None, None, None, -12.2, 60.0, None, None, 678.0, 177.0, None, 2013-01-02 10:00:00, None
None, None, None, None, -12.2, 60.0, None, None, 678.0, 177.0, None, 2013-01-02 11:00:00, None
None, None, None, None, -12.4, 60.0, None, None, 678.0, 177.0, None, 2013-01-02 12:00:00, None
None, None, None, None, -12.5, 60.0, None, None, 678.0, 177.0, None, 2013-01-02 13:00:00, None
None, None, None, None, -12.7, 60.0, None, None, 679.0, 177.0, None, 2013-01-02 14:00:00, None
