AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,SnowWaterEquivalent,RelativeHumidity,week_of_year
0.9, 0.0,0.0,0.9, None,2018-12-03 00:00:00,195.0, None, 99.0,49
0.9, None,0.0,3.7, None,2018-12-03 00:15:00,280.0, None, 99.0,49
0.8, None,0.0,3.6, None,2018-12-03 00:30:00,164.0, None, 99.0,49
0.6, None,0.0,5.1, None,2018-12-03 00:45:00,267.0, None, 99.0,49
0.4, -1.0,0.0,6.1, None,2018-12-03 01:00:00,184.0, None, 99.0,49
0.5, None,0.0,5.0, None,2018-12-03 01:15:00,205.0, None, 99.0,49
0.5, None,0.0,3.7, None,2018-12-03 01:30:00,214.0, None, 99.0,49
0.5, None,0.0,3.5, None,2018-12-03 01:45:00,195.0, None, 99.0,49
0.5, 1.0,0.0,4.4, None,2018-12-03 02:00:00,201.0, None, 99.0,49
0.5, None,0.0,3.8, None,2018-12-03 02:15:00,187.0, None, 99.0,49
0.5, None,0.0,3.2, None,2018-12-03 02:30:00,191.0, None, 99.0,49
0.3, None,0.0,4.5, None,2018-12-03 02:45:00,190.0, None, 99.0,49
0.2, 0.0,0.0,3.2, None,2018-12-03 03:00:00,189.0, None, 99.0,49
0.1, None,0.0,3.9, None,2018-12-03 03:15:00,188.0, None, 99.0,49
0.3, None,0.0,4.3, None,2018-12-03 03:30:00,200.0, None, 99.0,49
0.2, None,0.0,4.0, None,2018-12-03 03:45:00,197.0, None, 99.0,49
0.0, -1.0,0.0,5.8, None,2018-12-03 04:00:00,187.0, None, 99.0,49
0.0, None,0.0,2.9, None,2018-12-03 04:15:00,192.0, None, 99.0,49
0.0, None,0.0,3.4, None,2018-12-03 04:30:00,189.0, None, 99.0,49
-0.1, None,0.0,6.2, None,2018-12-03 04:45:00,185.0, None, 99.0,49
-0.1, 1.0,0.0,4.2, None,2018-12-03 05:00:00,177.0, None, 99.0,49
0.0, None,0.0,5.2, None,2018-12-03 05:15:00,174.0, None, 99.0,49
0.0, None,0.0,6.4, None,2018-12-03 05:30:00,146.0, None, 99.0,49
0.1, None,0.0,4.3, None,2018-12-03 05:45:00,179.0, None, 99.0,49
-0.1, 0.0,0.0,4.7, None,2018-12-03 06:00:00,177.0, None, 99.0,49
-0.1, None,0.0,4.3, None,2018-12-03 06:15:00,192.0, None, 99.0,49
-0.2, None,0.0,6.9, None,2018-12-03 06:30:00,182.0, None, 99.0,49
-0.3, None,0.0,5.3, None,2018-12-03 06:45:00,164.0, None, 99.0,49
-0.3, 0.0,0.0,5.9, None,2018-12-03 07:00:00,179.0, None, 99.0,49
-0.3, None,0.0,5.7, None,2018-12-03 07:15:00,178.0, None, 99.0,49
-0.4, None,0.0,5.9, None,2018-12-03 07:30:00,178.0, None, 99.0,49
-0.5, None,0.0,7.3, None,2018-12-03 07:45:00,177.0, None, 99.0,49
-0.5, 0.0,0.0,7.5, None,2018-12-03 08:00:00,181.0, None, 99.0,49
-0.4, None,0.0,5.8, None,2018-12-03 08:15:00,181.0, None, 99.0,49
-0.4, None,0.0,4.1, None,2018-12-03 08:30:00,182.0, None, 100.0,49
-0.4, None,0.0,5.6, None,2018-12-03 08:45:00,181.0, None, 99.0,49
-0.3, 0.0,0.0,7.3, None,2018-12-03 09:00:00,190.0, None, 100.0,49
-0.1, None,0.0,6.6, None,2018-12-03 09:15:00,187.0, None, 100.0,49
0.1, None,0.0,6.6, None,2018-12-03 09:30:00,183.0, None, 99.0,49
0.3, None,0.0,7.4, None,2018-12-03 09:45:00,193.0, None, 100.0,49
2.0, -1.0,0.0,18.7, None,2018-12-03 10:00:00,27.0, None, 99.0,49
3.5, None,0.0,20.2, None,2018-12-03 10:15:00,34.0, None, 93.0,49
4.0, None,0.0,22.0, None,2018-12-03 10:30:00,29.0, None, 84.0,49
4.2, None,0.0,20.7, None,2018-12-03 10:45:00,30.0, None, 82.0,49
4.5, 0.0,0.0,18.9, None,2018-12-03 11:00:00,35.0, None, 80.0,49
4.7, None,0.0,18.4, None,2018-12-03 11:15:00,36.0, None, 76.0,49
4.8, None,0.0,19.3, None,2018-12-03 11:30:00,33.0, None, 74.0,49
4.8, None,0.0,21.7, None,2018-12-03 11:45:00,30.0, None, 72.0,49
4.9, 0.0,0.0,21.1, None,2018-12-03 12:00:00,29.0, None, 72.0,49
5.0, None,0.0,24.0, None,2018-12-03 12:15:00,25.0, None, 72.0,49
5.0, None,0.0,23.9, None,2018-12-03 12:30:00,29.0, None, 71.0,49
4.9, None,0.0,22.6, None,2018-12-03 12:45:00,25.0, None, 67.0,49
4.6, 1.0,0.0,24.2, None,2018-12-03 13:00:00,18.0, None, 70.0,49
4.6, None,0.0,26.8, None,2018-12-03 13:15:00,26.0, None, 68.0,49
4.7, None,0.0,24.4, None,2018-12-03 13:30:00,22.0, None, 68.0,49
4.7, None,0.0,23.3, None,2018-12-03 13:45:00,20.0, None, 69.0,49
4.8, -1.0,0.0,23.8, None,2018-12-03 14:00:00,27.0, None, 69.0,49
4.7, None,0.0,22.9, None,2018-12-03 14:15:00,25.0, None, 72.0,49
4.8, None,0.0,17.5, None,2018-12-03 14:30:00,27.0, None, 67.0,49
4.8, None,0.0,16.2, None,2018-12-03 14:45:00,19.0, None, 66.0,49
4.7, 2.0,0.0,14.1, None,2018-12-03 15:00:00,15.0, None, 72.0,49
4.5, None,0.0,15.8, None,2018-12-03 15:15:00,12.0, None, 68.0,49
4.4, None,0.0,14.8, None,2018-12-03 15:30:00,20.0, None, 69.0,49
4.2, None,0.0,14.4, None,2018-12-03 15:45:00,17.0, None, 73.0,49
4.2, -2.0,0.0,18.8, None,2018-12-03 16:00:00,23.0, None, 74.0,49
3.9, None,0.0,18.2, None,2018-12-03 16:15:00,30.0, None, 79.0,49
3.7, None,0.0,11.5, None,2018-12-03 16:30:00,61.0, None, 69.0,49
3.4, None,0.0,8.3, None,2018-12-03 16:45:00,73.0, None, 72.0,49
3.3, 0.0,0.0,9.1, None,2018-12-03 17:00:00,72.0, None, 72.0,49
2.9, None,0.0,9.9, None,2018-12-03 17:15:00,75.0, None, 75.0,49
2.4, None,0.0,10.4, None,2018-12-03 17:30:00,67.0, None, 77.0,49
2.7, None,0.0,11.1, None,2018-12-03 17:45:00,66.0, None, 75.0,49
0.5, 0.0,0.0,8.1, None,2018-12-03 18:00:00,54.0, None, 91.0,49
-0.6, None,0.0,7.4, None,2018-12-03 18:15:00,64.0, None, 94.0,49
-0.8, None,0.0,3.9, None,2018-12-03 18:30:00,291.0, None, 95.0,49
-1.0, None,0.0,4.2, None,2018-12-03 18:45:00,212.0, None, 96.0,49
