WDIR_VECT,time,HUMIDITY,week_of_year
358.1,2020-09-09 00:00:00,92.2,37
190.1,2020-09-09 01:00:00,92.4,37
246.9,2020-09-09 02:00:00,93.4,37
182.8,2020-09-09 03:00:00,93.8,37
183.7,2020-09-09 04:00:00,92.6,37
154.6,2020-09-09 05:00:00,90.8,37
154.3,2020-09-09 06:00:00,93.4,37
117.3,2020-09-09 07:00:00,89.0,37
157.0,2020-09-09 08:00:00,82.3,37
173.4,2020-09-09 09:00:00,70.9,37
161.3,2020-09-09 10:00:00,62.2,37
165.6,2020-09-09 11:00:00,54.5,37
173.6,2020-09-09 12:00:00,44.9,37
187.7,2020-09-09 13:00:00,39.0,37
184.0,2020-09-09 14:00:00,35.5,37
180.5,2020-09-09 15:00:00,34.6,37
166.9,2020-09-09 16:00:00,35.2,37
154.4,2020-09-09 17:00:00,37.4,37
165.3,2020-09-09 18:00:00,43.6,37
175.3,2020-09-09 19:00:00,58.5,37
99.8,2020-09-09 20:00:00,75.8,37
163.6,2020-09-09 21:00:00,84.3,37
99.5,2020-09-09 22:00:00,89.0,37
89.3,2020-09-09 23:00:00,91.5,37
80.9,2020-09-10 00:00:00,92.9,37
76.8,2020-09-10 01:00:00,93.5,37
90.5,2020-09-10 02:00:00,93.7,37
258.2,2020-09-10 03:00:00,93.5,37
100.8,2020-09-10 04:00:00,93.8,37
321.1,2020-09-10 05:00:00,93.7,37
225.8,2020-09-10 06:00:00,94.4,37
214.0,2020-09-10 07:00:00,89.2,37
176.2,2020-09-10 08:00:00,84.2,37
166.4,2020-09-10 09:00:00,75.6,37
164.4,2020-09-10 10:00:00,66.3,37
168.6,2020-09-10 11:00:00,59.7,37
173.8,2020-09-10 12:00:00,51.2,37
140.6,2020-09-10 13:00:00,45.2,37
151.6,2020-09-10 14:00:00,40.0,37
162.7,2020-09-10 15:00:00,37.0,37
167.5,2020-09-10 16:00:00,35.3,37
182.3,2020-09-10 17:00:00,36.1,37
189.4,2020-09-10 18:00:00,40.6,37
317.9,2020-09-10 19:00:00,63.9,37
