CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 4.915, 99.8, None, None, None, 39.1, 24.27, None, 14.96, 202.5, 5.0, 15.0, 4.9, 4.5, None, None, None, 203.0, 5.0, None, None, 100.0, None,2020-06-10 00:00:00, None, None,24
None, 4.814, 99.8, None, None, None, 39.8, 23.0, None, 17.8, 215.0, 5.0, 17.8, 4.8, 4.5, None, None, None, 215.0, 5.0, None, None, 100.0, None,2020-06-10 01:00:00, None, None,24
None, 4.732, 99.8, None, None, None, 32.5, 21.23, None, 15.17, 219.1, 5.0, 15.2, 4.7, 4.5, None, None, None, 219.0, 5.0, None, None, 100.0, None,2020-06-10 02:00:00, None, None,24
None, 4.441, 99.9, None, None, None, 39.7, 22.56, None, 18.45, 219.8, 4.0, 18.5, 4.4, 4.3, None, None, None, 220.0, 5.0, None, None, 100.0, None,2020-06-10 03:00:00, None, None,24
None, 4.265, 99.8, None, None, None, 37.1, 22.99, None, 15.17, 227.9, 4.0, 15.2, 4.3, 4.2, None, None, None, 228.0, 5.0, None, None, 100.0, None,2020-06-10 04:00:00, None, None,24
None, 4.138, 99.8, None, None, None, 29.0, 24.69, None, 10.95, 215.7, 4.0, 11.0, 4.1, 4.1, None, None, None, 216.0, 5.0, None, None, 100.0, None,2020-06-10 05:00:00, None, None,24
None, 3.877, 99.8, None, None, None, 28.0, 20.1, None, 11.35, 214.0, 4.0, 11.4, 3.9, 3.8, None, None, None, 214.0, 5.0, None, None, 100.0, None,2020-06-10 06:00:00, None, None,24
None, 4.119, 99.7, None, None, None, 27.8, 42.26, None, 5.903, 195.1, 4.0, 5.9, 4.1, 3.8, None, None, None, 195.0, 4.2, None, None, 100.0, None,2020-06-10 07:00:00, None, None,24
None, 4.016, 99.2, None, None, None, 17.5, 23.07, None, 8.64, 135.7, 4.0, 8.6, 4.0, 3.8, None, None, None, 136.0, 4.4, None, None, 99.0, None,2020-06-10 08:00:00, None, None,24
None, 5.112, 97.7, None, None, None, 18.0, 20.43, None, 11.32, 134.6, 5.0, 11.3, 5.1, 3.8, None, None, None, 135.0, 5.2, None, None, 98.0, None,2020-06-10 09:00:00, None, None,24
