air_temp,min_air_temp_snc_last_reset,mslp,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,time,avg_wnd_spd_10m_pst10mts,dwpt_temp,stn_pres,week_of_year
13.1,12.6, 1001.2, 87.0,13.6,86.0, 14.3,2020-06-10 00:00:00, 9.9,11.0, 994.0,24
13.0,12.6, 1001.2, 142.0,13.6,87.0, 7.8,2020-06-10 01:00:00, 4.7,11.0, 994.0,24
13.0,12.6, 1001.2, 109.0,13.6,87.0, 9.6,2020-06-10 02:00:00, 6.5,11.0, 994.0,24
12.9,12.6, 1001.2, 147.0,13.6,87.0, 10.9,2020-06-10 03:00:00, 6.4,11.0, 994.0,24
12.5,12.5, 1000.2, 69.0,13.6,88.0, 7.9,2020-06-10 04:00:00, 4.9,11.0, 993.0,24
12.8,12.5, 1000.1, 272.0,13.6,88.0, 4.7,2020-06-10 05:00:00, 1.9,11.0, 993.0,24
12.6,12.5, 1000.2, 42.0,13.6,88.0, 8.8,2020-06-10 06:00:00, 5.5,11.0, 993.0,24
12.8,12.4, 1000.1, 69.0,12.8,89.0, 12.7,2020-06-10 07:00:00, 9.7,11.0, 993.0,24
13.5,12.4, 1000.1, 89.0,13.5,84.0, 16.6,2020-06-10 08:00:00, 11.3,11.0, 993.0,24
13.9,12.4, 1000.1, 76.0,13.9,81.0, 19.5,2020-06-10 09:00:00, 11.0,11.0, 993.0,24
14.4,12.4, 1000.1, 82.0,14.4,79.0, 24.3,2020-06-10 10:00:00, 17.1,11.0, 993.0,24
14.9,12.4, 999.1, 81.0,14.9,76.0, 20.4,2020-06-10 11:00:00, 11.3,11.0, 992.0,24
15.4,12.4, 1000.1, 193.0,16.0,82.0, 9.3,2020-06-10 12:00:00, 3.6,12.0, 993.0,24
15.2,12.4, 999.1, 285.0,16.1,84.0, 20.7,2020-06-10 13:00:00, 5.5,13.0, 992.0,24
