pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
43.6, 6.417, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 6.4, 6.2, 0.1, None, None, -6999.0, 6.9, None, None, -6999.0, None,2020-06-10 00:00:00, -6999.0, None, -6999.0, -6999.0,24
43.6, 6.379, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 6.4, 6.0, 0.0, None, None, -6999.0, 6.9, None, None, -6999.0, None,2020-06-10 01:00:00, -6999.0, None, -6999.0, -6999.0,24
43.6, 6.025, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 6.0, 6.0, 0.0, None, None, -6999.0, 6.9, None, None, -6999.0, None,2020-06-10 02:00:00, -6999.0, None, -6999.0, -6999.0,24
40.9, 5.805, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 5.8, 5.5, 0.0, None, None, -6999.0, 6.9, None, None, -6999.0, None,2020-06-10 03:00:00, -6999.0, None, -6999.0, -6999.0,24
40.5, 5.892, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 5.9, 5.5, 0.4, None, None, -6999.0, 6.9, None, None, -6999.0, None,2020-06-10 04:00:00, -6999.0, None, -6999.0, -6999.0,24
38.5, 5.644, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 5.6, 5.5, 0.2, None, None, -6999.0, 6.9, None, None, -6999.0, None,2020-06-10 05:00:00, -6999.0, None, -6999.0, -6999.0,24
33.8, 5.729, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 5.7, 5.5, 0.2, None, None, -6999.0, 6.9, None, None, -6999.0, None,2020-06-10 06:00:00, -6999.0, None, -6999.0, -6999.0,24
29.5, 6.207, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 6.2, 5.7, 0.3, None, None, -6999.0, 6.2, None, None, -6999.0, None,2020-06-10 07:00:00, -6999.0, None, -6999.0, -6999.0,24
26.9, 6.024, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 6.0, 5.7, 1.7, None, None, -6999.0, 6.5, None, None, -6999.0, None,2020-06-10 08:00:00, -6999.0, None, -6999.0, -6999.0,24
25.0, 6.283, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 6.3, 5.7, 1.1, None, None, -6999.0, 6.5, None, None, -6999.0, None,2020-06-10 09:00:00, -6999.0, None, -6999.0, -6999.0,24
