wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,snw_dpth,week_of_year,pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,SNOW_ON_THE_GROUND
133.0, 87.0, 5.2,0.0, 13.4,6.7, 15.6,14.2, 72.0, 0.0, 0.0,88.0,2020-06-24 00:00:00, None,26,,,,,,,,,,,,
82.0, 89.0, 7.0,0.0, 12.8,3.1, 14.6,14.1, 127.0, 0.0, 0.0,90.0,2020-06-24 01:00:00, None,26,,,,,,,,,,,,
107.0, 88.0, 6.7,0.0, 12.2,3.2, 14.2,14.8, 133.0, 0.0, 0.0,85.0,2020-06-24 02:00:00, None,26,,,,,,,,,,,,
73.0, 90.0, 3.1,0.0, 12.5,3.6, 14.1,14.1, 82.0, 0.0, 0.0,94.0,2020-06-24 03:00:00, None,26,,,,,,,,,,,,
44.0, None, None,0.4, None,5.7, None,14.4, None, None, None,96.0,2020-06-24 04:00:00, None,26,,,,,,,,,,,,
311.0, 94.0, 3.6,1.6, 13.1,10.3, 14.1,14.4, 73.0, 0.0, 0.0,97.0,2020-06-24 05:00:00, None,26,,,,,,,,,,,,
302.0, 96.0, 5.7,0.2, 13.8,7.0, 14.4,14.9, 44.0, 0.4, 0.4,97.0,2020-06-24 06:00:00, None,26,,,,,,,,,,,,
217.0, 97.0, 10.3,0.8, 13.9,3.5, 14.4,15.2, 311.0, 1.6, 2.0,97.0,2020-06-24 07:00:00, None,26,,,,,,,,,,,,
256.0, 97.0, 7.0,0.4, 14.4,2.3, 14.9,16.1, 302.0, 0.2, 2.2,95.0,2020-06-24 08:00:00, None,26,,,,,,,,,,,,
139.0, 97.0, 3.5,0.0, 14.7,2.8, 15.2,19.1, 217.0, 0.8, 3.0,84.0,2020-06-24 09:00:00, None,26,,,,,,,,,,,,
325.0, 95.0, 2.3,0.0, 15.3,5.9, 16.1,19.9, 256.0, 0.4, 3.4,80.0,2020-06-24 10:00:00, None,26,,,,,,,,,,,,
323.0, 84.0, 2.8,0.0, 16.3,11.4, 19.1,21.0, 139.0, 0.0, 3.4,75.0,2020-06-24 11:00:00, None,26,,,,,,,,,,,,
177.0, 80.0, 5.9,2.8, 16.3,5.8, 19.9,18.2, 325.0, 0.0, 3.4,92.0,2020-06-24 12:00:00, None,26,,,,,,,,,,,,
88.0, 75.0, 11.4,1.6, 16.4,5.6, 21.0,18.3, 323.0, 0.0, 3.4,91.0,2020-06-24 13:00:00, None,26,,,,,,,,,,,,
25.0, 92.0, 5.8,1.0, 16.9,4.8, 18.2,18.9, 177.0, 2.8, 6.2,91.0,2020-06-24 14:00:00, None,26,,,,,,,,,,,,
88.0, 91.0, 5.6,0.2, 16.8,2.9, 18.3,21.2, 88.0, 1.6, 7.8,80.0,2020-06-24 15:00:00, None,26,,,,,,,,,,,,
212.0, 91.0, 4.8,0.0, 17.4,5.6, 18.9,22.0, 25.0, 1.0, 8.8,72.0,2020-06-24 16:00:00, None,26,,,,,,,,,,,,
94.0, 80.0, 2.9,0.0, 17.6,4.4, 21.2,19.9, 88.0, 0.2, 9.0,86.0,2020-06-24 17:00:00, None,26,,,,,,,,,,,,
106.0, 72.0, 5.6,0.0, 16.7,6.5, 22.0,18.1, 212.0, 0.0, 9.0,86.0,2020-06-24 18:00:00, None,26,,,,,,,,,,,,
77.0, 86.0, 4.4,0.0, 17.5,7.2, 19.9,17.5, 94.0, 0.0, 9.0,87.0,2020-06-24 19:00:00, None,26,,,,,,,,,,,,
88.0, 86.0, 6.5,0.0, 15.7,9.8, 18.1,16.7, 106.0, 0.0, 9.0,81.0,2020-06-24 20:00:00, None,26,,,,,,,,,,,,
81.0, 87.0, 7.2,0.0, 15.3,9.0, 17.5,15.9, 77.0, 0.0, 9.0,81.0,2020-06-24 21:00:00, None,26,,,,,,,,,,,,
91.0, 81.0, 9.8,0.0, 13.4,7.7, 16.7,15.0, 88.0, 0.0, 9.0,84.0,2020-06-24 22:00:00, None,26,,,,,,,,,,,,
94.0, 81.0, 9.0,0.0, 12.6,9.6, 15.9,14.1, 81.0, 0.0, 9.0,85.0,2020-06-24 23:00:00, None,26,,,,,,,,,,,,
329.0, 84.0, 7.7,0.0, 12.3,3.5, 15.0,12.8, 91.0, 0.0, 9.0,95.0,2020-06-25 00:00:00, None,26,,,,,,,,,,,,
87.0, 85.0, 9.6,0.0, 11.6,2.6, 14.1,12.4, 94.0, 0.0, 9.0,97.0,2020-06-25 01:00:00, None,26,,,,,,,,,,,,
151.0, 95.0, 3.5,0.0, 12.0,2.5, 12.8,12.7, 329.0, 0.0, 9.0,97.0,2020-06-25 02:00:00, None,26,,,,,,,,,,,,
113.0, 97.0, 2.6,0.0, 11.9,3.2, 12.4,12.3, 87.0, 0.0, 9.0,97.0,2020-06-25 03:00:00, None,26,,,,,,,,,,,,
299.0, 97.0, 2.5,0.0, 12.2,3.4, 12.7,13.4, 151.0, 0.0, 9.0,97.0,2020-06-25 04:00:00, None,26,,,,,,,,,,,,
298.0, 97.0, 3.2,0.0, 11.8,4.7, 12.3,14.0, 113.0, 0.0, 9.0,96.0,2020-06-25 05:00:00, None,26,,,,,,,,,,,,
268.0, 97.0, 3.4,0.0, 12.9,3.6, 13.4,15.4, 299.0, 0.0, 8.6,92.0,2020-06-25 06:00:00, None,26,,,,,,,,,,,,
271.0, 96.0, 4.7,0.0, 13.4,3.5, 14.0,18.7, 298.0, 0.0, 7.0,80.0,2020-06-25 07:00:00, None,26,,,,,,,,,,,,
287.0, 92.0, 3.6,0.0, 14.1,5.9, 15.4,20.0, 268.0, 0.0, 6.8,74.0,2020-06-25 08:00:00, None,26,,,,,,,,,,,,
32.0, 80.0, 3.5,0.0, 15.2,2.2, 18.7,23.1, 271.0, 0.0, 6.0,66.0,2020-06-25 09:00:00, None,26,,,,,,,,,,,,
316.0, 74.0, 5.9,0.0, 15.2,4.0, 20.0,23.8, 287.0, 0.0, 5.6,49.0,2020-06-25 10:00:00, None,26,,,,,,,,,,,,
24.0, 66.0, 2.2,0.0, 16.4,3.4, 23.1,25.7, 32.0, 0.0, 5.6,43.0,2020-06-25 11:00:00, None,26,,,,,,,,,,,,
296.0, 49.0, 4.0,0.0, 12.5,4.2, 23.8,27.3, 316.0, 0.0, 5.6,33.0,2020-06-25 12:00:00, None,26,,,,,,,,,,,,
177.0, 43.0, 3.4,0.0, 12.2,5.9, 25.7,27.6, 24.0, 0.0, 5.6,32.0,2020-06-25 13:00:00, None,26,,,,,,,,,,,,
41.0, 33.0, 4.2,0.0, 9.6,4.8, 27.3,28.0, 296.0, 0.0, 2.8,32.0,2020-06-25 14:00:00, None,26,,,,,,,,,,,,
324.0, 32.0, 5.9,0.0, 9.4,7.1, 27.6,27.9, 177.0, 0.0, 1.2,39.0,2020-06-25 15:00:00, None,26,,,,,,,,,,,,
330.0, 32.0, 4.8,0.0, 9.8,5.9, 28.0,28.4, 41.0, 0.0, 0.2,37.0,2020-06-25 16:00:00, None,26,,,,,,,,,,,,
89.0, 39.0, 7.1,0.0, 12.7,4.3, 27.9,23.6, 324.0, 0.0, 0.0,63.0,2020-06-25 17:00:00, None,26,,,,,,,,,,,,
106.0, 37.0, 5.9,0.0, 12.3,8.0, 28.4,23.0, 330.0, 0.0, 0.0,51.0,2020-06-25 18:00:00, None,26,,,,,,,,,,,,
104.0, None, None,0.0, None,7.6, None,21.7, None, None, None,56.0,2020-06-25 19:00:00, None,26,,,,,,,,,,,,
125.0, None, None,0.0, None,6.1, None,19.3, None, None, None,62.0,2020-06-25 20:00:00, None,26,,,,,,,,,,,,
164.0, 56.0, 7.6,0.0, 12.5,5.1, 21.7,18.7, 104.0, 0.0, 0.0,64.0,2020-06-25 21:00:00, None,26,,,,,,,,,,,,
83.0, 62.0, 6.1,0.0, 11.8,5.6, 19.3,16.5, 125.0, 0.0, 0.0,77.0,2020-06-25 22:00:00, None,26,,,,,,,,,,,,
82.0, 64.0, 5.1,0.0, 11.8,6.5, 18.7,14.8, 164.0, 0.0, 0.0,82.0,2020-06-25 23:00:00, None,26,,,,,,,,,,,,
150.0, 77.0, 5.6,0.0, 12.5,4.3, 16.5,14.1, 83.0, 0.0, 0.0,83.0,2020-06-26 00:00:00, None,26,,,,,,,,,,,,
59.0, 82.0, 6.5,0.0, 11.8,4.1, 14.8,12.7, 82.0, 0.0, 0.0,87.0,2020-06-26 01:00:00, None,26,,,,,,,,,,,,
63.0, 83.0, 4.3,0.0, 11.3,6.1, 14.1,12.2, 150.0, 0.0, 0.0,83.0,2020-06-26 02:00:00, None,26,,,,,,,,,,,,
75.0, 87.0, 4.1,0.0, 10.6,5.2, 12.7,12.0, 59.0, 0.0, 0.0,88.0,2020-06-26 03:00:00, None,26,,,,,,,,,,,,
110.0, 83.0, 6.1,0.0, 9.4,2.6, 12.2,13.6, 63.0, 0.0, 0.0,84.0,2020-06-26 04:00:00, None,26,,,,,,,,,,,,
328.0, 88.0, 5.2,0.0, 10.1,1.9, 12.0,15.6, 75.0, 0.0, 0.0,81.0,2020-06-26 05:00:00, None,26,,,,,,,,,,,,
272.0, 84.0, 2.6,0.0, 11.0,3.7, 13.6,15.8, 110.0, 0.0, 0.0,79.0,2020-06-26 06:00:00, None,26,,,,,,,,,,,,
319.0, 81.0, 1.9,0.0, 12.4,3.6, 15.6,19.9, 328.0, 0.0, 0.0,64.0,2020-06-26 07:00:00, None,26,,,,,,,,,,,,
311.0, 79.0, 3.7,0.0, 12.2,7.7, 15.8,21.2, 272.0, 0.0, 0.0,61.0,2020-06-26 08:00:00, None,26,,,,,,,,,,,,
324.0, 64.0, 3.6,0.0, 12.9,5.0, 19.9,20.7, 319.0, 0.0, 0.0,65.0,2020-06-26 09:00:00, None,26,,,,,,,,,,,,
302.0, 61.0, 7.7,0.0, 13.4,10.5, 21.2,23.0, 311.0, 0.0, 0.0,58.0,2020-06-26 10:00:00, None,26,,,,,,,,,,,,
326.0, 65.0, 5.0,0.0, 13.9,3.0, 20.7,23.8, 324.0, 0.0, 0.0,52.0,2020-06-26 11:00:00, None,26,,,,,,,,,,,,
329.0, 58.0, 10.5,0.0, 14.3,3.5, 23.0,23.4, 302.0, 0.0, 0.0,56.0,2020-06-26 12:00:00, None,26,,,,,,,,,,,,
322.0, 52.0, 3.0,0.0, 13.4,2.6, 23.8,22.8, 326.0, 0.0, 0.0,64.0,2020-06-26 13:00:00, None,26,,,,,,,,,,,,
175.0, 56.0, 3.5,0.0, 14.1,3.2, 23.4,23.3, 329.0, 0.0, 0.0,56.0,2020-06-26 14:00:00, None,26,,,,,,,,,,,,
222.0, 64.0, 2.6,0.0, 15.6,10.8, 22.8,24.8, 322.0, 0.0, 0.0,48.0,2020-06-26 15:00:00, None,26,,,,,,,,,,,,
226.0, 56.0, 3.2,0.0, 14.0,15.8, 23.3,24.0, 175.0, 0.0, 0.0,39.0,2020-06-26 16:00:00, None,26,,,,,,,,,,,,
171.0, 48.0, 10.8,0.0, 13.1,5.6, 24.8,23.0, 222.0, 0.0, 0.0,43.0,2020-06-26 17:00:00, None,26,,,,,,,,,,,,
108.0, 39.0, 15.8,0.0, 9.2,8.0, 24.0,20.0, 226.0, 0.0, 0.0,63.0,2020-06-26 18:00:00, None,26,,,,,,,,,,,,
212.0, 43.0, 5.6,0.0, 9.8,10.7, 23.0,21.4, 171.0, 0.0, 0.0,47.0,2020-06-26 19:00:00, None,26,,,,,,,,,,,,
191.0, 63.0, 8.0,0.0, 12.7,12.5, 20.0,21.3, 108.0, 0.0, 0.0,46.0,2020-06-26 20:00:00, None,26,,,,,,,,,,,,
202.0, 47.0, 10.7,0.0, 9.6,19.7, 21.4,20.4, 212.0, 0.0, 0.0,46.0,2020-06-26 21:00:00, None,26,,,,,,,,,,,,
206.0, 46.0, 12.5,0.0, 9.2,16.3, 21.3,20.0, 191.0, 0.0, 0.0,44.0,2020-06-26 22:00:00, None,26,,,,,,,,,,,,
204.0, 46.0, 19.7,0.0, 8.4,17.3, 20.4,19.1, 202.0, 0.0, 0.0,46.0,2020-06-26 23:00:00, None,26,,,,,,,,,,,,
179.0, 44.0, 16.3,0.0, 7.4,8.9, 20.0,18.1, 206.0, 0.0, 0.0,50.0,2020-06-27 00:00:00, None,26,,,,,,,,,,,,
199.0, 46.0, 17.3,0.0, 7.2,12.6, 19.1,17.4, 204.0, 0.0, 0.0,51.0,2020-06-27 01:00:00, None,26,,,,,,,,,,,,
195.0, 50.0, 8.9,0.0, 7.5,11.3, 18.1,17.2, 179.0, 0.0, 0.0,52.0,2020-06-27 02:00:00, None,26,,,,,,,,,,,,
187.0, 51.0, 12.6,0.0, 7.2,6.3, 17.4,13.6, 199.0, 0.0, 0.0,74.0,2020-06-27 03:00:00, None,26,,,,,,,,,,,,
64.0, 52.0, 11.3,0.0, 7.3,3.0, 17.2,13.5, 195.0, 0.0, 0.0,90.0,2020-06-27 04:00:00, None,26,,,,,,,,,,,,
246.0, 74.0, 6.3,0.0, 9.1,2.8, 13.6,14.4, 187.0, 0.0, 0.0,89.0,2020-06-27 05:00:00, None,26,,,,,,,,,,,,
286.0, 90.0, 3.0,0.0, 11.9,2.8, 13.5,15.2, 64.0, 0.0, 0.0,82.0,2020-06-27 06:00:00, None,26,,,,,,,,,,,,
35.0, None, None,0.0, None,5.9, None,15.0, None, None, None,83.0,2020-06-27 07:00:00, None,26,,,,,,,,,,,,
353.0, None, None,0.0, None,5.6, None,17.8, None, None, None,64.0,2020-06-27 08:00:00, None,26,,,,,,,,,,,,
359.0, None, None,0.0, None,7.5, None,16.8, None, None, None,66.0,2020-06-27 09:00:00, None,26,,,,,,,,,,,,
321.0, 64.0, 5.6,0.0, 10.9,11.2, 17.8,17.1, 353.0, 0.0, 0.0,73.0,2020-06-27 10:00:00, None,26,,,,,,,,,,,,
354.0, 66.0, 7.5,5.0, 10.4,8.3, 16.8,13.5, 359.0, 0.0, 0.0,89.0,2020-06-27 11:00:00, None,26,,,,,,,,,,,,
28.0, 73.0, 11.2,0.2, 12.2,7.0, 17.1,13.2, 321.0, 0.0, 0.0,83.0,2020-06-27 12:00:00, None,26,,,,,,,,,,,,
333.0, 89.0, 8.3,1.6, 11.7,6.6, 13.5,13.2, 354.0, 5.0, 5.0,88.0,2020-06-27 13:00:00, None,26,,,,,,,,,,,,
295.0, 83.0, 7.0,0.0, 10.4,2.6, 13.2,13.9, 28.0, 0.2, 5.2,88.0,2020-06-27 14:00:00, None,26,,,,,,,,,,,,
185.0, 88.0, 6.6,0.0, 11.3,11.5, 13.2,14.9, 333.0, 1.6, 6.8,72.0,2020-06-27 15:00:00, None,26,,,,,,,,,,,,
200.0, 88.0, 2.6,0.0, 11.9,14.7, 13.9,16.7, 295.0, 0.0, 6.8,62.0,2020-06-27 16:00:00, None,26,,,,,,,,,,,,
206.0, 72.0, 11.5,0.0, 9.9,15.8, 14.9,16.5, 185.0, 0.0, 6.8,60.0,2020-06-27 17:00:00, None,26,,,,,,,,,,,,
62.0, 62.0, 14.7,0.0, 9.4,5.2, 16.7,14.4, 200.0, 0.0, 6.8,79.0,2020-06-27 18:00:00, None,26,,,,,,,,,,,,
109.0, 60.0, 15.8,0.0, 8.7,5.1, 16.5,12.4, 206.0, 0.0, 6.8,90.0,2020-06-27 19:00:00, None,26,,,,,,,,,,,,
100.0, 79.0, 5.2,0.0, 10.8,7.6, 14.4,10.9, 62.0, 0.0, 6.8,88.0,2020-06-27 20:00:00, None,26,,,,,,,,,,,,
104.0, 90.0, 5.1,0.0, 10.8,8.5, 12.4,10.9, 109.0, 0.0, 6.8,81.0,2020-06-27 21:00:00, None,26,,,,,,,,,,,,
91.0, 88.0, 7.6,0.0, 9.0,4.2, 10.9,10.0, 100.0, 0.0, 6.8,89.0,2020-06-27 22:00:00, None,26,,,,,,,,,,,,
49.0, 81.0, 8.5,0.0, 7.8,2.1, 10.9,9.5, 104.0, 0.0, 6.8,93.0,2020-06-27 23:00:00, None,26,,,,,,,,,,,,
96.0, 89.0, 4.2,0.0, 8.3,3.9, 10.0,8.4, 91.0, 0.0, 6.8,96.0,2020-06-28 00:00:00, None,26,,,,,,,,,,,,
73.0, 93.0, 2.1,0.0, 8.4,2.5, 9.5,8.2, 49.0, 0.0, 6.8,98.0,2020-06-28 01:00:00, None,26,,,,,,,,,,,,
106.0, 96.0, 3.9,0.0, 7.8,2.7, 8.4,8.8, 96.0, 0.0, 6.8,97.0,2020-06-28 02:00:00, None,26,,,,,,,,,,,,
49.0, 98.0, 2.5,0.0, 7.9,2.5, 8.2,8.8, 73.0, 0.0, 6.8,97.0,2020-06-28 03:00:00, None,26,,,,,,,,,,,,
263.0, 97.0, 2.7,0.0, 8.4,2.3, 8.8,9.6, 106.0, 0.0, 6.8,97.0,2020-06-28 04:00:00, None,26,,,,,,,,,,,,
295.0, 97.0, 2.5,0.0, 8.4,2.6, 8.8,10.6, 49.0, 0.0, 6.8,95.0,2020-06-28 05:00:00, None,26,,,,,,,,,,,,
282.0, 97.0, 2.3,0.2, 9.1,2.2, 9.6,11.2, 263.0, 0.0, 6.8,94.0,2020-06-28 06:00:00, None,26,,,,,,,,,,,,
285.0, 95.0, 2.6,0.2, 9.8,4.2, 10.6,12.2, 295.0, 0.0, 6.8,90.0,2020-06-28 07:00:00, None,26,,,,,,,,,,,,
319.0, 94.0, 2.2,0.0, 10.3,5.1, 11.2,13.1, 282.0, 0.2, 7.0,88.0,2020-06-28 08:00:00, None,26,,,,,,,,,,,,
219.0, 90.0, 4.2,0.0, 10.6,9.4, 12.2,13.6, 285.0, 0.2, 7.2,78.0,2020-06-28 09:00:00, None,26,,,,,,,,,,,,
196.0, 88.0, 5.1,0.0, 11.2,11.7, 13.1,14.0, 319.0, 0.0, 7.2,77.0,2020-06-28 10:00:00, None,26,,,,,,,,,,,,
228.0, 78.0, 9.4,0.0, 9.8,9.0, 13.6,15.7, 219.0, 0.0, 7.2,69.0,2020-06-28 11:00:00, None,26,,,,,,,,,,,,
198.0, 77.0, 11.7,0.0, 10.0,6.7, 14.0,18.4, 196.0, 0.0, 7.2,62.0,2020-06-28 12:00:00, None,26,,,,,,,,,,,,
359.0, 69.0, 9.0,0.0, 10.0,7.6, 15.7,17.7, 228.0, 0.0, 2.2,62.0,2020-06-28 13:00:00, None,26,,,,,,,,,,,,
328.0, 62.0, 6.7,0.0, 11.0,4.5, 18.4,19.2, 198.0, 0.0, 2.0,56.0,2020-06-28 14:00:00, None,26,,,,,,,,,,,,
275.0, 62.0, 7.6,0.0, 10.3,5.6, 17.7,19.0, 359.0, 0.0, 0.4,60.0,2020-06-28 15:00:00, None,26,,,,,,,,,,,,
113.0, 56.0, 4.5,0.0, 10.2,3.8, 19.2,18.8, 328.0, 0.0, 0.4,67.0,2020-06-28 16:00:00, None,26,,,,,,,,,,,,
302.0, 60.0, 5.6,0.0, 11.1,5.1, 19.0,19.3, 275.0, 0.0, 0.4,66.0,2020-06-28 17:00:00, None,26,,,,,,,,,,,,
113.0, 67.0, 3.8,0.0, 12.5,6.2, 18.8,18.1, 113.0, 0.0, 0.4,74.0,2020-06-28 18:00:00, None,26,,,,,,,,,,,,
108.0, 66.0, 5.1,0.0, 12.8,4.7, 19.3,14.7, 302.0, 0.0, 0.4,87.0,2020-06-28 19:00:00, None,26,,,,,,,,,,,,
139.0, 74.0, 6.2,0.0, 13.4,8.0, 18.1,14.2, 113.0, 0.0, 0.4,82.0,2020-06-28 20:00:00, None,26,,,,,,,,,,,,
120.0, 87.0, 4.7,0.0, 12.6,5.7, 14.7,12.7, 108.0, 0.0, 0.4,84.0,2020-06-28 21:00:00, None,26,,,,,,,,,,,,
336.0, 82.0, 8.0,0.0, 11.2,3.3, 14.2,11.3, 139.0, 0.0, 0.4,92.0,2020-06-28 22:00:00, None,26,,,,,,,,,,,,
60.0, 84.0, 5.7,0.0, 10.1,3.7, 12.7,10.3, 120.0, 0.0, 0.4,94.0,2020-06-28 23:00:00, None,26,,,,,,,,,,,,
99.0, 92.0, 3.3,0.0, 10.0,4.2, 11.3,9.5, 336.0, 0.0, 0.4,95.0,2020-06-29 00:00:00, None,26,,,,,,,,,,,,
75.0, 94.0, 3.7,0.0, 9.4,3.3, 10.3,8.9, 60.0, 0.0, 0.4,97.0,2020-06-29 01:00:00, None,26,,,,,,,,,,,,
9.0, 95.0, 4.2,0.0, 8.7,2.9, 9.5,8.6, 99.0, 0.0, 0.4,98.0,2020-06-29 02:00:00, None,26,,,,,,,,,,,,
97.0, 97.0, 3.3,0.0, 8.4,2.8, 8.9,8.1, 75.0, 0.0, 0.4,98.0,2020-06-29 03:00:00, None,26,,,,,,,,,,,,
57.0, 98.0, 2.9,0.0, 8.3,3.5, 8.6,8.1, 9.0, 0.0, 0.4,98.0,2020-06-29 04:00:00, None,26,,,,,,,,,,,,
335.0, 98.0, 2.8,0.0, 7.8,3.2, 8.1,12.2, 97.0, 0.0, 0.4,86.0,2020-06-29 05:00:00, None,26,,,,,,,,,,,,
302.0, 98.0, 3.5,0.0, 7.8,6.6, 8.1,13.1, 57.0, 0.0, 0.4,82.0,2020-06-29 06:00:00, None,26,,,,,,,,,,,,
249.0, 86.0, 3.2,0.0, 9.9,3.1, 12.2,15.8, 335.0, 0.0, 0.4,74.0,2020-06-29 07:00:00, None,26,,,,,,,,,,,,
