IGNITION_DATE,FIRE_SIZE_HA,LATITUDE,LONGITUDE
2020-07-01,0.009,49.121285,-123.769096
2020-07-01,3006.0,51.905733,-120.84145
2020-07-01,0.009,49.1212845,-123.7690964
2020-07-01,0.009,49.1212845,-123.7690964
2020-07-01,3006.0,51.905733,-120.84145
2020-07-02,0.009,49.0639496,-122.0067139
2020-07-02,0.009,49.06395,-122.006714
2020-07-02,0.009,49.0639496,-122.0067139
2020-07-03,1.8,49.030067,-116.121567
2020-07-03,1.8,49.0300667,-116.1215667
2020-07-03,0.14,58.5397491,-132.8025513
2020-07-03,0.14,58.5397491,-132.8025513
2020-07-03,0.009,50.31295,-120.3214167
2020-07-03,1.8,49.0300667,-116.1215667
2020-07-03,0.009,50.31295,-120.3214167
2020-07-03,0.14,58.539749,-132.802551
2020-07-03,0.009,50.31295,-120.321417
2020-07-04,0.009,49.8564835,-125.8116531
2020-07-04,0.009,49.8564835,-125.8116531
2020-07-05,0.009,50.5432167,-116.1197333
2020-07-05,0.009,50.543217,-116.119733
2020-07-05,0.009,50.5432167,-116.1197333
2020-07-06,0.009,49.414616,-120.511917
2020-07-06,0.009,52.37515,-120.0078
2020-07-06,0.009,49.4146156,-120.5119171
2020-07-06,0.009,49.4146156,-120.5119171
2020-07-06,0.009,52.37515,-120.0078
2020-07-06,0.009,52.37515,-120.0078
2020-07-07,0.009,49.1136322,-118.2292328
2020-07-07,0.03,48.4971504,-123.5684204
2020-07-07,0.009,49.113632,-118.229233
2020-07-07,0.009,49.1136322,-118.2292328
2020-07-07,0.009,49.3525658,-124.6390533
2020-07-07,0.03,48.49715,-123.56842
2020-07-07,0.009,49.352566,-124.639053
2020-07-07,0.009,49.3525658,-124.6390533
2020-07-07,0.03,48.4971504,-123.5684204
