AirTemp,ONE_DAY_PRECIPITATION,Snow_WE,time,MIN_TEMP,MAX_TEMP,week_of_year
-1.0, 2.2, 454.7,2023-04-09 00:00:00, -1.2, 6.0,15
-1.0, None, 454.6,2023-04-09 00:15:00, None, None,15
-1.1, None, 454.6,2023-04-09 00:30:00, None, None,15
-1.2, None, 454.6,2023-04-09 00:45:00, None, None,15
-1.2, None, 454.5,2023-04-09 01:00:00, None, None,15
-1.0, None, 454.6,2023-04-09 01:15:00, None, None,15
-1.1, None, 454.6,2023-04-09 01:30:00, None, None,15
-1.0, None, 454.5,2023-04-09 01:45:00, None, None,15
-1.0, None, 454.7,2023-04-09 02:00:00, None, None,15
-1.0, None, 454.6,2023-04-09 02:15:00, None, None,15
-0.9, None, 454.6,2023-04-09 02:30:00, None, None,15
-1.0, None, 454.5,2023-04-09 02:45:00, None, None,15
-1.0, None, 454.5,2023-04-09 03:00:00, None, None,15
-0.9, None, 454.7,2023-04-09 03:15:00, None, None,15
-0.9, None, 454.5,2023-04-09 03:30:00, None, None,15
-1.0, None, 454.6,2023-04-09 03:45:00, None, None,15
-0.8, None, 454.5,2023-04-09 04:00:00, None, None,15
-0.9, None, 454.4,2023-04-09 04:15:00, None, None,15
-0.9, None, 454.3,2023-04-09 04:30:00, None, None,15
-0.8, None, 454.3,2023-04-09 04:45:00, None, None,15
-0.9, None, 454.2,2023-04-09 05:00:00, None, None,15
-0.8, None, 454.3,2023-04-09 05:15:00, None, None,15
-0.7, None, 454.2,2023-04-09 05:30:00, None, None,15
-0.7, None, 454.2,2023-04-09 05:45:00, None, None,15
-0.5, None, 454.0,2023-04-09 06:00:00, None, None,15
-0.2, None, 454.1,2023-04-09 06:15:00, None, None,15
0.1, None, 454.0,2023-04-09 06:30:00, None, None,15
0.4, None, 454.0,2023-04-09 06:45:00, None, None,15
0.7, None, 453.8,2023-04-09 07:00:00, None, None,15
1.1, None, 453.8,2023-04-09 07:15:00, None, None,15
