pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,time,max_air_temp_snc_last_reset,MINIMUM_AIR_TEMPERATURE,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, 9.9, None,2020-07-29 00:00:00, 21.3, None, -6999.0, 9.9, 9.9, 0.1, None, -6999.0, None, None, None, None,31
None, None, 8.78, None,2020-07-29 01:00:00, 21.3, None, -6999.0, 8.8, 8.8, 0.1, None, -6999.0, None, None, None, None,31
None, None, 7.556, None,2020-07-29 02:00:00, 21.3, None, -6999.0, 7.6, 7.6, 0.1, None, -6999.0, None, None, None, None,31
None, None, 6.749, None,2020-07-29 03:00:00, 21.3, None, -6999.0, 6.7, 6.8, 0.0, None, -6999.0, None, None, None, None,31
None, None, 6.497, None,2020-07-29 04:00:00, 21.3, None, -6999.0, 6.5, 6.3, -0.2, None, -6999.0, None, None, None, None,31
None, None, 5.584, None,2020-07-29 05:00:00, 21.3, None, -6999.0, 5.6, 5.6, None, None, -6999.0, None, None, None, None,31
None, None, 5.197, None,2020-07-29 06:00:00, 21.3, None, -6999.0, 5.2, 5.2, 0.1, None, -6999.0, None, None, None, None,31
None, None, 4.92, None,2020-07-29 07:00:00, 5.2, None, -6999.0, 4.9, 4.8, 0.1, None, -6999.0, None, None, None, None,31
None, None, 4.897, None,2020-07-29 08:00:00, 5.2, None, -6999.0, 4.9, 4.8, 0.0, None, -6999.0, None, None, None, None,31
None, None, 7.161, None,2020-07-29 09:00:00, 7.0, None, -6999.0, 7.2, 4.8, -0.1, None, -6999.0, None, None, None, None,31
None, None, 12.55, None,2020-07-29 10:00:00, 12.7, None, -6999.0, 12.6, 4.8, 0.1, None, -6999.0, None, None, None, None,31
None, None, 16.03, None,2020-07-29 11:00:00, 16.0, None, -6999.0, 16.0, 4.8, 0.4, None, -6999.0, None, None, None, None,31
None, None, 18.52, None,2020-07-29 12:00:00, None, None, None, None, None, None, None, None, None, None, None, None,31
None, None, 19.8, None,2020-07-29 13:00:00, 19.7, None, -6999.0, 19.8, 4.8, 0.1, None, -6999.0, None, None, None, None,31
None, None, 21.06, None,2020-07-29 14:00:00, 21.1, None, -6999.0, 21.1, 4.8, 0.3, None, -6999.0, None, None, None, None,31
None, None, 22.57, None,2020-07-29 15:00:00, 22.7, None, -6999.0, 22.6, 4.8, 0.2, None, -6999.0, None, None, None, None,31
None, None, 23.8, None,2020-07-29 16:00:00, 23.9, None, -6999.0, 23.8, 4.8, 0.1, None, -6999.0, None, None, None, None,31
None, None, 24.54, None,2020-07-29 17:00:00, 24.5, None, -6999.0, 24.5, 4.8, -0.3, None, -6999.0, None, None, None, None,31
None, None, 21.29, None,2020-07-29 18:00:00, 24.6, None, -6999.0, 21.3, 4.8, -0.2, None, -6999.0, None, None, None, None,31
None, None, 19.01, None,2020-07-29 19:00:00, 21.7, None, -6999.0, 19.0, 19.0, -0.2, None, -6999.0, None, None, None, None,31
None, None, 16.64, None,2020-07-29 20:00:00, 21.7, None, -6999.0, 16.6, 16.7, -0.2, None, -6999.0, None, None, None, None,31
None, None, 14.77, None,2020-07-29 21:00:00, 21.7, None, -6999.0, 14.8, 14.8, -0.3, None, -6999.0, None, None, None, None,31
None, None, 12.92, None,2020-07-29 22:00:00, 21.7, None, -6999.0, 12.9, 13.0, -0.3, None, -6999.0, None, None, None, None,31
None, None, 11.44, None,2020-07-29 23:00:00, 21.7, None, -6999.0, 11.4, 11.5, -0.1, None, -6999.0, None, None, None, None,31
None, None, 10.15, None,2020-07-30 00:00:00, 21.7, None, -6999.0, 10.2, 10.1, -0.1, None, -6999.0, None, None, None, None,31
None, None, 9.14, None,2020-07-30 01:00:00, 21.7, None, -6999.0, 9.1, 9.1, 0.0, None, -6999.0, None, None, None, None,31
None, None, 8.5, None,2020-07-30 02:00:00, 21.7, None, -6999.0, 8.5, 8.5, 0.1, None, -6999.0, None, None, None, None,31
None, None, 7.738, None,2020-07-30 03:00:00, 21.7, None, -6999.0, 7.7, 7.7, 0.1, None, -6999.0, None, None, None, None,31
None, None, 7.08, None,2020-07-30 04:00:00, 21.7, None, -6999.0, 7.1, 7.1, -0.2, None, -6999.0, None, None, None, None,31
None, None, 6.611, None,2020-07-30 05:00:00, 21.7, None, -6999.0, 6.6, 6.6, 0.1, None, -6999.0, None, None, None, None,31
None, None, 6.117, None,2020-07-30 06:00:00, 21.7, None, -6999.0, 6.1, 6.2, 0.2, None, -6999.0, None, None, None, None,31
None, None, 6.01, None,2020-07-30 07:00:00, 6.2, None, -6999.0, 6.0, 5.9, -0.1, None, -6999.0, None, None, None, None,31
None, None, 6.193, None,2020-07-30 08:00:00, 6.2, None, -6999.0, 6.2, 5.9, 0.2, None, -6999.0, None, None, None, None,31
None, None, 8.53, None,2020-07-30 09:00:00, 8.5, None, -6999.0, 8.5, 5.9, -0.1, None, -6999.0, None, None, None, None,31
None, None, 14.36, None,2020-07-30 10:00:00, 14.3, None, -6999.0, 14.4, 5.9, 0.3, None, -6999.0, None, None, None, None,31
None, None, 18.25, None,2020-07-30 11:00:00, 18.2, None, -6999.0, 18.3, 5.9, 0.2, None, -6999.0, None, None, None, None,31
None, None, 20.99, None,2020-07-30 12:00:00, 21.2, None, -6999.0, 21.0, 5.9, 1.0, None, -6999.0, None, None, None, None,31
None, None, 23.57, None,2020-07-30 13:00:00, 23.5, None, -6999.0, 23.6, 5.9, None, None, -6999.0, None, None, None, None,31
None, None, 23.82, None,2020-07-30 14:00:00, 23.8, None, -6999.0, 23.8, 5.9, -0.2, None, -6999.0, None, None, None, None,31
None, None, 27.29, None,2020-07-30 15:00:00, 27.2, None, -6999.0, 27.3, 5.9, 0.0, None, -6999.0, None, None, None, None,31
None, None, 27.77, None,2020-07-30 16:00:00, 27.8, None, -6999.0, 27.8, 5.9, 0.1, None, -6999.0, None, None, None, None,31
None, None, 26.26, None,2020-07-30 17:00:00, 28.3, None, -6999.0, 26.3, 5.9, 0.0, None, -6999.0, None, None, None, None,31
None, None, 24.04, None,2020-07-30 18:00:00, 28.3, None, -6999.0, 24.0, 5.9, -0.6, None, -6999.0, None, None, None, None,31
None, None, 21.28, None,2020-07-30 19:00:00, 24.1, None, -6999.0, 21.3, 21.2, -0.6, None, -6999.0, None, None, None, None,31
None, None, 19.37, None,2020-07-30 20:00:00, 24.1, None, -6999.0, 19.4, 19.4, -0.2, None, -6999.0, None, None, None, None,31
None, None, 17.09, None,2020-07-30 21:00:00, 24.1, None, -6999.0, 17.1, 17.1, -0.4, None, -6999.0, None, None, None, None,31
None, None, 14.96, None,2020-07-30 22:00:00, 24.1, None, -6999.0, 15.0, 15.0, -0.1, None, -6999.0, None, None, None, None,31
None, None, 13.76, None,2020-07-30 23:00:00, 24.1, None, -6999.0, 13.8, 13.8, -0.2, None, -6999.0, None, None, None, None,31
