CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 16.84, 32.8, None, None, None, 0.0, 9.15, 0.0, 222.3, 0.0, 0.0, 16.8, 16.8, None, None, 222.0, 21.8, None, None, 33.0, None,2020-07-29 00:00:00, None, None,31
None, 16.16, 35.08, None, None, None, 0.0, 9.82, 0.0, 226.1, 1.0, 0.0, 16.2, 16.1, None, None, 226.0, 21.8, None, None, 35.0, None,2020-07-29 01:00:00, None, None,31
None, 16.07, 33.44, None, None, None, 0.0, 8.08, 0.0, 230.5, 0.0, 0.0, 16.1, 16.0, None, None, 231.0, 21.8, None, None, 33.0, None,2020-07-29 02:00:00, None, None,31
None, 15.59, 33.91, None, None, None, 0.0, 5.977, 0.0, 236.4, 0.0, 0.0, 15.6, 15.6, None, None, 236.0, 21.8, None, None, 34.0, None,2020-07-29 03:00:00, None, None,31
None, 16.11, 31.04, None, None, None, 0.0, 5.487, 0.0, 231.6, -1.0, 0.0, 16.1, 15.6, None, None, 232.0, 21.8, None, None, 31.0, None,2020-07-29 04:00:00, None, None,31
None, 15.94, 34.1, None, None, None, 0.0, 6.52, 0.0, 221.2, 0.0, 0.0, 15.9, 15.6, None, None, 221.0, 21.8, None, None, 34.0, None,2020-07-29 05:00:00, None, None,31
None, 18.24, 34.51, None, None, None, 0.0, 8.18, 0.0, 213.6, 2.0, 0.0, 18.2, 15.6, None, None, 214.0, 21.8, None, None, 35.0, None,2020-07-29 06:00:00, None, None,31
None, None, 30.7, None, None, None, 0.0, 17.42, 0.0, 192.9, 2.0, 0.0, 19.6, 18.2, None, None, 193.0, 19.7, None, None, 31.0, None,2020-07-29 07:00:00, None, None,31
None, None, 31.15, None, None, None, 0.0, 25.39, 0.0, 176.9, 3.0, 0.0, 19.8, 18.2, None, None, 177.0, 20.0, None, None, 31.0, None,2020-07-29 08:00:00, None, None,31
None, None, 24.96, None, None, None, 0.0, 27.77, 0.0, 176.1, 1.0, 0.0, 22.5, 18.2, None, None, 176.0, 24.3, None, None, 25.0, None,2020-07-29 09:00:00, None, None,31
None, None, 27.54, None, None, None, 0.0, 14.12, 0.0, 221.0, 3.0, 0.0, 22.2, 18.2, None, None, 221.0, 24.3, None, None, 28.0, None,2020-07-29 10:00:00, None, None,31
