snw_dpth_wtr_equiv,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,snw_dpth,MAX_TEMP,week_of_year
-562.0, None,2022-10-15 00:00:00,8.0, None, None, None,42
-562.0, None,2022-10-15 01:00:00,7.7, None, None, None,42
-562.0, None,2022-10-15 02:00:00,7.9, None, None, None,42
-562.0, None,2022-10-15 03:00:00,8.1, None, None, None,42
-562.0, None,2022-10-15 05:00:00,7.9, None, None, None,42
-562.0, None,2022-10-15 06:00:00,7.9, None, None, None,42
-562.0, None,2022-10-15 07:00:00,7.8, None, None, None,42
-562.0, None,2022-10-15 08:00:00,7.9, None, None, None,42
-562.0, None,2022-10-15 09:00:00,8.4, None, None, None,42
-562.0, None,2022-10-15 10:00:00,8.5, None, None, None,42
-562.0, None,2022-10-15 11:00:00,8.8, None, None, None,42
-562.0, None,2022-10-15 12:00:00,9.1, None, None, None,42
-562.0, None,2022-10-15 13:00:00,9.6, None, None, None,42
-562.0, None,2022-10-15 14:00:00,9.8, None, None, None,42
-562.0, None,2022-10-15 15:00:00,9.8, None, None, None,42
-562.0, None,2022-10-15 16:00:00,9.7, None, None, None,42
-562.0, None,2022-10-15 17:00:00,10.4, None, None, None,42
-562.0, None,2022-10-15 18:00:00,8.8, None, None, None,42
-562.0, None,2022-10-15 19:00:00,8.8, None, None, None,42
-562.0, None,2022-10-15 20:00:00,8.7, None, None, None,42
-562.0, None,2022-10-15 21:00:00,8.5, None, None, None,42
-562.0, None,2022-10-15 22:00:00,8.4, None, None, None,42
-562.0, None,2022-10-15 23:00:00,8.2, None, None, None,42
-562.0, None,2022-10-16 00:00:00,8.1, None, None, None,42
-562.0, None,2022-10-16 01:00:00,7.9, None, None, None,42
-562.0, None,2022-10-16 02:00:00,7.6, None, None, None,42
-562.0, None,2022-10-16 03:00:00,7.6, None, None, None,42
-562.0, None,2022-10-16 04:00:00,7.2, None, None, None,42
-562.0, None,2022-10-16 05:00:00,7.2, None, None, None,42
-562.0, None,2022-10-16 06:00:00,7.1, None, None, None,42
-562.0, None,2022-10-16 07:00:00,7.1, None, None, None,42
-562.0, None,2022-10-16 08:00:00,7.0, None, None, None,42
-562.0, None,2022-10-16 09:00:00,7.1, None, None, None,42
-562.0, None,2022-10-16 10:00:00,7.2, None, None, None,42
-562.0, None,2022-10-16 11:00:00,7.5, None, None, None,42
-562.0, None,2022-10-16 12:00:00,7.8, None, None, None,42
-562.0, None,2022-10-16 13:00:00,8.4, None, None, None,42
-562.0, None,2022-10-16 14:00:00,8.6, None, None, None,42
-562.0, None,2022-10-16 15:00:00,9.1, None, None, None,42
-562.0, None,2022-10-16 16:00:00,9.0, None, None, None,42
-562.0, None,2022-10-16 17:00:00,8.4, None, None, None,42
-562.0, None,2022-10-16 18:00:00,8.1, None, None, None,42
-562.0, None,2022-10-16 19:00:00,8.1, None, None, None,42
-562.0, None,2022-10-16 20:00:00,7.7, None, None, None,42
-562.0, None,2022-10-16 21:00:00,7.3, None, None, None,42
-562.0, None,2022-10-16 22:00:00,6.6, None, None, None,42
-562.0, None,2022-10-16 23:00:00,5.8, None, None, None,42
-562.0, None,2022-10-17 00:00:00,5.2, None, None, None,42
-562.0, None,2022-10-17 01:00:00,5.3, None, None, None,42
-562.0, None,2022-10-17 02:00:00,4.9, None, None, None,42
-562.0, None,2022-10-17 03:00:00,4.1, None, None, None,42
-562.0, None,2022-10-17 04:00:00,3.8, None, None, None,42
-562.0, None,2022-10-17 05:00:00,7.0, None, None, None,42
-562.0, None,2022-10-17 06:00:00,7.7, None, None, None,42
-562.0, None,2022-10-17 07:00:00,8.9, None, None, None,42
-562.0, None,2022-10-17 08:00:00,8.7, None, None, None,42
-562.0, None,2022-10-17 09:00:00,9.3, None, None, None,42
-562.0, None,2022-10-17 10:00:00,9.0, None, None, None,42
-562.0, None,2022-10-17 11:00:00,8.9, None, None, None,42
-562.0, None,2022-10-17 12:00:00,9.0, None, None, None,42
-562.0, None,2022-10-17 13:00:00,8.9, None, None, None,42
-562.0, None,2022-10-17 14:00:00,9.0, None, None, None,42
-562.0, None,2022-10-17 15:00:00,8.9, None, None, None,42
-562.0, None,2022-10-17 16:00:00,9.1, None, None, None,42
-562.0, None,2022-10-17 17:00:00,8.8, None, None, None,42
-562.0, None,2022-10-17 18:00:00,8.7, None, None, None,42
-562.0, None,2022-10-17 19:00:00,8.4, None, None, None,42
-562.0, None,2022-10-17 21:00:00,7.5, None, None, None,42
-562.0, None,2022-10-17 22:00:00,7.1, None, None, None,42
-562.0, None,2022-10-17 23:00:00,7.2, None, None, None,42
-562.0, None,2022-10-18 00:00:00,7.1, None, None, None,42
-562.0, None,2022-10-18 01:00:00,7.2, None, None, None,42
-562.0, None,2022-10-18 02:00:00,7.4, None, None, None,42
-562.0, None,2022-10-18 03:00:00,7.0, None, None, None,42
-562.0, None,2022-10-18 04:00:00,7.0, None, None, None,42
-562.0, None,2022-10-18 05:00:00,7.2, None, None, None,42
-562.0, None,2022-10-18 06:00:00,7.1, None, None, None,42
-562.0, None,2022-10-18 07:00:00,7.3, None, None, None,42
-562.0, None,2022-10-18 08:00:00,7.3, None, None, None,42
-562.0, None,2022-10-18 09:00:00,7.4, None, None, None,42
-562.0, None,2022-10-18 10:00:00,7.7, None, None, None,42
-562.0, None,2022-10-18 11:00:00,8.0, None, None, None,42
-562.0, None,2022-10-18 12:00:00,8.8, None, None, None,42
-562.0, None,2022-10-18 13:00:00,9.2, None, None, None,42
-562.0, None,2022-10-18 14:00:00,9.6, None, None, None,42
-562.0, None,2022-10-18 15:00:00,9.5, None, None, None,42
-562.0, None,2022-10-18 16:00:00,9.4, None, None, None,42
-562.0, None,2022-10-18 17:00:00,10.0, None, None, None,42
-562.0, None,2022-10-18 18:00:00,9.3, None, None, None,42
-562.0, None,2022-10-18 19:00:00,9.1, None, None, None,42
