pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,stn_pres,week_of_year
None, 0.707, 91.7, 2.4, 21.3, 17.55, 11.89, 347.3, -1.0, 11.9, 0.7, 0.5, -1.0, 0.0, 347.0, 0.0, 92.0,2020-10-28 00:00:00, -6999.0, -6999.0,44
None, 0.615, 90.4, 2.4, 28.4, 23.29, 11.36, 354.0, -1.0, 11.4, 0.6, 0.5, -1.0, 0.0, 354.0, 0.0, 90.0,2020-10-28 01:00:00, -6999.0, -6999.0,44
None, 0.439, 92.6, 2.4, 22.7, 24.18, 9.17, 359.9, -1.0, 9.2, 0.4, 0.4, -1.0, 0.0, 360.0, 0.0, 93.0,2020-10-28 02:00:00, -6999.0, -6999.0,44
None, 0.733, 88.4, 2.4, 26.5, 23.34, 10.45, 348.6, -1.0, 10.5, 0.7, 0.4, -1.0, 0.0, 349.0, 0.0, 88.0,2020-10-28 03:00:00, -6999.0, -6999.0,44
None, 0.306, 91.0, 2.4, 26.1, 19.51, 11.07, 351.6, -1.0, 11.1, 0.3, 0.3, -1.0, 0.0, 352.0, 0.0, 91.0,2020-10-28 04:00:00, -6999.0, -6999.0,44
None, 0.42, 87.9, 2.4, 22.7, 21.52, 11.57, 341.3, -1.0, 11.6, 0.4, 0.3, -1.0, 0.0, 341.0, 0.0, 88.0,2020-10-28 05:00:00, -6999.0, -6999.0,44
None, 0.466, 87.6, None, None, 33.32, 8.72, 340.0, None, None, None, None, -1.0, None, None, None, None,2020-10-28 06:00:00, None, None,44
None, 0.194, 89.7, 0.7, 19.2, 25.99, 6.604, 337.5, -1.0, 6.6, 0.2, 0.2, -1.0, 0.0, 338.0, 0.0, 90.0,2020-10-28 07:00:00, -6999.0, -6999.0,44
None, 0.086, 88.9, 0.7, 20.5, 57.46, 3.272, 301.0, -1.0, 3.3, 0.1, -0.7, -1.0, 0.0, 301.0, 0.0, 89.0,2020-10-28 08:00:00, -6999.0, -6999.0,44
None, 0.359, 85.3, 0.7, 26.8, 32.2, 11.15, 337.3, -2.0, 11.2, 0.4, -0.7, -2.0, 0.0, 337.0, 0.0, 85.0,2020-10-28 09:00:00, -6999.0, -6999.0,44
None, 0.243, 88.0, 0.7, 22.4, 47.98, 6.532, 359.9, -1.0, 6.5, 0.2, -0.7, -1.0, 0.0, 360.0, 0.0, 88.0,2020-10-28 10:00:00, -6999.0, -6999.0,44
None, 1.066, 86.5, 1.0, 25.3, 28.14, 8.02, 1.245, -1.0, 8.0, 1.1, -0.7, -1.0, 0.0, 1.0, 0.0, 87.0,2020-10-28 11:00:00, -6999.0, -6999.0,44
None, 1.217, 87.8, 1.4, 16.1, 22.12, 7.317, 345.5, 0.0, 7.3, 1.2, -0.7, 0.0, 0.0, 346.0, 0.0, 88.0,2020-10-28 12:00:00, -6999.0, -6999.0,44
None, 1.363, 87.0, 1.5, 19.2, 18.52, 11.37, 343.3, 0.0, 11.4, 1.4, -0.7, 0.0, 0.0, 343.0, 0.0, 87.0,2020-10-28 13:00:00, -6999.0, -6999.0,44
None, 1.49, 87.6, 1.5, 16.6, 17.35, 8.91, 347.9, 0.0, 8.9, 1.5, -0.7, 0.0, 0.0, 348.0, 0.0, 88.0,2020-10-28 14:00:00, -6999.0, -6999.0,44
None, 1.32, 92.4, 1.6, 15.0, 40.41, 5.749, 357.4, 0.0, 5.7, 1.3, -0.7, 0.0, 0.0, 357.0, 0.0, 92.0,2020-10-28 15:00:00, -6999.0, -6999.0,44
None, 0.792, 94.8, 1.6, 3.6, 61.89, 0.668, 197.7, 0.0, 0.7, 0.8, -0.7, 0.0, 0.0, 198.0, 1.0, 95.0,2020-10-28 16:00:00, -6999.0, -6999.0,44
None, 0.542, 95.8, 1.6, 8.3, 76.48, 1.279, 163.4, 0.0, 1.3, 0.5, -0.7, 0.0, 0.0, 163.0, 1.0, 96.0,2020-10-28 17:00:00, -6999.0, -6999.0,44
None, 0.425, 96.5, 1.6, 11.9, 41.07, 4.097, 342.3, 0.0, 4.1, 0.4, -0.7, 0.0, 0.0, 342.0, 1.0, 97.0,2020-10-28 18:00:00, -6999.0, -6999.0,44
None, 0.532, 96.6, 0.7, 16.7, 21.64, 8.34, 353.4, 0.0, 8.3, 0.5, 0.3, 0.0, 0.0, 353.0, 0.0, 97.0,2020-10-28 19:00:00, -6999.0, -6999.0,44
None, 0.565, 96.7, 0.7, 13.1, 53.88, 3.903, 344.2, 0.0, 3.9, 0.6, 0.3, 0.0, 0.0, 344.0, 0.0, 97.0,2020-10-28 20:00:00, -6999.0, -6999.0,44
None, 0.436, 96.9, 0.7, 6.7, 53.84, 1.937, 162.3, 0.0, 1.9, 0.4, 0.3, 0.0, 0.0, 162.0, 0.0, 97.0,2020-10-28 21:00:00, -6999.0, -6999.0,44
None, 0.472, 97.3, 0.7, 4.1, 68.74, 0.862, 253.8, 0.0, 0.9, 0.5, 0.3, 0.0, 0.0, 254.0, 0.0, 97.0,2020-10-28 22:00:00, -6999.0, -6999.0,44
None, 0.409, 97.3, 0.7, 9.2, 44.38, 1.452, 327.2, 0.0, 1.5, 0.4, 0.3, 0.0, 0.0, 327.0, 1.0, 97.0,2020-10-28 23:00:00, -6999.0, -6999.0,44
None, 0.437, 97.5, 0.7, 10.8, 23.33, 4.693, 332.3, 0.0, 4.7, 0.4, 0.3, 0.0, 0.0, 332.0, 1.0, 98.0,2020-10-29 00:00:00, -6999.0, -6999.0,44
None, 0.488, 97.9, 0.7, 17.9, 18.98, 8.88, 355.6, 0.0, 8.9, 0.5, 0.2, 0.0, 0.0, 356.0, 0.0, 98.0,2020-10-29 01:00:00, -6999.0, -6999.0,44
