pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None, 4.008, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 4.0, 2.4, 0.0, None, None, -6999.0, 4.2, None, None, -6999.0, None,2020-10-28 00:00:00, -6999.0, None, -6999.0, -6999.0,44
None, 4.398, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 4.4, 2.4, 0.1, None, None, -6999.0, 4.4, None, None, -6999.0, None,2020-10-28 01:00:00, -6999.0, None, -6999.0, -6999.0,44
None, 4.34, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 4.3, 2.4, 0.0, None, None, -6999.0, 4.4, None, None, -6999.0, None,2020-10-28 02:00:00, -6999.0, None, -6999.0, -6999.0,44
None, 4.246, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 4.2, 2.4, 0.0, None, None, -6999.0, 4.4, None, None, -6999.0, None,2020-10-28 03:00:00, -6999.0, None, -6999.0, -6999.0,44
None, 4.493, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 4.5, 2.4, 0.1, None, None, -6999.0, 4.5, None, None, -6999.0, None,2020-10-28 04:00:00, -6999.0, None, -6999.0, -6999.0,44
None, 4.578, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 4.6, 2.4, 0.0, None, None, -6999.0, 4.6, None, None, -6999.0, None,2020-10-28 05:00:00, -6999.0, None, -6999.0, -6999.0,44
None, 4.407, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-10-28 06:00:00, None, None, None, None,44
None, 3.818, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 3.8, 3.8, 0.2, None, None, -6999.0, 4.5, None, None, -6999.0, None,2020-10-28 07:00:00, -6999.0, None, -6999.0, -6999.0,44
None, 4.322, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 4.3, 3.8, 0.3, None, None, -6999.0, 4.5, None, None, -6999.0, None,2020-10-28 08:00:00, -6999.0, None, -6999.0, -6999.0,44
None, 4.445, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 4.4, 3.8, 0.3, None, None, -6999.0, 4.5, None, None, -6999.0, None,2020-10-28 09:00:00, -6999.0, None, -6999.0, -6999.0,44
None, 4.331, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 4.3, 3.8, 0.0, None, None, -6999.0, 4.6, None, None, -6999.0, None,2020-10-28 10:00:00, -6999.0, None, -6999.0, -6999.0,44
None, 4.692, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 4.7, 3.8, 0.2, None, None, -6999.0, 4.8, None, None, -6999.0, None,2020-10-28 11:00:00, -6999.0, None, -6999.0, -6999.0,44
None, 4.806, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 4.8, 3.8, 0.0, None, None, -6999.0, 4.8, None, None, -6999.0, None,2020-10-28 12:00:00, -6999.0, None, -6999.0, -6999.0,44
