pcpn_amt_pst24hrs,air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,HEIGHT_OF_SNOW,time,snw_dpth,dwpt_temp,week_of_year
7.0, 2.4, 2.396, 2.4, 1.0, None, 3.3, -6999.0, None,2020-10-28 00:00:00, None, -6999.0,44
8.0, 2.4, 2.361, 2.4, 1.0, None, 3.3, -6999.0, None,2020-10-28 01:00:00, None, -6999.0,44
8.0, 2.4, 2.417, 2.3, 0.0, None, 3.3, -6999.0, None,2020-10-28 02:00:00, None, -6999.0,44
9.0, 2.6, 2.566, 2.3, 1.0, None, 3.3, -6999.0, None,2020-10-28 03:00:00, None, -6999.0,44
10.0, 2.7, 2.672, 2.3, 1.0, None, 3.3, -6999.0, None,2020-10-28 04:00:00, None, -6999.0,44
11.0, 2.5, 2.48, 2.3, 1.0, None, 3.3, -6999.0, None,2020-10-28 05:00:00, None, -6999.0,44
None, None, 2.245, None, None, None, None, None, None,2020-10-28 06:00:00, None, None,44
12.0, 2.2, 2.162, 2.2, 1.0, None, 2.2, -6999.0, None,2020-10-28 07:00:00, None, -6999.0,44
13.0, 2.0, 2.047, 2.1, 1.0, None, 2.2, -6999.0, None,2020-10-28 08:00:00, None, -6999.0,44
13.0, 1.8, 1.798, 1.8, 0.0, None, 2.2, -6999.0, None,2020-10-28 09:00:00, None, -6999.0,44
14.0, 1.9, 1.904, 1.8, 1.0, None, 2.2, -6999.0, None,2020-10-28 10:00:00, None, -6999.0,44
14.0, 2.3, 2.288, 1.8, 0.0, None, 2.3, -6999.0, None,2020-10-28 11:00:00, None, -6999.0,44
15.0, 2.7, 2.695, 1.8, 1.0, None, 2.7, -6999.0, None,2020-10-28 12:00:00, None, -6999.0,44
15.0, 2.9, 2.887, 1.8, 0.0, None, 2.9, -6999.0, None,2020-10-28 13:00:00, None, -6999.0,44
16.0, 3.0, 2.971, 1.8, 1.0, None, 3.0, -6999.0, None,2020-10-28 14:00:00, None, -6999.0,44
16.0, 2.9, 2.865, 1.8, 0.0, None, 3.0, -6999.0, None,2020-10-28 15:00:00, None, -6999.0,44
16.0, 2.6, 2.63, 1.8, 1.0, None, 3.0, -6999.0, None,2020-10-28 16:00:00, None, -6999.0,44
17.0, 2.4, 2.417, 1.8, 1.0, None, 3.0, -6999.0, None,2020-10-28 17:00:00, None, -6999.0,44
18.0, 2.1, 2.139, 1.8, 2.0, None, 3.0, -6999.0, None,2020-10-28 18:00:00, None, -6999.0,44
19.0, 2.0, 1.97, 2.0, 2.0, None, 2.1, -6999.0, None,2020-10-28 19:00:00, None, -6999.0,44
20.0, 1.9, 1.947, 1.9, 2.0, None, 2.1, -6999.0, None,2020-10-28 20:00:00, None, -6999.0,44
21.0, 2.1, 2.139, 1.9, 1.0, None, 2.1, -6999.0, None,2020-10-28 21:00:00, None, -6999.0,44
21.0, 2.2, 2.162, 1.9, 1.0, None, 2.2, -6999.0, None,2020-10-28 22:00:00, None, -6999.0,44
21.0, 2.2, 2.186, 1.9, 1.0, None, 2.2, -6999.0, None,2020-10-28 23:00:00, None, -6999.0,44
22.0, 2.2, 2.21, 1.9, 2.0, None, 2.2, -6999.0, None,2020-10-29 00:00:00, None, -6999.0,44
23.0, 2.2, 2.245, 1.9, 2.0, None, 2.2, -6999.0, None,2020-10-29 01:00:00, None, -6999.0,44
24.0, 2.3, 2.311, 1.9, 1.0, None, 2.3, -6999.0, None,2020-10-29 02:00:00, None, -6999.0,44
25.0, 2.4, 2.41, 1.9, 2.0, None, 2.4, -6999.0, None,2020-10-29 03:00:00, None, -6999.0,44
26.0, 2.5, 2.503, 1.9, 2.0, None, 2.5, -6999.0, None,2020-10-29 04:00:00, None, -6999.0,44
26.0, 2.6, 2.587, 1.9, 1.0, None, 2.6, -6999.0, None,2020-10-29 05:00:00, None, -6999.0,44
27.0, 2.7, 2.672, 1.9, 1.0, None, 2.7, -6999.0, None,2020-10-29 06:00:00, None, -6999.0,44
27.0, 2.7, 2.736, 2.7, 1.0, None, 2.7, -6999.0, None,2020-10-29 07:00:00, None, -6999.0,44
27.0, 2.8, 2.844, 2.7, 1.0, None, 2.8, -6999.0, None,2020-10-29 08:00:00, None, -6999.0,44
28.0, 3.2, 3.206, 2.7, 1.0, None, 3.2, -6999.0, None,2020-10-29 09:00:00, None, -6999.0,44
27.0, 3.9, 3.85, 2.7, 0.0, None, 3.8, -6999.0, None,2020-10-29 10:00:00, None, -6999.0,44
28.0, 5.0, 4.979, 2.7, 1.0, None, 5.0, -6999.0, None,2020-10-29 11:00:00, None, -6999.0,44
27.0, 6.0, 5.969, 2.7, 0.0, None, 6.0, -6999.0, None,2020-10-29 12:00:00, None, -6999.0,44
28.0, 7.0, 6.975, 2.7, 1.0, None, 7.0, -6999.0, None,2020-10-29 13:00:00, None, -6999.0,44
27.0, 7.4, 7.444, 2.7, 0.0, None, 7.4, -6999.0, None,2020-10-29 14:00:00, None, -6999.0,44
27.0, 7.4, 7.356, 2.7, 0.0, None, 7.5, -6999.0, None,2020-10-29 15:00:00, None, -6999.0,44
26.7, 7.1, 7.111, 2.7, 0.7, None, 7.5, -6999.0, None,2020-10-29 16:00:00, None, -6999.0,44
26.0, 6.6, 6.564, 2.7, 0.3, None, 7.5, -6999.0, None,2020-10-29 17:00:00, None, -6999.0,44
None, 5.8, 5.808, 2.7, -1.0, None, 7.5, -6999.0, None,2020-10-29 18:00:00, None, -6999.0,44
