pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,PRECIP_DETECTOR_RATIO,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,week_of_year
0.0, 3.099, 89.4, None, None, None, None, None, None, None, 1.0, 3.1, 2.2, 0.0, None, 7.8, None, 89.0, None,2020-10-28 00:00:00, None,44
0.0, 2.642, 90.9, None, None, None, None, None, None, None, 1.0, 2.6, 2.2, 0.0, None, 7.8, None, 91.0, None,2020-10-28 01:00:00, None,44
0.0, 2.355, 91.5, None, None, None, None, None, None, None, 1.0, 2.4, 2.2, 0.0, None, 7.8, None, 92.0, None,2020-10-28 02:00:00, None,44
0.0, 3.568, 91.3, None, None, None, None, None, None, None, 2.0, 3.6, 2.2, 0.0, None, 7.8, None, 91.0, None,2020-10-28 03:00:00, None,44
0.0, 2.576, 92.0, None, None, None, None, None, None, None, 1.0, 2.6, 2.2, 0.0, None, 7.8, None, 92.0, None,2020-10-28 04:00:00, None,44
0.0, 2.863, 93.1, None, None, None, None, None, None, None, 2.0, 2.9, 2.2, 0.0, None, 7.8, None, 93.0, None,2020-10-28 05:00:00, None,44
None, 2.878, 92.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-10-28 06:00:00, None,44
0.0, 2.662, 93.2, None, None, None, None, None, None, None, 2.0, 2.7, 2.6, 0.0, None, 3.1, None, 93.0, None,2020-10-28 07:00:00, None,44
0.0, 2.736, 92.7, None, None, None, None, None, None, None, 2.0, 2.7, 2.6, 0.0, None, 3.2, None, 93.0, None,2020-10-28 08:00:00, None,44
0.0, 3.097, 92.9, None, None, None, None, None, None, None, 2.0, 3.1, 2.6, 0.0, None, 3.2, None, 93.0, None,2020-10-28 09:00:00, None,44
0.0, 4.769, 89.2, None, None, None, None, None, None, None, 3.0, 4.8, 2.6, 0.0, None, 4.8, None, 89.0, None,2020-10-28 10:00:00, None,44
0.0, 6.025, 81.3, None, None, None, None, None, None, None, 3.0, 6.0, 2.6, 0.0, None, 6.0, None, 81.0, None,2020-10-28 11:00:00, None,44
0.0, 5.844, 78.33, None, None, None, None, None, None, None, 2.0, 5.8, 2.6, 0.0, None, 6.2, None, 78.0, None,2020-10-28 12:00:00, None,44
0.0, 5.823, 78.74, None, None, None, None, None, None, None, 2.0, 5.8, 2.6, 0.0, None, 6.2, None, 79.0, None,2020-10-28 13:00:00, None,44
0.0, 7.228, 75.8, None, None, None, None, None, None, None, 3.0, 7.2, 2.6, 0.0, None, 7.2, None, 76.0, None,2020-10-28 14:00:00, None,44
0.0, 8.62, 74.23, None, None, None, None, None, None, None, 4.0, 8.6, 2.6, 0.0, None, 8.6, None, 74.0, None,2020-10-28 15:00:00, None,44
0.0, 8.53, 73.38, None, None, None, None, None, None, None, 4.0, 8.5, 2.6, 0.0, None, 9.0, None, 73.0, None,2020-10-28 16:00:00, None,44
0.0, 7.463, 76.67, None, None, None, None, None, None, None, 4.0, 7.5, 2.6, 0.0, None, 9.0, None, 77.0, None,2020-10-28 17:00:00, None,44
0.0, 7.319, 75.6, None, None, None, None, None, None, None, 3.0, 7.3, 2.6, 0.0, None, 9.0, None, 76.0, None,2020-10-28 18:00:00, None,44
0.0, 6.555, 80.8, None, None, None, None, None, None, None, 4.0, 6.6, 6.4, 0.0, None, 7.3, None, 81.0, None,2020-10-28 19:00:00, None,44
0.0, 5.36, 84.6, None, None, None, None, None, None, None, 3.0, 5.4, 5.4, 0.0, None, 7.3, None, 85.0, None,2020-10-28 20:00:00, None,44
0.0, 4.58, 89.2, None, None, None, None, None, None, None, 3.0, 4.6, 4.6, 0.0, None, 7.3, None, 89.0, None,2020-10-28 21:00:00, None,44
0.0, 3.988, 91.1, None, None, None, None, None, None, None, 3.0, 4.0, 4.0, 0.0, None, 7.3, None, 91.0, None,2020-10-28 22:00:00, None,44
0.0, 3.868, 91.4, None, None, None, None, None, None, None, 3.0, 3.9, 3.9, 0.0, None, 7.3, None, 91.0, None,2020-10-28 23:00:00, None,44
0.0, 3.737, 91.8, None, None, None, None, None, None, None, 3.0, 3.7, 3.7, 0.0, None, 7.3, None, 92.0, None,2020-10-29 00:00:00, None,44
0.0, 3.826, 91.6, None, None, None, None, None, None, None, 3.0, 3.8, 3.7, 0.0, None, 7.3, None, 92.0, None,2020-10-29 01:00:00, None,44
0.0, 3.873, 91.9, None, None, None, None, None, None, None, 3.0, 3.9, 3.7, 0.0, None, 7.3, None, 92.0, None,2020-10-29 02:00:00, None,44
0.0, 3.952, 92.3, None, None, None, None, None, None, None, 3.0, 4.0, 3.7, 0.0, None, 7.3, None, 92.0, None,2020-10-29 03:00:00, None,44
0.0, 4.292, 92.1, None, None, None, None, None, None, None, 3.0, 4.3, 3.7, 0.0, None, 7.3, None, 92.0, None,2020-10-29 04:00:00, None,44
0.0, 5.596, 85.3, None, None, None, None, None, None, None, 3.0, 5.6, 3.7, 0.0, None, 7.3, None, 85.0, None,2020-10-29 05:00:00, None,44
0.0, 5.63, 86.1, None, None, None, None, None, None, None, 3.0, 5.6, 3.7, 0.0, None, 7.3, None, 86.0, None,2020-10-29 06:00:00, None,44
0.0, 5.154, 88.9, None, None, None, None, None, None, None, 3.0, 5.2, 5.2, 0.0, None, 5.7, None, 89.0, None,2020-10-29 07:00:00, None,44
0.0, 4.851, 92.2, None, None, None, None, None, None, None, 4.0, 4.9, 4.9, 0.1, None, 5.7, None, 92.0, None,2020-10-29 08:00:00, None,44
0.0, 5.334, 92.0, None, None, None, None, None, None, None, 4.0, 5.3, 4.9, 0.0, None, 5.7, None, 92.0, None,2020-10-29 09:00:00, None,44
