WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, 17.7, 0.996999, 79.2, 81.0,2017-09-10 00:00:00, 16.87,37
None, 16.9, 0.481, 81.0, 84.0,2017-09-10 01:00:00, 15.93,37
None, 15.9, 0.419999, 84.0, 85.7,2017-09-10 02:00:00, 14.93,37
None, 14.9, 0.564, 85.7, 88.3,2017-09-10 03:00:00, 13.96,37
None, 14.0, 0.513998, 88.3, 88.7,2017-09-10 04:00:00, 13.31,37
None, 13.3, 0.356, 88.7, 88.5,2017-09-10 05:00:00, 12.66,37
None, 12.7, 0.777998, 88.5, 88.7,2017-09-10 06:00:00, 12.05,37
None, 12.1, 0.201, 88.7, 81.5,2017-09-10 07:00:00, 13.15,37
None, 13.2, 0.263998, 81.5, 73.67,2017-09-10 08:00:00, 14.93,37
None, 14.9, 1.261, 73.7, 67.73,2017-09-10 09:00:00, 16.14,37
None, 16.1, 1.146, 67.7, 52.98,2017-09-10 10:00:00, 18.41,37
None, 18.4, 0.963998, 53.0, 44.41,2017-09-10 11:00:00, 20.46,37
None, 20.5, 2.363, 44.4, 34.25,2017-09-10 12:00:00, 22.93,37
None, 22.9, 3.556, 34.3, 25.45,2017-09-10 13:00:00, 24.6,37
None, 24.6, 3.23, 25.5, 18.61,2017-09-10 14:00:00, 25.96,37
None, 26.0, 2.482, 18.6, 15.62,2017-09-10 15:00:00, 27.01,37
None, 27.0, 1.752, 15.6, 13.41,2017-09-10 16:00:00, 27.47,37
None, 27.5, 1.807, 13.4, 15.39,2017-09-10 17:00:00, 27.28,37
None, 27.3, 0.575999, 15.4, 26.46,2017-09-10 18:00:00, 23.73,37
None, 23.7, 0.25, 26.5, 35.78,2017-09-10 19:00:00, 20.92,37
None, 20.9, 0.633, 35.8, 45.33,2017-09-10 20:00:00, 18.65,37
None, 18.7, 0.209, 45.3, 52.5,2017-09-10 21:00:00, 16.92,37
None, 16.9, 0.172998, 52.5, 54.48,2017-09-10 22:00:00, 15.66,37
None, 15.7, 0.802999, 54.5, 61.58,2017-09-10 23:00:00, 14.18,37
None, 14.2, 0.266999, 61.6, 61.76,2017-09-11 00:00:00, 13.07,37
None, 13.1, 0.214, 61.8, 64.16,2017-09-11 01:00:00, 11.94,37
None, 11.9, 0.177, 64.2, 69.07,2017-09-11 02:00:00, 11.12,37
None, 11.1, 0.609, 69.1, 74.79,2017-09-11 03:00:00, 10.44,37
None, 10.4, 0.228, 74.8, 75.58,2017-09-11 04:00:00, 9.57,37
None, 9.6, 0.347, 75.6, 76.72,2017-09-11 05:00:00, 9.0,37
None, 9.0, 0.146999, 76.7, 76.87,2017-09-11 06:00:00, 8.58,37
None, 8.6, 1.053, 76.9, 72.93,2017-09-11 07:00:00, 9.94,37
None, 9.9, 0.381, 72.9, 60.78,2017-09-11 08:00:00, 12.54,37
None, 12.5, 0.435, 60.8, 49.93,2017-09-11 09:00:00, 15.32,37
None, 15.3, 0.773998, 49.9, 37.66,2017-09-11 10:00:00, 18.51,37
None, 18.5, 1.948, 37.7, 33.73,2017-09-11 11:00:00, 20.72,37
None, 20.7, 2.631, 33.7, 29.28,2017-09-11 12:00:00, 23.77,37
None, 23.8, 2.234, 29.3, 23.57,2017-09-11 13:00:00, 27.08,37
None, 27.1, 3.688, 23.6, 19.71,2017-09-11 14:00:00, 28.86,37
None, 28.9, 4.024, 19.7, 17.53,2017-09-11 15:00:00, 30.24,37
None, 30.2, 1.962, 17.5, 17.27,2017-09-11 16:00:00, 30.86,37
None, 30.9, 0.657, 17.3, 22.51,2017-09-11 17:00:00, 29.08,37
None, 29.1, 0.264999, 22.5, 29.13,2017-09-11 18:00:00, 25.91,37
None, 25.9, 0.165, 29.1, 38.39,2017-09-11 19:00:00, 22.49,37
None, 22.5, 0.17, 38.4, 47.8,2017-09-11 20:00:00, 20.16,37
None, 20.2, 0.193, 47.8, 56.66,2017-09-11 21:00:00, 18.13,37
None, 18.1, 0.238998, 56.7, 65.55,2017-09-11 22:00:00, 16.67,37
None, 16.7, 0.381998, 65.6, 69.29,2017-09-11 23:00:00, 15.53,37
None, 15.5, 0.166998, 69.3, 70.52,2017-09-12 00:00:00, 14.61,37
None, 14.6, 0.016, 70.5, 71.57,2017-09-12 01:00:00, 13.77,37
None, 13.8, 0.172998, 71.6, 72.32,2017-09-12 02:00:00, 13.14,37
None, 13.1, 0.236, 72.3, 70.86,2017-09-12 03:00:00, 12.62,37
None, 12.6, 0.241999, 70.9, 73.25,2017-09-12 04:00:00, 11.92,37
None, 11.9, 0.338999, 73.3, 74.7,2017-09-12 05:00:00, 11.11,37
None, 11.1, 0.275, 74.7, 76.83,2017-09-12 06:00:00, 10.59,37
None, 10.6, 0.735, 76.8, 74.74,2017-09-12 07:00:00, 11.78,37
None, 11.8, 0.479999, 74.7, 64.32,2017-09-12 08:00:00, 13.72,37
None, 13.7, 0.667999, 64.3, 52.1,2017-09-12 09:00:00, 16.66,37
None, 16.7, 1.383, 52.1, 42.24,2017-09-12 10:00:00, 19.56,37
None, 19.6, 1.972, 42.2, 34.09,2017-09-12 11:00:00, 22.37,37
None, 22.4, 3.3, 34.1, 29.81,2017-09-12 12:00:00, 25.09,37
None, 25.1, 2.074, 29.8, 25.83,2017-09-12 13:00:00, 27.33,37
None, 27.3, 1.499, 25.8, 21.9,2017-09-12 14:00:00, 29.58,37
None, 29.6, 2.152, 21.9, 20.86,2017-09-12 15:00:00, 30.48,37
None, 30.5, 1.044, 20.9, 22.06,2017-09-12 16:00:00, 30.25,37
None, 30.3, 0.639998, 22.1, 27.92,2017-09-12 17:00:00, 28.55,37
None, 28.6, 1.741, 27.9, 32.29,2017-09-12 18:00:00, 26.44,37
None, 26.4, 3.466, 32.3, 36.88,2017-09-12 19:00:00, 23.49,37
None, 23.5, 3.271, 36.9, 41.16,2017-09-12 20:00:00, 22.77,37
None, 22.8, 2.232, 41.2, 48.85,2017-09-12 21:00:00, 21.68,37
None, 21.7, 2.0, 48.9, 52.65,2017-09-12 22:00:00, 20.96,37
None, 21.0, 1.542, 52.7, 53.43,2017-09-12 23:00:00, 20.67,37
None, 20.7, 1.16, 53.4, 59.33,2017-09-13 00:00:00, 19.06,37
None, 19.1, 0.528998, 59.3, 67.24,2017-09-13 01:00:00, 17.28,37
None, 17.3, 0.37, 67.2, 72.73,2017-09-13 02:00:00, 16.17,37
None, 16.2, 0.825999, 72.7, 74.77,2017-09-13 03:00:00, 15.26,37
None, 15.3, 0.671998, 74.8, 77.9,2017-09-13 04:00:00, 14.55,37
None, 14.6, 0.726, 77.9, 79.82,2017-09-13 05:00:00, 13.79,37
None, 13.8, 0.830999, 79.8, 79.08,2017-09-13 06:00:00, 13.34,37
None, 13.3, 0.734, 79.1, 76.15,2017-09-13 07:00:00, 13.8,37
None, 13.8, 0.874, 76.2, 63.95,2017-09-13 08:00:00, 15.58,37
None, 15.6, 0.532, 64.0, 49.81,2017-09-13 09:00:00, 18.82,37
None, 18.8, 1.345, 49.8, 36.57,2017-09-13 10:00:00, 21.15,37
None, 21.2, 1.407, 36.6, 28.94,2017-09-13 11:00:00, 22.95,37
None, 23.0, 1.696, 28.9, 25.26,2017-09-13 12:00:00, 23.96,37
None, 24.0, 2.786, 25.3, 21.74,2017-09-13 13:00:00, 24.41,37
None, 24.4, 1.961, 21.7, 21.74,2017-09-13 14:00:00, 24.21,37
None, 24.2, 2.032, 21.7, 20.61,2017-09-13 15:00:00, 24.26,37
None, 24.3, 3.652, 20.6, 19.8,2017-09-13 16:00:00, 23.58,37
None, 23.6, 4.641, 19.8, 19.74,2017-09-13 17:00:00, 23.18,37
None, 23.2, 3.225, 19.7, 20.41,2017-09-13 18:00:00, 22.03,37
None, 22.0, 2.701, 20.4, 21.97,2017-09-13 19:00:00, 20.53,37
None, 20.5, 2.946, 22.0, 22.72,2017-09-13 20:00:00, 19.71,37
None, 19.7, 2.112, 22.7, 25.38,2017-09-13 21:00:00, 18.57,37
None, 18.6, 1.763, 25.4, 28.06,2017-09-13 22:00:00, 17.14,37
None, 17.1, 0.583998, 28.1, 41.84,2017-09-13 23:00:00, 13.97,37
None, 14.0, 0.547999, 41.8, 47.25,2017-09-14 00:00:00, 12.67,37
None, 12.7, 0.2, 47.3, 48.59,2017-09-14 01:00:00, 11.85,37
None, 11.9, 0.238998, 48.6, 50.5,2017-09-14 02:00:00, 10.97,37
None, 11.0, 0.587, 50.5, 54.73,2017-09-14 03:00:00, 10.61,37
None, 10.6, 0.709999, 54.7, 58.66,2017-09-14 04:00:00, 10.26,37
None, 10.3, 1.023, 58.7, 59.18,2017-09-14 05:00:00, 10.73,37
None, 10.7, 2.201, 59.2, 54.78,2017-09-14 06:00:00, 12.4,37
None, 12.4, 2.978, 54.8, 55.99,2017-09-14 07:00:00, 12.43,37
None, 12.4, 4.203, 56.0, 54.73,2017-09-14 08:00:00, 13.31,37
None, 13.3, 3.916, 54.7, 49.05,2017-09-14 09:00:00, 15.04,37
None, 15.0, 4.209, 49.1, 43.11,2017-09-14 10:00:00, 16.82,37
None, 16.8, 4.117, 43.1, 33.74,2017-09-14 11:00:00, 19.26,37
None, 19.3, 4.135, 33.7, 28.41,2017-09-14 12:00:00, 20.59,37
None, 20.6, 3.693, 28.4, 25.89,2017-09-14 13:00:00, 21.3,37
None, 21.3, 3.341, 25.9, 22.75,2017-09-14 14:00:00, 22.64,37
None, 22.6, 2.776, 22.8, 20.39,2017-09-14 15:00:00, 22.76,37
None, 22.8, 3.227, 20.4, 20.86,2017-09-14 16:00:00, 22.6,37
None, 22.6, 2.648, 20.9, 21.34,2017-09-14 17:00:00, 22.23,37
None, 22.2, 0.546, 21.3, 27.85,2017-09-14 18:00:00, 20.51,37
None, 20.5, 0.714999, 27.9, 35.31,2017-09-14 19:00:00, 18.3,37
None, 18.3, 0.411, 35.3, 44.48,2017-09-14 20:00:00, 16.73,37
None, 16.7, 0.602998, 44.5, 46.82,2017-09-14 21:00:00, 15.46,37
None, 15.5, 0.159998, 46.8, 45.89,2017-09-14 22:00:00, 14.35,37
None, 14.4, 0.386999, 45.9, 47.54,2017-09-14 23:00:00, 12.78,37
None, 12.8, 0.377, 47.5, 50.31,2017-09-15 00:00:00, 11.3,37
None, 11.3, 0.374, 50.3, 53.54,2017-09-15 01:00:00, 10.17,37
None, 10.2, 0.266999, 53.5, 57.22,2017-09-15 02:00:00, 9.16,37
None, 9.2, 0.303, 57.2, 61.17,2017-09-15 03:00:00, 8.37,37
None, 8.4, 0.270999, 61.2, 65.85,2017-09-15 04:00:00, 7.509,37
None, 7.5, 0.275999, 65.9, 66.37,2017-09-15 05:00:00, 7.18,37
None, 7.2, 0.949998, 66.4, 67.41,2017-09-15 06:00:00, 7.24,37
None, 7.2, 0.381998, 67.4, 63.97,2017-09-15 07:00:00, 8.53,37
None, 8.5, 0.395999, 64.0, 57.42,2017-09-15 08:00:00, 10.65,37
None, 10.7, 1.43, 57.4, 55.14,2017-09-15 09:00:00, 11.47,37
None, 11.5, 1.958, 55.1, 44.59,2017-09-15 10:00:00, 13.38,37
None, 13.4, 2.03, 44.6, 38.32,2017-09-15 11:00:00, 16.33,37
None, 16.3, 2.774, 38.3, 28.61,2017-09-15 12:00:00, 18.54,37
None, 18.5, 2.836, 28.6, 24.25,2017-09-15 13:00:00, 20.12,37
None, 20.1, 3.233, 24.3, 19.32,2017-09-15 14:00:00, 21.5,37
None, 21.5, 2.607, 19.3, 18.69,2017-09-15 15:00:00, 21.56,37
