WDIR_VECT,TEMP_MEAN,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, 19.7, 71.5,80.5,2018-07-30 00:00:00,17.48,31
None, 17.5, 80.5,84.4,2018-07-30 01:00:00,16.54,31
None, 16.5, 84.4,80.5,2018-07-30 02:00:00,15.92,31
None, 15.9, 80.5,81.1,2018-07-30 03:00:00,15.15,31
None, 15.2, 81.1,87.5,2018-07-30 04:00:00,13.75,31
None, 13.8, 87.5,92.2,2018-07-30 05:00:00,12.74,31
None, 12.7, 92.2,90.0,2018-07-30 06:00:00,13.32,31
None, 13.3, 90.0,78.09,2018-07-30 07:00:00,16.34,31
None, 16.3, 78.1,63.68,2018-07-30 08:00:00,19.31,31
None, 19.3, 63.7,50.74,2018-07-30 09:00:00,22.5,31
None, 22.5, 50.7,38.26,2018-07-30 10:00:00,25.66,31
None, 25.7, 38.3,36.5,2018-07-30 11:00:00,27.19,31
None, 27.2, 36.5,35.14,2018-07-30 12:00:00,28.56,31
None, 28.6, 35.1,32.34,2018-07-30 13:00:00,29.81,31
None, 29.8, 32.3,31.06,2018-07-30 14:00:00,30.95,31
None, 31.0, 31.1,28.83,2018-07-30 15:00:00,31.78,31
None, 31.8, 28.8,28.0,2018-07-30 16:00:00,32.45,31
None, 32.5, 28.0,22.5,2018-07-30 17:00:00,32.87,31
None, 32.9, 22.5,21.17,2018-07-30 18:00:00,32.7,31
None, 32.7, 21.2,26.39,2018-07-30 19:00:00,31.56,31
None, 31.6, 26.4,49.37,2018-07-30 20:00:00,25.99,31
None, 26.0, 49.4,65.61,2018-07-30 21:00:00,21.61,31
None, 21.6, 65.6,67.91,2018-07-30 22:00:00,20.65,31
None, 20.7, 67.9,62.56,2018-07-30 23:00:00,22.24,31
None, 22.2, 62.6,69.81,2018-07-31 00:00:00,20.69,31
None, 20.7, 69.8,74.37,2018-07-31 01:00:00,19.66,31
None, 19.7, 74.4,67.38,2018-07-31 02:00:00,20.38,31
None, 20.4, 67.4,64.77,2018-07-31 03:00:00,20.45,31
None, 20.5, 64.8,64.08,2018-07-31 04:00:00,20.29,31
None, 20.3, 64.1,64.51,2018-07-31 05:00:00,19.63,31
None, 19.6, 64.5,66.57,2018-07-31 06:00:00,19.21,31
None, 19.2, 66.6,66.77,2018-07-31 07:00:00,19.55,31
None, 19.6, 66.8,60.96,2018-07-31 08:00:00,21.55,31
None, 21.6, 61.0,55.71,2018-07-31 09:00:00,23.0,31
None, 23.0, 55.7,53.68,2018-07-31 10:00:00,23.99,31
None, 24.0, 53.7,45.79,2018-07-31 11:00:00,26.14,31
None, 26.1, 45.8,43.61,2018-07-31 12:00:00,27.05,31
None, 27.1, 43.6,40.5,2018-07-31 13:00:00,28.42,31
None, 28.4, 40.5,36.25,2018-07-31 14:00:00,29.27,31
None, 29.3, 36.3,34.2,2018-07-31 15:00:00,29.58,31
None, 29.6, 34.2,33.56,2018-07-31 16:00:00,29.08,31
None, 29.1, 33.6,34.5,2018-07-31 17:00:00,28.49,31
None, 28.5, 34.5,40.8,2018-07-31 18:00:00,26.58,31
None, 26.6, 40.8,38.61,2018-07-31 19:00:00,24.78,31
None, 24.8, 38.6,42.55,2018-07-31 20:00:00,23.4,31
None, 23.4, 42.6,46.97,2018-07-31 21:00:00,21.7,31
None, 21.7, 47.0,55.4,2018-07-31 22:00:00,20.07,31
None, 20.1, 55.4,66.29,2018-07-31 23:00:00,17.67,31
None, 17.7, 66.3,70.87,2018-08-01 00:00:00,16.64,31
142.8, 16.6, 70.9,74.63,2018-08-01 01:00:00,15.68,31
