pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, -10.61, 93.2, -8.8, 93.0, -11.0, -10.6, -11.6, 1008.0, 0.0, -11.0, 910.0, 0.0,2020-12-30 00:00:00, 44.0, 43.82, 910.0,53
None, -11.04, 93.1, -8.8, 93.0, -12.0, -11.0, -11.6, 1008.0, 0.0, -12.0, 910.0, 0.0,2020-12-30 01:00:00, 44.0, 43.81, 910.0,53
None, -10.32, 93.4, -8.8, 93.0, -11.0, -10.3, -11.6, 1007.9, 0.0, -11.0, 910.0, 0.0,2020-12-30 02:00:00, 44.0, 43.56, 910.0,53
None, -10.52, 93.7, -8.8, 94.0, -11.0, -10.5, -11.6, 1007.8, 0.0, -11.0, 910.0, 0.0,2020-12-30 03:00:00, 44.0, 43.58, 910.0,53
0.9, -10.23, 93.1, -8.8, 93.0, -11.0, -10.2, -11.6, 1007.8, 0.0, -11.0, 910.0, 0.0,2020-12-30 04:00:00, 43.0, 43.47, 910.0,53
0.3, -9.69, 92.9, -8.8, 93.0, -10.0, -9.7, -11.6, 1006.6, 0.0, -10.0, 909.0, 0.0,2020-12-30 05:00:00, 43.0, 43.4, 909.0,53
0.0, -10.47, 93.2, -8.8, 93.0, -11.0, -10.5, -11.6, 1006.7, 0.0, -11.0, 909.0, 0.0,2020-12-30 06:00:00, 43.0, 43.39, 909.0,53
0.0, -10.62, 93.0, -10.0, 93.0, -11.0, -10.6, -10.7, 1005.7, 0.0, -11.0, 908.0, 0.0,2020-12-30 07:00:00, 43.0, 43.27, 908.0,53
0.0, -10.55, 92.7, -10.0, 93.0, -11.0, -10.6, -10.7, 1005.9, 0.0, -11.0, 908.0, 0.0,2020-12-30 08:00:00, 43.0, 43.12, 908.0,53
0.0, -10.14, 93.6, -10.0, 94.0, -11.0, -10.1, -10.7, 1005.9, 0.0, -11.0, 908.0, 0.0,2020-12-30 09:00:00, 43.0, 43.36, 908.0,53
0.0, -9.61, 93.0, -9.4, 93.0, -10.0, -9.6, -10.7, 1005.8, 0.0, -10.0, 908.0, 0.0,2020-12-30 10:00:00, 43.0, 43.0, 908.0,53
0.0, -9.09, 93.3, -9.0, 93.0, -10.0, -9.1, -10.7, 1005.7, 0.0, -10.0, 908.0, 0.0,2020-12-30 11:00:00, 43.0, 42.73, 908.0,53
0.0, -9.21, 93.3, -9.0, 93.0, -10.0, -9.2, -10.7, 1005.7, 0.0, -10.0, 908.0, 0.0,2020-12-30 12:00:00, 43.0, 42.66, 908.0,53
0.0, -7.463, 94.2, -7.5, 94.0, -8.0, -7.5, -10.7, 1005.5, 0.0, -8.0, 908.0, 1.0,2020-12-30 13:00:00, 43.0, 43.07, 908.0,53
0.0, -6.606, 94.6, -6.6, 95.0, -7.0, -6.6, -10.7, 1004.3, 0.0, -7.0, 907.0, 0.0,2020-12-30 14:00:00, 43.0, 43.22, 907.0,53
0.0, -6.83, 94.2, -6.3, 94.0, -8.0, -6.8, -10.7, 1004.3, 0.0, -8.0, 907.0, 0.0,2020-12-30 15:00:00, 43.0, 43.09, 907.0,53
0.0, -7.336, 94.7, -6.3, 95.0, -8.0, -7.3, -10.7, 1005.4, 0.0, -8.0, 908.0, 0.0,2020-12-30 16:00:00, 43.0, 43.31, 908.0,53
0.0, -8.25, 94.4, -6.3, 94.0, -9.0, -8.3, -10.7, 1005.5, 0.0, -9.0, 908.0, 0.0,2020-12-30 17:00:00, 43.0, 42.89, 908.0,53
0.0, -8.14, 94.7, -6.3, 95.0, -9.0, -8.1, -10.7, 1005.6, 0.0, -9.0, 908.0, 0.0,2020-12-30 18:00:00, 43.0, 42.89, 908.0,53
0.0, -7.958, 95.1, -8.0, 95.0, -9.0, -8.0, -8.1, 1005.6, 0.0, -9.0, 908.0, 0.0,2020-12-30 19:00:00, 42.0, 42.48, 908.0,53
0.0, -7.883, 94.9, -7.9, 95.0, -8.0, -7.9, -8.1, 1005.5, 0.0, -8.0, 908.0, 0.0,2020-12-30 20:00:00, 42.0, 42.46, 908.0,53
0.0, -7.783, 95.0, -7.8, 95.0, -8.0, -7.8, -8.1, 1006.6, 0.0, -8.0, 909.0, 0.0,2020-12-30 21:00:00, 42.0, 42.29, 909.0,53
0.0, -9.78, 92.5, -7.7, 93.0, -11.0, -9.8, -9.8, 1006.7, 0.0, -11.0, 909.0, 0.0,2020-12-30 22:00:00, 42.0, 42.33, 909.0,53
0.0, -9.91, 94.3, -7.7, 94.0, -11.0, -9.9, -10.4, 1005.6, 0.0, -11.0, 908.0, 0.0,2020-12-30 23:00:00, 42.0, 42.32, 908.0,53
0.0, -9.41, 93.6, -7.7, 94.0, -10.0, -9.4, -10.4, 1005.6, 0.0, -10.0, 908.0, 0.0,2020-12-31 00:00:00, 42.0, 42.12, 908.0,53
