pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,time,max_air_temp_snc_last_reset,MINIMUM_AIR_TEMPERATURE,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, -3.36, None,2020-12-30 00:00:00, -3.2, None, -6999.0, -3.4, -3.7, 0.0, 0.0, -6999.0, None, None, 47.0, 47.14,53
None, None, -3.18, None,2020-12-30 01:00:00, -3.0, None, -6999.0, -3.2, -3.7, -0.1, 0.0, -6999.0, None, None, 47.0, 47.07,53
None, None, -2.931, None,2020-12-30 02:00:00, -3.0, None, -6999.0, -2.9, -3.7, -0.1, 0.0, -6999.0, None, None, 47.0, 47.19,53
None, None, -3.026, None,2020-12-30 03:00:00, -2.7, None, -6999.0, -3.0, -3.7, 0.1, 0.0, -6999.0, None, None, 47.0, 47.2,53
None, None, -3.344, None,2020-12-30 04:00:00, -2.7, None, -6999.0, -3.3, -3.7, 0.0, 0.0, -6999.0, None, None, 47.0, 47.15,53
None, None, -3.87, None,2020-12-30 05:00:00, -2.7, None, -6999.0, -3.9, -3.9, -0.1, 0.0, -6999.0, None, None, 47.0, 47.07,53
None, None, -3.602, None,2020-12-30 06:00:00, -2.7, None, -6999.0, -3.6, -4.2, 0.0, 0.0, -6999.0, None, None, 47.0, 46.97,53
None, None, -4.57, None,2020-12-30 07:00:00, -3.2, None, -6999.0, -4.6, -4.6, 0.0, 0.0, -6999.0, None, None, 47.0, 47.01,53
None, None, -5.761, None,2020-12-30 08:00:00, -3.2, None, -6999.0, -5.8, -5.8, 0.1, 0.0, -6999.0, None, None, 47.0, 46.78,53
None, None, -6.55, None,2020-12-30 09:00:00, -3.2, None, -6999.0, -6.6, -6.6, 0.1, 0.0, -6999.0, None, None, 46.0, 46.47,53
None, None, -6.98, None,2020-12-30 10:00:00, -3.2, None, -6999.0, -7.0, -7.2, -0.1, 0.0, -6999.0, None, None, 47.0, 46.64,53
None, None, -7.185, None,2020-12-30 11:00:00, -3.2, None, -6999.0, -7.2, -7.3, 0.0, 0.0, -6999.0, None, None, 47.0, 46.57,53
None, None, -7.397, None,2020-12-30 12:00:00, -3.2, None, -6999.0, -7.4, -7.4, 0.0, 0.0, -6999.0, None, None, 46.0, 46.37,53
None, None, -7.95, None,2020-12-30 13:00:00, -3.2, None, -6999.0, -8.0, -8.0, 0.1, 1.0, -6999.0, None, None, 47.0, 46.92,53
None, None, -8.13, None,2020-12-30 14:00:00, -3.2, None, -6999.0, -8.1, -8.2, -0.1, -2.0, -6999.0, None, None, 45.0, 45.43,53
None, None, -8.12, None,2020-12-30 15:00:00, -3.2, None, -6999.0, -8.1, -8.2, -0.1, 1.0, -6999.0, None, None, 46.0, 45.91,53
None, None, -8.73, None,2020-12-30 16:00:00, -3.2, None, -6999.0, -8.7, -8.7, 0.0, 0.0, -6999.0, None, None, 46.0, 45.86,53
None, None, -9.45, None,2020-12-30 17:00:00, -3.2, None, -6999.0, -9.5, -9.4, 0.1, 0.0, -6999.0, None, None, 46.0, 45.9,53
None, None, -10.13, None,2020-12-30 18:00:00, -3.2, None, -6999.0, -10.1, -10.1, 0.2, 0.0, -6999.0, None, None, 46.0, 46.14,53
None, None, -10.59, None,2020-12-30 19:00:00, -10.1, None, -6999.0, -10.6, -10.6, 0.1, 0.0, -6999.0, None, None, 46.0, 46.3,53
None, None, -11.17, None,2020-12-30 20:00:00, -10.1, None, -6999.0, -11.2, -11.2, 0.0, 0.0, -6999.0, None, None, 46.0, 46.35,53
None, None, -11.24, None,2020-12-30 21:00:00, -10.1, None, -6999.0, -11.2, -11.6, 0.0, 0.0, -6999.0, None, None, 46.0, 46.43,53
None, None, -11.85, None,2020-12-30 22:00:00, -10.1, None, -6999.0, -11.9, -11.9, -0.2, 0.0, -6999.0, None, None, 47.0, 46.51,53
None, None, -11.96, None,2020-12-30 23:00:00, -10.1, None, -6999.0, -12.0, -12.0, 0.0, 0.0, -6999.0, None, None, 47.0, 46.63,53
None, None, -11.89, None,2020-12-31 00:00:00, -10.1, None, -6999.0, -11.9, -12.0, 0.0, 0.0, -6999.0, None, None, 47.0, 46.71,53
