pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,time,MIN_TEMP,week_of_year
None, None,341.0, None, 4.8,4.6, 2.0, None, None, None,-5.0,2021-07-23 07:00:00, None,30
None, None,341.0, None, 7.9,7.7, 2.0, None, None, None,-3.0,2021-07-24 01:00:00, None,30
None, None,342.0, None, 13.1,12.5, 3.0, None, None, None,-1.0,2021-07-24 14:00:00, None,30
None, None,343.0, None, 8.2,8.2, 3.0, None, None, None,-2.0,2021-07-24 23:00:00, None,30
None, None,342.0, None, 5.6,5.6, 3.0, None, None, None,-5.0,2021-07-25 05:00:00, None,30
None, None,343.0, None, 6.5,6.5, 3.0, None, None, None,-3.0,2021-07-26 01:00:00, None,30
0.0, None,342.0, None, 1.8,1.8, 2.0, None, None, None,-5.0,2021-07-26 05:00:00, None,30
None, None,342.0, None, 1.6,1.5, 2.0, None, None, 0.0,-5.0,2021-07-26 06:00:00, None,30
None, None,342.0, None, 14.1,12.8, 3.0, None, None, None,-1.0,2021-07-26 16:00:00, None,30
None, None,343.0, None, 7.5,7.4, 2.0, None, None, None,-3.0,2021-07-27 02:00:00, None,30
None, None,344.0, None, 7.8,7.4, 3.0, None, None, None,-4.0,2021-07-27 10:00:00, None,30
None, None,344.0, None, 12.6,11.6, 3.0, None, None, None,-2.0,2021-07-27 14:00:00, None,30
None, None,344.0, None, 12.2,12.1, 3.0, None, None, None,0.0,2021-07-27 20:00:00, None,30
None, None,344.0, None, 6.3,6.3, 3.0, None, None, None,-2.0,2021-07-28 00:00:00, None,30
None, None,344.0, None, 2.8,2.9, 2.0, None, None, None,-5.0,2021-07-28 04:00:00, None,30
None, None,343.0, None, 16.9,16.1, 3.0, None, None, None,-2.0,2021-07-28 13:00:00, None,30
None, None,344.0, None, 16.0,16.0, 2.0, None, None, None,1.0,2021-07-28 19:00:00, None,30
None, None,343.0, None, 20.2,19.8, 2.0, None, None, None,3.0,2021-07-29 16:00:00, None,30
