WDIR_VECT,TEMP_MEAN,WSPD_SCLR,PRECIP_TOTAL,avg_rel_hum_pst1hr,time,HUMIDITY,avg_air_temp_pst1hr,week_of_year
None, None,3.645, None,61.58,2016-11-11 00:00:00, None,11.41,46
None, None,3.132, None,61.13,2016-11-11 01:00:00, None,11.37,46
None, None,2.194, None,60.44,2016-11-11 02:00:00, None,11.35,46
None, None,1.864, None,62.31,2016-11-11 03:00:00, None,10.97,46
None, None,1.749, None,62.57,2016-11-11 04:00:00, None,10.75,46
None, None,0.907, None,66.97,2016-11-11 05:00:00, None,9.5,46
None, None,0.537, None,72.2,2016-11-11 06:00:00, None,8.53,46
None, None,0.407, None,75.0,2016-11-11 07:00:00, None,8.01,46
None, None,0.497999, None,74.5,2016-11-11 08:00:00, None,8.14,46
None, None,0.402, None,74.1,2016-11-11 09:00:00, None,8.38,46
None, None,0.211998, None,75.2,2016-11-11 10:00:00, None,8.64,46
None, None,0.210998, None,81.6,2016-11-11 11:00:00, None,8.55,46
None, None,0.688, None,84.3,2016-11-11 12:00:00, None,9.18,46
None, None,1.551, None,78.8,2016-11-11 13:00:00, None,10.33,46
None, None,0.421999, None,75.5,2016-11-11 14:00:00, None,11.08,46
None, None,1.431, None,72.5,2016-11-11 15:00:00, None,11.66,46
None, None,2.173, None,63.31,2016-11-11 16:00:00, None,12.76,46
None, None,2.482, None,61.46,2016-11-11 17:00:00, None,12.68,46
None, None,2.33, None,62.58,2016-11-11 18:00:00, None,12.28,46
None, None,5.653, None,63.48,2016-11-11 19:00:00, None,11.98,46
None, None,5.673, None,66.51,2016-11-11 20:00:00, None,11.44,46
None, None,2.691, None,67.27,2016-11-11 21:00:00, None,11.04,46
None, None,1.204, None,66.27,2016-11-11 22:00:00, None,10.74,46
None, None,1.452, None,63.87,2016-11-11 23:00:00, None,10.84,46
None, None,3.081, None,62.4,2016-11-12 00:00:00, None,11.26,46
None, None,4.214, None,62.98,2016-11-12 01:00:00, None,11.16,46
None, None,4.096, None,59.79,2016-11-12 02:00:00, None,11.59,46
None, None,3.559, None,64.64,2016-11-12 03:00:00, None,11.07,46
None, None,3.598, None,67.77,2016-11-12 04:00:00, None,10.66,46
None, None,3.82, None,69.79,2016-11-12 05:00:00, None,10.27,46
None, None,2.688, None,68.33,2016-11-12 06:00:00, None,10.37,46
None, None,2.386, None,63.37,2016-11-12 07:00:00, None,10.92,46
None, None,2.037, None,63.44,2016-11-12 08:00:00, None,10.76,46
None, None,2.315, None,64.34,2016-11-12 09:00:00, None,10.6,46
None, None,2.593, None,65.9,2016-11-12 10:00:00, None,10.95,46
None, None,3.137, None,67.95,2016-11-12 11:00:00, None,11.11,46
None, None,3.181, None,71.5,2016-11-12 12:00:00, None,11.16,46
None, None,3.338, None,67.83,2016-11-12 13:00:00, None,12.07,46
None, None,3.757, None,67.28,2016-11-12 14:00:00, None,12.19,46
None, None,3.238, None,63.03,2016-11-12 15:00:00, None,12.87,46
None, None,2.61, None,64.53,2016-11-12 16:00:00, None,12.59,46
None, None,2.086, None,64.27,2016-11-12 17:00:00, None,12.49,46
None, None,2.79, None,64.74,2016-11-12 18:00:00, None,12.26,46
None, None,1.693, None,66.22,2016-11-12 19:00:00, None,11.57,46
None, None,1.293, None,68.09,2016-11-12 20:00:00, None,10.27,46
None, None,0.521, None,74.9,2016-11-12 21:00:00, None,9.31,46
None, None,0.206, None,75.4,2016-11-12 22:00:00, None,8.86,46
None, None,0.178, None,73.9,2016-11-12 23:00:00, None,7.91,46
None, None,0.246998, None,74.2,2016-11-13 00:00:00, None,6.155,46
None, None,1.185, None,78.2,2016-11-13 01:00:00, None,5.022,46
None, None,2.566, None,80.9,2016-11-13 02:00:00, None,4.796,46
None, None,2.668, None,78.1,2016-11-13 03:00:00, None,4.739,46
None, None,2.974, None,79.1,2016-11-13 04:00:00, None,4.507,46
None, None,3.307, None,74.8,2016-11-13 05:00:00, None,4.768,46
None, None,2.676, None,76.5,2016-11-13 06:00:00, None,5.218,46
None, None,3.451, None,72.0,2016-11-13 07:00:00, None,6.008,46
None, None,4.098, None,68.05,2016-11-13 08:00:00, None,6.645,46
None, None,2.561, None,66.99,2016-11-13 09:00:00, None,6.862,46
None, None,3.525, None,67.77,2016-11-13 10:00:00, None,7.0,46
None, None,3.502, None,62.71,2016-11-13 11:00:00, None,7.48,46
None, None,5.765, None,66.46,2016-11-13 12:00:00, None,7.26,46
None, None,7.67, None,70.7,2016-11-13 13:00:00, None,6.832,46
None, None,8.15, None,68.54,2016-11-13 14:00:00, None,7.33,46
None, None,8.25, None,65.34,2016-11-13 15:00:00, None,8.15,46
None, None,6.876, None,64.27,2016-11-13 16:00:00, None,8.76,46
None, None,5.481, None,64.47,2016-11-13 17:00:00, None,8.72,46
None, None,5.516, None,64.43,2016-11-13 18:00:00, None,8.77,46
None, None,5.177, None,63.59,2016-11-13 19:00:00, None,8.8,46
None, None,4.708, None,64.67,2016-11-13 20:00:00, None,8.6,46
None, None,5.423, None,62.26,2016-11-13 21:00:00, None,8.68,46
None, None,3.854, None,61.38,2016-11-13 22:00:00, None,8.61,46
None, None,3.217, None,64.38,2016-11-13 23:00:00, None,8.1,46
None, None,2.605, None,66.18,2016-11-14 00:00:00, None,7.39,46
None, None,1.078, None,69.19,2016-11-14 01:00:00, None,6.822,46
None, None,1.637, None,82.8,2016-11-14 02:00:00, None,5.665,46
None, None,1.367, None,86.0,2016-11-14 03:00:00, None,5.427,46
None, None,0.777, None,88.2,2016-11-14 04:00:00, None,4.861,46
None, None,0.845, None,89.0,2016-11-14 05:00:00, None,4.568,46
None, None,0.814998, None,89.4,2016-11-14 06:00:00, None,3.989,46
