pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,stn_pres,week_of_year
None,9.79, None, None, None, None,14.19, None,4.831,355.9, None, None, None, None, None, None, None, None, None, None, None,2018-05-14 02:00:00, None, None, -1.713, None,20
None,10.39, None, None, None, None,12.7, None,4.448,351.4, None, None, None, None, None, None, None, None, None, None, None,2018-05-14 03:00:00, None, None, -2.072, None,20
None,9.49, None, None, None, None,12.94, None,3.57,351.9, None, None, None, None, None, None, None, None, None, None, None,2018-05-14 04:00:00, None, None, -1.701, None,20
None,9.11, None, None, None, None,13.64, None,3.639,352.1, None, None, None, None, None, None, None, None, None, None, None,2018-05-14 05:00:00, None, None, -1.858, None,20
None,8.88, None, None, None, None,16.18, None,3.004,347.6, None, None, None, None, None, None, None, None, None, None, None,2018-05-14 06:00:00, None, None, -1.872, None,20
None,8.6, None, None, None, None,18.24, None,2.238,348.9, None, None, None, None, None, None, None, None, None, None, None,2018-05-14 07:00:00, None, None, -1.579, None,20
None,11.17, None, None, None, None,68.47, None,0.326,291.2, None, None, None, None, None, None, None, None, None, None, None,2018-05-14 08:00:00, None, None, -1.522, None,20
None,12.91, None, None, None, None,53.09, None,1.487,73.1, None, None, None, None, None, None, None, None, None, None, None,2018-05-14 09:00:00, None, None, -1.212, None,20
None,13.51, None, None, None, None,27.75, None,2.836,121.6, None, None, None, None, None, None, None, None, None, None, None,2018-05-14 10:00:00, None, None, -0.798, None,20
None,14.47, None, None, None, None,27.93, None,4.091,129.5, None, None, None, None, None, None, None, None, None, None, None,2018-05-14 11:00:00, None, None, -0.548, None,20
None,16.2, None, None, None, None,29.66, None,5.623,134.1, None, None, None, None, None, None, None, None, None, None, None,2018-05-14 12:00:00, None, None, -0.159, None,20
None,16.81, None, None, None, None,42.28, None,5.057,155.6, None, None, None, None, None, None, None, None, None, None, None,2018-05-14 13:00:00, None, None, -0.1, None,20
