wind_speed,temperature,avg_wnd_dir_10m_pst10mts,wind_direction,rel_hum,relative_humidity,rnfl_amt_pst24hrs,rnfl_amt_pst1hr,avg_wnd_spd_10m_pst10mts,precipitation,time,week_of_year
7.2, None, None,319.0, None,0.0, None, None, None,0.0,2018-09-24 00:00:00,39
9.3, None, None,315.0, None,0.0, None, None, None,0.0,2018-09-24 01:00:00,39
11.1, None, None,312.0, None,0.0, None, None, None,0.0,2018-09-24 02:00:00,39
13.5, None, None,311.0, None,0.0, None, None, None,0.0,2018-09-24 03:00:00,39
14.6, None, None,305.0, None,0.0, None, None, None,0.0,2018-09-24 04:00:00,39
15.1, None, None,321.0, None,0.0, None, None, None,0.0,2018-09-24 05:00:00,39
19.5, None, None,312.0, None,0.0, None, None, None,0.0,2018-09-24 06:00:00,39
20.0, None, None,315.0, None,0.0, None, None, None,0.0,2018-09-24 07:00:00,39
16.8, None, None,311.0, None,0.0, None, None, None,0.0,2018-09-24 08:00:00,39
16.7, None, None,317.0, None,0.0, None, None, None,0.0,2018-09-24 09:00:00,39
16.0, None, None,318.0, None,0.0, None, None, None,0.0,2018-09-24 10:00:00,39
16.7, None, None,319.0, None,0.0, None, None, None,0.0,2018-09-24 11:00:00,39
13.0, None, None,317.0, None,0.0, None, None, None,0.0,2018-09-24 12:00:00,39
14.2, None, None,310.0, None,0.0, None, None, None,0.0,2018-09-24 13:00:00,39
10.5, None, None,316.0, None,0.0, None, None, None,0.0,2018-09-24 14:00:00,39
11.1, None, None,300.0, None,0.0, None, None, None,0.0,2018-09-24 15:00:00,39
10.8, None, None,306.0, None,0.0, None, None, None,0.0,2018-09-24 16:00:00,39
9.2, None, None,312.0, None,0.0, None, None, None,0.0,2018-09-24 17:00:00,39
6.5, None, None,13.0, None,0.0, None, None, None,0.0,2018-09-24 18:00:00,39
6.0, None, None,308.0, None,0.0, None, None, None,0.0,2018-09-24 19:00:00,39
6.7, None, None,320.0, None,0.0, None, None, None,0.0,2018-09-24 20:00:00,39
6.1, None, None,333.0, None,0.0, None, None, None,0.0,2018-09-24 21:00:00,39
4.4, None, None,314.0, None,0.0, None, None, None,0.0,2018-09-24 22:00:00,39
4.8, None, None,321.0, None,0.0, None, None, None,0.0,2018-09-24 23:00:00,39
5.5, None, None,342.0, None,0.0, None, None, None,0.0,2018-09-25 00:00:00,39
6.1, None, None,318.0, None,0.0, None, None, None,0.0,2018-09-25 01:00:00,39
10.5, None, None,324.0, None,0.0, None, None, None,0.0,2018-09-25 02:00:00,39
8.6, None, None,312.0, None,0.0, None, None, None,0.0,2018-09-25 03:00:00,39
12.5, None, None,309.0, None,0.0, None, None, None,0.0,2018-09-25 04:00:00,39
