wind_speed,time,avg_wnd_dir_10m_pst10mts,wind_direction,rel_hum,relative_humidity,rnfl_amt_pst24hrs,rnfl_amt_pst1hr,avg_wnd_spd_10m_pst10mts,precipitation,week_of_year
24.1,2016-04-29 00:00:00, None,164.0, None,0.0, None, None, None,0.0,18
10.4,2016-04-29 01:00:00, None,172.0, None,0.0, None, None, None,0.0,18
8.7,2016-04-29 02:00:00, None,134.0, None,0.0, None, None, None,0.0,18
7.0,2016-04-29 03:00:00, None,164.0, None,0.0, None, None, None,0.0,18
3.9,2016-04-29 04:00:00, None,1.0, None,0.0, None, None, None,0.0,18
4.5,2016-04-29 05:00:00, None,221.0, None,0.0, None, None, None,0.0,18
4.0,2016-04-29 06:00:00, None,29.0, None,0.0, None, None, None,0.0,18
3.2,2016-04-29 07:00:00, None,117.0, None,0.0, None, None, None,0.0,18
7.1,2016-04-29 08:00:00, None,43.0, None,0.0, None, None, None,0.0,18
4.7,2016-04-29 09:00:00, None,312.0, None,0.0, None, None, None,0.0,18
3.8,2016-04-29 10:00:00, None,324.0, None,0.0, None, None, None,0.0,18
3.9,2016-04-29 11:00:00, None,288.0, None,0.0, None, None, None,0.0,18
10.6,2016-04-29 12:00:00, None,280.0, None,0.0, None, None, None,0.0,18
9.1,2016-04-29 13:00:00, None,219.0, None,0.0, None, None, None,0.0,18
9.9,2016-04-29 14:00:00, None,178.0, None,0.0, None, None, None,0.0,18
13.4,2016-04-29 15:00:00, None,271.0, None,0.0, None, None, None,0.0,18
15.6,2016-04-29 16:00:00, None,288.0, None,0.0, None, None, None,0.0,18
16.0,2016-04-29 17:00:00, None,281.0, None,0.0, None, None, None,0.0,18
21.4,2016-04-29 18:00:00, None,307.0, None,0.0, None, None, None,0.0,18
27.5,2016-04-29 19:00:00, None,308.0, None,0.0, None, None, None,0.0,18
28.6,2016-04-29 20:00:00, None,312.0, None,0.0, None, None, None,0.0,18
25.0,2016-04-29 21:00:00, None,323.0, None,0.0, None, None, None,0.0,18
23.7,2016-04-29 22:00:00, None,326.0, None,0.0, None, None, None,0.0,18
26.3,2016-04-29 23:00:00, None,316.0, None,0.0, None, None, None,0.0,18
37.0,2016-04-30 00:00:00, None,318.0, None,0.0, None, None, None,0.0,18
23.8,2016-04-30 01:00:00, None,322.0, None,0.0, None, None, None,0.0,18
24.6,2016-04-30 02:00:00, None,320.0, None,0.0, None, None, None,0.0,18
22.3,2016-04-30 03:00:00, None,337.0, None,0.0, None, None, None,0.0,18
27.8,2016-04-30 04:00:00, None,331.0, None,0.0, None, None, None,0.0,18
26.2,2016-04-30 05:00:00, None,341.0, None,0.0, None, None, None,0.0,18
23.5,2016-04-30 06:00:00, None,346.0, None,0.0, None, None, None,0.0,18
21.2,2016-04-30 07:00:00, None,349.0, None,0.0, None, None, None,0.0,18
23.0,2016-04-30 08:00:00, None,332.0, None,0.0, None, None, None,0.0,18
9.6,2016-04-30 09:00:00, None,301.0, None,0.0, None, None, None,0.0,18
4.9,2016-04-30 10:00:00, None,348.0, None,0.0, None, None, None,0.0,18
6.8,2016-04-30 11:00:00, None,271.0, None,0.0, None, None, None,0.0,18
9.3,2016-04-30 12:00:00, None,252.0, None,0.0, None, None, None,0.0,18
7.4,2016-04-30 13:00:00, None,294.0, None,0.0, None, None, None,0.0,18
9.5,2016-04-30 14:00:00, None,263.0, None,0.0, None, None, None,0.0,18
8.5,2016-04-30 15:00:00, None,241.0, None,0.0, None, None, None,0.0,18
6.5,2016-04-30 16:00:00, None,308.0, None,0.0, None, None, None,0.0,18
12.4,2016-04-30 17:00:00, None,276.0, None,0.0, None, None, None,0.0,18
12.1,2016-04-30 18:00:00, None,273.0, None,0.0, None, None, None,0.0,18
12.8,2016-04-30 19:00:00, None,287.0, None,0.0, None, None, None,0.0,18
11.2,2016-04-30 20:00:00, None,285.0, None,0.0, None, None, None,0.0,18
10.6,2016-04-30 21:00:00, None,286.0, None,0.0, None, None, None,0.0,18
10.5,2016-04-30 22:00:00, None,291.0, None,0.0, None, None, None,0.0,18
8.2,2016-04-30 23:00:00, None,288.0, None,0.0, None, None, None,0.0,18
9.3,2016-05-01 00:00:00, None,296.0, None,0.0, None, None, None,0.0,18
10.0,2016-05-01 01:00:00, None,280.0, None,0.0, None, None, None,0.0,18
4.6,2016-05-01 02:00:00, None,269.0, None,0.0, None, None, None,0.0,18
6.0,2016-05-01 03:00:00, None,295.0, None,0.0, None, None, None,0.0,18
4.3,2016-05-01 04:00:00, None,263.0, None,0.0, None, None, None,0.0,18
5.8,2016-05-01 05:00:00, None,282.0, None,0.0, None, None, None,0.0,18
4.4,2016-05-01 06:00:00, None,356.0, None,0.0, None, None, None,0.0,18
3.8,2016-05-01 07:00:00, None,25.0, None,0.0, None, None, None,0.0,18
6.6,2016-05-01 08:00:00, None,83.0, None,0.0, None, None, None,0.0,18
4.4,2016-05-01 09:00:00, None,35.0, None,0.0, None, None, None,0.0,18
10.5,2016-05-01 10:00:00, None,111.0, None,0.0, None, None, None,0.0,18
12.4,2016-05-01 11:00:00, None,117.0, None,0.0, None, None, None,0.0,18
10.5,2016-05-01 12:00:00, None,124.0, None,0.0, None, None, None,0.0,18
9.6,2016-05-01 13:00:00, None,122.0, None,0.0, None, None, None,0.0,18
8.8,2016-05-01 14:00:00, None,114.0, None,0.0, None, None, None,0.0,18
14.1,2016-05-01 15:00:00, None,114.0, None,0.0, None, None, None,0.0,18
16.0,2016-05-01 16:00:00, None,98.0, None,0.0, None, None, None,0.0,18
8.6,2016-05-01 17:00:00, None,19.0, None,0.0, None, None, None,0.0,18
8.3,2016-05-01 18:00:00, None,41.0, None,0.0, None, None, None,0.0,18
20.9,2016-05-01 19:00:00, None,73.0, None,0.0, None, None, None,0.0,18
26.1,2016-05-01 20:00:00, None,69.0, None,0.0, None, None, None,0.0,18
21.9,2016-05-01 21:00:00, None,61.0, None,0.0, None, None, None,0.0,18
21.7,2016-05-01 22:00:00, None,98.0, None,0.0, None, None, None,0.0,18
28.0,2016-05-01 23:00:00, None,97.0, None,0.0, None, None, None,0.0,18
