wind_speed,temperature,wind_direction,relative_humidity,time,precipitation,week_of_year
5.0,-2.0,246.0,81.0,2020-10-21 00:00:00,0.0,43
5.3,-2.4,238.0,87.0,2020-10-21 01:00:00,0.0,43
3.9,-2.9,232.0,85.0,2020-10-21 02:00:00,0.0,43
0.7,-2.7,78.0,84.0,2020-10-21 03:00:00,0.0,43
9.4,-3.9,36.0,90.0,2020-10-21 04:00:00,0.0,43
6.3,-4.3,55.0,89.0,2020-10-21 05:00:00,0.0,43
2.7,-4.1,295.0,88.0,2020-10-21 06:00:00,0.0,43
6.7,-3.6,331.0,84.0,2020-10-21 07:00:00,0.0,43
4.0,-2.8,319.0,77.0,2020-10-21 08:00:00,0.0,43
5.7,-2.4,264.0,75.0,2020-10-21 09:00:00,0.0,43
6.7,-1.8,252.0,68.0,2020-10-21 10:00:00,0.0,43
10.2,-0.5,339.0,65.0,2020-10-21 11:00:00,0.6,43
4.6,-0.2,311.0,62.0,2020-10-21 12:00:00,0.2,43
6.3,-1.9,240.0,72.0,2020-10-21 13:00:00,0.0,43
6.6,-2.8,340.0,72.0,2020-10-21 14:00:00,0.0,43
4.3,-3.1,359.0,70.0,2020-10-21 15:00:00,0.0,43
0.4,-3.8,246.0,71.0,2020-10-21 16:00:00,0.0,43
3.3,-4.1,189.0,76.0,2020-10-21 17:00:00,0.0,43
3.9,-6.6,129.0,81.0,2020-10-21 18:00:00,0.0,43
0.2,-9.3,49.0,90.0,2020-10-21 19:00:00,0.0,43
1.4,-10.0,35.0,89.0,2020-10-21 20:00:00,0.0,43
3.6,-11.7,56.0,88.0,2020-10-21 21:00:00,0.0,43
0.7,-11.1,243.0,89.0,2020-10-21 22:00:00,0.0,43
2.8,-10.1,6.0,89.0,2020-10-21 23:00:00,0.0,43
1.0,-9.1,2.0,88.0,2020-10-22 00:00:00,0.0,43
0.1,-11.2,24.0,85.0,2020-10-22 01:00:00,0.0,43
3.4,-13.6,45.0,88.0,2020-10-22 02:00:00,0.0,43
0.7,-14.9,39.0,85.0,2020-10-22 03:00:00,0.0,43
2.5,-15.2,44.0,81.0,2020-10-22 04:00:00,0.0,43
1.7,-16.1,49.0,82.0,2020-10-22 05:00:00,0.0,43
0.1,-15.6,24.0,81.0,2020-10-22 06:00:00,0.0,43
1.0,-8.2,227.0,80.0,2020-10-22 07:00:00,0.0,43
4.8,-1.8,253.0,63.0,2020-10-22 08:00:00,0.0,43
6.2,-0.6,269.0,49.0,2020-10-22 09:00:00,0.0,43
6.8,0.7,259.0,41.0,2020-10-22 10:00:00,0.0,43
4.4,1.3,300.0,39.0,2020-10-22 11:00:00,0.0,43
6.0,1.1,336.0,35.0,2020-10-22 12:00:00,0.0,43
5.2,-1.6,271.0,43.0,2020-10-22 13:00:00,0.0,43
3.6,-0.5,243.0,48.0,2020-10-22 14:00:00,0.0,43
2.4,-2.1,272.0,47.0,2020-10-22 15:00:00,0.0,43
1.2,-3.7,238.0,55.0,2020-10-22 16:00:00,0.0,43
0.0,-4.5,311.0,67.0,2020-10-22 17:00:00,0.0,43
0.8,-5.8,2.0,77.0,2020-10-22 18:00:00,0.0,43
0.4,-7.8,31.0,85.0,2020-10-22 19:00:00,0.0,43
1.3,-9.3,34.0,87.0,2020-10-22 20:00:00,0.0,43
0.0,-8.8,190.0,87.0,2020-10-22 21:00:00,0.0,43
0.9,-8.2,351.0,88.0,2020-10-22 22:00:00,0.0,43
0.3,-8.0,2.0,86.0,2020-10-22 23:00:00,0.0,43
7.4,-6.1,30.0,73.0,2020-10-23 00:00:00,0.0,43
6.6,-5.7,51.0,68.0,2020-10-23 01:00:00,0.0,43
5.5,-5.5,53.0,77.0,2020-10-23 02:00:00,0.0,43
7.0,-5.7,65.0,84.0,2020-10-23 03:00:00,0.0,43
6.0,-6.0,31.0,89.0,2020-10-23 04:00:00,0.0,43
5.3,-6.2,33.0,91.0,2020-10-23 05:00:00,0.0,43
5.1,-5.9,63.0,92.0,2020-10-23 06:00:00,0.0,43
8.3,-5.5,37.0,90.0,2020-10-23 07:00:00,0.0,43
6.7,-5.1,45.0,90.0,2020-10-23 08:00:00,0.0,43
5.9,-4.3,59.0,88.0,2020-10-23 09:00:00,0.0,43
7.0,-4.1,53.0,87.0,2020-10-23 10:00:00,0.0,43
5.9,-4.2,85.0,86.0,2020-10-23 11:00:00,0.0,43
3.8,-3.8,102.0,86.0,2020-10-23 12:00:00,0.0,43
10.2,-3.9,59.0,87.0,2020-10-23 13:00:00,0.0,43
8.3,-4.3,38.0,89.0,2020-10-23 14:00:00,0.0,43
4.5,-4.6,43.0,88.0,2020-10-23 15:00:00,0.0,43
5.3,-5.4,48.0,89.0,2020-10-23 16:00:00,0.0,43
1.8,-5.8,64.0,90.0,2020-10-23 17:00:00,0.0,43
4.9,-5.5,316.0,87.0,2020-10-23 18:00:00,0.0,43
4.6,-6.0,352.0,84.0,2020-10-23 19:00:00,0.0,43
4.1,-6.6,321.0,85.0,2020-10-23 20:00:00,0.0,43
6.5,-6.7,344.0,84.0,2020-10-23 21:00:00,0.0,43
12.3,-7.0,339.0,86.0,2020-10-23 22:00:00,0.0,43
8.0,-7.0,322.0,83.0,2020-10-23 23:00:00,0.0,43
8.2,-7.7,339.0,84.0,2020-10-24 00:00:00,0.0,43
3.7,-8.4,293.0,85.0,2020-10-24 01:00:00,0.0,43
8.2,-9.1,1.0,85.0,2020-10-24 02:00:00,0.0,43
13.5,-9.4,355.0,85.0,2020-10-24 03:00:00,0.0,43
3.7,-9.8,20.0,86.0,2020-10-24 04:00:00,0.0,43
6.1,-10.5,330.0,85.0,2020-10-24 05:00:00,0.0,43
6.2,-10.8,304.0,84.0,2020-10-24 06:00:00,0.0,43
5.9,-10.6,324.0,82.0,2020-10-24 07:00:00,0.0,43
6.4,-9.5,328.0,78.0,2020-10-24 08:00:00,0.0,43
5.5,-9.0,313.0,75.0,2020-10-24 09:00:00,0.0,43
4.7,-8.2,321.0,74.0,2020-10-24 10:00:00,0.0,43
4.2,-8.3,278.0,74.0,2020-10-24 11:00:00,0.0,43
4.7,-8.1,300.0,73.0,2020-10-24 12:00:00,0.0,43
5.0,-8.6,281.0,75.0,2020-10-24 13:00:00,0.0,43
6.3,-10.0,312.0,78.0,2020-10-24 14:00:00,0.0,43
4.2,-11.0,271.0,79.0,2020-10-24 15:00:00,0.0,43
4.5,-11.9,281.0,80.0,2020-10-24 16:00:00,0.0,43
2.5,-12.5,231.0,80.0,2020-10-24 17:00:00,0.0,43
1.9,-12.9,235.0,79.0,2020-10-24 18:00:00,0.0,43
3.8,-12.8,10.0,78.0,2020-10-24 19:00:00,0.0,43
5.6,-12.9,327.0,80.0,2020-10-24 20:00:00,0.0,43
2.4,-12.7,317.0,77.0,2020-10-24 21:00:00,0.0,43
3.4,-12.9,172.0,79.0,2020-10-24 22:00:00,0.0,43
5.3,-13.3,202.0,79.0,2020-10-24 23:00:00,0.0,43
0.4,-15.6,32.0,76.0,2020-10-25 00:00:00,0.0,43
1.3,-15.6,124.0,80.0,2020-10-25 01:00:00,0.0,43
2.8,-19.1,47.0,80.0,2020-10-25 02:00:00,0.0,43
1.2,-23.2,52.0,68.0,2020-10-25 03:00:00,0.0,43
0.0,-21.2,250.0,75.0,2020-10-25 04:00:00,0.0,43
