CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
-3.365,74.4, None, None, None,13.47,10.15,81.0, None, None, None, None, None, -7.0, None, None, None, None, None, None,2019-04-09 00:00:00, None, None, None, None,15
-3.949,77.0, None, None, None,7.95,9.44,79.2, None, None, None, None, None, -7.0, None, None, None, None, None, None,2019-04-09 01:00:00, None, None, None, None,15
-3.609,77.4, None, None, None,12.75,12.19,82.0, None, None, None, None, None, -7.0, None, None, None, None, None, None,2019-04-09 03:00:00, None, None, None, None,15
-3.852,82.6, None, None, None,15.87,11.67,78.7, None, None, None, None, None, -6.0, None, None, None, None, None, None,2019-04-09 04:00:00, None, None, None, None,15
-4.873,88.4, None, None, None,11.91,6.372,62.98, None, None, None, None, None, -6.0, None, None, None, None, None, None,2019-04-09 05:00:00, None, None, None, None,15
-5.001,90.2, None, None, None,10.56,9.9,89.6, None, None, None, None, None, -6.0, None, None, None, None, None, None,2019-04-09 06:00:00, None, None, None, None,15
-3.974,81.5, None, None, None,9.63,10.12,90.1, None, None, None, None, None, -6.0, None, None, None, None, None, None,2019-04-09 07:00:00, None, None, None, None,15
-3.682,78.4, None, None, None,8.28,8.0,93.1, None, None, None, None, None, -7.0, None, None, None, None, None, None,2019-04-09 08:00:00, None, None, None, None,15
-3.389,73.4, None, None, None,6.926,12.56,75.0, None, None, None, None, None, -7.0, None, None, None, None, None, None,2019-04-09 10:00:00, None, None, None, None,15
-2.237,67.15, None, None, None,10.54,13.41,76.4, None, None, None, None, None, -7.0, None, None, None, None, None, None,2019-04-09 11:00:00, None, None, None, None,15
-1.438,65.22, None, None, None,16.49,7.08,78.9, None, None, None, None, None, -6.0, None, None, None, None, None, None,2019-04-09 12:00:00, None, None, None, None,15
4.408,48.55, None, None, None,38.47,0.943,99.0, None, None, None, None, None, -5.0, None, None, None, None, None, None,2019-04-09 13:00:00, None, None, None, None,15
-0.949,70.2, None, None, None,21.13,3.479,225.1, None, None, None, None, None, -5.0, None, None, None, None, None, None,2019-04-09 14:00:00, None, None, None, None,15
-0.975,75.0, None, None, None,24.98,7.5,246.3, None, None, None, None, None, -4.0, None, None, None, None, None, None,2019-04-09 15:00:00, None, None, None, None,15
-0.593,73.0, None, None, None,13.28,11.65,224.3, None, None, None, None, None, -4.0, None, None, None, None, None, None,2019-04-09 16:00:00, None, None, None, None,15
-0.69,72.5, None, None, None,14.46,15.91,231.1, None, None, None, None, None, -5.0, None, None, None, None, None, None,2019-04-09 17:00:00, None, None, None, None,15
-1.153,77.7, None, None, None,12.44,16.38,222.9, None, None, None, None, None, -4.0, None, None, None, None, None, None,2019-04-09 18:00:00, None, None, None, None,15
-1.955,87.4, None, None, None,14.91,17.16,215.2, None, None, None, None, None, -4.0, None, None, None, None, None, None,2019-04-09 19:00:00, None, None, None, None,15
-2.91,95.1, None, None, None,14.03,19.94,213.6, None, None, None, None, None, -4.0, None, None, None, None, None, None,2019-04-09 20:00:00, None, None, None, None,15
-3.243,96.1, None, None, None,12.61,16.24,222.3, None, None, None, None, None, -4.0, None, None, None, None, None, None,2019-04-09 21:00:00, None, None, None, None,15
-3.416,95.9, None, None, None,13.04,10.33,205.6, None, None, None, None, None, -4.0, None, None, None, None, None, None,2019-04-09 22:00:00, None, None, None, None,15
-3.755,96.0, None, None, None,12.94,13.85,206.9, None, None, None, None, None, -4.0, None, None, None, None, None, None,2019-04-09 23:00:00, None, None, None, None,15
-4.192,95.6, None, None, None,11.38,15.14,211.4, None, None, None, None, None, -5.0, None, None, None, None, None, None,2019-04-10 00:00:00, None, None, None, None,15
-4.144,95.6, None, None, None,14.63,12.11,203.0, None, None, None, None, None, -5.0, None, None, None, None, None, None,2019-04-10 01:00:00, None, None, None, None,15
-4.338,95.4, None, None, None,16.89,8.92,203.0, None, None, None, None, None, -5.0, None, None, None, None, None, None,2019-04-10 02:00:00, None, None, None, None,15
-4.963,94.6, None, None, None,16.64,7.07,192.9, None, None, None, None, None, -6.0, None, None, None, None, None, None,2019-04-10 09:00:00, None, None, None, None,15
-5.091,93.9, None, None, None,16.36,10.77,196.7, None, None, None, None, None, -6.0, None, None, None, None, None, None,2019-04-10 11:00:00, None, None, None, None,15
-2.483,92.8, None, None, None,34.01,4.041,167.4, None, None, None, None, None, -3.0, None, None, None, None, None, None,2019-04-10 12:00:00, None, None, None, None,15
-2.846,85.5, None, None, None,35.64,3.582,136.5, None, None, None, None, None, -5.0, None, None, None, None, None, None,2019-04-10 13:00:00, None, None, None, None,15
-3.63,92.5, None, None, None,34.9,3.815,229.0, None, None, None, None, None, -5.0, None, None, None, None, None, None,2019-04-10 14:00:00, None, None, None, None,15
-3.922,92.2, None, None, None,33.37,6.729,192.0, None, None, None, None, None, -5.0, None, None, None, None, None, None,2019-04-10 15:00:00, None, None, None, None,15
-5.239,95.0, None, None, None,17.99,15.22,205.3, None, None, None, None, None, -6.0, None, None, None, None, None, None,2019-04-10 17:00:00, None, None, None, None,15
-5.723,94.6, None, None, None,15.98,14.46,208.1, None, None, None, None, None, -6.0, None, None, None, None, None, None,2019-04-10 18:00:00, None, None, None, None,15
-5.514,94.5, None, None, None,15.68,10.14,202.1, None, None, None, None, None, -6.0, None, None, None, None, None, None,2019-04-10 19:00:00, None, None, None, None,15
-5.652,94.3, None, None, None,18.05,6.984,199.3, None, None, None, None, None, -6.0, None, None, None, None, None, None,2019-04-10 20:00:00, None, None, None, None,15
-5.895,94.4, None, None, None,17.22,5.906,192.6, None, None, None, None, None, -7.0, None, None, None, None, None, None,2019-04-10 21:00:00, None, None, None, None,15
-5.944,94.5, None, None, None,13.57,8.58,207.9, None, None, None, None, None, -7.0, None, None, None, None, None, None,2019-04-10 22:00:00, None, None, None, None,15
-6.313,94.0, None, None, None,17.23,7.99,192.1, None, None, None, None, None, -7.0, None, None, None, None, None, None,2019-04-10 23:00:00, None, None, None, None,15
