pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,max_air_temp_snc_last_reset,MINIMUM_AIR_TEMPERATURE,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, 11.2, 98.8, None,2021-08-27 00:00:00, 14.3, None, 11.0, 11.2, 10.9, 0.1, None, 99.0, None, None, None, None,35
None, None, 11.07, 98.8, None,2021-08-27 01:00:00, 14.3, None, 11.0, 11.1, 10.9, 0.0, None, 99.0, None, None, None, None,35
None, None, 11.06, 98.8, None,2021-08-27 02:00:00, 14.3, None, 11.0, 11.1, 10.9, 0.0, None, 99.0, None, None, None, None,35
None, None, 10.78, 98.7, None,2021-08-27 03:00:00, 14.3, None, 11.0, 10.8, 10.7, 0.0, None, 99.0, None, None, None, None,35
None, None, 10.41, 98.5, None,2021-08-27 04:00:00, 14.3, None, 10.0, 10.4, 10.3, 0.0, None, 99.0, None, None, None, None,35
None, None, 10.14, 98.1, None,2021-08-27 05:00:00, 14.3, None, 10.0, 10.1, 10.2, 0.0, None, 98.0, None, None, None, None,35
None, None, 9.99, 98.2, None,2021-08-27 06:00:00, 14.3, None, 10.0, 10.0, 10.1, 0.0, None, 98.0, None, None, None, None,35
None, None, 9.89, 97.9, None,2021-08-27 07:00:00, 10.1, None, 10.0, 9.9, 9.8, 0.0, None, 98.0, None, None, None, None,35
None, None, 10.43, 98.1, None,2021-08-27 08:00:00, 10.5, None, 10.0, 10.4, 9.8, 0.0, None, 98.0, None, None, None, None,35
None, None, 11.4, 97.7, None,2021-08-27 09:00:00, 11.4, None, 11.0, 11.4, 9.8, 0.1, None, 98.0, None, None, None, None,35
None, None, 12.02, 96.0, None,2021-08-27 10:00:00, 12.0, None, 11.0, 12.0, 9.8, -0.1, None, 96.0, None, None, None, None,35
None, None, 12.75, 88.9, None,2021-08-27 11:00:00, 12.9, None, 11.0, 12.8, 9.8, 0.2, None, 89.0, None, None, None, None,35
None, None, 13.6, 89.8, None,2021-08-27 12:00:00, 13.7, None, 12.0, 13.6, 9.8, 0.8, None, 90.0, None, None, None, None,35
None, None, 13.31, 95.2, None,2021-08-27 13:00:00, 13.7, None, 12.0, 13.3, 9.8, 0.1, None, 95.0, None, None, None, None,35
None, None, 13.51, 94.9, None,2021-08-27 14:00:00, 13.7, None, 13.0, 13.5, 9.8, 0.4, None, 95.0, None, None, None, None,35
None, None, 13.73, 93.0, None,2021-08-27 15:00:00, 14.6, None, 12.0, 13.7, 9.8, 0.1, None, 93.0, None, None, None, None,35
None, None, 15.06, 85.0, None,2021-08-27 16:00:00, 15.0, None, 13.0, 15.1, 9.8, 0.2, None, 85.0, None, None, None, None,35
None, None, 14.2, 94.7, None,2021-08-27 17:00:00, 15.1, None, 13.0, 14.2, 9.8, 0.0, None, 95.0, None, None, None, None,35
None, None, 13.7, 97.0, None,2021-08-27 18:00:00, 15.1, None, 14.0, 13.7, 9.8, 0.2, None, 97.0, None, None, None, None,35
None, None, 13.05, 97.8, None,2021-08-27 19:00:00, 13.7, None, 13.0, 13.1, 13.0, 0.1, None, 98.0, None, None, None, None,35
None, None, 11.86, 97.8, None,2021-08-27 20:00:00, 13.7, None, 12.0, 11.9, 11.9, 0.4, None, 98.0, None, None, None, None,35
None, None, 11.27, 98.1, None,2021-08-27 21:00:00, 13.7, None, 11.0, 11.3, 11.3, 0.2, None, 98.0, None, None, None, None,35
