ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,wind_speed,temperature,wind_direction,relative_humidity,precipitation
0.0,0.0,9.0,0.0,2020-09-10,0.0,23.0,37,,,,,
0.0,0.0,12.0,0.0,2020-09-11,0.0,24.5,37,,,,,
0.0,0.0,13.0,0.0,2020-09-12,0.0,24.0,37,,,,,
,,,,2020-09-09 00:00:00,,,37,7.0,7.8,13.0,62.0,0.0
,,,,2020-09-09 01:00:00,,,37,5.4,7.6,6.0,62.0,0.0
,,,,2020-09-09 02:00:00,,,37,4.8,7.6,21.0,63.0,0.0
,,,,2020-09-09 03:00:00,,,37,4.2,7.5,19.0,64.0,0.0
,,,,2020-09-09 04:00:00,,,37,4.5,7.3,17.0,66.0,0.0
,,,,2020-09-09 05:00:00,,,37,4.7,8.2,10.0,61.0,0.0
,,,,2020-09-09 06:00:00,,,37,2.1,12.6,98.0,49.0,0.0
,,,,2020-09-09 07:00:00,,,37,3.4,13.4,192.0,42.0,0.0
,,,,2020-09-09 08:00:00,,,37,2.6,16.4,92.0,37.0,0.0
,,,,2020-09-09 09:00:00,,,37,3.5,16.0,158.0,39.0,0.0
,,,,2020-09-09 10:00:00,,,37,4.4,16.6,177.0,42.0,0.0
,,,,2020-09-09 11:00:00,,,37,5.6,16.9,135.0,39.0,0.0
,,,,2020-09-09 12:00:00,,,37,5.6,18.0,154.0,39.0,0.0
,,,,2020-09-09 13:00:00,,,37,4.4,19.1,63.0,36.0,0.0
,,,,2020-09-09 14:00:00,,,37,1.7,19.9,345.0,34.0,0.0
,,,,2020-09-09 15:00:00,,,37,5.4,16.5,321.0,44.0,0.0
,,,,2020-09-09 16:00:00,,,37,6.3,16.9,308.0,44.0,0.0
,,,,2020-09-09 17:00:00,,,37,6.3,13.1,338.0,53.0,0.0
,,,,2020-09-09 18:00:00,,,37,5.5,10.7,347.0,58.0,0.0
,,,,2020-09-09 19:00:00,,,37,5.9,11.5,39.0,53.0,0.0
,,,,2020-09-09 20:00:00,,,37,2.4,12.1,108.0,53.0,0.0
,,,,2020-09-09 21:00:00,,,37,0.0,11.9,106.0,55.0,0.0
,,,,2020-09-09 22:00:00,,,37,4.2,11.9,99.0,55.0,0.0
,,,,2020-09-09 23:00:00,,,37,4.5,11.1,50.0,59.0,0.0
,,,,2020-09-10 00:00:00,,,37,0.0,11.2,66.0,59.0,0.0
,,,,2020-09-10 01:00:00,,,37,4.1,11.7,73.0,56.0,0.0
,,,,2020-09-10 02:00:00,,,37,0.0,11.7,125.0,57.0,0.0
,,,,2020-09-10 03:00:00,,,37,0.0,9.6,110.0,64.0,0.0
,,,,2020-09-10 04:00:00,,,37,0.0,10.3,109.0,61.0,0.0
,,,,2020-09-10 05:00:00,,,37,2.9,9.6,70.0,65.0,0.0
,,,,2020-09-10 06:00:00,,,37,3.1,13.4,36.0,54.0,0.0
,,,,2020-09-10 07:00:00,,,37,4.5,17.2,62.0,44.0,0.0
,,,,2020-09-10 08:00:00,,,37,4.8,18.2,18.0,43.0,0.0
,,,,2020-09-10 09:00:00,,,37,3.2,18.6,162.0,42.0,0.0
,,,,2020-09-10 10:00:00,,,37,5.0,18.3,142.0,44.0,0.0
,,,,2020-09-10 11:00:00,,,37,5.4,19.6,169.0,43.0,0.0
,,,,2020-09-10 12:00:00,,,37,7.0,20.5,211.0,34.0,0.0
,,,,2020-09-10 13:00:00,,,37,4.1,21.8,258.0,29.0,0.0
,,,,2020-09-10 14:00:00,,,37,4.3,21.1,211.0,23.0,0.0
,,,,2020-09-10 15:00:00,,,37,2.6,18.5,215.0,30.0,0.0
,,,,2020-09-10 16:00:00,,,37,3.3,19.6,303.0,29.0,0.0
,,,,2020-09-10 17:00:00,,,37,4.3,15.1,325.0,46.0,0.0
,,,,2020-09-10 18:00:00,,,37,3.7,12.1,309.0,56.0,0.0
,,,,2020-09-10 19:00:00,,,37,4.7,11.6,327.0,42.0,0.0
,,,,2020-09-10 20:00:00,,,37,6.1,12.0,328.0,48.0,0.0
,,,,2020-09-10 21:00:00,,,37,2.7,11.1,302.0,48.0,0.0
,,,,2020-09-10 22:00:00,,,37,1.6,11.1,300.0,53.0,0.0
,,,,2020-09-10 23:00:00,,,37,1.6,10.7,309.0,51.0,0.0
,,,,2020-09-11 00:00:00,,,37,1.8,10.6,291.0,58.0,0.0
,,,,2020-09-11 01:00:00,,,37,2.0,11.5,302.0,53.0,0.0
,,,,2020-09-11 02:00:00,,,37,2.0,11.4,264.0,55.0,0.0
,,,,2020-09-11 03:00:00,,,37,1.9,11.1,267.0,56.0,0.0
,,,,2020-09-11 04:00:00,,,37,3.0,12.3,263.0,51.0,0.0
,,,,2020-09-11 05:00:00,,,37,2.3,12.5,256.0,47.0,0.0
,,,,2020-09-11 06:00:00,,,37,2.1,15.2,267.0,42.0,0.0
,,,,2020-09-11 07:00:00,,,37,4.5,17.1,254.0,38.0,0.0
,,,,2020-09-11 08:00:00,,,37,4.4,19.0,264.0,36.0,0.0
,,,,2020-09-11 09:00:00,,,37,2.6,21.3,272.0,35.0,0.0
,,,,2020-09-11 10:00:00,,,37,4.4,22.7,285.0,32.0,0.0
,,,,2020-09-11 11:00:00,,,37,3.2,24.3,323.0,28.0,0.0
,,,,2020-09-11 12:00:00,,,37,4.5,24.2,318.0,27.0,0.0
,,,,2020-09-11 13:00:00,,,37,3.6,24.6,317.0,27.0,0.0
,,,,2020-09-11 14:00:00,,,37,3.9,23.7,321.0,27.0,0.0
,,,,2020-09-11 15:00:00,,,37,5.1,20.5,306.0,35.0,0.0
,,,,2020-09-11 16:00:00,,,37,4.1,21.2,288.0,35.0,0.0
,,,,2020-09-11 17:00:00,,,37,2.4,17.6,326.0,40.0,0.0
,,,,2020-09-11 18:00:00,,,37,0.0,15.2,9.0,45.0,0.0
,,,,2020-09-11 19:00:00,,,37,2.5,16.6,107.0,39.0,0.0
,,,,2020-09-11 20:00:00,,,37,6.6,16.7,189.0,41.0,0.0
,,,,2020-09-11 21:00:00,,,37,8.6,16.1,192.0,40.0,0.0
,,,,2020-09-11 22:00:00,,,37,5.7,14.3,252.0,49.0,0.0
,,,,2020-09-11 23:00:00,,,37,6.1,13.2,248.0,51.0,0.0
,,,,2020-09-12 00:00:00,,,37,8.4,12.6,257.0,46.0,0.0
,,,,2020-09-12 01:00:00,,,37,10.1,12.3,264.0,47.0,0.0
,,,,2020-09-12 02:00:00,,,37,9.7,11.8,268.0,50.0,0.0
,,,,2020-09-12 03:00:00,,,37,11.2,11.4,269.0,51.0,0.0
,,,,2020-09-12 04:00:00,,,37,11.1,11.0,272.0,56.0,0.0
,,,,2020-09-12 05:00:00,,,37,10.5,10.9,271.0,57.0,0.0
,,,,2020-09-12 07:00:00,,,37,6.8,14.1,283.0,50.0,0.0
,,,,2020-09-12 08:00:00,,,37,4.8,16.8,285.0,46.0,0.0
,,,,2020-09-12 09:00:00,,,37,4.0,19.3,301.0,35.0,0.0
,,,,2020-09-12 10:00:00,,,37,3.2,21.0,337.0,32.0,0.0
,,,,2020-09-12 11:00:00,,,37,6.0,22.0,352.0,25.0,0.0
,,,,2020-09-12 12:00:00,,,37,3.1,22.7,348.0,23.0,0.0
,,,,2020-09-12 13:00:00,,,37,2.4,22.5,24.0,24.0,0.0
,,,,2020-09-12 14:00:00,,,37,2.8,20.8,138.0,33.0,0.0
,,,,2020-09-12 15:00:00,,,37,3.9,17.7,152.0,40.0,0.0
,,,,2020-09-12 16:00:00,,,37,2.4,17.2,148.0,41.0,0.0
,,,,2020-09-12 17:00:00,,,37,2.7,15.2,157.0,46.0,0.0
,,,,2020-09-12 18:00:00,,,37,5.9,14.6,101.0,45.0,0.0
,,,,2020-09-12 19:00:00,,,37,7.0,14.7,117.0,44.0,0.0
