ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,week_of_year
4.0,4.0,0.0,2020-11-04, 0.0,45
8.4,7.4,1.0,2020-11-09, None,45
1.4,1.4,0.0,2020-11-10, 0.0,45
