station_observations
AirTemp, ONE_DAY_PRECIPITATION, time, MIN_TEMP, MAX_TEMP
None, 0.0, 2020-01-01 00:00:00, -6.9, 2.3
None, 10.5, 2020-01-02 00:00:00, -8.2, -4.7
None, 24.8, 2020-01-03 00:00:00, -4.7, 1.9
None, 0.2, 2020-01-04 00:00:00, -6.0, -0.8
None, 0.0, 2020-01-05 00:00:00, -6.3, -1.7
None, 0.0, 2020-01-06 00:00:00, -10.6, -2.5
None, 16.5, 2020-01-07 00:00:00, -9.0, -0.1
None, 1.2, 2020-01-08 00:00:00, -23.7, -1.0
None, 0.1, 2020-01-09 00:00:00, -22.5, -8.6
None, 2.0, 2020-01-10 00:00:00, -18.2, -7.7
None, 0.7, 2020-01-11 00:00:00, -16.2, -3.1
None, 5.0, 2020-01-12 00:00:00, -25.1, -5.6
None, 0.0, 2020-01-13 00:00:00, -35.0, -24.2
None, 0.0, 2020-01-14 00:00:00, -29.5, -23.9
None, 5.7, 2020-01-15 00:00:00, -38.4, -24.5
None, 5.9, 2020-01-16 00:00:00, -21.5, -15.4
None, 0.0, 2020-01-17 00:00:00, -23.5, -13.7
None, 0.0, 2020-01-18 00:00:00, -16.5, -1.9
None, 3.7, 2020-01-19 00:00:00, -2.2, 1.9
None, 48.4, 2020-01-20 00:00:00, 0.3, 2.2
None, 2.5, 2020-01-21 00:00:00, -12.6, -3.0
None, 2.5, 2020-01-22 00:00:00, -13.0, -4.5
None, 23.6, 2020-01-23 00:00:00, -0.4, 0.1
None, 2.8, 2020-01-24 00:00:00, -1.2, 2.0
None, 0.2, 2020-01-25 00:00:00, -13.2, 1.1
None, 6.3, 2020-01-26 00:00:00, -13.9, 2.3
None, 2.4, 2020-01-27 00:00:00, -14.8, 0.5
None, 3.5, 2020-01-28 00:00:00, -14.0, -2.0
None, 5.1, 2020-01-29 00:00:00, -14.4, 0.8
None, 0.0, 2020-01-30 00:00:00, -15.4, -3.3
None, 35.0, 2020-01-31 00:00:00, -10.4, -1.5
None, 10.8, 2020-02-01 00:00:00, -19.4, -1.4
None, 1.5, 2020-02-02 00:00:00, -19.8, -9.6
None, 0.0, 2020-02-03 00:00:00, -22.6, -11.1
None, 1.9, 2020-02-04 00:00:00, -20.1, -6.1
None, 0.0, 2020-02-05 00:00:00, -12.9, 0.4
None, 0.0, 2020-02-06 00:00:00, -11.9, -3.2
None, 6.4, 2020-02-07 00:00:00, -13.9, -3.5
None, 1.3, 2020-02-08 00:00:00, -17.0, -4.5
None, 0.0, 2020-02-09 00:00:00, -16.3, -0.3
None, 0.0, 2020-02-10 00:00:00, -12.3, 1.5
None, 0.0, 2020-02-11 00:00:00, -12.4, 0.6
None, 0.0, 2020-02-12 00:00:00, -13.6, 1.1
None, 0.6, 2020-02-13 00:00:00, -14.2, -2.1
None, 1.6, 2020-02-14 00:00:00, -4.4, -1.1
None, 0.1, 2020-02-15 00:00:00, -12.3, 0.1
None, 0.0, 2020-02-16 00:00:00, -16.1, -2.0
None, 0.0, 2020-02-17 00:00:00, -22.2, -3.3
None, 0.1, 2020-02-18 00:00:00, -26.7, -4.7
None, 0.0, 2020-02-19 00:00:00, -25.6, -2.7
None, 0.0, 2020-02-20 00:00:00, -20.8, 0.9
None, 0.1, 2020-02-21 00:00:00, -3.3, 0.9
None, 0.9, 2020-02-22 00:00:00, -7.9, -0.4
None, 6.3, 2020-02-23 00:00:00, -9.9, -1.9
None, 0.0, 2020-02-24 00:00:00, -10.6, -3.0
None, 0.0, 2020-02-25 00:00:00, -11.1, -1.2
None, 0.0, 2020-02-26 00:00:00, -3.8, 1.6
None, 0.1, 2020-02-27 00:00:00, -1.6, 2.5
None, 11.9, 2020-02-28 00:00:00, -4.3, -0.4
None, 0.0, 2020-02-29 00:00:00, -18.4, -0.1
None, 0.6, 2020-03-01 00:00:00, -23.7, -2.2
None, 0.0, 2020-03-02 00:00:00, -3.9, 1.0
None, 3.6, 2020-03-03 00:00:00, -4.5, 0.3
None, 0.9, 2020-03-04 00:00:00, -6.1, -2.1
None, 17.1, 2020-03-05 00:00:00, -6.2, -0.8
None, 0.0, 2020-03-06 00:00:00, -24.9, -4.7
None, 0.0, 2020-03-07 00:00:00, -29.1, -4.4
None, 0.0, 2020-03-08 00:00:00, -24.4, -4.3
None, 0.0, 2020-03-09 00:00:00, -29.2, -4.1
None, 0.2, 2020-03-10 00:00:00, -5.7, -0.3
None, 0.0, 2020-03-11 00:00:00, -18.5, -1.3
None, 0.0, 2020-03-12 00:00:00, -25.2, -3.9
None, 0.1, 2020-03-13 00:00:00, -18.0, -6.5
None, 0.0, 2020-03-14 00:00:00, -21.4, -12.8
None, 0.0, 2020-03-15 00:00:00, -28.5, -6.0
None, 0.0, 2020-03-16 00:00:00, -25.5, 1.9
None, 0.0, 2020-03-17 00:00:00, -16.6, 4.9
None, 0.0, 2020-03-18 00:00:00, -20.8, 1.7
None, 0.0, 2020-03-19 00:00:00, -20.8, 2.5
None, 0.0, 2020-03-20 00:00:00, -19.3, 4.3
None, 0.0, 2020-03-21 00:00:00, -16.7, 5.1
None, 0.9, 2020-03-22 00:00:00, -13.6, 2.9
None, 2.7, 2020-03-23 00:00:00, -10.6, 0.4
None, 0.0, 2020-03-24 00:00:00, -20.0, -0.8
None, 0.0, 2020-03-25 00:00:00, -23.2, -1.4
None, 0.0, 2020-03-26 00:00:00, -9.2, 0.9
None, 0.0, 2020-03-27 00:00:00, -2.6, 2.5
None, 1.2, 2020-03-28 00:00:00, -0.6, 2.6
None, 1.0, 2020-03-29 00:00:00, -3.0, 2.0
None, 9.1, 2020-03-30 00:00:00, -6.1, -0.5
None, 0.0, 2020-03-31 00:00:00, -14.6, -0.6
None, 0.0, 2020-04-01 00:00:00, -20.9, -5.1
None, 0.0, 2020-04-02 00:00:00, -26.2, -1.6
None, 0.5, 2020-04-03 00:00:00, -20.7, -3.9
None, 0.0, 2020-04-04 00:00:00, -21.0, -3.0
None, 0.0, 2020-04-05 00:00:00, -16.7, -0.3
None, 0.0, 2020-04-06 00:00:00, -19.0, 3.0
None, 0.0, 2020-04-07 00:00:00, -8.1, 5.4
None, 0.0, 2020-04-08 00:00:00, -14.4, 6.9
None, 0.0, 2020-04-09 00:00:00, -2.2, 9.0
None, 0.0, 2020-04-10 00:00:00, -4.3, 6.8
None, 0.0, 2020-04-11 00:00:00, -10.5, 2.8
None, 0.0, 2020-04-12 00:00:00, -16.1, 4.8
None, 0.0, 2020-04-13 00:00:00, -13.8, 7.2
None, 1.4, 2020-04-14 00:00:00, 1.2, 10.0
None, 0.0, 2020-04-15 00:00:00, -4.7, 8.1
None, 0.0, 2020-04-16 00:00:00, -9.7, 7.2
None, 1.0, 2020-04-17 00:00:00, -1.6, 7.8
None, 0.0, 2020-04-18 00:00:00, 0.0, 6.2
None, 0.0, 2020-04-19 00:00:00, -2.7, 6.1
None, 0.0, 2020-04-20 00:00:00, -5.6, 7.8
None, 0.0, 2020-04-21 00:00:00, -2.7, 7.6
None, 0.0, 2020-04-22 00:00:00, 0.4, 5.6
None, 0.0, 2020-04-23 00:00:00, -2.9, 6.8
None, 0.0, 2020-04-24 00:00:00, -3.3, 6.8
None, 8.0, 2020-04-25 00:00:00, -0.5, 3.8
None, 2.5, 2020-04-26 00:00:00, -1.0, 3.4
None, 5.5, 2020-04-27 00:00:00, -2.1, 5.1
None, 0.0, 2020-04-28 00:00:00, -0.9, 3.1
None, 10.2, 2020-04-29 00:00:00, -2.5, 6.7
None, 0.0, 2020-04-30 00:00:00, -0.7, 6.1
None, 0.0, 2020-05-01 00:00:00, -2.4, 6.4
None, 7.0, 2020-05-02 00:00:00, 0.7, 4.5
None, 0.0, 2020-05-03 00:00:00, -3.2, 3.4
None, 0.8, 2020-05-04 00:00:00, -3.4, 5.3
None, 0.4, 2020-05-05 00:00:00, -3.7, 6.8
None, 4.4, 2020-05-06 00:00:00, -1.5, 5.2
None, 0.0, 2020-05-07 00:00:00, -5.5, 8.7
None, 0.0, 2020-05-08 00:00:00, -5.8, 10.9
None, 0.0, 2020-05-09 00:00:00, -4.4, 12.2
None, 0.0, 2020-05-10 00:00:00, -1.7, 16.2
None, 0.0, 2020-05-11 00:00:00, -2.1, 11.7
None, 0.0, 2020-05-12 00:00:00, -2.2, 10.7
None, 0.0, 2020-05-13 00:00:00, 3.7, 10.0
None, 0.0, 2020-05-14 00:00:00, -1.7, 9.1
None, 0.0, 2020-05-15 00:00:00, -1.9, 9.1
None, 1.1, 2020-05-16 00:00:00, -0.9, 7.3
None, 2.4, 2020-05-17 00:00:00, 0.4, 10.2
None, 0.0, 2020-05-18 00:00:00, -0.3, 11.6
None, 0.0, 2020-05-19 00:00:00, -1.6, 13.4
None, 0.0, 2020-05-20 00:00:00, -0.6, 12.0
None, 3.6, 2020-05-21 00:00:00, 1.6, 9.2
None, 0.0, 2020-05-22 00:00:00, 0.5, 11.8
None, 0.0, 2020-05-23 00:00:00, 1.3, 10.9
None, 1.6, 2020-05-24 00:00:00, 4.1, 11.8
None, 0.1, 2020-05-25 00:00:00, 5.2, 12.2
None, 0.0, 2020-05-26 00:00:00, -1.2, 11.9
None, 0.0, 2020-05-27 00:00:00, -3.0, 14.8
None, 0.0, 2020-05-28 00:00:00, 2.7, 17.8
None, 0.0, 2020-05-29 00:00:00, 2.4, 18.9
None, 0.0, 2020-05-30 00:00:00, 4.0, 18.0
None, 0.0, 2020-05-31 00:00:00, 3.3, 12.2
None, 0.0, 2020-06-01 00:00:00, 3.3, 12.1
None, 0.8, 2020-06-02 00:00:00, 2.0, 7.2
None, 0.0, 2020-06-03 00:00:00, -0.1, 10.7
None, 0.6, 2020-06-04 00:00:00, -1.2, 11.4
None, 0.1, 2020-06-05 00:00:00, -2.9, 12.2
None, 0.3, 2020-06-06 00:00:00, 1.9, 11.6
None, 0.0, 2020-06-07 00:00:00, -2.0, 14.0
None, 0.0, 2020-06-08 00:00:00, 1.0, 10.9
None, 1.5, 2020-06-09 00:00:00, 1.5, 7.1
None, 1.5, 2020-06-10 00:00:00, 5.4, 12.6
None, 4.0, 2020-06-11 00:00:00, 3.0, 9.7
None, 4.9, 2020-06-12 00:00:00, 2.9, 9.2
None, 3.8, 2020-06-13 00:00:00, 1.8, 11.3
None, 0.0, 2020-06-14 00:00:00, 3.8, 11.6
None, 0.0, 2020-06-15 00:00:00, 3.5, 9.7
None, 0.0, 2020-06-16 00:00:00, 3.5, 16.2
None, 0.0, 2020-06-17 00:00:00, 2.9, 17.9
None, 0.0, 2020-06-18 00:00:00, 4.0, 19.5
None, 3.1, 2020-06-19 00:00:00, 3.8, 19.6
None, 3.4, 2020-06-20 00:00:00, 7.9, 13.8
None, 0.1, 2020-06-21 00:00:00, 7.6, 14.8
None, 0.5, 2020-06-22 00:00:00, 7.9, 12.2
None, 3.5, 2020-06-23 00:00:00, 8.6, 12.9
None, 5.0, 2020-06-24 00:00:00, 7.6, 17.5
None, 0.0, 2020-06-25 00:00:00, 3.1, 19.8
None, 0.3, 2020-06-26 00:00:00, 8.4, 16.5
None, 0.0, 2020-06-27 00:00:00, 4.7, 14.7
None, 0.1, 2020-06-28 00:00:00, 2.3, 15.2
None, 0.0, 2020-06-29 00:00:00, 2.9, 19.0
None, 0.3, 2020-06-30 00:00:00, 4.2, 15.1
None, 1.1, 2020-07-01 00:00:00, 5.9, 13.7
None, 0.1, 2020-07-02 00:00:00, 1.8, 12.3
None, 2.4, 2020-07-03 00:00:00, 0.9, 11.8
None, 0.0, 2020-07-04 00:00:00, 3.1, 15.4
None, 0.0, 2020-07-05 00:00:00, 4.2, 18.6
None, 0.0, 2020-07-06 00:00:00, 5.2, 16.9
None, 0.6, 2020-07-07 00:00:00, 7.8, 15.8
None, 0.1, 2020-07-08 00:00:00, 6.4, 14.5
None, 1.7, 2020-07-09 00:00:00, 6.8, 14.5
None, 0.0, 2020-07-10 00:00:00, 6.1, 13.9
None, 3.9, 2020-07-11 00:00:00, 6.2, 10.7
None, 1.1, 2020-07-12 00:00:00, 2.2, 12.9
None, 0.0, 2020-07-13 00:00:00, -1.1, 16.4
None, 0.0, 2020-07-14 00:00:00, -0.1, 20.9
None, 0.0, 2020-07-15 00:00:00, 11.3, 20.8
