SolarRadiation,AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
None,1.1, -1.0,0.0,5.8, None,2019-04-16 00:00:00,41.0,95.0,16
None,1.3, None,0.0,4.0, None,2019-04-16 00:15:00,53.0,95.0,16
None,1.1, None,0.0,4.4, None,2019-04-16 00:30:00,47.0,95.0,16
None,1.0, None,0.0,4.1, None,2019-04-16 00:45:00,42.0,95.0,16
None,1.2, 1.0,0.0,4.4, None,2019-04-16 01:00:00,40.0,95.0,16
None,1.4, None,0.0,5.1, None,2019-04-16 01:15:00,25.0,96.0,16
None,1.6, None,0.0,4.0, None,2019-04-16 01:30:00,30.0,96.0,16
None,1.8, None,0.0,5.3, None,2019-04-16 01:45:00,34.0,96.0,16
None,2.0, 0.0,0.0,3.2, None,2019-04-16 02:00:00,29.0,95.0,16
None,2.1, None,0.0,2.6, None,2019-04-16 02:15:00,9.0,95.0,16
None,2.3, None,0.0,2.5, None,2019-04-16 02:30:00,26.0,95.0,16
None,2.4, None,0.0,2.8, None,2019-04-16 02:45:00,113.0,95.0,16
None,2.6, 0.0,0.0,2.4, None,2019-04-16 03:00:00,72.0,94.0,16
None,2.7, None,0.0,1.4, None,2019-04-16 03:15:00,64.0,94.0,16
None,2.7, None,0.0,3.3, None,2019-04-16 03:30:00,107.0,93.0,16
None,2.7, None,0.0,3.1, None,2019-04-16 03:45:00,101.0,92.0,16
None,2.7, 0.0,0.0,1.9, None,2019-04-16 04:00:00,61.0,92.0,16
None,2.7, None,0.0,2.1, None,2019-04-16 04:15:00,63.0,92.0,16
None,2.8, None,0.0,2.2, None,2019-04-16 04:30:00,65.0,92.0,16
None,2.8, None,0.0,2.9, None,2019-04-16 04:45:00,86.0,92.0,16
None,2.7, 1.0,0.0,2.9, None,2019-04-16 05:00:00,49.0,91.0,16
None,2.5, None,0.0,2.7, None,2019-04-16 05:15:00,60.0,90.0,16
None,2.2, None,0.0,2.1, None,2019-04-16 05:30:00,52.0,89.0,16
None,1.9, None,0.0,2.8, None,2019-04-16 05:45:00,64.0,87.0,16
None,1.8, -1.0,0.0,3.1, None,2019-04-16 06:00:00,63.0,88.0,16
None,1.7, None,0.0,2.4, None,2019-04-16 06:15:00,57.0,91.0,16
None,1.8, None,0.0,2.1, None,2019-04-16 06:30:00,69.0,92.0,16
None,2.2, None,0.0,1.9, None,2019-04-16 06:45:00,97.0,93.0,16
None,3.0, 0.0,0.0,2.0, None,2019-04-16 07:00:00,134.0,93.0,16
None,4.0, None,0.0,2.3, None,2019-04-16 07:15:00,130.0,92.0,16
None,4.9, None,0.0,3.1, None,2019-04-16 07:30:00,166.0,87.0,16
None,5.6, None,0.0,4.0, None,2019-04-16 07:45:00,135.0,83.0,16
None,6.6, 1.0,0.0,4.4, None,2019-04-16 08:00:00,150.0,79.0,16
None,7.4, None,0.0,4.7, None,2019-04-16 08:15:00,167.0,65.0,16
None,7.9, None,0.0,3.6, None,2019-04-16 08:30:00,167.0,68.0,16
