AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,SnowWaterEquivalent,RelativeHumidity,week_of_year
4.7, 0.0,0.0, 4.7, 0.001,2020-04-29 00:00:00, 40.0, 2.0,90.0,18
4.4, None,0.0, 6.8, None,2020-04-29 00:15:00, 56.0, None,91.0,18
4.3, None,0.0, 5.8, None,2020-04-29 00:30:00, 51.0, None,92.0,18
4.3, None,0.0, 6.9, None,2020-04-29 00:45:00, 56.0, None,92.0,18
4.5, 0.0,0.0, 7.1, 0.001,2020-04-29 01:00:00, 56.0, 1.5,91.0,18
4.4, None,0.0, 8.9, None,2020-04-29 01:15:00, 64.0, None,91.0,18
4.5, None,0.0, 8.2, None,2020-04-29 01:30:00, 56.0, None,90.0,18
4.7, None,0.0, 9.7, None,2020-04-29 01:45:00, 50.0, None,88.0,18
4.8, 0.0,0.0, 7.9, 0.0,2020-04-29 02:00:00, 60.0, 1.3,89.0,18
4.7, None,0.0, 10.1, None,2020-04-29 02:15:00, 53.0, None,86.0,18
4.7, None,0.0, 7.8, None,2020-04-29 02:30:00, 53.0, None,88.0,18
4.6, None,0.0, 8.2, None,2020-04-29 02:45:00, 51.0, None,87.0,18
4.5, 0.0,0.0, 7.1, 0.001,2020-04-29 03:00:00, 55.0, 1.6,88.0,18
4.6, None,0.0, 7.6, None,2020-04-29 03:15:00, 66.0, None,88.0,18
4.6, None,0.0, 8.9, None,2020-04-29 03:30:00, 67.0, None,87.0,18
4.7, None,0.0, 9.5, None,2020-04-29 03:45:00, 71.0, None,86.0,18
4.8, 0.0,0.0, 10.9, 0.0,2020-04-29 04:00:00, 73.0, 1.2,87.0,18
4.7, None,0.0, 9.0, None,2020-04-29 04:15:00, 66.0, None,88.0,18
4.8, None,0.0, 7.7, None,2020-04-29 04:30:00, 57.0, None,85.0,18
4.7, None,0.0, 6.9, None,2020-04-29 04:45:00, 68.0, None,88.0,18
5.1, 0.0,0.0, 7.1, 0.002,2020-04-29 05:00:00, 88.0, 1.0,84.0,18
5.2, None,0.0, 8.9, None,2020-04-29 05:15:00, 64.0, None,85.0,18
5.3, None,0.0, 7.3, None,2020-04-29 05:30:00, 73.0, None,82.0,18
5.3, None,0.0, 7.0, None,2020-04-29 05:45:00, 68.0, None,85.0,18
5.4, 0.0,0.0, 5.2, 0.002,2020-04-29 06:00:00, 78.0, 0.7,84.0,18
5.4, None,0.0, 5.5, None,2020-04-29 06:15:00, 67.0, None,84.0,18
5.8, None,0.0, 9.1, None,2020-04-29 06:30:00, 61.0, None,80.0,18
6.2, None,0.0, 11.1, None,2020-04-29 06:45:00, 63.0, None,77.0,18
6.4, -1.0,0.0, 10.5, 0.002,2020-04-29 07:00:00, 54.0, 0.2,75.0,18
6.4, None,0.0, 10.2, None,2020-04-29 07:15:00, 60.0, None,74.0,18
6.2, None,0.0, 9.8, None,2020-04-29 07:30:00, 63.0, None,76.0,18
6.2, None,0.0, 7.2, None,2020-04-29 07:45:00, 71.0, None,77.0,18
6.2, 1.0,0.0, 4.7, 0.003,2020-04-29 08:00:00, 63.0, 0.2,75.0,18
6.3, None,0.0, 8.9, None,2020-04-29 08:15:00, 64.0, None,77.0,18
6.1, None,0.0, 8.3, None,2020-04-29 08:30:00, 62.0, None,81.0,18
6.5, None,0.0, 11.0, None,2020-04-29 08:45:00, 61.0, None,81.0,18
6.1, -1.0,0.0, 10.2, 0.002,2020-04-29 09:00:00, 66.0, 0.6,83.0,18
6.3, None,0.0, 3.9, None,2020-04-29 09:15:00, 59.0, None,85.0,18
6.3, None,0.0, 6.8, None,2020-04-29 09:30:00, 79.0, None,82.0,18
6.6, None,0.0, 4.1, None,2020-04-29 09:45:00, 60.0, None,74.0,18
7.1, 0.0,0.0, 5.6, 0.002,2020-04-29 10:00:00, 46.0, 0.0,77.0,18
7.6, None,0.0, 9.4, None,2020-04-29 10:15:00, 70.0, None,71.0,18
8.0, None,0.0, 9.2, None,2020-04-29 10:30:00, 55.0, None,74.0,18
8.1, None,0.0, 4.8, None,2020-04-29 10:45:00, 39.0, None,73.0,18
8.9, -1.0,0.0, 5.0, 0.002,2020-04-29 11:00:00, 46.0, 0.0,72.0,18
9.1, None,0.0, 3.5, None,2020-04-29 11:15:00, 37.0, None,74.0,18
9.9, None,0.0, 5.6, None,2020-04-29 11:30:00, 45.0, None,70.0,18
11.2, None,0.0, 5.6, None,2020-04-29 11:45:00, 27.0, None,67.0,18
11.6, 0.0,0.0, 4.8, 0.0,2020-04-29 12:00:00, 47.0, 0.0,65.0,18
11.8, None,0.0, 5.6, None,2020-04-29 12:15:00, 47.0, None,70.0,18
12.7, None,0.0, 6.8, None,2020-04-29 12:30:00, 32.0, None,62.0,18
14.2, None,0.0, 8.5, None,2020-04-29 12:45:00, 316.0, None,60.0,18
14.7, -1.0,0.0, 7.8, 0.003,2020-04-29 13:00:00, 254.0, 0.0,60.0,18
13.9, None,0.0, 8.5, None,2020-04-29 13:15:00, 8.0, None,62.0,18
13.5, None,0.0, 4.7, None,2020-04-29 13:30:00, 36.0, None,66.0,18
13.4, None,0.0, 4.3, None,2020-04-29 13:45:00, 30.0, None,64.0,18
13.5, 0.0,0.0, 6.7, 0.003,2020-04-29 14:00:00, 312.0, 0.0,68.0,18
13.4, None,0.0, 4.5, None,2020-04-29 14:15:00, 3.0, None,79.0,18
12.8, None,0.0, 10.0, None,2020-04-29 14:30:00, 234.0, None,68.0,18
11.9, None,0.0, 8.2, None,2020-04-29 14:45:00, 219.0, None,72.0,18
12.2, 0.0,0.0, 5.3, 0.002,2020-04-29 15:00:00, 1.0, 0.0,70.0,18
12.3, None,0.0, 6.5, None,2020-04-29 15:15:00, 335.0, None,70.0,18
12.8, None,0.0, 4.4, None,2020-04-29 15:30:00, 291.0, None,70.0,18
12.0, None,0.0, 8.7, None,2020-04-29 15:45:00, 236.0, None,74.0,18
11.7, 0.0,0.0, 4.6, 0.002,2020-04-29 16:00:00, 253.0, 0.0,75.0,18
10.9, None,0.0, 8.5, None,2020-04-29 16:15:00, 208.0, None,81.0,18
10.1, None,0.0, 7.0, None,2020-04-29 16:30:00, 233.0, None,90.0,18
9.6, None,0.508, 8.4, None,2020-04-29 16:45:00, 199.0, None,94.0,18
9.5, 1.0,0.508, 6.6, 0.004,2020-04-29 17:00:00, 219.0, 0.0,95.0,18
9.5, None,0.508, 8.4, None,2020-04-29 17:15:00, 142.0, None,94.0,18
9.2, None,0.762, 11.0, None,2020-04-29 17:30:00, 230.0, None,94.0,18
9.1, None,0.254, 10.1, None,2020-04-29 17:45:00, 227.0, None,95.0,18
8.9, 2.0,0.0, 12.0, 0.004,2020-04-29 18:00:00, 205.0, 0.9,95.0,18
8.7, None,0.0, 9.6, None,2020-04-29 18:15:00, 231.0, None,96.0,18
8.6, None,0.0, 13.2, None,2020-04-29 18:30:00, 219.0, None,95.0,18
8.2, None,0.0, 15.7, None,2020-04-29 18:45:00, 232.0, None,95.0,18
7.9, -1.0,0.0, 16.7, 0.004,2020-04-29 19:00:00, 243.0, 1.0,95.0,18
7.5, None,0.0, 16.3, None,2020-04-29 19:15:00, 251.0, None,95.0,18
7.2, None,0.0, 14.5, None,2020-04-29 19:30:00, 261.0, None,96.0,18
6.9, None,0.0, 14.6, None,2020-04-29 19:45:00, 239.0, None,97.0,18
6.7, 1.0,0.0, 13.0, 0.004,2020-04-29 20:00:00, 242.0, 1.1,97.0,18
6.5, None,0.254, 13.0, None,2020-04-29 20:15:00, 250.0, None,97.0,18
6.2, None,0.0, 14.0, None,2020-04-29 20:30:00, 240.0, None,97.0,18
6.0, None,0.0, 15.3, None,2020-04-29 20:45:00, 235.0, None,96.0,18
6.0, 1.0,0.0, 15.5, 0.003,2020-04-29 21:00:00, 233.0, 1.1,96.0,18
5.9, None,0.0, 16.3, None,2020-04-29 21:15:00, 236.0, None,96.0,18
5.9, None,0.0, 15.3, None,2020-04-29 21:30:00, 248.0, None,96.0,18
5.8, None,0.0, 12.9, None,2020-04-29 21:45:00, 245.0, None,95.0,18
5.8, 0.0,0.0, 13.8, 0.003,2020-04-29 22:00:00, 247.0, 1.0,94.0,18
5.6, None,0.0, 13.9, None,2020-04-29 22:15:00, 253.0, None,95.0,18
5.4, None,0.0, 12.7, None,2020-04-29 22:30:00, 248.0, None,96.0,18
5.4, None,0.0, 11.3, None,2020-04-29 22:45:00, 252.0, None,96.0,18
5.4, 0.0,0.0, 10.2, 0.003,2020-04-29 23:00:00, 247.0, 1.2,96.0,18
5.4, None,0.0, 10.5, None,2020-04-29 23:15:00, 254.0, None,96.0,18
5.5, None,0.0, 11.8, None,2020-04-29 23:30:00, 244.0, None,97.0,18
5.4, None,0.0, 12.1, None,2020-04-29 23:45:00, 247.0, None,96.0,18
5.4, 1.0,0.254, 13.8, 0.004,2020-04-30 00:00:00, 246.0, 1.0,96.0,18
5.4, None,0.0, 14.6, None,2020-04-30 00:15:00, 247.0, None,95.0,18
5.3, None,0.254, 15.2, None,2020-04-30 00:30:00, 245.0, None,96.0,18
5.3, None,0.0, 16.8, None,2020-04-30 00:45:00, 248.0, None,95.0,18
5.2, 0.0,0.0, 16.6, 0.003,2020-04-30 01:00:00, 255.0, 1.1,95.0,18
5.0, None,0.0, 16.9, None,2020-04-30 01:15:00, 260.0, None,94.0,18
5.0, None,0.0, 14.5, None,2020-04-30 01:30:00, 238.0, None,94.0,18
5.0, None,0.0, 14.9, None,2020-04-30 01:45:00, 234.0, None,93.0,18
4.8, 1.0,0.0, 13.3, 0.003,2020-04-30 02:00:00, 227.0, 1.4,93.0,18
4.9, None,0.254, 14.0, None,2020-04-30 02:15:00, 234.0, None,93.0,18
4.8, None,0.0, 16.2, None,2020-04-30 02:30:00, 233.0, None,93.0,18
4.7, None,0.0, 11.7, None,2020-04-30 02:45:00, 236.0, None,94.0,18
4.7, 0.0,0.0, 5.6, 0.003,2020-04-30 03:00:00, 216.0, 1.2,95.0,18
