RelativeHumidity,AirTemperature,time,Rain,week_of_year
None,8.7,2016-11-04 00:00:00,0.0,45
None,8.7,2016-11-04 00:15:00,0.0,45
None,8.7,2016-11-04 00:30:00,0.0,45
None,8.7,2016-11-04 00:45:00,0.0,45
None,8.8,2016-11-04 01:00:00,0.0,45
None,8.7,2016-11-04 01:15:00,0.0,45
None,8.6,2016-11-04 01:30:00,0.0,45
None,8.8,2016-11-04 01:45:00,0.0,45
None,8.7,2016-11-04 02:00:00,0.0,45
None,8.7,2016-11-04 02:15:00,0.0,45
None,8.7,2016-11-04 02:30:00,0.0,45
None,8.5,2016-11-04 02:45:00,0.0,45
None,8.7,2016-11-04 03:00:00,0.0,45
None,8.7,2016-11-04 03:15:00,0.0,45
None,8.7,2016-11-04 03:30:00,0.0,45
None,8.5,2016-11-04 03:45:00,0.0,45
None,8.4,2016-11-04 04:00:00,0.0,45
None,8.5,2016-11-04 04:15:00,0.0,45
None,8.5,2016-11-04 04:30:00,0.0,45
None,8.3,2016-11-04 04:45:00,0.0,45
None,8.1,2016-11-04 05:00:00,0.0,45
None,8.2,2016-11-04 05:15:00,0.0,45
None,8.2,2016-11-04 05:30:00,0.0,45
None,8.3,2016-11-04 05:45:00,0.0,45
None,8.2,2016-11-04 06:00:00,0.0,45
None,8.4,2016-11-04 06:15:00,0.0,45
None,8.4,2016-11-04 06:30:00,0.0,45
None,8.3,2016-11-04 06:45:00,0.0,45
None,8.4,2016-11-04 07:00:00,0.0,45
None,8.2,2016-11-04 07:15:00,0.0,45
None,8.2,2016-11-04 07:30:00,0.0,45
None,8.2,2016-11-04 07:45:00,0.0,45
None,8.2,2016-11-04 08:00:00,0.0,45
None,8.4,2016-11-04 08:15:00,0.0,45
None,8.6,2016-11-04 08:30:00,0.0,45
None,8.9,2016-11-04 08:45:00,0.0,45
None,9.1,2016-11-04 09:00:00,0.0,45
None,8.8,2016-11-04 09:15:00,0.0,45
None,8.9,2016-11-04 09:30:00,0.0,45
None,9.1,2016-11-04 09:45:00,0.0,45
None,9.1,2016-11-04 10:00:00,0.0,45
None,9.1,2016-11-04 10:15:00,0.0,45
None,9.1,2016-11-04 10:30:00,0.0,45
None,8.9,2016-11-04 10:45:00,0.0,45
None,8.8,2016-11-04 11:00:00,0.0,45
None,8.8,2016-11-04 11:15:00,0.0,45
None,8.8,2016-11-04 11:30:00,0.0,45
None,8.8,2016-11-04 11:45:00,0.0,45
None,8.9,2016-11-04 12:00:00,0.0,45
None,9.0,2016-11-04 12:15:00,0.0,45
None,9.2,2016-11-04 12:30:00,0.0,45
None,9.7,2016-11-04 12:45:00,0.0,45
None,10.3,2016-11-04 13:00:00,0.0,45
None,10.2,2016-11-04 13:15:00,0.0,45
None,10.0,2016-11-04 13:30:00,0.0,45
None,10.4,2016-11-04 13:45:00,0.0,45
None,11.3,2016-11-04 14:00:00,0.0,45
None,11.0,2016-11-04 14:15:00,0.0,45
None,10.6,2016-11-04 14:30:00,0.0,45
None,11.0,2016-11-04 14:45:00,0.0,45
None,11.0,2016-11-04 15:00:00,0.0,45
None,11.8,2016-11-04 15:15:00,0.0,45
None,11.9,2016-11-04 15:30:00,0.0,45
None,13.7,2016-11-04 15:45:00,0.0,45
None,13.2,2016-11-04 16:00:00,0.0,45
None,13.7,2016-11-04 16:15:00,0.0,45
None,14.4,2016-11-04 16:30:00,0.0,45
None,14.8,2016-11-04 16:45:00,0.0,45
None,15.2,2016-11-04 17:00:00,0.0,45
None,14.8,2016-11-04 17:15:00,0.0,45
None,14.9,2016-11-04 17:30:00,0.0,45
None,14.6,2016-11-04 17:45:00,0.0,45
None,12.5,2016-11-04 18:00:00,0.0,45
None,11.2,2016-11-04 18:15:00,0.0,45
None,12.2,2016-11-04 18:30:00,0.0,45
None,13.4,2016-11-04 18:45:00,0.0,45
None,13.5,2016-11-04 19:00:00,0.0,45
None,11.8,2016-11-04 19:15:00,0.51,45
None,12.2,2016-11-04 19:30:00,0.0,45
None,13.7,2016-11-04 19:45:00,0.0,45
None,12.9,2016-11-04 20:00:00,0.0,45
None,11.5,2016-11-04 20:15:00,0.0,45
None,11.9,2016-11-04 20:30:00,0.0,45
None,10.5,2016-11-04 20:45:00,0.25,45
None,11.0,2016-11-04 21:00:00,0.0,45
None,11.2,2016-11-04 21:15:00,0.0,45
None,11.4,2016-11-04 21:30:00,0.0,45
None,12.9,2016-11-04 21:45:00,0.0,45
None,11.9,2016-11-04 22:00:00,0.77,45
None,11.1,2016-11-04 22:15:00,1.01,45
None,10.9,2016-11-04 22:30:00,0.51,45
None,11.6,2016-11-04 22:45:00,0.0,45
None,12.3,2016-11-04 23:00:00,0.25,45
None,12.3,2016-11-04 23:15:00,0.0,45
None,11.7,2016-11-04 23:30:00,0.77,45
None,10.8,2016-11-04 23:45:00,1.77,45
None,10.8,2016-11-05 00:00:00,0.77,45
None,10.8,2016-11-05 00:15:00,0.5,45
None,10.9,2016-11-05 00:30:00,0.26,45
None,11.3,2016-11-05 00:45:00,0.25,45
None,11.4,2016-11-05 01:00:00,0.26,45
None,11.2,2016-11-05 01:15:00,0.5,45
None,11.0,2016-11-05 01:30:00,0.51,45
None,11.0,2016-11-05 01:45:00,0.51,45
None,11.1,2016-11-05 02:00:00,0.76,45
None,11.1,2016-11-05 02:15:00,0.76,45
None,11.0,2016-11-05 02:30:00,0.51,45
None,11.0,2016-11-05 02:45:00,1.02,45
None,11.0,2016-11-05 03:00:00,0.76,45
None,11.0,2016-11-05 03:15:00,1.02,45
None,10.8,2016-11-05 03:30:00,1.01,45
None,10.6,2016-11-05 03:45:00,1.02,45
None,10.3,2016-11-05 04:00:00,1.01,45
None,10.1,2016-11-05 04:15:00,1.53,45
None,10.0,2016-11-05 04:30:00,1.01,45
None,10.1,2016-11-05 04:45:00,1.02,45
None,10.1,2016-11-05 05:00:00,0.76,45
None,10.1,2016-11-05 05:15:00,0.51,45
None,10.1,2016-11-05 05:30:00,0.25,45
None,10.0,2016-11-05 05:45:00,0.26,45
None,10.0,2016-11-05 06:00:00,0.25,45
None,9.9,2016-11-05 06:15:00,0.51,45
None,9.8,2016-11-05 06:30:00,0.76,45
None,9.8,2016-11-05 06:45:00,0.26,45
None,9.8,2016-11-05 07:00:00,0.25,45
None,9.7,2016-11-05 07:15:00,0.0,45
None,9.7,2016-11-05 07:30:00,1.02,45
None,9.7,2016-11-05 07:45:00,0.25,45
None,9.8,2016-11-05 08:00:00,0.0,45
None,9.8,2016-11-05 08:15:00,0.0,45
None,9.9,2016-11-05 08:30:00,0.25,45
None,10.0,2016-11-05 08:45:00,0.0,45
None,10.1,2016-11-05 09:00:00,0.0,45
None,10.2,2016-11-05 09:15:00,0.0,45
None,10.3,2016-11-05 09:30:00,0.0,45
None,10.5,2016-11-05 09:45:00,0.0,45
None,10.5,2016-11-05 10:00:00,0.0,45
None,10.6,2016-11-05 10:15:00,0.0,45
None,10.5,2016-11-05 10:30:00,0.0,45
None,10.4,2016-11-05 10:45:00,0.0,45
None,10.4,2016-11-05 11:00:00,0.0,45
None,10.5,2016-11-05 11:15:00,0.0,45
None,10.4,2016-11-05 11:30:00,0.0,45
None,10.4,2016-11-05 11:45:00,0.0,45
None,10.3,2016-11-05 12:00:00,0.0,45
None,10.2,2016-11-05 12:15:00,0.0,45
None,10.0,2016-11-05 12:30:00,0.26,45
None,9.6,2016-11-05 12:45:00,0.0,45
None,9.2,2016-11-05 13:00:00,1.01,45
None,9.2,2016-11-05 13:15:00,0.26,45
None,9.4,2016-11-05 13:30:00,0.25,45
None,9.5,2016-11-05 13:45:00,0.0,45
None,9.7,2016-11-05 14:00:00,0.26,45
None,9.8,2016-11-05 14:15:00,0.0,45
None,9.8,2016-11-05 14:30:00,0.0,45
None,9.9,2016-11-05 14:45:00,0.0,45
None,9.9,2016-11-05 15:00:00,0.0,45
None,9.9,2016-11-05 15:15:00,0.0,45
None,10.0,2016-11-05 15:30:00,0.0,45
None,9.9,2016-11-05 15:45:00,0.0,45
None,10.1,2016-11-05 16:00:00,0.0,45
None,10.1,2016-11-05 16:15:00,0.0,45
None,10.1,2016-11-05 16:30:00,0.0,45
None,10.2,2016-11-05 16:45:00,0.0,45
None,10.0,2016-11-05 17:00:00,0.0,45
None,10.1,2016-11-05 17:15:00,0.0,45
None,10.2,2016-11-05 17:30:00,0.0,45
None,10.1,2016-11-05 17:45:00,0.0,45
None,9.9,2016-11-05 18:00:00,0.0,45
None,9.9,2016-11-05 18:15:00,0.0,45
None,9.8,2016-11-05 18:30:00,0.0,45
None,9.8,2016-11-05 18:45:00,0.0,45
None,9.9,2016-11-05 19:00:00,0.0,45
None,9.8,2016-11-05 19:15:00,0.0,45
None,9.9,2016-11-05 19:30:00,0.0,45
None,9.7,2016-11-05 19:45:00,0.0,45
None,9.6,2016-11-05 20:00:00,0.0,45
None,9.2,2016-11-05 20:15:00,0.0,45
None,9.3,2016-11-05 20:30:00,0.0,45
None,9.3,2016-11-05 20:45:00,0.0,45
None,8.8,2016-11-05 21:00:00,0.0,45
None,8.8,2016-11-05 21:15:00,0.0,45
None,8.8,2016-11-05 21:30:00,0.0,45
None,8.7,2016-11-05 21:45:00,0.0,45
None,8.7,2016-11-05 22:00:00,0.0,45
None,8.6,2016-11-05 22:15:00,0.0,45
None,8.7,2016-11-05 22:30:00,0.0,45
None,8.9,2016-11-05 22:45:00,0.0,45
None,8.9,2016-11-05 23:00:00,0.0,45
None,8.9,2016-11-05 23:15:00,0.0,45
None,8.8,2016-11-05 23:30:00,0.0,45
None,8.8,2016-11-05 23:45:00,0.0,45
None,8.8,2016-11-06 00:00:00,0.0,45
None,8.7,2016-11-06 00:15:00,0.0,45
None,8.6,2016-11-06 00:30:00,0.0,45
None,8.4,2016-11-06 00:45:00,0.0,45
None,8.2,2016-11-06 01:00:00,0.0,45
None,8.4,2016-11-06 01:15:00,0.0,45
None,8.5,2016-11-06 01:30:00,0.0,45
None,8.6,2016-11-06 01:45:00,0.0,45
None,8.6,2016-11-06 02:00:00,0.0,45
None,8.4,2016-11-06 02:15:00,0.0,45
None,8.4,2016-11-06 02:30:00,0.0,45
None,8.2,2016-11-06 02:45:00,0.0,45
None,8.0,2016-11-06 03:00:00,0.0,45
None,8.0,2016-11-06 03:15:00,0.0,45
None,8.1,2016-11-06 03:30:00,0.25,45
None,8.4,2016-11-06 03:45:00,0.0,45
