pcpn_amt_pst24hrs,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,snw_dpth,dwpt_temp,week_of_year
1.1,13.6,13.5,0.1,0.0,19.3,-6999.0,2020-05-06 00:00:00,-6999.0,-6999.0,19
0.9,13.7,13.3,0.0,0.0,19.3,-6999.0,2020-05-06 01:00:00,-6999.0,-6999.0,19
0.7,13.6,13.3,0.0,0.0,19.3,-6999.0,2020-05-06 02:00:00,-6999.0,-6999.0,19
1.2,11.9,11.3,0.5,0.0,19.3,-6999.0,2020-05-06 03:00:00,-6999.0,-6999.0,19
1.2,11.9,10.9,0.0,0.0,19.3,-6999.0,2020-05-06 04:00:00,-6999.0,-6999.0,19
1.6,10.2,10.3,0.4,0.0,19.3,-6999.0,2020-05-06 05:00:00,-6999.0,-6999.0,19
1.8,10.0,9.9,0.2,0.0,19.3,-6999.0,2020-05-06 06:00:00,-6999.0,-6999.0,19
1.8,9.8,9.8,0.1,0.0,10.0,-6999.0,2020-05-06 07:00:00,-6999.0,-6999.0,19
1.8,10.9,9.8,0.0,0.0,10.9,-6999.0,2020-05-06 08:00:00,-6999.0,-6999.0,19
1.8,12.8,9.8,0.0,0.0,12.7,-6999.0,2020-05-06 09:00:00,-6999.0,-6999.0,19
1.8,13.0,9.8,0.0,0.0,13.3,-6999.0,2020-05-06 10:00:00,-6999.0,-6999.0,19
1.8,13.6,9.8,0.0,0.0,13.8,-6999.0,2020-05-06 11:00:00,-6999.0,-6999.0,19
1.8,14.3,9.8,0.0,0.0,14.3,-6999.0,2020-05-06 12:00:00,-6999.0,-6999.0,19
1.8,14.6,9.8,0.0,0.0,15.0,-6999.0,2020-05-06 13:00:00,-6999.0,-6999.0,19
1.8,15.5,9.8,0.0,0.0,16.1,-6999.0,2020-05-06 14:00:00,-6999.0,-6999.0,19
1.8,16.4,9.8,0.0,0.0,16.5,-6999.0,2020-05-06 15:00:00,-6999.0,-6999.0,19
1.8,16.3,9.8,0.0,0.0,17.4,-6999.0,2020-05-06 16:00:00,-6999.0,-6999.0,19
1.8,16.1,9.8,0.0,0.0,17.4,-6999.0,2020-05-06 17:00:00,-6999.0,-6999.0,19
1.8,16.5,9.8,0.0,0.0,17.4,-6999.0,2020-05-06 18:00:00,-6999.0,-6999.0,19
1.8,15.4,15.4,0.0,0.0,16.8,-6999.0,2020-05-06 19:00:00,-6999.0,-6999.0,19
1.8,14.6,14.5,0.0,0.0,16.8,-6999.0,2020-05-06 20:00:00,-6999.0,-6999.0,19
1.8,13.1,13.2,0.0,0.0,16.8,-6999.0,2020-05-06 21:00:00,-6999.0,-6999.0,19
1.8,12.5,12.5,0.0,0.0,16.8,-6999.0,2020-05-06 22:00:00,-6999.0,-6999.0,19
1.1,11.7,11.7,0.0,0.0,16.8,-6999.0,2020-05-06 23:00:00,-6999.0,-6999.0,19
1.1,11.3,11.3,0.0,0.0,16.8,-6999.0,2020-05-07 00:00:00,-6999.0,-6999.0,19
1.1,9.9,9.9,0.0,0.0,16.8,-6999.0,2020-05-07 01:00:00,-6999.0,-6999.0,19
