air_temp,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,min_air_temp_snc_last_reset,time,dwpt_temp,week_of_year
6.8, 6.823, 68.66, 16.5, 69.0, 6.3,2020-05-06 00:00:00, 1.0,19
7.9, 7.921, 69.04, 16.5, 69.0, 6.3,2020-05-06 01:00:00, 3.0,19
6.5, 6.538, 78.67, 16.5, 79.0, 6.3,2020-05-06 02:00:00, 3.0,19
6.9, 6.919, 84.5, 16.5, 85.0, 6.3,2020-05-06 03:00:00, 5.0,19
5.4, 5.373, 92.0, 16.5, 92.0, 5.5,2020-05-06 04:00:00, 4.0,19
4.4, 4.357, 94.8, 16.5, 95.0, 4.5,2020-05-06 05:00:00, 4.0,19
5.4, 5.353, 92.6, 16.5, 93.0, 4.3,2020-05-06 06:00:00, 4.0,19
6.8, 6.833, 71.64, 7.0, 72.0, 5.0,2020-05-06 07:00:00, 2.0,19
7.0, 7.045, 66.03, 7.2, 66.0, 5.0,2020-05-06 08:00:00, 1.0,19
7.1, 7.077, 62.42, 7.2, 62.0, 5.0,2020-05-06 09:00:00, 0.0,19
7.0, 6.998, 60.81, 7.3, 61.0, 5.0,2020-05-06 10:00:00, 0.0,19
6.8, 6.8, 59.89, 7.3, 60.0, 5.0,2020-05-06 11:00:00, 0.0,19
7.1, 7.075, 57.39, 7.3, 57.0, 5.0,2020-05-06 12:00:00, -1.0,19
7.5, 7.546, 56.64, 7.6, 57.0, 5.0,2020-05-06 13:00:00, -1.0,19
7.5, 7.502, 56.99, 7.9, 57.0, 5.0,2020-05-06 14:00:00, -1.0,19
7.6, 7.616, 56.93, 7.9, 57.0, 5.0,2020-05-06 15:00:00, 0.0,19
7.4, 7.414, 57.53, 7.9, 58.0, 5.0,2020-05-06 16:00:00, 0.0,19
7.9, 7.854, 55.49, 8.1, 55.0, 5.0,2020-05-06 17:00:00, -1.0,19
7.0, 7.022, 60.63, 8.1, 61.0, 5.0,2020-05-06 18:00:00, 0.0,19
6.4, 6.431, 64.13, 7.0, 64.0, 6.3,2020-05-06 19:00:00, 0.0,19
6.2, 6.19, 62.61, 7.0, 63.0, 6.1,2020-05-06 20:00:00, 0.0,19
5.5, 5.504, 64.18, 7.0, 64.0, 5.5,2020-05-06 21:00:00, -1.0,19
5.2, 5.2, 65.97, 7.0, 66.0, 4.3,2020-05-06 22:00:00, -1.0,19
2.1, 2.106, 79.28, 7.0, 79.0, 2.1,2020-05-06 23:00:00, -1.0,19
1.1, 1.088, 82.3, 7.0, 82.0, 1.1,2020-05-07 00:00:00, -1.0,19
0.6, 0.61, 85.1, 7.0, 85.0, 0.6,2020-05-07 01:00:00, -2.0,19
0.4, 0.437, 84.6, 7.0, 85.0, 0.4,2020-05-07 02:00:00, -2.0,19
-0.2, -0.191, 86.4, 7.0, 86.0, -0.2,2020-05-07 03:00:00, -2.0,19
0.1, 0.098, 86.2, 7.0, 86.0, -0.4,2020-05-07 04:00:00, -2.0,19
0.8, 0.759, 85.9, 7.0, 86.0, -0.4,2020-05-07 05:00:00, -1.0,19
0.4, 0.438, 86.5, 7.0, 87.0, -0.4,2020-05-07 06:00:00, -2.0,19
4.6, 4.619, 69.93, 4.5, 70.0, 0.3,2020-05-07 07:00:00, 0.0,19
5.9, 5.857, 64.6, 5.8, 65.0, 0.3,2020-05-07 08:00:00, 0.0,19
8.4, 8.35, 49.39, 8.6, 49.0, 0.3,2020-05-07 09:00:00, -2.0,19
9.9, 9.88, 42.74, 9.8, 43.0, 0.3,2020-05-07 10:00:00, -2.0,19
11.0, 10.95, 39.79, 11.1, 40.0, 0.3,2020-05-07 11:00:00, -2.0,19
12.3, 12.27, 36.19, 12.2, 36.0, 0.3,2020-05-07 12:00:00, -2.0,19
12.8, 12.79, 34.35, 13.8, 34.0, 0.3,2020-05-07 13:00:00, -3.0,19
13.3, 13.25, 29.09, 14.6, 29.0, 0.3,2020-05-07 14:00:00, -4.0,19
14.4, 14.37, 27.65, 14.9, 28.0, 0.3,2020-05-07 15:00:00, -4.0,19
15.7, 15.71, 25.44, 15.5, 25.0, 0.3,2020-05-07 16:00:00, -4.0,19
15.4, 15.42, 24.36, 16.4, 24.0, 0.3,2020-05-07 17:00:00, -5.0,19
15.3, 15.33, 26.22, 16.4, 26.0, 0.3,2020-05-07 18:00:00, -4.0,19
14.7, 14.74, 28.12, 15.8, 28.0, 14.7,2020-05-07 19:00:00, -3.0,19
13.1, 13.1, 36.48, 15.8, 36.0, 13.1,2020-05-07 20:00:00, -1.0,19
9.9, 9.88, 49.36, 15.8, 49.0, 9.4,2020-05-07 21:00:00, 0.0,19
6.2, 6.233, 66.44, 15.8, 66.0, 6.1,2020-05-07 22:00:00, 1.0,19
5.2, 5.187, 66.38, 15.8, 66.0, 5.1,2020-05-07 23:00:00, -1.0,19
3.8, 3.84, 72.47, 15.8, 72.0, 3.8,2020-05-08 00:00:00, -1.0,19
3.2, 3.216, 73.69, 15.8, 74.0, 3.1,2020-05-08 01:00:00, -1.0,19
2.5, 2.532, 76.83, 15.8, 77.0, 2.4,2020-05-08 02:00:00, -1.0,19
2.1, 2.053, 80.0, 15.8, 80.0, 1.7,2020-05-08 03:00:00, -1.0,19
